"Code","Label","level","superior","segment1","Code1","segment2","Code2","segment3","Code3","segment4","Code4","Parent","duplicateCode","orphan","childless","duplicateLabel","singleChildMismatch"
"M69.20","69.20 Accounting, bookkeeping and auditing activities; tax consultancy",4,NA,"M","M","69","M69","2","M69.2","0","M69.20","M69.2",0,0,NA,0,0
"M70","70 Activities of head offices; management consultancy activities",2,NA,"M","M","70","M70",NA,NA,NA,NA,"M",0,0,0,0,0
"M70.1","70.1 Activities of head offices",3,NA,"M","M","70","M70","1","M70.1",NA,NA,"M70",0,0,0,0,0
"M70.10","70.10 Activities of head offices",4,NA,"M","M","70","M70","1","M70.1","0","M70.10","M70.1",0,0,NA,0,0
"M70.2","70.2 Management consultancy activities",3,NA,"M","M","70","M70","2","M70.2",NA,NA,"M70",0,0,0,0,0
"M70.21","70.21 Public relations and communication activities",4,NA,"M","M","70","M70","2","M70.2","1","M70.21","M70.2",0,0,NA,0,0
"M70.22","70.22 Business and other management consultancy activities",4,NA,"M","M","70","M70","2","M70.2","2","M70.22","M70.2",0,0,NA,0,0
"M71","71 Architectural and engineering activities; technical testing and analysis",2,NA,"M","M","71","M71",NA,NA,NA,NA,"M",0,0,0,0,0
"M71.1","71.1 Architectural and engineering activities and related technical consultancy",3,NA,"M","M","71","M71","1","M71.1",NA,NA,"M71",0,0,0,0,0
"M71.11","71.11 Architectural activities",4,NA,"M","M","71","M71","1","M71.1","1","M71.11","M71.1",0,0,NA,0,0
"M71.12","71.12 Engineering activities and related technical consultancy",4,NA,"M","M","71","M71","1","M71.1","2","M71.12","M71.1",0,0,NA,0,0
"M71.2","71.2 Technical testing and analysis",3,NA,"M","M","71","M71","2","M71.2",NA,NA,"M71",0,0,0,0,0
"M71.20","71.20 Technical testing and analysis",4,NA,"M","M","71","M71","2","M71.2","0","M71.20","M71.2",0,0,NA,0,0
"M72","72 Scientific research and development",2,NA,"M","M","72","M72",NA,NA,NA,NA,"M",0,0,0,0,0
"M72.1","72.1 Research and experimental development on natural sciences and engineering",3,NA,"M","M","72","M72","1","M72.1",NA,NA,"M72",0,0,0,0,0
"M72.11","72.11 Research and experimental development on biotechnology",4,NA,"M","M","72","M72","1","M72.1","1","M72.11","M72.1",0,0,NA,0,0
"M72.19","72.19 Other research and experimental development on natural sciences and engineering",4,NA,"M","M","72","M72","1","M72.1","9","M72.19","M72.1",0,0,NA,0,0
"M72.2","72.2 Research and experimental development on social sciences and humanities",3,NA,"M","M","72","M72","2","M72.2",NA,NA,"M72",0,0,0,0,0
"M72.20","72.20 Research and experimental development on social sciences and humanities",4,NA,"M","M","72","M72","2","M72.2","0","M72.20","M72.2",0,0,NA,0,0
"M73","73 Advertising and market research",2,NA,"M","M","73","M73",NA,NA,NA,NA,"M",0,0,0,0,0
"M73.1","73.1 Advertising",3,NA,"M","M","73","M73","1","M73.1",NA,NA,"M73",0,0,0,0,0
"M73.11","73.11 Advertising agencies",4,NA,"M","M","73","M73","1","M73.1","1","M73.11","M73.1",0,0,NA,0,0
"M73.12","73.12 Media representation",4,NA,"M","M","73","M73","1","M73.1","2","M73.12","M73.1",0,0,NA,0,0
"M73.2","73.2 Market research and public opinion polling",3,NA,"M","M","73","M73","2","M73.2",NA,NA,"M73",0,0,0,0,0
"M73.20","73.20 Market research and public opinion polling",4,NA,"M","M","73","M73","2","M73.2","0","M73.20","M73.2",0,0,NA,0,0
"M74","74 Other professional, scientific and technical activities",2,NA,"M","M","74","M74",NA,NA,NA,NA,"M",0,0,0,0,0
"M74.1","74.1 Specialised design activities",3,NA,"M","M","74","M74","1","M74.1",NA,NA,"M74",0,0,0,0,0
"M74.10","74.10 Specialised design activities",4,NA,"M","M","74","M74","1","M74.1","0","M74.10","M74.1",0,0,NA,0,0
"M74.2","74.2 Photographic activities",3,NA,"M","M","74","M74","2","M74.2",NA,NA,"M74",0,0,0,0,0
"M74.20","74.20 Photographic activities",4,NA,"M","M","74","M74","2","M74.2","0","M74.20","M74.2",0,0,NA,0,0
"M74.3","74.3 Translation and interpretation activities",3,NA,"M","M","74","M74","3","M74.3",NA,NA,"M74",0,0,0,0,0
"M74.30","74.30 Translation and interpretation activities",4,NA,"M","M","74","M74","3","M74.3","0","M74.30","M74.3",0,0,NA,0,0
"M74.9","74.9 Other professional, scientific and technical activities n.e.c.",3,NA,"M","M","74","M74","9","M74.9",NA,NA,"M74",0,0,0,0,0
"M74.90","74.90 Other professional, scientific and technical activities n.e.c.",4,NA,"M","M","74","M74","9","M74.9","0","M74.90","M74.9",0,0,NA,0,0
"M75","75 Veterinary activities",2,NA,"M","M","75","M75",NA,NA,NA,NA,"M",0,0,0,0,0
"M75.0","75.0 Veterinary activities",3,NA,"M","M","75","M75","0","M75.0",NA,NA,"M75",0,0,0,0,0
"M75.00","75.00 Veterinary activities",4,NA,"M","M","75","M75","0","M75.0","0","M75.00","M75.0",0,0,NA,0,0
"N77","77 Rental and leasing activities",2,NA,"N","N","77","N77",NA,NA,NA,NA,"N",0,0,0,0,0
"N77.1","77.1 Rental and leasing of motor vehicles",3,NA,"N","N","77","N77","1","N77.1",NA,NA,"N77",0,0,0,0,0
"N77.11","77.11 Rental and leasing of cars and light motor vehicles",4,NA,"N","N","77","N77","1","N77.1","1","N77.11","N77.1",0,0,NA,0,0
"N77.12","77.12 Rental and leasing of trucks",4,NA,"N","N","77","N77","1","N77.1","2","N77.12","N77.1",0,0,NA,0,0
"N77.2","77.2 Rental and leasing of personal and household goods",3,NA,"N","N","77","N77","2","N77.2",NA,NA,"N77",0,0,0,0,0
"N77.21","77.21 Rental and leasing of recreational and sports goods",4,NA,"N","N","77","N77","2","N77.2","1","N77.21","N77.2",0,0,NA,0,0
"N77.22","77.22 Rental of video tapes and disks",4,NA,"N","N","77","N77","2","N77.2","2","N77.22","N77.2",0,0,NA,0,0
"N77.29","77.29 Rental and leasing of other personal and household goods",4,NA,"N","N","77","N77","2","N77.2","9","N77.29","N77.2",0,0,NA,0,0
"N77.3","77.3 Rental and leasing of other machinery, equipment and tangible goods",3,NA,"N","N","77","N77","3","N77.3",NA,NA,"N77",0,0,0,0,0
"N77.31","77.31 Rental and leasing of agricultural machinery and equipment",4,NA,"N","N","77","N77","3","N77.3","1","N77.31","N77.3",0,0,NA,0,0
"N77.32","77.32 Rental and leasing of construction and civil engineering machinery and equipment",4,NA,"N","N","77","N77","3","N77.3","2","N77.32","N77.3",0,0,NA,0,0
"N77.33","77.33 Rental and leasing of office machinery and equipment (including computers)",4,NA,"N","N","77","N77","3","N77.3","3","N77.33","N77.3",0,0,NA,0,0
"N77.34","77.34 Rental and leasing of water transport equipment",4,NA,"N","N","77","N77","3","N77.3","4","N77.34","N77.3",0,0,NA,0,0
"N77.35","77.35 Rental and leasing of air transport equipment",4,NA,"N","N","77","N77","3","N77.3","5","N77.35","N77.3",0,0,NA,0,0
"N77.39","77.39 Rental and leasing of other machinery, equipment and tangible goods n.e.c.",4,NA,"N","N","77","N77","3","N77.3","9","N77.39","N77.3",0,0,NA,0,0
"N77.4","77.4 Leasing of intellectual property and similar products, except copyrighted works",3,NA,"N","N","77","N77","4","N77.4",NA,NA,"N77",0,0,0,0,0
"N77.40","77.40 Leasing of intellectual property and similar products, except copyrighted works",4,NA,"N","N","77","N77","4","N77.4","0","N77.40","N77.4",0,0,NA,0,0
"N78","78 Employment activities",2,NA,"N","N","78","N78",NA,NA,NA,NA,"N",0,0,0,0,0
"N78.1","78.1 Activities of employment placement agencies",3,NA,"N","N","78","N78","1","N78.1",NA,NA,"N78",0,0,0,0,0
"N78.10","78.10 Activities of employment placement agencies",4,NA,"N","N","78","N78","1","N78.1","0","N78.10","N78.1",0,0,NA,0,0
"N78.2","78.2 Temporary employment agency activities",3,NA,"N","N","78","N78","2","N78.2",NA,NA,"N78",0,0,0,0,0
"N78.20","78.20 Temporary employment agency activities",4,NA,"N","N","78","N78","2","N78.2","0","N78.20","N78.2",0,0,NA,0,0
"N78.3","78.3 Other human resources provision",3,NA,"N","N","78","N78","3","N78.3",NA,NA,"N78",0,0,0,0,0
"N78.30","78.30 Other human resources provision",4,NA,"N","N","78","N78","3","N78.3","0","N78.30","N78.3",0,0,NA,0,0
"N79","79 Travel agency, tour operator and other reservation service and related activities",2,NA,"N","N","79","N79",NA,NA,NA,NA,"N",0,0,0,0,0
"N79.1","79.1 Travel agency and tour operator activities",3,NA,"N","N","79","N79","1","N79.1",NA,NA,"N79",0,0,0,0,0
"N79.11","79.11 Travel agency activities",4,NA,"N","N","79","N79","1","N79.1","1","N79.11","N79.1",0,0,NA,0,0
"N79.12","79.12 Tour operator activities",4,NA,"N","N","79","N79","1","N79.1","2","N79.12","N79.1",0,0,NA,0,0
"N79.9","79.9 Other reservation service and related activities",3,NA,"N","N","79","N79","9","N79.9",NA,NA,"N79",0,0,0,0,0
"N79.90","79.90 Other reservation service and related activities",4,NA,"N","N","79","N79","9","N79.9","0","N79.90","N79.9",0,0,NA,0,0
"N80","80 Security and investigation activities",2,NA,"N","N","80","N80",NA,NA,NA,NA,"N",0,0,0,0,0
"N80.1","80.1 Private security activities",3,NA,"N","N","80","N80","1","N80.1",NA,NA,"N80",0,0,0,0,0
"N80.10","80.10 Private security activities",4,NA,"N","N","80","N80","1","N80.1","0","N80.10","N80.1",0,0,NA,0,0
"N80.2","80.2 Security systems service activities",3,NA,"N","N","80","N80","2","N80.2",NA,NA,"N80",0,0,0,0,0
"N80.20","80.20 Security systems service activities",4,NA,"N","N","80","N80","2","N80.2","0","N80.20","N80.2",0,0,NA,0,0
"N80.3","80.3 Investigation activities",3,NA,"N","N","80","N80","3","N80.3",NA,NA,"N80",0,0,0,0,0
"N80.30","80.30 Investigation activities",4,NA,"N","N","80","N80","3","N80.3","0","N80.30","N80.3",0,0,NA,0,0
"N81","81 Services to buildings and landscape activities",2,NA,"N","N","81","N81",NA,NA,NA,NA,"N",0,0,0,0,0
"N81.1","81.1 Combined facilities support activities",3,NA,"N","N","81","N81","1","N81.1",NA,NA,"N81",0,0,0,0,0
"N81.10","81.10 Combined facilities support activities",4,NA,"N","N","81","N81","1","N81.1","0","N81.10","N81.1",0,0,NA,0,0
"N81.2","81.2 Cleaning activities",3,NA,"N","N","81","N81","2","N81.2",NA,NA,"N81",0,0,0,0,0
"N81.21","81.21 General cleaning of buildings",4,NA,"N","N","81","N81","2","N81.2","1","N81.21","N81.2",0,0,NA,0,0
"N81.22","81.22 Other building and industrial cleaning activities",4,NA,"N","N","81","N81","2","N81.2","2","N81.22","N81.2",0,0,NA,0,0
"N81.29","81.29 Other cleaning activities",4,NA,"N","N","81","N81","2","N81.2","9","N81.29","N81.2",0,0,NA,0,0
"N81.3","81.3 Landscape service activities",3,NA,"N","N","81","N81","3","N81.3",NA,NA,"N81",0,0,0,0,0
"N81.30","81.30 Landscape service activities",4,NA,"N","N","81","N81","3","N81.3","0","N81.30","N81.3",0,0,NA,0,0
"N82","82 Office administrative, office support and other business support activities",2,NA,"N","N","82","N82",NA,NA,NA,NA,"N",0,0,0,0,0
"N82.1","82.1 Office administrative and support activities",3,NA,"N","N","82","N82","1","N82.1",NA,NA,"N82",0,0,0,0,0
"N82.11","82.11 Combined office administrative service activities",4,NA,"N","N","82","N82","1","N82.1","1","N82.11","N82.1",0,0,NA,0,0
"N82.19","82.19 Photocopying, document preparation and other specialised office support activities",4,NA,"N","N","82","N82","1","N82.1","9","N82.19","N82.1",0,0,NA,0,0
"N82.2","82.2 Activities of call centres",3,NA,"N","N","82","N82","2","N82.2",NA,NA,"N82",0,0,0,0,0
"N82.20","82.20 Activities of call centres",4,NA,"N","N","82","N82","2","N82.2","0","N82.20","N82.2",0,0,NA,0,0
"N82.3","82.3 Organisation of conventions and trade shows",3,NA,"N","N","82","N82","3","N82.3",NA,NA,"N82",0,0,0,0,0
"N82.30","82.30 Organisation of conventions and trade shows",4,NA,"N","N","82","N82","3","N82.3","0","N82.30","N82.3",0,0,NA,0,0
"N82.9","82.9 Business support service activities n.e.c.",3,NA,"N","N","82","N82","9","N82.9",NA,NA,"N82",0,0,0,0,0
"N82.91","82.91 Activities of collection agencies and credit bureaus",4,NA,"N","N","82","N82","9","N82.9","1","N82.91","N82.9",0,0,NA,0,0
"N82.92","82.92 Packaging activities",4,NA,"N","N","82","N82","9","N82.9","2","N82.92","N82.9",0,0,NA,0,0
"N82.99","82.99 Other business support service activities n.e.c.",4,NA,"N","N","82","N82","9","N82.9","9","N82.99","N82.9",0,0,NA,0,0
"O84","84 Public administration and defence; compulsory social security",2,NA,"O","O","84","O84",NA,NA,NA,NA,"O",0,0,0,0,0
"O84.1","84.1 Administration of the State and the economic and social policy of the community",3,NA,"O","O","84","O84","1","O84.1",NA,NA,"O84",0,0,0,0,0
"O84.11","84.11 General public administration activities",4,NA,"O","O","84","O84","1","O84.1","1","O84.11","O84.1",0,0,NA,0,0
"O84.12","84.12 Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",4,NA,"O","O","84","O84","1","O84.1","2","O84.12","O84.1",0,0,NA,0,0
"O84.13","84.13 Regulation of and contribution to more efficient operation of businesses",4,NA,"O","O","84","O84","1","O84.1","3","O84.13","O84.1",0,0,NA,0,0
"O84.2","84.2 Provision of services to the community as a whole",3,NA,"O","O","84","O84","2","O84.2",NA,NA,"O84",0,0,0,0,0
"O84.21","84.21 Foreign affairs",4,NA,"O","O","84","O84","2","O84.2","1","O84.21","O84.2",0,0,NA,0,0
"O84.22","84.22 Defence activities",4,NA,"O","O","84","O84","2","O84.2","2","O84.22","O84.2",0,0,NA,0,0
"O84.23","84.23 Justice and judicial activities",4,NA,"O","O","84","O84","2","O84.2","3","O84.23","O84.2",0,0,NA,0,0
"O84.24","84.24 Public order and safety activities",4,NA,"O","O","84","O84","2","O84.2","4","O84.24","O84.2",0,0,NA,0,0
"O84.25","84.25 Fire service activities",4,NA,"O","O","84","O84","2","O84.2","5","O84.25","O84.2",0,0,NA,0,0
"O84.3","84.3 Compulsory social security activities",3,NA,"O","O","84","O84","3","O84.3",NA,NA,"O84",0,0,0,0,0
"O84.30","84.30 Compulsory social security activities",4,NA,"O","O","84","O84","3","O84.3","0","O84.30","O84.3",0,0,NA,0,0
"P85","85 Education",2,NA,"P","P","85","P85",NA,NA,NA,NA,"P",0,0,0,0,0
"P85.1","85.1 Pre-primary education",3,NA,"P","P","85","P85","1","P85.1",NA,NA,"P85",0,0,0,0,0
"P85.10","85.10 Pre-primary education",4,NA,"P","P","85","P85","1","P85.1","0","P85.10","P85.1",0,0,NA,0,0
"P85.2","85.2 Primary education",3,NA,"P","P","85","P85","2","P85.2",NA,NA,"P85",0,0,0,0,0
"P85.20","85.20 Primary education",4,NA,"P","P","85","P85","2","P85.2","0","P85.20","P85.2",0,0,NA,0,0
"P85.3","85.3 Secondary education",3,NA,"P","P","85","P85","3","P85.3",NA,NA,"P85",0,0,0,0,0
"P85.31","85.31 General secondary education",4,NA,"P","P","85","P85","3","P85.3","1","P85.31","P85.3",0,0,NA,0,0
"P85.32","85.32 Technical and vocational secondary education",4,NA,"P","P","85","P85","3","P85.3","2","P85.32","P85.3",0,0,NA,0,0
"P85.4","85.4 Higher education",3,NA,"P","P","85","P85","4","P85.4",NA,NA,"P85",0,0,0,0,0
"P85.41","85.41 Post-secondary non-tertiary education",4,NA,"P","P","85","P85","4","P85.4","1","P85.41","P85.4",0,0,NA,0,0
"P85.42","85.42 Tertiary education",4,NA,"P","P","85","P85","4","P85.4","2","P85.42","P85.4",0,0,NA,0,0
"P85.5","85.5 Other education",3,NA,"P","P","85","P85","5","P85.5",NA,NA,"P85",0,0,0,0,0
"P85.51","85.51 Sports and recreation education",4,NA,"P","P","85","P85","5","P85.5","1","P85.51","P85.5",0,0,NA,0,0
"P85.52","85.52 Cultural education",4,NA,"P","P","85","P85","5","P85.5","2","P85.52","P85.5",0,0,NA,0,0
"P85.53","85.53 Driving school activities",4,NA,"P","P","85","P85","5","P85.5","3","P85.53","P85.5",0,0,NA,0,0
"P85.59","85.59 Other education n.e.c.",4,NA,"P","P","85","P85","5","P85.5","9","P85.59","P85.5",0,0,NA,0,0
"P85.6","85.6 Educational support activities",3,NA,"P","P","85","P85","6","P85.6",NA,NA,"P85",0,0,0,0,0
"P85.60","85.60 Educational support activities",4,NA,"P","P","85","P85","6","P85.6","0","P85.60","P85.6",0,0,NA,0,0
"Q86","86 Human health activities",2,NA,"Q","Q","86","Q86",NA,NA,NA,NA,"Q",0,0,0,0,0
"Q86.1","86.1 Hospital activities",3,NA,"Q","Q","86","Q86","1","Q86.1",NA,NA,"Q86",0,0,0,0,0
"Q86.10","86.10 Hospital activities",4,NA,"Q","Q","86","Q86","1","Q86.1","0","Q86.10","Q86.1",0,0,NA,0,0
"Q86.2","86.2 Medical and dental practice activities",3,NA,"Q","Q","86","Q86","2","Q86.2",NA,NA,"Q86",0,0,0,0,0
"Q86.21","86.21 General medical practice activities",4,NA,"Q","Q","86","Q86","2","Q86.2","1","Q86.21","Q86.2",0,0,NA,0,0
"Q86.22","86.22 Specialist medical practice activities",4,NA,"Q","Q","86","Q86","2","Q86.2","2","Q86.22","Q86.2",0,0,NA,0,0
"Q86.23","86.23 Dental practice activities",4,NA,"Q","Q","86","Q86","2","Q86.2","3","Q86.23","Q86.2",0,0,NA,0,0
"Q86.9","86.9 Other human health activities",3,NA,"Q","Q","86","Q86","9","Q86.9",NA,NA,"Q86",0,0,0,0,0
"Q86.90","86.90 Other human health activities",4,NA,"Q","Q","86","Q86","9","Q86.9","0","Q86.90","Q86.9",0,0,NA,0,0
"Q87","87 Residential care activities",2,NA,"Q","Q","87","Q87",NA,NA,NA,NA,"Q",0,0,0,0,0
"Q87.1","87.1 Residential nursing care activities",3,NA,"Q","Q","87","Q87","1","Q87.1",NA,NA,"Q87",0,0,0,0,0
"Q87.10","87.10 Residential nursing care activities",4,NA,"Q","Q","87","Q87","1","Q87.1","0","Q87.10","Q87.1",0,0,NA,0,0
"Q87.2","87.2 Residential care activities for mental retardation, mental health and substance abuse",3,NA,"Q","Q","87","Q87","2","Q87.2",NA,NA,"Q87",0,0,0,0,0
"Q87.20","87.20 Residential care activities for mental retardation, mental health and substance abuse",4,NA,"Q","Q","87","Q87","2","Q87.2","0","Q87.20","Q87.2",0,0,NA,0,0
"Q87.3","87.3 Residential care activities for the elderly and disabled",3,NA,"Q","Q","87","Q87","3","Q87.3",NA,NA,"Q87",0,0,0,0,0
"Q87.30","87.30 Residential care activities for the elderly and disabled",4,NA,"Q","Q","87","Q87","3","Q87.3","0","Q87.30","Q87.3",0,0,NA,0,0
"Q87.9","87.9 Other residential care activities",3,NA,"Q","Q","87","Q87","9","Q87.9",NA,NA,"Q87",0,0,0,0,0
"Q87.90","87.90 Other residential care activities",4,NA,"Q","Q","87","Q87","9","Q87.9","0","Q87.90","Q87.9",0,0,NA,0,0
"Q88","88 Social work activities without accommodation",2,NA,"Q","Q","88","Q88",NA,NA,NA,NA,"Q",0,0,0,0,0
"Q88.1","88.1 Social work activities without accommodation for the elderly and disabled",3,NA,"Q","Q","88","Q88","1","Q88.1",NA,NA,"Q88",0,0,0,0,0
"Q88.10","88.10 Social work activities without accommodation for the elderly and disabled",4,NA,"Q","Q","88","Q88","1","Q88.1","0","Q88.10","Q88.1",0,0,NA,0,0
"Q88.9","88.9 Other social work activities without accommodation",3,NA,"Q","Q","88","Q88","9","Q88.9",NA,NA,"Q88",0,0,0,0,0
"Q88.91","88.91 Child day-care activities",4,NA,"Q","Q","88","Q88","9","Q88.9","1","Q88.91","Q88.9",0,0,NA,0,0
"Q88.99","88.99 Other social work activities without accommodation n.e.c.",4,NA,"Q","Q","88","Q88","9","Q88.9","9","Q88.99","Q88.9",0,0,NA,0,0
"R90","90 Creative, arts and entertainment activities",2,NA,"R","R","90","R90",NA,NA,NA,NA,"R",0,0,0,0,0
"R90.0","90.0 Creative, arts and entertainment activities",3,NA,"R","R","90","R90","0","R90.0",NA,NA,"R90",0,0,0,0,0
"R90.01","90.01 Performing arts",4,NA,"R","R","90","R90","0","R90.0","1","R90.01","R90.0",0,0,NA,0,0
"R90.02","90.02 Support activities to performing arts",4,NA,"R","R","90","R90","0","R90.0","2","R90.02","R90.0",0,0,NA,0,0
"R90.03","90.03 Artistic creation",4,NA,"R","R","90","R90","0","R90.0","3","R90.03","R90.0",0,0,NA,0,0
"R90.04","90.04 Operation of arts facilities",4,NA,"R","R","90","R90","0","R90.0","4","R90.04","R90.0",0,0,NA,0,0
"R91","91 Libraries, archives, museums and other cultural activities",2,NA,"R","R","91","R91",NA,NA,NA,NA,"R",0,0,0,0,0
"R91.0","91.0 Libraries, archives, museums and other cultural activities",3,NA,"R","R","91","R91","0","R91.0",NA,NA,"R91",0,0,0,0,0
"R91.01","91.01 Library and archives activities",4,NA,"R","R","91","R91","0","R91.0","1","R91.01","R91.0",0,0,NA,0,0
"R91.02","91.02 Museums activities",4,NA,"R","R","91","R91","0","R91.0","2","R91.02","R91.0",0,0,NA,0,0
"R91.03","91.03 Operation of historical sites and buildings and similar visitor attractions",4,NA,"R","R","91","R91","0","R91.0","3","R91.03","R91.0",0,0,NA,0,0
"R91.04","91.04 Botanical and zoological gardens and nature reserves activities",4,NA,"R","R","91","R91","0","R91.0","4","R91.04","R91.0",0,0,NA,0,0
"R92","92 Gambling and betting activities",2,NA,"R","R","92","R92",NA,NA,NA,NA,"R",0,0,0,0,0
"R92.0","92.0 Gambling and betting activities",3,NA,"R","R","92","R92","0","R92.0",NA,NA,"R92",0,0,0,0,0
"R92.00","92.00 Gambling and betting activities",4,NA,"R","R","92","R92","0","R92.0","0","R92.00","R92.0",0,0,NA,0,0
"R93","93 Sports activities and amusement and recreation activities",2,NA,"R","R","93","R93",NA,NA,NA,NA,"R",0,0,0,0,0
"R93.1","93.1 Sports activities",3,NA,"R","R","93","R93","1","R93.1",NA,NA,"R93",0,0,0,0,0
"R93.11","93.11 Operation of sports facilities",4,NA,"R","R","93","R93","1","R93.1","1","R93.11","R93.1",0,0,NA,0,0
"R93.12","93.12 Activities of sports clubs",4,NA,"R","R","93","R93","1","R93.1","2","R93.12","R93.1",0,0,NA,0,0
"R93.13","93.13 Fitness facilities",4,NA,"R","R","93","R93","1","R93.1","3","R93.13","R93.1",0,0,NA,0,0
"R93.19","93.19 Other sports activities",4,NA,"R","R","93","R93","1","R93.1","9","R93.19","R93.1",0,0,NA,0,0
"R93.2","93.2 Amusement and recreation activities",3,NA,"R","R","93","R93","2","R93.2",NA,NA,"R93",0,0,0,0,0
"R93.21","93.21 Activities of amusement parks and theme parks",4,NA,"R","R","93","R93","2","R93.2","1","R93.21","R93.2",0,0,NA,0,0
"R93.29","93.29 Other amusement and recreation activities",4,NA,"R","R","93","R93","2","R93.2","9","R93.29","R93.2",0,0,NA,0,0
"S94","94 Activities of membership organisations",2,NA,"S","S","94","S94",NA,NA,NA,NA,"S",0,0,0,0,0
"S94.1","94.1 Activities of business, employers and professional membership organisations",3,NA,"S","S","94","S94","1","S94.1",NA,NA,"S94",0,0,0,0,0
"S94.11","94.11 Activities of business and employers membership organisations",4,NA,"S","S","94","S94","1","S94.1","1","S94.11","S94.1",0,0,NA,0,0
"S94.12","94.12 Activities of professional membership organisations",4,NA,"S","S","94","S94","1","S94.1","2","S94.12","S94.1",0,0,NA,0,0
"S94.2","94.2 Activities of trade unions",3,NA,"S","S","94","S94","2","S94.2",NA,NA,"S94",0,0,0,0,0
"S94.20","94.20 Activities of trade unions",4,NA,"S","S","94","S94","2","S94.2","0","S94.20","S94.2",0,0,NA,0,0
"S94.9","94.9 Activities of other membership organisations",3,NA,"S","S","94","S94","9","S94.9",NA,NA,"S94",0,0,0,0,0
"S94.91","94.91 Activities of religious organisations",4,NA,"S","S","94","S94","9","S94.9","1","S94.91","S94.9",0,0,NA,0,0
"S94.92","94.92 Activities of political organisations",4,NA,"S","S","94","S94","9","S94.9","2","S94.92","S94.9",0,0,NA,0,0
"S94.99","94.99 Activities of other membership organisations n.e.c.",4,NA,"S","S","94","S94","9","S94.9","9","S94.99","S94.9",0,0,NA,0,0
"S95","95 Repair of computers and personal and household goods",2,NA,"S","S","95","S95",NA,NA,NA,NA,"S",0,0,0,0,0
"S95.1","95.1 Repair of computers and communication equipment",3,NA,"S","S","95","S95","1","S95.1",NA,NA,"S95",0,0,0,0,0
"S95.11","95.11 Repair of computers and peripheral equipment",4,NA,"S","S","95","S95","1","S95.1","1","S95.11","S95.1",0,0,NA,0,0
"S95.12","95.12 Repair of communication equipment",4,NA,"S","S","95","S95","1","S95.1","2","S95.12","S95.1",0,0,NA,0,0
"S95.2","95.2 Repair of personal and household goods",3,NA,"S","S","95","S95","2","S95.2",NA,NA,"S95",0,0,0,0,0
"S95.21","95.21 Repair of consumer electronics",4,NA,"S","S","95","S95","2","S95.2","1","S95.21","S95.2",0,0,NA,0,0
"S95.22","95.22 Repair of household appliances and home and garden equipment",4,NA,"S","S","95","S95","2","S95.2","2","S95.22","S95.2",0,0,NA,0,0
"S95.23","95.23 Repair of footwear and leather goods",4,NA,"S","S","95","S95","2","S95.2","3","S95.23","S95.2",0,0,NA,0,0
"S95.24","95.24 Repair of furniture and home furnishings",4,NA,"S","S","95","S95","2","S95.2","4","S95.24","S95.2",0,0,NA,0,0
"S95.25","95.25 Repair of watches, clocks and jewellery",4,NA,"S","S","95","S95","2","S95.2","5","S95.25","S95.2",0,0,NA,0,0
"S95.29","95.29 Repair of other personal and household goods",4,NA,"S","S","95","S95","2","S95.2","9","S95.29","S95.2",0,0,NA,0,0
"S96","96 Other personal service activities",2,NA,"S","S","96","S96",NA,NA,NA,NA,"S",0,0,0,0,0
"S96.0","96.0 Other personal service activities",3,NA,"S","S","96","S96","0","S96.0",NA,NA,"S96",0,0,0,0,0
"S96.01","96.01 Washing and (dry-)cleaning of textile and fur products",4,NA,"S","S","96","S96","0","S96.0","1","S96.01","S96.0",0,0,NA,0,0
"S96.02","96.02 Hairdressing and other beauty treatment",4,NA,"S","S","96","S96","0","S96.0","2","S96.02","S96.0",0,0,NA,0,0
"S96.03","96.03 Funeral and related activities",4,NA,"S","S","96","S96","0","S96.0","3","S96.03","S96.0",0,0,NA,0,0
"S96.04","96.04 Physical well-being activities",4,NA,"S","S","96","S96","0","S96.0","4","S96.04","S96.0",0,0,NA,0,0
"S96.09","96.09 Other personal service activities n.e.c.",4,NA,"S","S","96","S96","0","S96.0","9","S96.09","S96.0",0,0,NA,0,0
"T97","97 Activities of households as employers of domestic personnel",2,NA,"T","T","97","T97",NA,NA,NA,NA,"T",0,0,0,0,0
"T97.0","97.0 Activities of households as employers of domestic personnel",3,NA,"T","T","97","T97","0","T97.0",NA,NA,"T97",0,0,0,0,0
"T97.00","97.00 Activities of households as employers of domestic personnel",4,NA,"T","T","97","T97","0","T97.0","0","T97.00","T97.0",0,0,NA,0,0
"T98","98 Undifferentiated goods- and services-producing activities of private households for own use",2,NA,"T","T","98","T98",NA,NA,NA,NA,"T",0,0,0,0,0
"T98.1","98.1 Undifferentiated goods-producing activities of private households for own use",3,NA,"T","T","98","T98","1","T98.1",NA,NA,"T98",0,0,0,0,0
"T98.10","98.10 Undifferentiated goods-producing activities of private households for own use",4,NA,"T","T","98","T98","1","T98.1","0","T98.10","T98.1",0,0,NA,0,0
"T98.2","98.2 Undifferentiated service-producing activities of private households for own use",3,NA,"T","T","98","T98","2","T98.2",NA,NA,"T98",0,0,0,0,0
"T98.20","98.20 Undifferentiated service-producing activities of private households for own use",4,NA,"T","T","98","T98","2","T98.2","0","T98.20","T98.2",0,0,NA,0,0
"U99","99 Activities of extraterritorial organisations and bodies",2,NA,"U","U","99","U99",NA,NA,NA,NA,"U",0,0,0,0,0
