"Code","Label","level","superior","segment1","Code1","segment2","Code2","segment3","Code3","segment4","Code4","Parent","duplicateCode","orphan","childless","duplicateLabel","singleChildMismatch"
"A01","01 Crop and animal production, hunting and related service activities",2,NA,"A","A","01","A01",NA,NA,NA,NA,"A",0,0,0,0,0
"A01.1","01.1 Growing of non-perennial crops",3,NA,"A","A","01","A01","1","A01.1",NA,NA,"A01",0,0,0,0,0
"A01.11","01.11 Growing of cereals (except rice), leguminous crops and oil seeds",4,NA,"A","A","01","A01","1","A01.1","1","A01.11","A01.1",0,0,NA,0,0
"A01.12","01.12 Growing of rice",4,NA,"A","A","01","A01","1","A01.1","2","A01.12","A01.1",0,0,NA,0,0
"A01.13","01.13 Growing of vegetables and melons, roots and tubers",4,NA,"A","A","01","A01","1","A01.1","3","A01.13","A01.1",0,0,NA,0,0
"A01.14","01.14 Growing of sugar cane",4,NA,"A","A","01","A01","1","A01.1","4","A01.14","A01.1",0,0,NA,0,0
"A01.15","01.15 Growing of tobacco",4,NA,"A","A","01","A01","1","A01.1","5","A01.15","A01.1",0,0,NA,0,0
"A01.16","01.16 Growing of fibre crops",4,NA,"A","A","01","A01","1","A01.1","6","A01.16","A01.1",0,0,NA,0,0
"A01.19","01.19 Growing of other non-perennial crops",4,NA,"A","A","01","A01","1","A01.1","9","A01.19","A01.1",0,0,NA,0,0
"A01.2","01.2 Growing of perennial crops",3,NA,"A","A","01","A01","2","A01.2",NA,NA,"A01",0,0,0,0,0
"A01.21","01.21 Growing of grapes",4,NA,"A","A","01","A01","2","A01.2","1","A01.21","A01.2",0,0,NA,0,0
"A01.22","01.22 Growing of tropical and subtropical fruits",4,NA,"A","A","01","A01","2","A01.2","2","A01.22","A01.2",0,0,NA,0,0
"A01.23","01.23 Growing of citrus fruits",4,NA,"A","A","01","A01","2","A01.2","3","A01.23","A01.2",0,0,NA,0,0
"A01.24","01.24 Growing of pome fruits and stone fruits",4,NA,"A","A","01","A01","2","A01.2","4","A01.24","A01.2",0,0,NA,0,0
"A01.25","01.25 Growing of other tree and bush fruits and nuts",4,NA,"A","A","01","A01","2","A01.2","5","A01.25","A01.2",0,0,NA,0,0
"A01.26","01.26 Growing of oleaginous fruits",4,NA,"A","A","01","A01","2","A01.2","6","A01.26","A01.2",0,0,NA,0,0
"A01.27","01.27 Growing of beverage crops",4,NA,"A","A","01","A01","2","A01.2","7","A01.27","A01.2",0,0,NA,0,0
"A01.28","01.28 Growing of spices, aromatic, drug and pharmaceutical crops",4,NA,"A","A","01","A01","2","A01.2","8","A01.28","A01.2",0,0,NA,0,0
"A01.29","01.29 Growing of other perennial crops",4,NA,"A","A","01","A01","2","A01.2","9","A01.29","A01.2",0,0,NA,0,0
"A01.3","01.3 Plant propagation",3,NA,"A","A","01","A01","3","A01.3",NA,NA,"A01",0,0,0,0,0
"A01.30","01.30 Plant propagation",4,NA,"A","A","01","A01","3","A01.3","0","A01.30","A01.3",0,0,NA,0,0
"A01.4","01.4 Animal production",3,NA,"A","A","01","A01","4","A01.4",NA,NA,"A01",0,0,0,0,0
"A01.41","01.41 Raising of dairy cattle",4,NA,"A","A","01","A01","4","A01.4","1","A01.41","A01.4",0,0,NA,0,0
"A01.42","01.42 Raising of other cattle and buffaloes",4,NA,"A","A","01","A01","4","A01.4","2","A01.42","A01.4",0,0,NA,0,0
"A01.43","01.43 Raising of horses and other equines",4,NA,"A","A","01","A01","4","A01.4","3","A01.43","A01.4",0,0,NA,0,0
"A01.44","01.44 Raising of camels and camelids",4,NA,"A","A","01","A01","4","A01.4","4","A01.44","A01.4",0,0,NA,0,0
"A01.45","01.45 Raising of sheep and goats",4,NA,"A","A","01","A01","4","A01.4","5","A01.45","A01.4",0,0,NA,0,0
"A01.46","01.46 Raising of swine/pigs",4,NA,"A","A","01","A01","4","A01.4","6","A01.46","A01.4",0,0,NA,0,0
"A01.47","01.47 Raising of poultry",4,NA,"A","A","01","A01","4","A01.4","7","A01.47","A01.4",0,0,NA,0,0
"A01.49","01.49 Raising of other animals",4,NA,"A","A","01","A01","4","A01.4","9","A01.49","A01.4",0,0,NA,0,0
"A01.5","01.5 Mixed farming",3,NA,"A","A","01","A01","5","A01.5",NA,NA,"A01",0,0,0,0,0
"A01.50","01.50 Mixed farming",4,NA,"A","A","01","A01","5","A01.5","0","A01.50","A01.5",0,0,NA,0,0
"A01.6","01.6 Support activities to agriculture and post-harvest crop activities",3,NA,"A","A","01","A01","6","A01.6",NA,NA,"A01",0,0,0,0,0
"A01.61","01.61 Support activities for crop production",4,NA,"A","A","01","A01","6","A01.6","1","A01.61","A01.6",0,0,NA,0,0
"A01.62","01.62 Support activities for animal production",4,NA,"A","A","01","A01","6","A01.6","2","A01.62","A01.6",0,0,NA,0,0
"A01.63","01.63 Post-harvest crop activities",4,NA,"A","A","01","A01","6","A01.6","3","A01.63","A01.6",0,0,NA,0,0
"A01.64","01.64 Seed processing for propagation",4,NA,"A","A","01","A01","6","A01.6","4","A01.64","A01.6",0,0,NA,0,0
"A01.7","01.7 Hunting, trapping and related service activities",3,NA,"A","A","01","A01","7","A01.7",NA,NA,"A01",0,0,0,0,0
"A01.70","01.70 Hunting, trapping and related service activities",4,NA,"A","A","01","A01","7","A01.7","0","A01.70","A01.7",0,0,NA,0,0
"A02","02 Forestry and logging",2,NA,"A","A","02","A02",NA,NA,NA,NA,"A",0,0,0,0,0
"A02.1","02.1 Silviculture and other forestry activities",3,NA,"A","A","02","A02","1","A02.1",NA,NA,"A02",0,0,0,0,0
"A02.10","02.10 Silviculture and other forestry activities",4,NA,"A","A","02","A02","1","A02.1","0","A02.10","A02.1",0,0,NA,0,0
"A02.2","02.2 Logging",3,NA,"A","A","02","A02","2","A02.2",NA,NA,"A02",0,0,0,0,0
"A02.20","02.20 Logging",4,NA,"A","A","02","A02","2","A02.2","0","A02.20","A02.2",0,0,NA,0,0
"A02.3","02.3 Gathering of wild growing non-wood products",3,NA,"A","A","02","A02","3","A02.3",NA,NA,"A02",0,0,0,0,0
"A02.30","02.30 Gathering of wild growing non-wood products",4,NA,"A","A","02","A02","3","A02.3","0","A02.30","A02.3",0,0,NA,0,0
"A02.4","02.4 Support services to forestry",3,NA,"A","A","02","A02","4","A02.4",NA,NA,"A02",0,0,0,0,0
"A02.40","02.40 Support services to forestry",4,NA,"A","A","02","A02","4","A02.4","0","A02.40","A02.4",0,0,NA,0,0
"A03","03 Fishing and aquaculture",2,NA,"A","A","03","A03",NA,NA,NA,NA,"A",0,0,0,0,0
"A03.1","03.1 Fishing",3,NA,"A","A","03","A03","1","A03.1",NA,NA,"A03",0,0,0,0,0
"A03.11","03.11 Marine fishing",4,NA,"A","A","03","A03","1","A03.1","1","A03.11","A03.1",0,0,NA,0,0
"A03.12","03.12 Freshwater fishing",4,NA,"A","A","03","A03","1","A03.1","2","A03.12","A03.1",0,0,NA,0,0
"A03.2","03.2 Aquaculture",3,NA,"A","A","03","A03","2","A03.2",NA,NA,"A03",0,0,0,0,0
"A03.21","03.21 Marine aquaculture",4,NA,"A","A","03","A03","2","A03.2","1","A03.21","A03.2",0,0,NA,0,0
"A03.22","03.22 Freshwater aquaculture",4,NA,"A","A","03","A03","2","A03.2","2","A03.22","A03.2",0,0,NA,0,0
"B05","05 Mining of coal and lignite",2,NA,"B","B","05","B05",NA,NA,NA,NA,"B",0,0,0,0,0
"B05.1","05.1 Mining of hard coal",3,NA,"B","B","05","B05","1","B05.1",NA,NA,"B05",0,0,0,0,0
"B05.10","05.10 Mining of hard coal",4,NA,"B","B","05","B05","1","B05.1","0","B05.10","B05.1",0,0,NA,0,0
"B05.2","05.2 Mining of lignite",3,NA,"B","B","05","B05","2","B05.2",NA,NA,"B05",0,0,0,0,0
"B05.20","05.20 Mining of lignite",4,NA,"B","B","05","B05","2","B05.2","0","B05.20","B05.2",0,0,NA,0,0
"B06","06 Extraction of crude petroleum and natural gas",2,NA,"B","B","06","B06",NA,NA,NA,NA,"B",0,0,0,0,0
"B06.1","06.1 Extraction of crude petroleum",3,NA,"B","B","06","B06","1","B06.1",NA,NA,"B06",0,0,0,0,0
"B06.10","06.10 Extraction of crude petroleum",4,NA,"B","B","06","B06","1","B06.1","0","B06.10","B06.1",0,0,NA,0,0
"B06.2","06.2 Extraction of natural gas",3,NA,"B","B","06","B06","2","B06.2",NA,NA,"B06",0,0,0,0,0
"B06.20","06.20 Extraction of natural gas",4,NA,"B","B","06","B06","2","B06.2","0","B06.20","B06.2",0,0,NA,0,0
"B07","07 Mining of metal ores",2,NA,"B","B","07","B07",NA,NA,NA,NA,"B",0,0,0,0,0
"B07.1","07.1 Mining of iron ores",3,NA,"B","B","07","B07","1","B07.1",NA,NA,"B07",0,0,0,0,0
"B07.10","07.10 Mining of iron ores",4,NA,"B","B","07","B07","1","B07.1","0","B07.10","B07.1",0,0,NA,0,0
"B07.2","07.2 Mining of non-ferrous metal ores",3,NA,"B","B","07","B07","2","B07.2",NA,NA,"B07",0,0,0,0,0
"B07.21","07.21 Mining of uranium and thorium ores",4,NA,"B","B","07","B07","2","B07.2","1","B07.21","B07.2",0,0,NA,0,0
"B07.29","07.29 Mining of other non-ferrous metal ores",4,NA,"B","B","07","B07","2","B07.2","9","B07.29","B07.2",0,0,NA,0,0
"B08","08 Other mining and quarrying",2,NA,"B","B","08","B08",NA,NA,NA,NA,"B",0,0,0,0,0
"B08.1","08.1 Quarrying of stone, sand and clay",3,NA,"B","B","08","B08","1","B08.1",NA,NA,"B08",0,0,0,0,0
"B08.11","08.11 Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",4,NA,"B","B","08","B08","1","B08.1","1","B08.11","B08.1",0,0,NA,0,0
"B08.12","08.12 Operation of gravel and sand pits; mining of clays and kaolin",4,NA,"B","B","08","B08","1","B08.1","2","B08.12","B08.1",0,0,NA,0,0
"B08.9","08.9 Mining and quarrying n.e.c.",3,NA,"B","B","08","B08","9","B08.9",NA,NA,"B08",0,0,0,0,0
"B08.91","08.91 Mining of chemical and fertiliser minerals",4,NA,"B","B","08","B08","9","B08.9","1","B08.91","B08.9",0,0,NA,0,0
"B08.92","08.92 Extraction of peat",4,NA,"B","B","08","B08","9","B08.9","2","B08.92","B08.9",0,0,NA,0,0
"B08.93","08.93 Extraction of salt",4,NA,"B","B","08","B08","9","B08.9","3","B08.93","B08.9",0,0,NA,0,0
"B08.99","08.99 Other mining and quarrying n.e.c.",4,NA,"B","B","08","B08","9","B08.9","9","B08.99","B08.9",0,0,NA,0,0
"B09","09 Mining support service activities",2,NA,"B","B","09","B09",NA,NA,NA,NA,"B",0,0,0,0,0
"B09.1","09.1 Support activities for petroleum and natural gas extraction",3,NA,"B","B","09","B09","1","B09.1",NA,NA,"B09",0,0,0,0,0
"B09.10","09.10 Support activities for petroleum and natural gas extraction",4,NA,"B","B","09","B09","1","B09.1","0","B09.10","B09.1",0,0,NA,0,0
"B09.9","09.9 Support activities for other mining and quarrying",3,NA,"B","B","09","B09","9","B09.9",NA,NA,"B09",0,0,0,0,0
"B09.90","09.90 Support activities for other mining and quarrying",4,NA,"B","B","09","B09","9","B09.9","0","B09.90","B09.9",0,0,NA,0,0
"C10","10 Manufacture of food products",2,NA,"C","C","10","C10",NA,NA,NA,NA,"C",0,0,0,0,0
"C10.1","10.1 Processing and preserving of meat and production of meat products",3,NA,"C","C","10","C10","1","C10.1",NA,NA,"C10",0,0,0,0,0
"C10.11","10.11 Processing and preserving of meat",4,NA,"C","C","10","C10","1","C10.1","1","C10.11","C10.1",0,0,NA,0,0
"C10.12","10.12 Processing and preserving of poultry meat",4,NA,"C","C","10","C10","1","C10.1","2","C10.12","C10.1",0,0,NA,0,0
"C10.13","10.13 Production of meat and poultry meat products",4,NA,"C","C","10","C10","1","C10.1","3","C10.13","C10.1",0,0,NA,0,0
"C10.2","10.2 Processing and preserving of fish, crustaceans and molluscs",3,NA,"C","C","10","C10","2","C10.2",NA,NA,"C10",0,0,0,0,0
"C10.20","10.20 Processing and preserving of fish, crustaceans and molluscs",4,NA,"C","C","10","C10","2","C10.2","0","C10.20","C10.2",0,0,NA,0,0
"C10.3","10.3 Processing and preserving of fruit and vegetables",3,NA,"C","C","10","C10","3","C10.3",NA,NA,"C10",0,0,0,0,0
"C10.31","10.31 Processing and preserving of potatoes",4,NA,"C","C","10","C10","3","C10.3","1","C10.31","C10.3",0,0,NA,0,0
"C10.32","10.32 Manufacture of fruit and vegetable juice",4,NA,"C","C","10","C10","3","C10.3","2","C10.32","C10.3",0,0,NA,0,0
"C10.39","10.39 Other processing and preserving of fruit and vegetables",4,NA,"C","C","10","C10","3","C10.3","9","C10.39","C10.3",0,0,NA,0,0
"C10.4","10.4 Manufacture of vegetable and animal oils and fats",3,NA,"C","C","10","C10","4","C10.4",NA,NA,"C10",0,0,0,0,0
"C10.41","10.41 Manufacture of oils and fats",4,NA,"C","C","10","C10","4","C10.4","1","C10.41","C10.4",0,0,NA,0,0
"C10.42","10.42 Manufacture of margarine and similar edible fats",4,NA,"C","C","10","C10","4","C10.4","2","C10.42","C10.4",0,0,NA,0,0
"C10.5","10.5 Manufacture of dairy products",3,NA,"C","C","10","C10","5","C10.5",NA,NA,"C10",0,0,0,0,0
"C10.51","10.51 Operation of dairies and cheese making",4,NA,"C","C","10","C10","5","C10.5","1","C10.51","C10.5",0,0,NA,0,0
"C10.52","10.52 Manufacture of ice cream",4,NA,"C","C","10","C10","5","C10.5","2","C10.52","C10.5",0,0,NA,0,0
"C10.6","10.6 Manufacture of grain mill products, starches and starch products",3,NA,"C","C","10","C10","6","C10.6",NA,NA,"C10",0,0,0,0,0
"C10.61","10.61 Manufacture of grain mill products",4,NA,"C","C","10","C10","6","C10.6","1","C10.61","C10.6",0,0,NA,0,0
"C10.62","10.62 Manufacture of starches and starch products",4,NA,"C","C","10","C10","6","C10.6","2","C10.62","C10.6",0,0,NA,0,0
"C10.7","10.7 Manufacture of bakery and farinaceous products",3,NA,"C","C","10","C10","7","C10.7",NA,NA,"C10",0,0,0,0,0
"C10.71","10.71 Manufacture of bread; manufacture of fresh pastry goods and cakes",4,NA,"C","C","10","C10","7","C10.7","1","C10.71","C10.7",0,0,NA,0,0
"C10.72","10.72 Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes",4,NA,"C","C","10","C10","7","C10.7","2","C10.72","C10.7",0,0,NA,0,0
"C10.73","10.73 Manufacture of macaroni, noodles, couscous and similar farinaceous products",4,NA,"C","C","10","C10","7","C10.7","3","C10.73","C10.7",0,0,NA,0,0
"C10.8","10.8 Manufacture of other food products",3,NA,"C","C","10","C10","8","C10.8",NA,NA,"C10",0,0,0,0,0
"C10.81","10.81 Manufacture of sugar",4,NA,"C","C","10","C10","8","C10.8","1","C10.81","C10.8",0,0,NA,0,0
"C10.82","10.82 Manufacture of cocoa, chocolate and sugar confectionery",4,NA,"C","C","10","C10","8","C10.8","2","C10.82","C10.8",0,0,NA,0,0
"C10.83","10.83 Processing of tea and coffee",4,NA,"C","C","10","C10","8","C10.8","3","C10.83","C10.8",0,0,NA,0,0
"C10.84","10.84 Manufacture of condiments and seasonings",4,NA,"C","C","10","C10","8","C10.8","4","C10.84","C10.8",0,0,NA,0,0
"C10.85","10.85 Manufacture of prepared meals and dishes",4,NA,"C","C","10","C10","8","C10.8","5","C10.85","C10.8",0,0,NA,0,0
"C10.86","10.86 Manufacture of homogenised food preparations and dietetic food",4,NA,"C","C","10","C10","8","C10.8","6","C10.86","C10.8",0,0,NA,0,0
"C10.89","10.89 Manufacture of other food products n.e.c.",4,NA,"C","C","10","C10","8","C10.8","9","C10.89","C10.8",0,0,NA,0,0
"C10.9","10.9 Manufacture of prepared animal feeds",3,NA,"C","C","10","C10","9","C10.9",NA,NA,"C10",0,0,0,0,0
"C10.91","10.91 Manufacture of prepared feeds for farm animals",4,NA,"C","C","10","C10","9","C10.9","1","C10.91","C10.9",0,0,NA,0,0
"C10.92","10.92 Manufacture of prepared pet foods",4,NA,"C","C","10","C10","9","C10.9","2","C10.92","C10.9",0,0,NA,0,0
"C11","11 Manufacture of beverages",2,NA,"C","C","11","C11",NA,NA,NA,NA,"C",0,0,0,0,0
"C11.0","11.0 Manufacture of beverages",3,NA,"C","C","11","C11","0","C11.0",NA,NA,"C11",0,0,0,0,0
"C11.01","11.01 Distilling, rectifying and blending of spirits",4,NA,"C","C","11","C11","0","C11.0","1","C11.01","C11.0",0,0,NA,0,0
"C11.02","11.02 Manufacture of wine from grape",4,NA,"C","C","11","C11","0","C11.0","2","C11.02","C11.0",0,0,NA,0,0
"C11.03","11.03 Manufacture of cider and other fruit wines",4,NA,"C","C","11","C11","0","C11.0","3","C11.03","C11.0",0,0,NA,0,0
"C11.04","11.04 Manufacture of other non-distilled fermented beverages",4,NA,"C","C","11","C11","0","C11.0","4","C11.04","C11.0",0,0,NA,0,0
"C11.05","11.05 Manufacture of beer",4,NA,"C","C","11","C11","0","C11.0","5","C11.05","C11.0",0,0,NA,0,0
"C11.06","11.06 Manufacture of malt",4,NA,"C","C","11","C11","0","C11.0","6","C11.06","C11.0",0,0,NA,0,0
"C11.07","11.07 Manufacture of soft drinks; production of mineral waters and other bottled waters",4,NA,"C","C","11","C11","0","C11.0","7","C11.07","C11.0",0,0,NA,0,0
"C12","12 Manufacture of tobacco products",2,NA,"C","C","12","C12",NA,NA,NA,NA,"C",0,0,0,0,0
"C12.0","12.0 Manufacture of tobacco products",3,NA,"C","C","12","C12","0","C12.0",NA,NA,"C12",0,0,0,0,0
"C12.00","12.00 Manufacture of tobacco products",4,NA,"C","C","12","C12","0","C12.0","0","C12.00","C12.0",0,0,NA,0,0
"C13","13 Manufacture of textiles",2,NA,"C","C","13","C13",NA,NA,NA,NA,"C",0,0,0,0,0
"C13.1","13.1 Preparation and spinning of textile fibres",3,NA,"C","C","13","C13","1","C13.1",NA,NA,"C13",0,0,0,0,0
"C13.10","13.10 Preparation and spinning of textile fibres",4,NA,"C","C","13","C13","1","C13.1","0","C13.10","C13.1",0,0,NA,0,0
"C13.2","13.2 Weaving of textiles",3,NA,"C","C","13","C13","2","C13.2",NA,NA,"C13",0,0,0,0,0
"C13.20","13.20 Weaving of textiles",4,NA,"C","C","13","C13","2","C13.2","0","C13.20","C13.2",0,0,NA,0,0
"C13.3","13.3 Finishing of textiles",3,NA,"C","C","13","C13","3","C13.3",NA,NA,"C13",0,0,0,0,0
"C13.30","13.30 Finishing of textiles",4,NA,"C","C","13","C13","3","C13.3","0","C13.30","C13.3",0,0,NA,0,0
"C13.9","13.9 Manufacture of other textiles",3,NA,"C","C","13","C13","9","C13.9",NA,NA,"C13",0,0,0,0,0
"C13.91","13.91 Manufacture of knitted and crocheted fabrics",4,NA,"C","C","13","C13","9","C13.9","1","C13.91","C13.9",0,0,NA,0,0
"C13.92","13.92 Manufacture of made-up textile articles, except apparel",4,NA,"C","C","13","C13","9","C13.9","2","C13.92","C13.9",0,0,NA,0,0
"C13.93","13.93 Manufacture of carpets and rugs",4,NA,"C","C","13","C13","9","C13.9","3","C13.93","C13.9",0,0,NA,0,0
"C13.94","13.94 Manufacture of cordage, rope, twine and netting",4,NA,"C","C","13","C13","9","C13.9","4","C13.94","C13.9",0,0,NA,0,0
"C13.95","13.95 Manufacture of non-wovens and articles made from non-wovens, except apparel",4,NA,"C","C","13","C13","9","C13.9","5","C13.95","C13.9",0,0,NA,0,0
"C13.96","13.96 Manufacture of other technical and industrial textiles",4,NA,"C","C","13","C13","9","C13.9","6","C13.96","C13.9",0,0,NA,0,0
"C13.99","13.99 Manufacture of other textiles n.e.c.",4,NA,"C","C","13","C13","9","C13.9","9","C13.99","C13.9",0,0,NA,0,0
"C14","14 Manufacture of wearing apparel",2,NA,"C","C","14","C14",NA,NA,NA,NA,"C",0,0,0,0,0
"C14.1","14.1 Manufacture of wearing apparel, except fur apparel",3,NA,"C","C","14","C14","1","C14.1",NA,NA,"C14",0,0,0,0,0
"C14.11","14.11 Manufacture of leather clothes",4,NA,"C","C","14","C14","1","C14.1","1","C14.11","C14.1",0,0,NA,0,0
"C14.12","14.12 Manufacture of workwear",4,NA,"C","C","14","C14","1","C14.1","2","C14.12","C14.1",0,0,NA,0,0
"C14.13","14.13 Manufacture of other outerwear",4,NA,"C","C","14","C14","1","C14.1","3","C14.13","C14.1",0,0,NA,0,0
"C14.14","14.14 Manufacture of underwear",4,NA,"C","C","14","C14","1","C14.1","4","C14.14","C14.1",0,0,NA,0,0
"C14.19","14.19 Manufacture of other wearing apparel and accessories",4,NA,"C","C","14","C14","1","C14.1","9","C14.19","C14.1",0,0,NA,0,0
"C14.2","14.2 Manufacture of articles of fur",3,NA,"C","C","14","C14","2","C14.2",NA,NA,"C14",0,0,0,0,0
"C14.20","14.20 Manufacture of articles of fur",4,NA,"C","C","14","C14","2","C14.2","0","C14.20","C14.2",0,0,NA,0,0
"C14.3","14.3 Manufacture of knitted and crocheted apparel",3,NA,"C","C","14","C14","3","C14.3",NA,NA,"C14",0,0,0,0,0
"C14.31","14.31 Manufacture of knitted and crocheted hosiery",4,NA,"C","C","14","C14","3","C14.3","1","C14.31","C14.3",0,0,NA,0,0
"C14.39","14.39 Manufacture of other knitted and crocheted apparel",4,NA,"C","C","14","C14","3","C14.3","9","C14.39","C14.3",0,0,NA,0,0
"C15","15 Manufacture of leather and related products",2,NA,"C","C","15","C15",NA,NA,NA,NA,"C",0,0,0,0,0
"C15.1","15.1 Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",3,NA,"C","C","15","C15","1","C15.1",NA,NA,"C15",0,0,0,0,0
"C15.11","15.11 Tanning and dressing of leather; dressing and dyeing of fur",4,NA,"C","C","15","C15","1","C15.1","1","C15.11","C15.1",0,0,NA,0,0
"C15.12","15.12 Manufacture of luggage, handbags and the like, saddlery and harness",4,NA,"C","C","15","C15","1","C15.1","2","C15.12","C15.1",0,0,NA,0,0
"C15.2","15.2 Manufacture of footwear",3,NA,"C","C","15","C15","2","C15.2",NA,NA,"C15",0,0,0,0,0
"C15.20","15.20 Manufacture of footwear",4,NA,"C","C","15","C15","2","C15.2","0","C15.20","C15.2",0,0,NA,0,0
"C16","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2,NA,"C","C","16","C16",NA,NA,NA,NA,"C",0,0,0,0,0
"C16.1","16.1 Sawmilling and planing of wood",3,NA,"C","C","16","C16","1","C16.1",NA,NA,"C16",0,0,0,0,0
"C16.10","16.10 Sawmilling and planing of wood",4,NA,"C","C","16","C16","1","C16.1","0","C16.10","C16.1",0,0,NA,0,0
"C16.2","16.2 Manufacture of products of wood, cork, straw and plaiting materials",3,NA,"C","C","16","C16","2","C16.2",NA,NA,"C16",0,0,0,0,0
"C16.21","16.21 Manufacture of veneer sheets and wood-based panels",4,NA,"C","C","16","C16","2","C16.2","1","C16.21","C16.2",0,0,NA,0,0
"C16.22","16.22 Manufacture of assembled parquet floors",4,NA,"C","C","16","C16","2","C16.2","2","C16.22","C16.2",0,0,NA,0,0
"C16.23","16.23 Manufacture of other builders' carpentry and joinery",4,NA,"C","C","16","C16","2","C16.2","3","C16.23","C16.2",0,0,NA,0,0
"C16.24","16.24 Manufacture of wooden containers",4,NA,"C","C","16","C16","2","C16.2","4","C16.24","C16.2",0,0,NA,0,0
"C16.29","16.29 Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",4,NA,"C","C","16","C16","2","C16.2","9","C16.29","C16.2",0,0,NA,0,0
"C17","17 Manufacture of paper and paper products",2,NA,"C","C","17","C17",NA,NA,NA,NA,"C",0,0,0,0,0
"C17.1","17.1 Manufacture of pulp, paper and paperboard",3,NA,"C","C","17","C17","1","C17.1",NA,NA,"C17",0,0,0,0,0
"C17.11","17.11 Manufacture of pulp",4,NA,"C","C","17","C17","1","C17.1","1","C17.11","C17.1",0,0,NA,0,0
"C17.12","17.12 Manufacture of paper and paperboard",4,NA,"C","C","17","C17","1","C17.1","2","C17.12","C17.1",0,0,NA,0,0
"C17.2","17.2 Manufacture of articles of paper and paperboard",3,NA,"C","C","17","C17","2","C17.2",NA,NA,"C17",0,0,0,0,0
"C17.21","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard",4,NA,"C","C","17","C17","2","C17.2","1","C17.21","C17.2",0,0,NA,0,0
"C17.22","17.22 Manufacture of household and sanitary goods and of toilet requisites",4,NA,"C","C","17","C17","2","C17.2","2","C17.22","C17.2",0,0,NA,0,0
"C17.23","17.23 Manufacture of paper stationery",4,NA,"C","C","17","C17","2","C17.2","3","C17.23","C17.2",0,0,NA,0,0
"C17.24","17.24 Manufacture of wallpaper",4,NA,"C","C","17","C17","2","C17.2","4","C17.24","C17.2",0,0,NA,0,0
"C17.29","17.29 Manufacture of other articles of paper and paperboard",4,NA,"C","C","17","C17","2","C17.2","9","C17.29","C17.2",0,0,NA,0,0
"C18","18 Printing and reproduction of recorded media",2,NA,"C","C","18","C18",NA,NA,NA,NA,"C",0,0,0,0,0
"C18.1","18.1 Printing and service activities related to printing",3,NA,"C","C","18","C18","1","C18.1",NA,NA,"C18",0,0,0,0,0
"C18.11","18.11 Printing of newspapers",4,NA,"C","C","18","C18","1","C18.1","1","C18.11","C18.1",0,0,NA,0,0
"C18.12","18.12 Other printing",4,NA,"C","C","18","C18","1","C18.1","2","C18.12","C18.1",0,0,NA,0,0
"C18.13","18.13 Pre-press and pre-media services",4,NA,"C","C","18","C18","1","C18.1","3","C18.13","C18.1",0,0,NA,0,0
"C18.14","18.14 Binding and related services",4,NA,"C","C","18","C18","1","C18.1","4","C18.14","C18.1",0,0,NA,0,0
"C18.2","18.2 Reproduction of recorded media",3,NA,"C","C","18","C18","2","C18.2",NA,NA,"C18",0,0,0,0,0
"C18.20","18.20 Reproduction of recorded media",4,NA,"C","C","18","C18","2","C18.2","0","C18.20","C18.2",0,0,NA,0,0
"C19","19 Manufacture of coke and refined petroleum products",2,NA,"C","C","19","C19",NA,NA,NA,NA,"C",0,0,0,0,0
"C19.1","19.1 Manufacture of coke oven products",3,NA,"C","C","19","C19","1","C19.1",NA,NA,"C19",0,0,0,0,0
"C19.10","19.10 Manufacture of coke oven products",4,NA,"C","C","19","C19","1","C19.1","0","C19.10","C19.1",0,0,NA,0,0
"C19.2","19.2 Manufacture of refined petroleum products",3,NA,"C","C","19","C19","2","C19.2",NA,NA,"C19",0,0,0,0,0
"C19.20","19.20 Manufacture of refined petroleum products",4,NA,"C","C","19","C19","2","C19.2","0","C19.20","C19.2",0,0,NA,0,0
"C20","20 Manufacture of chemicals and chemical products",2,NA,"C","C","20","C20",NA,NA,NA,NA,"C",0,0,0,0,0
"C20.1","20.1 Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",3,NA,"C","C","20","C20","1","C20.1",NA,NA,"C20",0,0,0,0,0
"C20.11","20.11 Manufacture of industrial gases",4,NA,"C","C","20","C20","1","C20.1","1","C20.11","C20.1",0,0,NA,0,0
"C20.12","20.12 Manufacture of dyes and pigments",4,NA,"C","C","20","C20","1","C20.1","2","C20.12","C20.1",0,0,NA,0,0
"C20.13","20.13 Manufacture of other inorganic basic chemicals",4,NA,"C","C","20","C20","1","C20.1","3","C20.13","C20.1",0,0,NA,0,0
"C20.14","20.14 Manufacture of other organic basic chemicals",4,NA,"C","C","20","C20","1","C20.1","4","C20.14","C20.1",0,0,NA,0,0
"C20.15","20.15 Manufacture of fertilisers and nitrogen compounds",4,NA,"C","C","20","C20","1","C20.1","5","C20.15","C20.1",0,0,NA,0,0
"C20.16","20.16 Manufacture of plastics in primary forms",4,NA,"C","C","20","C20","1","C20.1","6","C20.16","C20.1",0,0,NA,0,0
