"NACE2","Label_NACE2","PRODCOM2021","Label_PRODCOM2021","Comment","URL"
"1712","17.12 Manufacture of paper and paperboard","17124400","17.12.44.00 Cigarette paper (excluding in the form of booklets or tubes), in rolls > 5 cm wide",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","171251","17.12.51 Uncoated, inside grey paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17125110","17.12.51.10 Uncoated, inside grey paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","171259","17.12.59 Other uncoated paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17125910","17.12.59.10 Other uncoated paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","171260","17.12.60 Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17126000","17.12.60.00 Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","171271","17.12.71 Composite paper and paperboard, not surface-coated or impregnated",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127100","17.12.71.00 Composite paper and paperboard in rolls or sheets (including strawpaper and paperboard) (excluding surface coated or impregnated)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","171272","17.12.72 Paper and paperboard, creped, crinkled, embossed or perforated",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127200","17.12.72.00 Paper and paperboard, creped, crinkled, embossed or perforated",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","171273","17.12.73 Paper and paperboard of a kind used for writing, printing or other graphic purposes, coated with kaolin or with other inorganic substances",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127336","17.12.73.36 Coated bases for paper and paperboard of a kind used for: photo-, heat- and electro-sensitive paper and having 10 % or less of mechanical and chemi-mechanical fibres, and paper and paperboard of a kind used for writing, printing or other graphic purposes, which weighs less than or equal to 150 g/m²",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127360","17.12.73.60 Lightweight coated paper for writing, printing, graphic purposes, m.f. > 10 %",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127375","17.12.73.75 Other coated mechanical graphic paper for writing, printing, graphic purposes, m.f. > 10 %, rolls",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127379","17.12.73.79 Other coated mechanical graphic paper for writing, printing, graphic purposes, m.f. > 10 %, sheets",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","171274","17.12.74 Kraft paper (other than that of a kind used for writing, printing or other graphic purposes), coated with kaolin or with other inorganic substances",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127400","17.12.74.00 Kraft paper (other than that of a kind used for writing, printing or other graphic purposes), coated with kaolin or with other inorganic substances",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","171275","17.12.75 Kraft paperboard (other than that of a kind used for writing, printing or other graphic purposes), coated with kaolin or with other inorganic substances",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127500","17.12.75.00 Kraft paperboard (other than that of a kind used for writing, printing or other graphic purposes), coated with kaolin or with other inorganic substances",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","171276","17.12.76 Carbon paper, self-copy paper and other copying or transfer paper, in rolls or sheets",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127600","17.12.76.00 Carbon paper, self-copy paper and other copying or transfer paper, in rolls or sheets",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","171277","17.12.77 Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface coloured or printed, in rolls or sheets",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127710","17.12.77.10 Tarred, bituminised or asphalted paper and paperboard in rolls or sheets",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127733","17.12.77.33 Self-adhesive paper and paperboard in rolls or sheets",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127735","17.12.77.35 Gummed paper and paperboard in rolls or sheets (excluding self-adhesives)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127755","17.12.77.55 Bleached paper and paperboard in rolls or sheets, coated, impregnated or covered with plastics weighing > 150 g/m² (excluding adhesives)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127759","17.12.77.59 Paper and paperboard in rolls or sheets, coated, impregnated or covered with plastics (excluding adhesives, bleached and weighing > 150 g/m²)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127770","17.12.77.70 Paper and paperboard in rolls or sheets, coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127780","17.12.77.80 Other paper, paperboard, coated..., n.e.c.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","171278","17.12.78 Inside grey paperboard (other than that of a kind used for writing, printing or other graphic purposes), coated with kaolin or with other inorganic substances",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127820","17.12.78.20 Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, in rolls or in square or rectangular sheets, of any size (excluding that for writing, printing or other graphic purposes; paper and paperboard bleached uniformly in the mass and containing > 95 % chemically processed wood fibres by weight in relation to the total fibre content)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127850","17.12.78.50 Multi-ply paper and paperboard, coated, others",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","171279","17.12.79 Other paperboard (other than that of a kind used for writing, printing or other graphic purposes), coated with kaolin or with other inorganic substances",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127953","17.12.79.53 Multi-ply paper and paperboard, coated, of which each layer in bleached",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127955","17.12.79.55 Multi-ply paper and paperboard, coated, with one bleached outer layer",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1712","17.12 Manufacture of paper and paperboard","17127970","17.12.79.70 Paper/paperboard in rolls or sheets, coated on one/both sides with kaolin or other inorganic substances excluding of a kind used for any graphic purposes, multi-ply paper/paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1712"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","172111","17.21.11 Corrugated board, in rolls or sheets",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","17211100","17.21.11.00 Corrugated paper and paperboard in rolls or sheets",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","172112","17.21.12 Sacks and bags of paper",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","17211230","17.21.12.30 Sacks and bags, with a base width ≥ 40 cm, of paper, paperboard, cellulose wadding or webs of cellulose fibres",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","17211250","17.21.12.50 Sacks and bags of paper, paperboard, cellulose wadding or webs of cellulose fibres (excluding those with a base width ≥ 40 cm)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","172113","17.21.13 Cartons, boxes and cases, of corrugated board or corrugated paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","17211300","17.21.13.00 Cartons, boxes and cases, of corrugated paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","172114","17.21.14 Folding cartons, boxes and cases, of non-corrugated paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","17211400","17.21.14.00 Folding cartons, boxes and cases of non-corrugated paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","172115","17.21.15 Box files, letter trays, storage boxes and similar articles of a kind used in offices, shops or the like, of paper",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","17211530","17.21.15.30 Other packaging containers, including record sleeves, n.e.c.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1721","17.21 Manufacture of corrugated paper and paperboard and of containers of paper and paperboard","17211550","17.21.15.50 Box files, letter trays, storage boxes and similar articles of paper or paperboard of a kind used in offices, shops or the like",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1721"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","1722","17.22 Manufacture of household and sanitary goods and of toilet requisites",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","172211","17.22.11 Toilet paper, handkerchiefs, cleansing or facial tissues and towels, tablecloths and serviettes, of paper pulp, paper, cellulose wadding or webs of cellulose fibres",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221120","17.22.11.20 Toilet paper",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221140","17.22.11.40 Handkerchiefs and cleansing or facial tissues of paper pulp, paper, cellulose wadding or webs of cellulose fibres",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221160","17.22.11.60 Hand towels of paper pulp, paper, cellulose wadding or webs of cellulose fibres",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221180","17.22.11.80 Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","172212","17.22.12 Sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles and articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs of cellulose fibres",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221210","17.22.12.10 Sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, of wadding",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221220","17.22.12.20 Sanitary towels, tampons and similar articles of paper pulp, paper, cellulose wadding or webs of cellulose fibres",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221230","17.22.12.30 Napkins and napkin liners for babies and similar sanitary articles of paper pulp, paper, cellulose wadding or webs of cellulose fibers, (excluding toilet paper, sanitary towels, tampons and similar articles)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221240","17.22.12.40 Wadding; other articles of wadding",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221250","17.22.12.50 Articles of apparel and clothing accessories of paper pulp; paper; cellulose wadding or webs of cellulose fibres (excluding handkerchiefs, headgear)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221260","17.22.12.60 Sanitary towels (pads), tampons and similar articles, of other textile materials (excl. of wadding of textile materials)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221270","17.22.12.70 Napkins and napkin liners for babies, of other textile materials (excl. of wadding of textile materials)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221290","17.22.12.90 Household, sanitary or hospital articles of paper, etc., n.e.c.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","172213","17.22.13 Trays, dishes, plates and cups and the like, of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1722","17.22 Manufacture of household and sanitary goods and of toilet requisites","17221300","17.22.13.00 Trays, dishes, plates, cups and the like of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1722"
"1723","17.23 Manufacture of paper stationery","1723","17.23 Manufacture of paper stationery",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","172311","17.23.11 Carbon paper, self-copy paper and other copying or transfer papers; duplicator stencil and offset plates of paper",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231100","17.23.11.00 Carbon paper, self-copy paper and other copying or transfer papers; duplicator stencil and offset plates of paper; gummed or adhesive paper",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","172312","17.23.12 Envelopes, letter cards, plain postcards and correspondence cards of paper or paperboard; boxes, pouches, wallets and writing compendiums of paper or paperboard, containing paper stationery",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231230","17.23.12.30 Envelopes of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231250","17.23.12.50 Letter cards, plain postcards and correspondence cards of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231270","17.23.12.70 Boxes, pouches, wallets and writing compendiums of paper or paperboard, containing an assortment of paper stationery",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","172313","17.23.13 Registers, account books, binders, forms and other articles of stationery, of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231313","17.23.13.13 Registers, account books, order books and receipt books, of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231315","17.23.13.15 Notebooks, letter pads, memorandum pads, of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231317","17.23.13.17 Diaries, of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231319","17.23.13.19 Engagement books, address books, telephone number books and copy books, of paper or paperboard (excluding diaries)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231330","17.23.13.30 Exercise books, of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231350","17.23.13.50 Binders, folders and file covers, of paper or paperboard (excluding book covers)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231370","17.23.13.70 Manifold business forms and interleaved carbon sets, of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231380","17.23.13.80 Albums for samples, collections, stamps or photographs, of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231390","17.23.13.90 Blotting pads and book covers, of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","172314","17.23.14 Other paper and paperboard, of a kind used for writing or printing or other graphic purposes, printed, embossed or perforated",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1723","17.23 Manufacture of paper stationery","17231400","17.23.14.00 Other paper and paperboard, of a kind used for writing or printing or other graphic purposes, printed, embossed or perforated",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1723"
"1724","17.24 Manufacture of wallpaper","1724","17.24 Manufacture of wallpaper",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1724"
"1724","17.24 Manufacture of wallpaper","172411","17.24.11 Wallpaper and similar wall coverings; window transparencies of paper",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1724"
"1724","17.24 Manufacture of wallpaper","17241100","17.24.11.00 Wallpaper and similar wall coverings; window transparencies of paper",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1724"
"1724","17.24 Manufacture of wallpaper","172412","17.24.12 Textile wall coverings",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1724"
"1724","17.24 Manufacture of wallpaper","17241200","17.24.12.00 Textile wall coverings",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1724"
"1729","17.29 Manufacture of other articles of paper and paperboard","1729","17.29 Manufacture of other articles of paper and paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","172911","17.29.11 Labels of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","17291120","17.29.11.20 Self-adhesive printed labels of paper or paperboard",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","17291140","17.29.11.40 Printed labels of paper or paperboard (excluding self-adhesive)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","17291160","17.29.11.60 Self-adhesive labels of paper or paperboard (excluding printed)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","17291180","17.29.11.80 Labels of paper or paperboard (excluding printed, self-adhesive)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","172912","17.29.12 Filter blocks, slabs and plates, of paper pulp",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","17291200","17.29.12.00 Filter blocks, slabs and plates of paper pulp",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","172919","17.29.19 Cigarette paper; bobbins, spools, cops and similar supports; filter paper and paperboard; other articles of paper and paperboard n.e.c.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","17291910","17.29.19.10 Cigarette paper in rolls of a width ≤ 5 cm or in the form of booklets or tubes",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","17291920","17.29.19.20 Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard used for winding textile yarn",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","17291930","17.29.19.30 Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (excluding of a kind used for winding textile yarn)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","17291951","17.29.19.51 Filter paper and paperboard cut to shape",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","17291955","17.29.19.55 Rolls, sheets and dials of paper or paperboard, printed for self-recording apparatus",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","17291957","17.29.19.57 Moulded or pressed articles of paper pulp",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1729","17.29 Manufacture of other articles of paper and paperboard","17291985","17.29.19.85 Other articles of paper and paperboard n.e.c.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1729"
"1811","18.11 Printing of newspapers","1811","18.11 Printing of newspapers",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1811"
"1811","18.11 Printing of newspapers","181110","18.11.10 Newspaper printing services",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1811"
"1811","18.11 Printing of newspapers","18111000","18.11.10.00 Printed newspapers, journals and periodicals, appearing at least four times a week",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1811"
"1812","18.12 Other printing","1812","18.12 Other printing",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","181211","18.12.11 Printing services for postage stamps, taxation stamps, documents of titles, smart cards, cheques and other security papers and the like",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121100","18.12.11.00 Printed new stamps, stamp-impressed paper, cheque forms, banknotes, etc.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","181212","18.12.12 Printing services for advertising catalogues, prospects, posters and other printed advertising",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121230","18.12.12.30 Printed commercial catalogues",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121250","18.12.12.50 Printed trade advertising material (excluding commercial catalogues)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","181213","18.12.13 Printing services for journals and periodicals, appearing less than four times a week",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121300","18.12.13.00 Printed newspapers, journals and periodicals, appearing less than four times a week",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","181214","18.12.14 Printing services for books, maps, hydrographic or similar charts of all kinds, pictures, designs and photographs, postcards",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121407","18.12.14.07 Printed books, brochures, leaflets and similar printed matter, in single sheets",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121414","18.12.14.14 Printed books, brochures, leaflets and similar printed matter (excluding in single sheets)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121421","18.12.14.21 Printed children’s picture, drawing or colouring books",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121428","18.12.14.28 Printed dictionaries and encyclopaedias, and serial instalments thereof",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121435","18.12.14.35 Printed maps, hydrographic or similar charts, in book-form",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121442","18.12.14.42 Printed maps, hydrographic or similar charts (excluding in book-form)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121449","18.12.14.49 Printed postcards, whether or not illustrated",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121456","18.12.14.56 Printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121463","18.12.14.63 Printed pictures, designs and photographs",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","181216","18.12.16 Printing services directly onto materials other than paper",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121610","18.12.16.10 Printing onto textiles",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
"1812","18.12 Other printing","18121620","18.12.16.20 Printing onto materials other than fabric or paper",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_1812"
