"nace2","NAME","Parent","Include","Include_Also","Exclude"
"53.2","Други пощенски и куриерски дейности","53",NA,NA,NA
"53.20","Други пощенски и куриерски дейности","53.2","- приемане, пренасяне и доставяне на вътрешни и международни пощенски пратки (писма, пощенски колети, пакети и подобни ) от оператори, които извършват услуги извън обхвата на универсалните пощенски услуги. Дейността може да бъде извършвана с един или повече видове транспорт, (собствен или обществен).","- дейности по доставяне “от врата до врата”","- превоз на товари (според вида на транспорта) - 49.20, 49.41, 50.20, 50.40, 51.21, 51.22"
"55","Хотелиерство","I","предоставяне на средства за подслон и места за краткосрочно настаняване. Включва още предоставяне на места за дългосрочно настаняване на студенти, работници и други. Някои единици, предоставят само настаняване, докато други предлагат и храна и/или развлечения.",NA,"- дейности, свързани с дългосрочно настаняване в къщи и апартаменти, наети обикновено на месечна или годишна база - сектор L"
"55.1","Хотели и подобни места за настаняване","55",NA,NA,NA
"55.10","Хотели и подобни места за настаняване","55.1","Предоставянето на средства за подслон и места за краткосрочно настаняване, обикновено за ден или за седмица се класифицира в този клас. Това включва предлагане на обзаведени места за настаняване като стаи за гости или апартаменти с ежедневно почистване и оправяне на леглата. Могат да бъдат предоставени и редица допълнителни услуги като услуги на питейни заведения и заведения за хранене и/или развлечение, възможност за паркиране, услуги на перални, плувни басейни, фитнес зали, както и зали и помощни средства за семинари, конференции или конгреси.  - предоставяне на места за краткосрочно настаняване в:   • хотели   • апартаментни (студийни) хотели   • мотели",NA,"- предоставяне на обзаведени или необзаведени къщи, апартаменти или стаи за дългосрочно използване, обикновенно на месечна или годишна база – раздел 68"
"55.2","Туристическо и друго краткосрочно настаняване","55",NA,NA,NA
"55.20","Туристическо и друго краткосрочно настаняване","55.2","Предоставянето на места за краткосрочно настаняване, обикновено за ден или седмица се класифицира в този клас. Настаняването се осъществява в самостоятелни помещения като напълно обзаведени стаи или места за пребиваване с оборудване за готвене или с пълно кухненско оборудване. Това могат да бъдат апартаменти в малки самостоятелни многоетажни сгради или комплекс от сгради или бунгала, хижи, вили и дървени къщички. В някои случаи се предоставят минимални допълнителни услуги.  - предоставяне на места за краткосрочно настаняване в: • вилни и туристически селища • бунгала и апартаменти • вили и дървени къщички, без обслужване • туристически спални и хижи",NA,"- предоставяне на обзаведени места за краткосрочно настаняване с осигуряване на ежедневно почистване, оправяне на леглата, услуги на питейни заведения и заведения за хранене и развлечения - 55.10 - предоставяне на обзаведени или необзаведени къщи, апартаменти или стаи за дългосрочно използване, обикновено на месечна или годишна база - раздел 68"
"55.3","Къмпинги и терени за каравани и къмпинг-автомобили","55",NA,NA,NA
"55.30","Къмпинги и терени за каравани и къмпинг-автомобили","55.3","- предоставяне на места за краткосрочно настаняване в къмпинги, терени за каравани, места за отдих, лов и риболов - предоставяне на терени и необходимите съоръжения за къмпинг-автомобили","- предоставяне на места за краткосрочно настаняване в туристически заслони или в терени с необходимите условия за разполагане на палатки и/или спални чували","- туристически спални и хижи, дървени къщички - 55.20"
"55.9","Други места за настаняване","55",NA,NA,NA
"55.90","Други места за настаняване","55.9","Предоставянето  на места за временно или по-дългосрочно настаняване в самостоятелни стаи или стаи за съвместно ползване, общи спални помещения за студенти, сезонни работници и други се класифицира в този клас.  - студентски общежития - ученически общежития, интернати - работнически общежития - самостоятелни стаи (частни квартири) и пансиони (хостели) - спални вагони",NA,NA
"56","Ресторантьорство","I","дейности на заведения за храни и напитки, които приготвят и предлагат храни и напитки за непосредствена консумация. Тези дейности се осъществяват от следните единици: ресторанти, заведения за бързо обслужване, заведения от типа „take-away“ с възможност за опаковане на храна и консумацията й извън заведението, постоянни или временни обекти със или без места за сядане.Определящ фактор за класифициране на дейността на единиците е предлагането на храни и напитки за непосредствена консумация, а не вида на заведението.",NA,"- производство на храни (вкл. готови ястия), които не са за непосредствена консумация - раздел 10 - производство на напитки, които не са за непосредствена консумация - раздел 11 - продажба на купени готови храни и напитки, които не са за непосредствена консумация - сектор G"
"56.1","Дейност на ресторанти и заведения за бързо обслужване","56",NA,NA,NA
"56.10","Дейност на ресторанти и заведения за бързо обслужване","56.1","Дейности на заведения за приготвяне и предлагане на храни, които могат да бъдат със или без обслужване на клиентите. Приготвената храна може да бъде консумирана на място, опакована или доставена за консумация извън заведението. Това включва приготвяне и предлагане на храни за непосредствена консумация във временни обекти - преместваеми или подвижни павилиони, щандове, колички, каравани и други.  - ресторанти - заведения за хранене на самообслужване - заведения за бързо хранене - заведения от типа ""take-away "" с възможности за опаковане на храната и консумацията й извън заведението - заведения за сладоледи и сладкиши - временни обекти, предлагащи сладолед (без автомати за сладолед) - приготвяне и предлагане на храни във временни обекти","- дейности на ресторанти в превозни средства, когато се извършват от самостоятелни единици","- продажба на храни чрез автомати - 47.99 - дейности по приготвяне и доставяне на храна по договор с клиента - 56.29"
"56.2","Приготвяне и доставяне на храна","56","приготвяне и доставяне на храна (кетъринг) по конкретен повод или за определен период от време по договор с клиента.",NA,NA
"56.21","Приготвяне и доставяне на храна по конкретен повод","56.2","- дейности на единици, които приготвят и доставят храни на място по конкретен повод по договор с клиента",NA,"- производство на бързоразвалящи се готови храни - 10.89 - търговия на дребно с хранителни стоки - раздел 47"
"56.29","Други дейности по приготвяне и доставяне на храна","56.2","Приготвяне и доставяне на храна (кетъринг) за определен период от време по договор с клиента. Храната обикновено се приготвя от централна единица.  - дейности по приготвяне и доставяне на храна по договор - например за транспортни компании, спортни комплекси и други подобни - дейности на столове или заведения на самообслужване по договор (например за фабрики, офиси, болници или училища)",NA,"- производство на бързоразвалящи се готови храни - 10.89 - търговия на дребно с хранителни стоки - раздел 47"
"56.3","Дейност на питейни заведения","56",NA,NA,NA
"56.30","Дейност на питейни заведения","56.3","Дейности на питейни заведения, предлагащи напитки за непосредствена консумация.  - барове - механи и винарни - коктейлбар - дискотеки с преобладаваща консумация на напитки - бирарии - кафенета - барове, предлагащи сокове, нектари  - временни обекти, предлагащи напитки",NA,"- търговия на дребно с напитки - раздел 47 - продажба на напитки чрез автомати - 47.99 - дейности на дискотеки и танцови зали, без преобладаваща консумация на напитки - 93.29"
"58","Издателска дейност","J","Този раздел включва дейности по издаване на книги и други непериодични издания (брошури, проспекти, речници, енциклопедии, атласи, карти и схеми); издаване на вестници, списания и други периодични издания, указатели, адресни списъци и друга издателска дейност, вкл. издаване на програмни продукти. Издателят придобива авторските права върху информационното съдържание на издавания продукт и го прави достъпно за широката публика посредством възпроизвеждане и разпространение. В този раздел са включени всички възможни форми на издателската дейност (печатна, електронна или аудио форма, в Интернет, мултимедийни продукти – например CD-ROM справочници), с изключение на  създаване на филмови и звукозаписни оригинали.",NA,"- производство на кино- и видео филми, телевизионни сериали - раздел 59 - създаване на звукозаписни оригинали - раздел 59 - печатане на вестници, други издания и печатни продукти - 18.11, 18.12 - възпроизвеждане на записани носители - 18.20"
"58.1","Издаване на книги, периодични издания и друга издателска дейност","58","Тази група включва дейности по издаване на книги, вестници, списания и други периодични издания, указатели, адресни списъци, други печатни произведения  такива като фотографии, гравюри, пощенски картички, календари, формуляри, плакати и художествени репродукции. Тези произведения са резултат от творческа дейност и са обекти на авторското право.",NA,NA
"58.11","Издаване на книги","58.1","Този клас включва дейности по издаване на книги под каквато и да е форма: печатна, електронна (на CD, електронни екрани и др.), аудиоформа или по Интернет.  - издаване на книги, брошури, проспекти и подобни издания, вкл. издаване на речници и енциклопедии - издаване на карти и атласи - издаване на аудио книги - издаване на справочници и енциклопедии на CD-ROM - издаване на книги в режим онлайн",NA,"- производство на глобуси - 32.99 - издаване на рекламни материали - 58.19 - издаване на музика и нотни издания - 59.20 - дейности на индивидуални творци - 90.03"
"58.12","Издаване на указатели, справочници и адресни списъци","58.1","Този клас включва дейности по издаване на списъци с факти/информация (бази данни), подредени по определен систематичен начин.  Обект на авторско право е начинът на подреждане и представяне на тези списъци (т.е. тяхната форма), а не информационното им съдържание. Тези списъци могат да бъдат издавани в печатна или електронна форма.  - издаване на адресни списъци - издаване на телефонни указатели - издаване на други списъци и справочници като: списъци с решени правни казуси, справочници с лекарствени продукти и други",NA,NA
"58.13","Издаване на вестници","58.1","Този клас включва дейности по издаване на вестници, вкл. рекламни, излизащи най-малко четири пъти седмично. Вестниците могат да бъдат издавани в печатна или електронна форма, както и по Интернет.",NA,"- дейности на информационни агенции - 63.91"
"58.14","Издаване на списания и други периодични издания","58.1","Този клас включва дейности по издаване на списания и други периодични издания, излизащи по-малко от четири пъти седмично. Списанията и другите периодични издания могат да бъдат издавани в печатна или електронна форма, вкл. и по Интернет.","- издаване на радио-телевизионни програмни схеми",NA
"58.19","Друга издателска дейност","58.1","- издаване (вкл. в режим онлайн) на:   • каталози   • фотографии, гравюри и илюстровани пощенски картички   • поздравителни картички   • формуляри   • плакати, художествени репродукции   • рекламни материали   • други печатни произведения - издаване на статистическа и друга информация в режим онлайн",NA,"- издаване на рекламни вестници - 58.13 - предоставяне на софтуерни приложения  в режим онлайн (предоставяне на web-пространство за софтуерни приложения и web-услуги по доставяне на софтуерни приложения) - 63.11"
"58.2","Издаване на програмни продукти","58",NA,NA,NA
"58.21","Издаване на компютърни игри","58.2","- издаване на компютърни игри за всички видове хардуер",NA,NA
"58.29","Издаване на други програмни продукти","58.2","- издаване на стандартен (системен или приложен) софтуер, вкл. преобразуване или адаптиране на стандартен софтуер за собствена сметка за специфични нужди на клиента:   • операционни системи   • бизнес и други приложения",NA,"- възпроизвеждане на стандартен софтуер - 18.20 - търговия на дребно със софтуерни пакети - 47.41 - разработване  на софтуер по поръчка,  вкл.  преобразуване или  адаптиране на стандартен софтуер срещу заплащане (по договор или еднократно) за специфични нужди на клиента - 62.01 - предоставяне на софтуерни приложения  в режим онлайн (предоставяне на web-пространство за софтуерни приложения и web-услуги по доставяне на софтуерни приложения) - 63.11"
"59","Производство на филми и телевизионни предавания, звукозаписване и издаване на музика","J","- производство на филми и телевизионни предавания - технически дейности, свързани с производство на филми и телевизионни предавания (постпродукция) - разпространение на филми и друга филмова продукция, което няма за цел те да стигнат до широката публика  - прожектиране на филми  - покупка и продажба на права за разпространение на филми или на други аудио-визуални произведения","- звукозаписване (създаване на звукозаписни оригинали, тяхното издаване, промоциране и разпространение) - издаване на музика - дейности на звукозаписни студиа",NA
"59.1","Производство и разпространение на филми и телевизионни предавания","59","- производство на игрални и неигрални филми на филмова лента, видеолента, цифров диск (DVD) или друг носител, вкл. електронни файлове, предназначени за директна прожекция в салони или за предаване по телевизията - технически дейности, свързани с производство на филми и телевизионни предавания (постпродукция) - разпространение на филми или друга филмова продукция, което няма за цел те да стигнат до широката публика  - прожектиране на филми","- покупка и продажба на права за разпространение на филми или друга филмова продукция",NA
"59.11","Производство на филми и телевизионни предавания","59.1","- производство на филми, видеоклипове, телевизионни предавания (сериали, документални филми и други) или телевизионни реклами",NA,"- възпроизвеждане на филми (с изключение на филми, предназначени за разпространение в киносалони) и звукозаписи от оригинал върху разнообразни носители - 18.20 - търговия на едро със записани видеокасети, компактдискове (CD) и цифрови дискове (DVD) - 46.43 - търговия на едро с незаписани видеокасети и компактдискове (CD) - 46.52   - търговия на дребно с видеокасети, компактдискове (CD) и цифрови дискове (DVD) - 47.63 - технически дейности, свързани с производство на филми и телевизионни предавания (постпродукция) - 59.12 - звукозаписване и записване на книги на аудиокасети - 59.20 - излъчване на телевизионни програми - 60.2 - създаване на цялостна телевизионна програма - 60.2 - обработване на филми, различни от тези за филмовата индустрия - 74.20 - дейности на агенти и импресариа от името и за сметка на индивидуални изпълнители - 74.90 - даване под наем на видеокасети и дискове - 77.22 - жестомимичен превод  в реално време (симултанно) на преки телевизионни излъчвания на конференции и делови срещи - 82.99 - дейности за собствена сметка на актьори, режисьори,  аниматори, сценографи и технически специалисти - 90.0"
"59.12","Технически дейности, свързани с производство на филми и телевизионни предавания (постпродукция)","59.1","- технически дейности, свързани с производството на филми и телевизионни предавания, такива като:   • монтаж, преобразуване от един формат в друг, озаглавяване, субтитриране, жестономимичен превод за хора със слухови увреждания и други   • компютърна графика    • компютърна анимация и специални визуални ефекти    • проявяване и обработване на киноленти    • дейности на специализирани лаборатории за кино- и анимационни филми","- дейности на самостоятелни единици, които съхраняват филми, с цел те да бъдат използвани при постпродукцията на филми или телевизионни предавания","- възпроизвеждане на филми (с изключение на филми, предназначени за разпространение в киносалони) и звукозаписи от оригинал върху разнообразни носители - 18.20 - търговия на едро със записани видеокасети, компактдискове (CD) и цифрови дискове (DVD) - 46.43 - търговия на едро с незаписани видеокасети и компактдискове (CD) - 46.52   - търговия на дребно с видеокасети, компактдискове (CD) и цифрови дискове (DVD) - 47.63 - обработване на филми, различни от тези за филмовата индустрия - 74.20 - даване под наем на видеокасети и цифрови дискове (DVD) на широката публика - 77.22 - дейности за собствена сметка на актьори, режисьори,  аниматори, сценографи и технически специалисти - 90.0 - фото- и филмови архиви и техните услуги - 91.01 - дейност на Националната филмотека - 91.01"
"59.13","Разпространение на филми и телевизионни предавания","59.1","- разпространение на кино-, видеофилми и филми на цифрови дискове (DVD), което няма за цел те да стигнат до широката публика. Дейността включва изготвяне на договори за продажба, замяна, дарение, даване под наем или в заем, предложение за продажба или даване под наем на копия от филми на други посредници.  - дейности, свързани с поръчки, доставка, съхранение на филми и други","- придобиване на права за разпространение на кино-, видеофилми и филми на цифрови дискове (DVD)","- възпроизвеждане на филми  и звукозаписи от оригинал върху разнообразни носители - 18.20 - търговия на едро със записани видеокасети и цифрови дискове (DVD)- 46.43"
"59.14","Прожектиране на филми","59.1","- дейности по прожектиране на филми в закрити, открити, авто- или други киносалони - дейности на киноклубове",NA,NA
"59.2","Звукозаписване и издаване на музика","59",NA,NA,NA
"59.20","Звукозаписване и издаване на музика","59.2","- създаване на оригинали, съдържащи музика или друг звукозапис върху аудиокасети, дискове и други носители. Тази дейност се извършва от единици, които притежават авторските права върху звукозаписния оригинал и реализират по-голяма част от своите приходи от продажба, даване под наем и лицензиране на тези оригинали. - издаване, промоциране и разпространение на звукозаписи до търговци на едро и дребно или директно до широката публика. Тези дейности могат да бъдат интегрирани със създаването на звукозаписни оригинали (т.е. да се осъществяват  от една и съща единица). Ако липсва интеграция на дейностите, единицата, която само издава, промоцира и разпространява звукозаписи, трябва да притежава права за тяхното възпроизвеждане и разпространение. - издаване на музика: придобиване и регистриране на авторски права за музикални произведения, промоциране, получаване на разрешение за използване на тези  произведения в звукозаписи, радио- и телевизионни програми, филми, публични изпълнения на живо, печатни издания и други. Тези дейности се осъществяват от единици, които могат да притежават авторски права или само да ги управляват от името на носителите на тези права.","- звукозаписване в студиа или на друго място, вкл. създаване на радиопредавания, записани на постоянен носител - издаване на нотни издания",NA
"60","Радио- и телевизионна дейност","J","- създаване на радио- и телевизионни програми и друго информационно съдържание. Тези програми могат да бъдат за развлечение, реклама, образование, обучение или за разпространение на новини. - придобиване на права за разпространение на радио- и телевизионни програми и тяхното последващо излъчване чрез наземно радиоразпръскване, по сателит,  кабелна мрежа или Интернет.Излъчването на друго информационно съдържание се извършва съвместно с излъчването на радио- и телевизионните програми.","- създаване и излъчване на програми със специализиран профил (например новини, спорт, образование, насочени към младежката аудитория, и други) срещу абонамент или такса. Тези програми се излъчват до други единици разпространители, които ги разпространяват","- разпространение на кабелни и други абонаментни програми - раздел 61"
"60.1","Създаване и излъчване на радиопрограми","60",NA,NA,NA
"60.10","Създаване и излъчване на радиопрограми","60.1","- излъчване на аудио сигнали чрез радио студия и съответната апаратура за предаване на радио програми до широката публика, регионалните радиостанции или до абонати","- дейности на радиомрежи, т.е. създаване на цялостни радиопрограми от отделни програмни елементи и излъчването им до регионалните радиостанции или абонати  чрез наземно радиоразпръскване, по сателит или кабелна мрежа - излъчване на радиопрограми по Интер","- създаване на предварително записани радиопредавания на постоянен носител - 59.20"
"60.2","Създаване и излъчване на телевизионни програми","60",NA,NA,NA
"60.20","Създаване и излъчване на телевизионни програми","60.2","Този клас включва създаване на телевизионна програма от предварително закупени телевизионни предавания  (игрални и документални филми, сериали и други), собствена телевизионна продукция (новини, директни репортажи) или комбинация от тях. Тази телевизионна програма може да бъде излъчвана от единицата, която я е създала, или да се излъчва до други единици разпространители, които я разпространяват чрез кабел и/или сателит за последващо предаване до широката публика. Програмите могат да бъдат с общ (политематичен) или специализиран профил (новини, спорт, образование, насочени към младежката аудитория и други). Този клас включва безплатни телевизионни програми, както и програми, които са достъпни само срещу абонамент или такса.","- създаване на програми “видео по поръчка” (дейности на виртуални видеотеки) - съвместно излъчване на данни и телевизионни програми","- създаване на отделни елементи на телевизионната  програма (игрални филми, сериали, шоу програми и други), без тяхното излъчване - 59.11 - изготвяне на пакети от програми и тяхното разпространение, без създаването на самите програми - 61"
"61","Далекосъобщения","J","Този раздел включва далекосъобщителни дейности (осъществяване на обществени електронни съобщения), т.е. пренасяне и предаване на глас, данни,  текст, звук и изображение. Преносните съоръжения, чрез които се осъществяват тези дейности, са изградени на базата на една технология или на комбинация от технологии. Общото между  дейностите, класифицирани в този раздел, е преносът на информационно съдържание, без неговото създаване. Подразделянето на дейностите по класове се основава на вида на изградената електронна съобщителна инфраструктура. В случаите, когато се осъществява пренос на телевизионни сигнали, се включват и дейности по изготвяне на пакети от програми (създадени в раздел 60) и тяхното разпространение.",NA,NA
"61.1","Далекосъобщителна дейност чрез фиксирани мрежи","61",NA,NA,NA
"61.10","Далекосъобщителна дейност чрез фиксирани мрежи","61.1","- експлоатация, поддържане или предоставяне на достъп до съоръжения за пренос на глас, данни, текст, звук и изображение чрез използване на фиксирана далекосъобщителна инфраструктура, предназначена за осъществяване на обществени електронни съобщения:   • експлоатация и поддържане на комутационни и преносни съоръжения, които дават възможност за осъществяване на обществени електронни съобщения между две крайни точки чрез кабелни връзки, микровълни или комбинация от кабелни и сателитни връзки или кабелни и микровълнови връзки   • експлоатация на обществени кабелни разпределителни мрежи (например за разпространение на данни и телевизионни сигнали)   • доставка на телеграфни и други не гласови съобщения чрез използване на собствени съоръжения Преносните съоръжения, чрез които се осъществяват тези дейности, са изградени на базата на една технология или на комбинация от технологии.","- покупка на права за достъп и мрежов капацитет от собственици и предприятия, предоставящи обществени електронни съобщителни мрежи и/или услуги за бизнес абонати и граждани чрез използване на този капацитет  - предоставяне на достъп до Интернет от предпр","- препродажба на обществени електронни съобщитетлни  услуги - 61.90"
"61.2","Далекосъобщителна дейност по безжичен път","61",NA,NA,NA
"61.20","Далекосъобщителна дейност по безжичен път","61.2","- експлоатация, поддържане или предоставяне на достъп до съоръжения за пренос на глас, данни, текст, звук и изображение чрез използване на безжична далекосъобщителна инфраструктура за осъществяване на обществени електронни съобщения - експлоатация и поддържане на мрежи за персонално повикване (пейджъри), клетъчни мрежи и други безжични далекосъобщителни мрежи  Преносните съоръжения осигуряват пренос във всички направления чрез електромагнитни вълни и са изградени на базата на една технология или на комбинация от технологии.","- покупка на права за достъп и мрежов капацитет от собственици и предприятия, предоставящи обществени безжични електронни съобщителни мрежи и/или  услуги (без спътникови) за бизнес абонати и граждани чрез използване на този капацитет - предоставяне на до","- препродажба на обществени електронни съобщитетлни  услуги - 61.90"
"61.3","Спътникова далекосъобщителна дейност","61",NA,NA,NA
"61.30","Спътникова далекосъобщителна дейност","61.3","- експлоатация, поддържане или предоставяне на достъп до съоръжения за пренос на глас, данни, текст, звук и изображение чрез използване на спътникова далекосъобщителна инфраструктура за осъществяване на обществени електронни съобщения - доставка до крайния потребител чрез спътникова система “директно до дома” на радио-, телевизионни и текстови програми, получени от кабелни мрежи, местни телевизионни станции и или радиомрежи. Като правило, единиците, класифицирани в този клас, само изготвят и разпространяват пакети от програми, без да участват в тяхното създаване.","- предоставяне на достъп до Интернет от предприятие, предоставящо обществени електронни съобщителни мрежи и/или услуги чрез спътник","- препродажба на обществени електронни съобщителни  услуги - 61.90"
