"nace2","NAME","Parent","Include","Include_Also","Exclude"
"28.4","Производство на обработващи машини","28","производство на машини за обработка на метал и други материали (дървесина, камъни, кост, ебонит, твърди пластмаси, за студена обработка на стъкло), вкл. тези работещи с лазерни лъчи, ултразвук, плазмена дъга или магнитни импулси.",NA,NA
"28.41","Производство на машини за обработка на метал","28.4","- производство на машини за обработка на метал, вкл. тези работещи с лазерни лъчи, ултразвук, плазмена дъга или магнитни импулси - производство на стругове, машини пробивни, фрезови, шепинги, разстъргващи, шлифовъчни, резбонарезни и други машини, работещи чрез отнемане на метал - производство на машини ковашки или щамповъчни - производство на преси, щамповъчни и хидравлични и чукове щамповъчни, падащи или хидравлични - производство на стендове за изтегляне на пръти или подобни, машини резбонакатни или резбовалцуващи, машини за изработване на изделия от тел",NA,"- производство на сменяеми инструменти - 25.73 - производство на електрически машини и устройства за спояване и заваряване - 27.90 - производство на неелектрически машини и устройства за спояване и заваряване - 28.29"
"28.49","Производство на други обработващи машини","28.4","- производство на машини за обработка на дървесина, камъни, кост, ебонит, твърди пластмаси, за студена обработка на стъкло, вкл. тези работещи с лазерни лъчи, ултразвук, плазмена дъга, магнитни импулси или с подобни методи - производство на държачи на инструменти за обработващи машини - производство на делителни глави и други специални приспособления за обработващи машини - производство на неподвижни машини за забиване на пирони, захващане със скоби, залепване или съединяване по друг начин на дървесина, корк, кост, ебонит, твърди пластмаси и подобни твърди материали - производство на неподвижни ротативни или ударни пробивни машини, флайфмашини, нитовъчна машина, машина за рязане на метални листове и други - производство на преси за производство на фурнир и дървесни плочи - производство на машини и апарати за галванотехника","- производство на части и принадлежности за други обработващи машини","- производство на сменяеми инструменти за обработващи машини (например за щанцоване, нарязване на резби, пробиване, фрезоване, струговане, ленти за триони, ножове и режещи остриета) - 25.73 - производство на електрически поялници и пистолети за спояване, за ръчна работа - 27.90 - производство на преносими инструменти с вграден двигател - 28.24 - производство на машини и оборудване за металургията и леярството - 28.91 - производство на машини за добива и строителството - 28.92"
"28.9","Производство на други машини със специално предназначение","28","производство на машини със специално предназначение (които се използват в една точно определена или в няколко взаимно свързани производствени дейности).","някои специфични машини, които не се използват в производстения процес (например апарати и устройства за изстрелване на въздухоплавателни средства или съоръжения за панаири и паркове за развлечение и други).",NA
"28.91","Производство на машини и оборудване за металургията и леярството","28.9","- производство на машини и оборудване за металургията и леярството:   • конвертори, леярски кофи и кокили, машини за отливане и други - производство на машини за валцуване на метал и валци за тях",NA,"- производство на формовъчни каси и леярски форми (без кокили) - 25.73 - производство на машини протяжни, работещи чрез отнемане на метал - 28.41 - производство на машини за изработване на пясъчни леярски форми - 28.99"
"28.92","Производство на машини за добива и строителството","28.9","- производство на подемници, транспортьори или конвейери, с непрекъснато действие, за мини или други подземни работи - производство на машини за сондиране или пробиване, забойни машини, машини за копаене на тунели или галерии  - производство на машини и апарати за пресяване, сортиране, разделяне, раздробяване на твърди минерални материали - производство на бетонобъркачки и други смесителни машини за приготвяне на строителни разтвори - производство на самоходни машини за земни работи:   • булдозери, грейдери, скрепери, багери, кофъчни товарачи, трамбовъчни машини, пътни валяци и други самоходни машини - производство на пилотонабиващи чукове и машини за изтегляне на пилоти, машини за полагане на строителни разтвори и асфалт, за изравняване на бетон и други - производство на верижни и други трактори за добива или строителството - производство на ножове за булдозери - производство на самосвали, предназначени да бъдат използвани извън пътната мрежа",NA,"- производство на подемно-транспортни машини - 28.22 - производство на селскостопански трактори - 28.30 - производство на машини за обработка на камък, вкл. машини за рязане или почистване на камък - 28.49 - производство на пътни влекачи за полуремаркета - 29.10 - производство на автобетоносмесители - 29.10"
"28.93","Производство на машини и оборудване за преработка на храни, напитки и тютюн","28.9","- производство на сушилни за селскостопански продукти - производство на млекопреработващи машини и апарати:   • млекарски центрофуги   • машини за обработка на мляко (хомогенизатори)   • машини и устройства за производство на масло (маслобойни, машини за отливане на масло в различни разфасовки)   • машини за производство на сирене и кашкавал (хомогенизатори, машини за отливане, преси) и други - производство на машини за мелничарството:   • машини за почистване, сортиране или пресяване на зърна или сухи бобови растения (веялки, транспортни ленти за пресяване, сепаратори, машини за четкане на зърната и други)   • машини за производство на грис или брашно и други машини (мелници за зърно, захранващи устройства, машини за пресяване, машини за почистване на брашното от трици, смесители, лющилни машини за ориз, машини за натрошаване на грах) - производство на преси, гроздомелачки и устройства за производство на вино, плодови сокове или подобни напитки - производство на машини за хляб и хлебни изделия или за производство на макарони и подобни изделия:   • пещи за хляб, хлебни и сладкарски изделия; машини за месене, разделяне, оформяне и нарязване на тесто - производство на други машини и оборудване за преработка на храни:   • машини за производство на захар, какао, шоколад, захарни изделия; машини за първична обработка на плодове, ядки, зеленчуци, месо, риба, мекотели, ракообразни и други водни животни   • апарати за филтриране или пречистване    • други машини за промишлена обработка или производство на храни или напитки - производство на машини за извличане и преработка на растителни и животински масла или мазнини - производство на машини за пребработка на тютюн или производство на цигари или пури, тютюн за лула, тютюн за дъвчене или смъркане (енфие) - производство на машини за приготвяне на храни в хотели и ресторанти",NA,"- производство на излъчващи апарати за обработка и контрол на храни и мляко - 26.60 - производство на машини за пакетиране, опаковане и претегляне - 28.29 - производство на машини за почистване или сортиране на яйца, плодове и други земеделски продукти (без семена и сухи бобови растения) - 28.30"
"28.94","Производство на машини за текстил, облекло, кожи и кожени изделия","28.9","- производство на текстилни машини:  • машини за подготовка, екструдиране, изтегляне, текстуриране или нарязване на синтетични или изкуствени текстилни материали  • машини за подготовка на текстилни материали: маган (за отделяне на семена от памук), балоразтварящи, гарнет, разстилачни за памук, за пране и за карбонизиране на вълна, дараци, гребенни (решещи) и предпредачни (флаер) машини и други  • предачни машини  • машини за подготовка на текстилни прежди: за скатяване, пресукване, намотаване, насноваване и подобни машини  • тъкачни машини (станове), вкл. станове за ръчна работа  • плетачни машини  • машини за оплитане на шнурове, тюл, дантела, ширит и други - производство на спомагателни машини или устройства за текстилни машини:  • нищелкови и жакардови механизми, автоматични спирачи за основа и вътък, механизми за смяна на совалки, вретена, перки за вретена и други - производство на машини за отпечатване върху текстил - производство на други машини за обработка на тъкани:  • машини за пране, избелване и боядисване, апретиране, промазване, импрегниране на тъкани  • машини за навиване, развиване, сгъване, рязане или назъбено рязане на тъкани - производство на машини за обществени перални и химическо чистене:  • машини за гладене (вкл. преси за фиксиране)  • перални машини и машини за сушене на прежди, тъкани или изделия от текстилни материали, с капацитет > 10 кг сухо пране  • машини за химическо чистене - производство на шевни машини (вкл. за домакинска употреба), глави и игли за тях - производство на машини за производство или довършване на филц или нетъкан текстил - производство на машини за обработка и преработка на кожи:  • машини за подготовка, дъбене или обработка на кожи  • машини за производство или поправка на обувки и други кожени изделия",NA,"- производство на хартиени или картонени карти за жакардовите машини - 17.29 - производство на перални и сушилни машини, за домакинска употреба - 27.51 - производство на машини за гладене от типа на каландрите - 28.29 - производство на машини за подвързване на книги - 28.99"
"28.95","Производство на машини за хартия, картон и изделия от хартия и картон","28.9","- производство на машини за хартиена маса (влакнести полуфабрикати) - производство на машини за хартия и картон - производство на машини за изделия от хартия и картон",NA,"- производство на сушилни за дървен материал, хартиена маса, хартия или картон - 28.99"
"28.96","Производство на машини за каучук или пластмаси","28.9","- производство на машини за обработка на каучук или пластмаси или за производство на изделия от тях:  • машини за леене под налягане, екструдери, вакуумформувъчни и горещоформувъчни машини за каучук или пластмаси, преси, машини за производство или регенериране на пневматични гуми и други машини за производство на специфични каучукови или пластмасови изделия",NA,NA
"28.99","Производство на други машини със специално предназначение, некласифицирани другаде","28.9","- производство на сушилни за дървен материал, хартиена маса, хартия или картон - производство на печатарски и книговезки машини и спомагателни машини за печат на различни видове материал - производство на машини за формуване на керамични маси, за производство на керемиди, тухли, тръби, за отливане на графитни електроди, за производство на тебешири  - производство на апарати за автоматично запояване при сглобяване на полупроводници прибори, за производство на полупроводникови шайби (wafers) и други подобни апарати - производство на многофункционални промишлени роботи  - производство на разнообразни машини и оборудване със специално предназначение:  • производство на машини за сглобяване на електрически или електронни лампи, тръби или на лампи за светкавици, които имат стъклена обвивка  • производство на машини за производство или гореща обработка на стъкло, или изделия от стъкло  • производство на машини и апарати за изотопно разделяне - производство на машини за изравняване и балансиране на пневматични гуми; машини и апарати за балансиране на механични части (без тези за балансиране на колела) - производство на централизирани системи за гресиране - производство на апарати и устройства за изстрелване на въздухоплавателни средства, устройства за зареждане във въздуха на самолети, катапулти за самолети ракетоносци и подобни устройства - производство на солариуми - производство на игри с автоматични кегли (боулинг) - производство на въртележки, люлки, стрелбища и други съоръжения за панаири и паркове за развлечение",NA,"- производство на битови уреди - 27.5 - производство на фотокопирни апарати - 28.23 - производство на машини и оборудване за обработка на ебонит или твърди пластмаси или за студена обработка на стъкло - 28.49 - производство на кокили - 28.91"
"29","Производство на автомобили, ремаркета и полуремаркета","C","производство на автомобили за превоз на пътници или товари, на ремаркета и полуремаркета, както и на различни части и принадлежности за тях.",NA,"- техническо обслужване и ремонт на автомобили - 45.20"
"29.1","Производство на автомобили и техните двигатели","29",NA,NA,NA
"29.10","Производство на автомобили и техните двигатели","29.1","- производство на леки автомобили - производство на товарни автомобили:  • камиони, пътни влекачи за полуремаркета - производство на автобуси, тролейбуси - производство на двигатели с вътрешно горене за автомобили - производство на шасита за автомобили - производство на автомобили със специално предназначение:  • за придвижване върху сняг, върху игрища за голф, автомобили амфибии  • противопожарни автомобили, за почистване на улици, подвижни библиотеки, бронирани автомобили за превоз на пари и други  • автобетоносмесители - автомобили за телевизионни репортажи, картинги и други подобни, вкл. състезателни автомобили","- регенериране (основен ремонт) на двигатели с вътрешно горене за автомобили","- производство на електрически двигатели (без стартери за двигатели с вътрешно горене) - 27.11 - производство на лампи и фарове за автомобили - 27.40 - производство на бутала, бутални пръстени и карбуратори - 28.11 - производството на трактори за селското и горското стопанство - 28.30 - производство на трактори за добива или строителството - 28.92 - производство на самосвали, предназначени да бъдат използвани извън пътната мрежа - 28.92 - производство на купета и каросерии за автомобили - 29.20 - производство на електрически части и устройства за автомобили - 29.31 - производство на други части и принадлежности за автомобили- 29.32 - производството на танкове и други бойни бронирани транспортни машини - 30.40 - техническо обслужване и ремонт на автомобили - 45.20"
"29.2","Производство на купета и каросерии за автомобили; производство на ремаркета и полуремаркета","29",NA,NA,NA
"29.20","Производство на купета и каросерии за автомобили; производство на ремаркета и полуремаркета","29.2","- производство на купета и каросерии (вкл. кабини) за автомобили - оборудване на всички видове автомобили, ремаркета и полуремаркета - производство на ремаркета и полуремаркета:  • цистерни за автомобили; товарни ремаркета  • ремаркета тип каравани и други - производство на карго контейнери",NA,"- производство на самотоварещи се или саморазтоварващи се ремаркета и полуремаркета за селското стопанство - 28.30 - производство на части и принадлежности за купета и каросерии на автомобили - 29.32 - производство на превозни средства, теглени от животни - 30.99"
"29.3","Производство на части и принадлежности за автомобили","29",NA,NA,NA
"29.31","Производство на електронни и електрически части и устройства за автомобили","29.3","- производство на електрически устройства за автомобили като генератори, алтернатори, свещи за запалване, комплекти проводници за запалителни свещи, системи за задвижване на прозорците и вратите, регулатори за напрежение, сглобяване на закупени измервателни урeди в таблото за управление на автомобила и други",NA,"- производство на акумулатори за автомобили - 27.20 - производство на лампи и фарове за автомобили - 27.40 - производство на помпи за двигатели с вътрешно горене: за гориво, за масла или за охлаждаща течност - 28.13"
"29.32","Производство на други части и принадлежности за автомобили","29.3","- производство на разнообразни части и принадлежности за автомобили:  • спирачки, предавателни (скоростни) кутии, оси, ходови колела, амортисьори, радиатори, шумозаглушители, ауспуси, катализатори, съединители, волани, кормилни колонки и кормилни кутии - производство на части и принадлежности за купета и каросерии на автомобили:  • предпазни колани, предпазни въздушни възглавници (airbags) със система за надуване, врати, брони - производство на седалки за автомобили",NA,"- производство на вътрешни и външни гуми - 22.11 - производство на маркучи, ремъци и други изделия от каучук - 22.19 - производство на бутала, бутални пръстени и карбуратори - 28.11 - техническо обслужване и ремонт на автомобили - 45.20"
"30","Производство на превозни средства, без автомобили","C","строителство на плавателни средства и производството на локомотиви и вагони, въздухоплавателни и космически средства и техните части.",NA,NA
"30.1","Строителство на плавателни съдове","30","строителство на плавателни съдове и плаващи съоръжения за превоз на пътници или товари, или за развлечение или спорт.",NA,NA
"30.11","Строителство на плавателни съдове, без тези за отдих","30.1","- строителство на плавателни съдове с гражданско предназначение: пътнически кораби, фериботи, товарни кораби, танкери, влекачи и други - строителство на бойни кораби - строителство на риболовни кораби, кораби заводи и други кораби за обработка или консервиране на продуктите от риболова","- строителство на кораби на въздушни възглавници (без тези за отдих) - строителство на сондажни платформи, плаващи или потопяеми - строителство на плаващи съоръжения: • плаващи докове, понтони, шамандури, кесони, сигнални знаци, резервоари, тласкачи,","- производство на части за плавателни съдове, без тези, които образуват корпуса:  • производство на платна за плавателни съдове - 13.92  • производство на гребни винтове - 25.99  • производство на котви от чугун или стомана - 25.99  • производство на двигатели за плавателни съдове - 28.11 - производство на уреди и апарати за навигация - 26.51 - производство на лампи и фарове за плавателни съдове - 27.40 - производство на автомобили със специално предназначение (амфибии) - 29.10 - производство на надуваеми лодки и салове за отдих - 30.12 - ремонт и поддържане на плавателни съдове - 33.15 - разрушаване на кораби - 38.31 - вътрешно обзавеждане на плавателни съдове - 43.3"
"30.12","Строителство на плавателни съдове за отдих","30.1","- производство на надуваеми лодки и салове - строителство на ветроходни яхти, дори със спомагателен двигател  - строителство на моторни лодки - строителство на кораби на въздушни възглавници за отдих - производство на водни скутери - производство на други плавателни съдове за отдих:  • канута, каяци, лодки с гребла, скифове",NA,"- производство на части за плавателни съдове за отдих:  • производство на платна за плавателни съдове - 13.92  • производство на котви от чугун или стомана - 25.99  • производство на двигатели за плавателни съдове - 28.11 - производство на сърф бордове и сърфове с платна - 32.30 - ремонт и поддържане на плавателни съдове за отдих - 33.15"
"30.2","Производство на локомотиви, мотриси и вагони","30",NA,NA,NA
"30.20","Производство на локомотиви, мотриси и вагони","30.2","- производство на електрически, дизелови, парни и други локомотиви за релсов път - производство на самоходни вагони, платформи и фургони, превозни средства за поддържане и обслужване на релсов път - производство на несамоходни вагони за релсов път:  • пътнически и товарни вагони, вагон-цистерни, саморазтоварващи се вагони, вагон-работилници, вагон-кранове, тендери и други - производство на части за локомотиви, мотриси и вагони:  • талиги, оси, колела, спирачки и части за тях; куки и други системи за захващане, буфери и части за тях; амортисьори; шасита на вагони и локомотиви; рами; съединителни предпазни хармоники за вътрешна връзка между вагоните и други","- производство на локомотиви и вагонетки за минни или други подземни работи, вкл. изкопни машини монтирани върху вагони - производство на механични и електромеханични устройства за сигнализация, безопасност, контрол или управление на релсов път, шосейни","- производство на елементи за релсов път - 24.10 - производство на сглобени неподвижни съоръжения за релсов път - 25.99 - производство на електрически двигатели - 27.11 - производство на електрически апарати за сигнализация, за безопасност, за контрол или управление на релсов път - 27.90 - производство на двигатели за локомотиви - 28.11"
"30.3","Производство на въздухоплавателни и космически средства и техните двигатели","30",NA,NA,NA
"30.30","Производство на въздухоплавателни и космически средства и техните двигатели","30.3","- производство на самолети за превоз на товари или пътници (граждански), военни, спортни и други  - производство на хеликоптери - производство на безмоторни самолети, делтапланери - производство на дирижабли и балони с топъл въздух - производство на части и принадлежности за въздухоплавателни средства:  • основни елементи: корпуси, крила, врати, елерони,  колесници, резервоари за гориво, кабини и други  • ротори, витла и двигателни перки на витла на хеликоптери  • двигатели за въздухоплавателни и космически средства  • части за турбореактивни и турбовитлови двигатели - производство на наземни авиотренажори - производство на космически летателни апарати и космически ракети носители, спътници, космически изследователски сонди, орбитални станции, совалки - производство на междуконтинентални балистични ракети (ICBM) и подобни ракети","- основен ремонт и възстановяване на въздухоплавателни средства и техните двигатели - производство на седалки за въздухоплавателни средства","- производство на парашути - 13.92 - производство на въоръжение и боеприпаси - 25.40 - производство на далекосъобщителна техника за спътници - 26.30 - производство на уреди и апарати за въздушна или космическа навигация - 26.51  - производство на системи за въздухоплаване - 26.51  - производство на лампи и фарове за въздухоплавателни средства - 27.40 - производство на бутала, бутални пръстени и карбуратори - 28.11 - производство на апарати и устройства за изстрелване на въздухоплавателни средства, устройства за зареждане във въздуха на самолети, катапулти за самолети ракетоносци и подобни устройства - 28.99"
"30.4","Производство на бойни бронирани транспортни машини","30",NA,NA,NA
"30.40","Производство на бойни бронирани транспортни машини","30.4","- производство на танкове - производство на бойни бронирани транспортни машини - производство на други бойни транспортни машини",NA,"- производство на въоръжение и боеприпаси - 25.40"
"30.9","Производство на други превозни средства","30",NA,NA,NA
"30.91","Производство на мотоциклети и техните двигатели","30.9","- производство на мотоциклети, мотопеди и велосипеди със спомагателен двигател - производство на двигатели за мотоциклети - производство на кошове за мотоциклети - производство на части и принадлежности за мотоциклети",NA,"- производство на велосипеди - 30.92 - производство на инвалидни колички - 30.92 - техническо обслужване и peмонт на мотоциклети - 45.40"
"30.92","Производство на велосипеди и инвалидни колички","30.9","- производство на велосипеди, вкл. триколесни велосипеди за доставка на стоки, тандеми, детски велосипеди с две или три колела (метални), без двигател - производство на части и принадлежности за велосипеди - производство на инвалидни колички със или без двигател - производство на части и принадлежности за инвалидни колички - производство на бебешки и детски колички и части за тях",NA,"- производство на велосипеди със спомагателен двигател - 30.91 - производство на играчки на колела, управлявани от деца, вкл. пластмасови детски велосипеди с две или три колела - 32.40 - ремонт на велосипеди - 95.29"
"30.99","Производство на други превозни средства, некласифицирани другаде","30.9","- производство на ръчно задвижвани превозни средства: колички за багаж, колички за пазаруване, ръчни колички, шейни за превоз - производство на превозни средства, теглени от животни: едноместни двуколки, каруци, катафалки и други",NA,"- производство на кари, със или без подемно устройство, самоходни или несамоходни, използвани в заводите (вкл. колички за пазаруване и ръчни колички) - 28.22 - производство на колички за сервиране в ресторантите като колички за десерти, затворени колички за храни - 31.01"
"31","Производство на мебели","C","производство на мебели от всякакъв материал, без камък, бетон или керамика. В процеса на производство на мебели се използват стандартни методи за обработка на материала и сглобяване на елементите, вкл. рязане, формоване и ламиниране. Дизайнът, естетическите и функционалните качества на мебелите са от съществено значение за производствения процес. Някои от процесите, използвани при производството на мебели, са сходни с тези, използвани в други сектори на производството. Например въпреки че имаме рязане и сглобяване при производството на дървени подпори, те се класифицират в раздел 16 „Производство на дървен материал и изделия от него“. Производството на мебели от дървесина се отличава от производството на изделия от дървен материал по това, че се осъществяват много и различни процеси. По същият начин при производството на мебели от метал се използват технологии, с които си служат и при производството на валцувани продукти, които се класифицират в раздел 25 „Производство на метални изделия“. Процесът по формуване на мебели от пластмаси е сходен с този по отливане на други изделия от пластмаси. Производството на мебели от пластмаси обаче се разглежда като обособена дейност.",NA,NA
"31.0","Производство на мебели","31",NA,NA,NA
"31.01","Производство на мебели за офиси и магазини","31.0","производство на мебели от всякакъв материал (без камък, бетон или керамика) за всякакви места и с различно предназначение.  - производство на столове за офиси, работни стаи (зали), хотели, ресторанти и обществени помещения - производство на столове за театрални и концертни зали, киносалони и други подобни - производство на мебели, специално предназначени за магазини: щандове, шкафове-витрини, рафтове - производство на офис мебели - производство на мебели за лаборатории - банки, табуретки и други столове,  шкафове и работни маси - производство на мебели за църкви, училища, ресторанти","- производство на колички за сервиране в ресторанти като колички за десерти и затворени колички за храни","- производство на дъски за писане - 28.23 - производство на седалки за автомобили - 29.32 - производство на седалки за локомотиви и вагони - 30.20 - производство на седалки за въздухоплавателни средства - 30.30 - производство на мебелировка за медицински, хирургически, зъболекарски или ветеринарни кабинети и зали - 32.50 - прикрепяне и инсталиране на модули за кухненско обзавеждане, монтажни работи на прегради, инсталиране на лабораторни мебели - 43.32"
