"NACE.Rev..2.Code level","NACE.Rev..2.1.Code level","NACE.Rev..2.Code","NACE.Rev..2.1.Code","N of NACE.Rev..2.CodeAcode level values ","N of NACE.Rev..2.Code2 level values ","N of NACE.Rev..2.Code3 level values ","N of NACE.Rev..2.Code4 level values ","N of NACE.Rev..2.1.CodeBcode level values ","N of NACE.Rev..2.1.Code2 level values ","N of NACE.Rev..2.1.Code3 level values ","N of NACE.Rev..2.1.Code4 level values "
"2","4","10","10.91","1","1","1","1","1","1","1","1"
"2","4","10","10.92","1","1","1","1","1","1","1","1"
"2","4","11","11.01","1","1","1","1","1","1","1","1"
"2","4","11","11.02","1","1","1","1","1","1","1","1"
"2","4","11","11.03","1","1","1","1","1","1","1","1"
"2","4","11","11.04","1","1","1","1","1","1","1","1"
"2","4","11","11.05","1","1","1","1","1","1","1","1"
"2","4","11","11.06","1","1","1","1","1","1","1","1"
"2","4","11","11.07","1","1","1","1","1","1","1","1"
"2","4","12","12.00","1","1","1","1","1","1","1","1"
"2","4","13","13.10","1","1","1","1","1","1","1","1"
"2","4","13","13.20","1","1","1","1","1","1","1","1"
"2","4","13","13.30","1","1","1","1","1","1","1","1"
"2","4","13","13.91","1","1","1","1","1","1","1","1"
"2","4","13","13.92","1","1","1","1","1","1","1","1"
"2","4","13","13.93","1","1","1","1","1","1","1","1"
"2","4","13","13.94","1","1","1","1","1","1","1","1"
"2","4","13","13.95","1","1","1","1","1","1","1","1"
"2","4","13","13.96","1","1","1","1","1","1","1","1"
"2","4","13","13.99","1","1","1","1","1","1","1","1"
"2","4","15","15.11","1","1","1","1","1","1","1","1"
"2","4","15","15.12","1","1","1","1","1","1","1","1"
"2","4","15","15.20","1","1","1","1","1","1","1","1"
"2","4","16","16.21","1","1","1","1","1","1","1","1"
"2","4","16","16.22","1","1","1","1","1","1","1","1"
"2","4","16","16.23","1","1","1","1","1","1","1","1"
"2","4","16","16.24","1","1","1","1","1","1","1","1"
"2","4","17","17.11","1","1","1","1","1","1","1","1"
"2","4","17","17.12","1","1","1","1","1","1","1","1"
"2","4","17","17.21","1","1","1","1","1","1","1","1"
"2","4","17","17.22","1","1","1","1","1","1","1","1"
"2","4","17","17.23","1","1","1","1","1","1","1","1"
"2","4","17","17.24","1","1","1","1","1","1","1","1"
"2","4","18","18.11","1","1","1","1","1","1","1","1"
"2","4","18","18.12","1","1","1","1","1","1","1","1"
"2","4","18","18.13","1","1","1","1","1","1","1","1"
"2","4","18","18.14","1","1","1","1","1","1","1","1"
"2","4","18","18.20","1","1","1","1","1","1","1","1"
"2","4","19","19.10","1","1","1","1","1","1","1","1"
"2","4","19","19.20","1","1","1","1","1","1","1","1"
"2","4","20","20.11","1","1","1","1","1","1","1","1"
"2","4","20","20.12","1","1","1","1","1","1","1","1"
"2","4","20","20.13","1","1","1","1","1","1","1","1"
"2","4","20","20.14","1","1","1","1","1","1","1","1"
"2","4","20","20.15","1","1","1","1","1","1","1","1"
"2","4","20","20.16","1","1","1","1","1","1","1","1"
"2","4","20","20.17","1","1","1","1","1","1","1","1"
"2","4","20","20.20","1","1","1","1","1","1","1","1"
"2","4","20","20.30","1","1","1","1","1","1","1","1"
"2","4","20","20.41","1","1","1","1","1","1","1","1"
"2","4","20","20.42","1","1","1","1","1","1","1","1"
"2","4","20","20.51","1","1","1","1","1","1","1","1"
"2","4","20","20.59","1","1","1","1","1","1","1","1"
"2","4","20","20.60","1","1","1","1","1","1","1","1"
"2","4","21","21.10","1","1","1","1","1","1","1","1"
"2","4","21","21.20","1","1","1","1","1","1","1","1"
"2","4","22","22.11","1","1","1","1","1","1","1","1"
"2","4","22","22.21","1","1","1","1","1","1","1","1"
"2","4","22","22.22","1","1","1","1","1","1","1","1"
"2","4","22","22.23","1","1","1","1","1","1","1","1"
"2","4","23","23.11","1","1","1","1","1","1","1","1"
"2","4","23","23.12","1","1","1","1","1","1","1","1"
"2","4","23","23.13","1","1","1","1","1","1","1","1"
"2","4","23","23.14","1","1","1","1","1","1","1","1"
"2","4","23","23.20","1","1","1","1","1","1","1","1"
"2","4","23","23.31","1","1","1","1","1","1","1","1"
"2","4","23","23.32","1","1","1","1","1","1","1","1"
"2","4","23","23.41","1","1","1","1","1","1","1","1"
"2","4","23","23.42","1","1","1","1","1","1","1","1"
"2","4","23","23.43","1","1","1","1","1","1","1","1"
"2","4","23","23.44","1","1","1","1","1","1","1","1"
"2","4","23","23.51","1","1","1","1","1","1","1","1"
"2","4","23","23.52","1","1","1","1","1","1","1","1"
"2","4","23","23.61","1","1","1","1","1","1","1","1"
"2","4","23","23.62","1","1","1","1","1","1","1","1"
"2","4","23","23.63","1","1","1","1","1","1","1","1"
"2","4","23","23.64","1","1","1","1","1","1","1","1"
"2","4","23","23.65","1","1","1","1","1","1","1","1"
"2","4","23","23.70","1","1","1","1","1","1","1","1"
"2","4","23","23.91","1","1","1","1","1","1","1","1"
"2","4","23","23.99","1","1","1","1","1","1","1","1"
"2","4","24","24.10","1","1","1","1","1","1","1","1"
"2","4","24","24.20","1","1","1","1","1","1","1","1"
"2","4","24","24.31","1","1","1","1","1","1","1","1"
"2","4","24","24.32","1","1","1","1","1","1","1","1"
"2","4","24","24.33","1","1","1","1","1","1","1","1"
"2","4","24","24.34","1","1","1","1","1","1","1","1"
"2","4","24","24.41","1","1","1","1","1","1","1","1"
"2","4","24","24.42","1","1","1","1","1","1","1","1"
"2","4","24","24.43","1","1","1","1","1","1","1","1"
"2","4","24","24.44","1","1","1","1","1","1","1","1"
"2","4","24","24.45","1","1","1","1","1","1","1","1"
"2","4","24","24.46","1","1","1","1","1","1","1","1"
"2","4","24","24.51","1","1","1","1","1","1","1","1"
"2","4","24","24.52","1","1","1","1","1","1","1","1"
"2","4","24","24.53","1","1","1","1","1","1","1","1"
"2","4","24","24.54","1","1","1","1","1","1","1","1"
"2","4","25","25.11","1","1","1","1","1","1","1","1"
"2","4","25","25.12","1","1","1","1","1","1","1","1"
"2","4","25","25.21","1","1","1","1","1","1","1","1"
"2","4","25","25.30","1","1","1","1","1","1","1","1"
"2","4","25","25.40","1","1","1","1","1","1","1","1"
"2","4","25","25.61","1","1","1","1","1","1","1","1"
"2","4","25","25.62","1","1","1","1","1","1","1","1"
"2","4","25","25.91","1","1","1","1","1","1","1","1"
"2","4","25","25.92","1","1","1","1","1","1","1","1"
"2","4","25","25.93","1","1","1","1","1","1","1","1"
"2","4","25","25.94","1","1","1","1","1","1","1","1"
"2","4","25","25.99","1","1","1","1","1","1","1","1"
"2","4","26","26.11","1","1","1","1","1","1","1","1"
"2","4","26","26.12","1","1","1","1","1","1","1","1"
"2","4","26","26.20","1","1","1","1","1","1","1","1"
"2","4","26","26.30","1","1","1","1","1","1","1","1"
"2","4","26","26.40","1","1","1","1","1","1","1","1"
"2","4","26","26.51","1","1","1","1","1","1","1","1"
"2","4","26","26.52","1","1","1","1","1","1","1","1"
"2","4","26","26.60","1","1","1","1","1","1","1","1"
"2","4","26","26.70","1","1","1","1","1","1","1","1"
"2","4","27","27.11","1","1","1","1","1","1","1","1"
"2","4","27","27.12","1","1","1","1","1","1","1","1"
"2","4","27","27.20","1","1","1","1","1","1","1","1"
"2","4","27","27.31","1","1","1","1","1","1","1","1"
"2","4","27","27.32","1","1","1","1","1","1","1","1"
"2","4","27","27.33","1","1","1","1","1","1","1","1"
"2","4","27","27.40","1","1","1","1","1","1","1","1"
"2","4","27","27.51","1","1","1","1","1","1","1","1"
"2","4","27","27.52","1","1","1","1","1","1","1","1"
"2","4","27","27.90","1","1","1","1","1","1","1","1"
"2","4","28","28.11","1","1","1","1","1","1","1","1"
"2","4","28","28.12","1","1","1","1","1","1","1","1"
"2","4","28","28.13","1","1","1","1","1","1","1","1"
"2","4","28","28.14","1","1","1","1","1","1","1","1"
"2","4","28","28.15","1","1","1","1","1","1","1","1"
"2","4","28","28.21","1","1","1","1","1","1","1","1"
"2","4","28","28.22","1","1","1","1","1","1","1","1"
"2","4","28","28.23","1","1","1","1","1","1","1","1"
"2","4","28","28.24","1","1","1","1","1","1","1","1"
"2","4","28","28.25","1","1","1","1","1","1","1","1"
"2","4","28","28.29","1","1","1","1","1","1","1","1"
"2","4","28","28.30","1","1","1","1","1","1","1","1"
"2","4","28","28.41","1","1","1","1","1","1","1","1"
"2","4","28","28.91","1","1","1","1","1","1","1","1"
"2","4","28","28.92","1","1","1","1","1","1","1","1"
"2","4","28","28.93","1","1","1","1","1","1","1","1"
"2","4","28","28.94","1","1","1","1","1","1","1","1"
"2","4","28","28.95","1","1","1","1","1","1","1","1"
"2","4","28","28.96","1","1","1","1","1","1","1","1"
"2","4","28","28.99","1","1","1","1","1","1","1","1"
"2","4","29","29.10","1","1","1","1","1","1","1","1"
"2","4","29","29.20","1","1","1","1","1","1","1","1"
"2","4","29","29.31","1","1","1","1","1","1","1","1"
"2","4","29","29.32","1","1","1","1","1","1","1","1"
"2","4","30","30.11","1","1","1","1","1","1","1","1"
"2","4","30","30.12","1","1","1","1","1","1","1","1"
"2","4","30","30.20","1","1","1","1","1","1","1","1"
"2","4","30","30.40","1","1","1","1","1","1","1","1"
"2","4","30","30.91","1","1","1","1","1","1","1","1"
"2","4","30","30.92","1","1","1","1","1","1","1","1"
"2","4","30","30.99","1","1","1","1","1","1","1","1"
"2","4","32","32.11","1","1","1","1","1","1","1","1"
"2","4","32","32.12","1","1","1","1","1","1","1","1"
"2","4","32","32.13","1","1","1","1","1","1","1","1"
"2","4","32","32.20","1","1","1","1","1","1","1","1"
"2","4","32","32.30","1","1","1","1","1","1","1","1"
"2","4","32","32.40","1","1","1","1","1","1","1","1"
"2","4","32","32.50","1","1","1","1","1","1","1","1"
"2","4","32","32.91","1","1","1","1","1","1","1","1"
"2","4","32","32.99","1","1","1","1","1","1","1","1"
"2","4","33","33.11","1","1","1","1","1","1","1","1"
"2","4","33","33.12","1","1","1","1","1","1","1","1"
"2","4","33","33.13","1","1","1","1","1","1","1","1"
"2","4","33","33.14","1","1","1","1","1","1","1","1"
"2","4","33","33.15","1","1","1","1","1","1","1","1"
"2","4","33","33.16","1","1","1","1","1","1","1","1"
"2","4","33","33.17","1","1","1","1","1","1","1","1"
"2","4","33","33.19","1","1","1","1","1","1","1","1"
"2","4","33","33.20","1","1","1","1","1","1","1","1"
"2","4","35","35.11","1","1","1","1","1","1","1","1"
"2","4","35","35.12","1","1","1","1","1","1","1","1"
"2","4","35","35.13","1","1","1","1","1","1","1","1"
"2","4","35","35.14","1","1","1","1","1","1","1","1"
"2","4","35","35.21","1","1","1","1","1","1","1","1"
"2","4","35","35.22","1","1","1","1","1","1","1","1"
"2","4","35","35.23","1","1","1","1","1","1","1","1"
"2","4","35","35.30","1","1","1","1","1","1","1","1"
"2","4","36","36.00","1","1","1","1","1","1","1","1"
"2","4","37","37.00","1","1","1","1","1","1","1","1"
"2","4","38","38.11","1","1","1","1","1","1","1","1"
"2","4","38","38.12","1","1","1","1","1","1","1","1"
"2","4","38","38.21","1","1","1","1","1","1","1","1"
"2","4","38","38.22","1","1","1","1","1","1","1","1"
"2","4","38","38.31","1","1","1","1","1","1","1","1"
"2","4","38","38.32","1","1","1","1","1","1","1","1"
"2","4","39","39.00","1","1","1","1","1","1","1","1"
"2","4","42","42.11","1","1","1","1","1","1","1","1"
"2","4","42","42.12","1","1","1","1","1","1","1","1"
"2","4","42","42.13","1","1","1","1","1","1","1","1"
"2","4","42","42.21","1","1","1","1","1","1","1","1"
"2","4","42","42.22","1","1","1","1","1","1","1","1"
"2","4","42","42.91","1","1","1","1","1","1","1","1"
"2","4","42","42.99","1","1","1","1","1","1","1","1"
"2","4","43","43.11","1","1","1","1","1","1","1","1"
"2","4","43","43.12","1","1","1","1","1","1","1","1"
"2","4","43","43.13","1","1","1","1","1","1","1","1"
"2","4","43","43.21","1","1","1","1","1","1","1","1"
"2","4","43","43.22","1","1","1","1","1","1","1","1"
"2","4","43","43.31","1","1","1","1","1","1","1","1"
"2","4","43","43.32","1","1","1","1","1","1","1","1"
"2","4","43","43.33","1","1","1","1","1","1","1","1"
"2","4","43","43.34","1","1","1","1","1","1","1","1"
"2","4","43","43.91","1","1","1","1","1","1","1","1"
"2","4","43","43.99","1","1","1","1","1","1","1","1"
"2","4","46","46.11","1","1","1","1","1","1","1","1"
"2","4","46","46.12","1","1","1","1","1","1","1","1"
"2","4","46","46.13","1","1","1","1","1","1","1","1"
"2","4","46","46.14","1","1","1","1","1","1","1","1"
"2","4","46","46.15","1","1","1","1","1","1","1","1"
"2","4","46","46.16","1","1","1","1","1","1","1","1"
"2","4","46","46.17","1","1","1","1","1","1","1","1"
"2","4","46","46.18","1","1","1","1","1","1","1","1"
"2","4","46","46.19","1","1","1","1","1","1","1","1"
"2","4","46","46.21","1","1","1","1","1","1","1","1"
"2","4","46","46.22","1","1","1","1","1","1","1","1"
"2","4","46","46.23","1","1","1","1","1","1","1","1"
"2","4","46","46.24","1","1","1","1","1","1","1","1"
"2","4","46","46.31","1","1","1","1","1","1","1","1"
"2","4","46","46.32","1","1","1","1","1","1","1","1"
"2","4","46","46.33","1","1","1","1","1","1","1","1"
"2","4","46","46.34","1","1","1","1","1","1","1","1"
"2","4","46","46.35","1","1","1","1","1","1","1","1"
"2","4","46","46.36","1","1","1","1","1","1","1","1"
"2","4","46","46.37","1","1","1","1","1","1","1","1"
"2","4","46","46.38","1","1","1","1","1","1","1","1"
"2","4","46","46.39","1","1","1","1","1","1","1","1"
"2","4","46","46.41","1","1","1","1","1","1","1","1"
"2","4","46","46.42","1","1","1","1","1","1","1","1"
"2","4","46","46.43","1","1","1","1","1","1","1","1"
"2","4","46","46.44","1","1","1","1","1","1","1","1"
"2","4","46","46.45","1","1","1","1","1","1","1","1"
"2","4","46","46.46","1","1","1","1","1","1","1","1"
"2","4","46","46.47","1","1","1","1","1","1","1","1"
"2","4","46","46.48","1","1","1","1","1","1","1","1"
"2","4","46","46.49","1","1","1","1","1","1","1","1"
"2","4","46","46.61","1","1","1","1","1","1","1","1"
"2","4","46","46.62","1","1","1","1","1","1","1","1"
"2","4","46","46.63","1","1","1","1","1","1","1","1"
"2","4","46","46.64","1","1","1","1","1","1","1","1"
"2","4","46","46.71","1","1","1","1","1","1","1","1"
"2","4","46","46.72","1","1","1","1","1","1","1","1"
"2","4","46","46.73","1","1","1","1","1","1","1","1"
"2","4","46","46.90","1","1","1","1","1","1","1","1"
"2","4","47","47.11","1","1","1","1","1","1","1","1"
"2","4","47","47.21","1","1","1","1","1","1","1","1"
"2","4","47","47.22","1","1","1","1","1","1","1","1"
"2","4","47","47.23","1","1","1","1","1","1","1","1"
"2","4","47","47.24","1","1","1","1","1","1","1","1"
"2","4","47","47.25","1","1","1","1","1","1","1","1"
"2","4","47","47.26","1","1","1","1","1","1","1","1"
"2","4","47","47.30","1","1","1","1","1","1","1","1"
"2","4","47","47.51","1","1","1","1","1","1","1","1"
"2","4","47","47.52","1","1","1","1","1","1","1","1"
"2","4","47","47.53","1","1","1","1","1","1","1","1"
"2","4","47","47.54","1","1","1","1","1","1","1","1"
"2","4","47","47.61","1","1","1","1","1","1","1","1"
"2","4","47","47.62","1","1","1","1","1","1","1","1"
"2","4","47","47.63","1","1","1","1","1","1","1","1"
"2","4","47","47.64","1","1","1","1","1","1","1","1"
"2","4","47","47.71","1","1","1","1","1","1","1","1"
"2","4","47","47.72","1","1","1","1","1","1","1","1"
"2","4","47","47.73","1","1","1","1","1","1","1","1"
"2","4","47","47.74","1","1","1","1","1","1","1","1"
"2","4","47","47.75","1","1","1","1","1","1","1","1"
"2","4","47","47.76","1","1","1","1","1","1","1","1"
"2","4","47","47.77","1","1","1","1","1","1","1","1"
"2","4","47","47.78","1","1","1","1","1","1","1","1"
"2","4","47","47.79","1","1","1","1","1","1","1","1"
"2","4","47","47.81","1","1","1","1","1","1","1","1"
"2","4","47","47.82","1","1","1","1","1","1","1","1"
"2","4","47","47.91","1","1","1","1","1","1","1","1"
"2","4","49","49.20","1","1","1","1","1","1","1","1"
"2","4","49","49.31","1","1","1","1","1","1","1","1"
"2","4","49","49.32","1","1","1","1","1","1","1","1"
"2","4","49","49.39","1","1","1","1","1","1","1","1"
"2","4","49","49.41","1","1","1","1","1","1","1","1"
"2","4","49","49.42","1","1","1","1","1","1","1","1"
"2","4","49","49.50","1","1","1","1","1","1","1","1"
"2","4","50","50.10","1","1","1","1","1","1","1","1"
"2","4","50","50.20","1","1","1","1","1","1","1","1"
"2","4","50","50.30","1","1","1","1","1","1","1","1"
"2","4","50","50.40","1","1","1","1","1","1","1","1"
"2","4","51","51.10","1","1","1","1","1","1","1","1"
"2","4","51","51.21","1","1","1","1","1","1","1","1"
"2","4","51","51.22","1","1","1","1","1","1","1","1"
"2","4","52","52.10","1","1","1","1","1","1","1","1"
"2","4","52","52.21","1","1","1","1","1","1","1","1"
"2","4","52","52.22","1","1","1","1","1","1","1","1"
"2","4","52","52.23","1","1","1","1","1","1","1","1"
"2","4","52","52.24","1","1","1","1","1","1","1","1"
"2","4","53","53.10","1","1","1","1","1","1","1","1"
"2","4","53","53.20","1","1","1","1","1","1","1","1"
"2","4","55","55.10","1","1","1","1","1","1","1","1"
"2","4","55","55.20","1","1","1","1","1","1","1","1"
"2","4","55","55.30","1","1","1","1","1","1","1","1"
"2","4","55","55.90","1","1","1","1","1","1","1","1"
"2","4","56","56.21","1","1","1","1","1","1","1","1"
"2","4","56","56.30","1","1","1","1","1","1","1","1"
"2","4","58","58.11","1","1","1","1","1","1","1","1"
"2","4","58","58.12","1","1","1","1","1","1","1","1"
"2","4","58","58.13","1","1","1","1","1","1","1","1"
"2","4","58","58.19","1","1","1","1","1","1","1","1"
"2","4","58","58.21","1","1","1","1","1","1","1","1"
"2","4","58","58.29","1","1","1","1","1","1","1","1"
"2","4","59","59.11","1","1","1","1","1","1","1","1"
"2","4","59","59.12","1","1","1","1","1","1","1","1"
"2","4","59","59.13","1","1","1","1","1","1","1","1"
"2","4","59","59.14","1","1","1","1","1","1","1","1"
"2","4","59","59.20","1","1","1","1","1","1","1","1"
"2","4","60","60.10","1","1","1","1","1","1","1","1"
"2","4","60","60.20","1","1","1","1","1","1","1","1"
"2","4","61","61.10","1","1","1","1","1","1","1","1"
"2","4","61","61.20","1","1","1","1","1","1","1","1"
"2","4","61","61.90","1","1","1","1","1","1","1","1"
"2","4","63","63.91","1","1","1","1","1","1","1","1"
"2","4","64","64.11","1","1","1","1","1","1","1","1"
"2","4","64","64.19","1","1","1","1","1","1","1","1"
"2","4","64","64.91","1","1","1","1","1","1","1","1"
"2","4","64","64.92","1","1","1","1","1","1","1","1"
"2","4","64","64.99","1","1","1","1","1","1","1","1"
"2","4","65","65.11","1","1","1","1","1","1","1","1"
"2","4","65","65.12","1","1","1","1","1","1","1","1"
"2","4","65","65.20","1","1","1","1","1","1","1","1"
"2","4","65","65.30","1","1","1","1","1","1","1","1"
"2","4","66","66.11","1","1","1","1","1","1","1","1"
"2","4","66","66.12","1","1","1","1","1","1","1","1"
"2","4","66","66.19","1","1","1","1","1","1","1","1"
"2","4","66","66.21","1","1","1","1","1","1","1","1"
"2","4","66","66.22","1","1","1","1","1","1","1","1"
"2","4","66","66.29","1","1","1","1","1","1","1","1"
"2","4","66","66.30","1","1","1","1","1","1","1","1"
"2","4","68","68.20","1","1","1","1","1","1","1","1"
"2","4","68","68.31","1","1","1","1","1","1","1","1"
"2","4","68","68.32","1","1","1","1","1","1","1","1"
"2","4","69","69.10","1","1","1","1","1","1","1","1"
"2","4","69","69.20","1","1","1","1","1","1","1","1"
"2","4","70","70.10","1","1","1","1","1","1","1","1"
"2","4","71","71.11","1","1","1","1","1","1","1","1"
"2","4","71","71.12","1","1","1","1","1","1","1","1"
"2","4","71","71.20","1","1","1","1","1","1","1","1"
"2","4","72","72.20","1","1","1","1","1","1","1","1"
"2","4","73","73.11","1","1","1","1","1","1","1","1"
"2","4","73","73.12","1","1","1","1","1","1","1","1"
"2","4","73","73.20","1","1","1","1","1","1","1","1"
"2","4","74","74.20","1","1","1","1","1","1","1","1"
"2","4","74","74.30","1","1","1","1","1","1","1","1"
"2","4","75","75.00","1","1","1","1","1","1","1","1"
"2","4","77","77.11","1","1","1","1","1","1","1","1"
"2","4","77","77.12","1","1","1","1","1","1","1","1"
"2","4","77","77.21","1","1","1","1","1","1","1","1"
"2","4","77","77.22","1","1","1","1","1","1","1","1"
"2","4","77","77.31","1","1","1","1","1","1","1","1"
"2","4","77","77.32","1","1","1","1","1","1","1","1"
"2","4","77","77.33","1","1","1","1","1","1","1","1"
"2","4","77","77.34","1","1","1","1","1","1","1","1"
"2","4","77","77.35","1","1","1","1","1","1","1","1"
"2","4","77","77.39","1","1","1","1","1","1","1","1"
"2","4","77","77.40","1","1","1","1","1","1","1","1"
"2","4","78","78.10","1","1","1","1","1","1","1","1"
"2","4","78","78.20","1","1","1","1","1","1","1","1"
"2","4","79","79.11","1","1","1","1","1","1","1","1"
"2","4","79","79.12","1","1","1","1","1","1","1","1"
"2","4","79","79.90","1","1","1","1","1","1","1","1"
"2","4","81","81.10","1","1","1","1","1","1","1","1"
"2","4","81","81.21","1","1","1","1","1","1","1","1"
"2","4","81","81.22","1","1","1","1","1","1","1","1"
"2","4","81","81.30","1","1","1","1","1","1","1","1"
"2","4","82","82.20","1","1","1","1","1","1","1","1"
"2","4","82","82.30","1","1","1","1","1","1","1","1"
"2","4","82","82.91","1","1","1","1","1","1","1","1"
"2","4","82","82.92","1","1","1","1","1","1","1","1"
"2","4","82","82.99","1","1","1","1","1","1","1","1"
"2","4","84","84.11","1","1","1","1","1","1","1","1"
"2","4","84","84.12","1","1","1","1","1","1","1","1"
"2","4","84","84.13","1","1","1","1","1","1","1","1"
"2","4","84","84.21","1","1","1","1","1","1","1","1"
"2","4","84","84.22","1","1","1","1","1","1","1","1"
"2","4","84","84.23","1","1","1","1","1","1","1","1"
"2","4","84","84.24","1","1","1","1","1","1","1","1"
"2","4","84","84.25","1","1","1","1","1","1","1","1"
"2","4","84","84.30","1","1","1","1","1","1","1","1"
"2","4","85","85.10","1","1","1","1","1","1","1","1"
"2","4","85","85.20","1","1","1","1","1","1","1","1"
"2","4","85","85.31","1","1","1","1","1","1","1","1"
"2","4","85","85.32","1","1","1","1","1","1","1","1"
"2","4","85","85.51","1","1","1","1","1","1","1","1"
"2","4","85","85.52","1","1","1","1","1","1","1","1"
"2","4","85","85.53","1","1","1","1","1","1","1","1"
"2","4","85","85.59","1","1","1","1","1","1","1","1"
"2","4","86","86.10","1","1","1","1","1","1","1","1"
"2","4","86","86.21","1","1","1","1","1","1","1","1"
"2","4","86","86.22","1","1","1","1","1","1","1","1"
"2","4","86","86.23","1","1","1","1","1","1","1","1"
"2","4","87","87.10","1","1","1","1","1","1","1","1"
"2","4","87","87.20","1","1","1","1","1","1","1","1"
"2","4","87","87.30","1","1","1","1","1","1","1","1"
"2","4","88","88.10","1","1","1","1","1","1","1","1"
"2","4","88","88.91","1","1","1","1","1","1","1","1"
"2","4","88","88.99","1","1","1","1","1","1","1","1"
"2","4","92","92.00","1","1","1","1","1","1","1","1"
"2","4","93","93.11","1","1","1","1","1","1","1","1"
"2","4","93","93.12","1","1","1","1","1","1","1","1"
"2","4","93","93.13","1","1","1","1","1","1","1","1"
"2","4","93","93.19","1","1","1","1","1","1","1","1"
"2","4","93","93.21","1","1","1","1","1","1","1","1"
"2","4","93","93.29","1","1","1","1","1","1","1","1"
"2","4","94","94.11","1","1","1","1","1","1","1","1"
"2","4","94","94.12","1","1","1","1","1","1","1","1"
"2","4","94","94.20","1","1","1","1","1","1","1","1"
"2","4","94","94.91","1","1","1","1","1","1","1","1"
"2","4","94","94.92","1","1","1","1","1","1","1","1"
"2","4","94","94.99","1","1","1","1","1","1","1","1"
"2","4","95","95.21","1","1","1","1","1","1","1","1"
"2","4","95","95.22","1","1","1","1","1","1","1","1"
"2","4","95","95.23","1","1","1","1","1","1","1","1"
"2","4","95","95.24","1","1","1","1","1","1","1","1"
"2","4","95","95.25","1","1","1","1","1","1","1","1"
"2","4","95","95.29","1","1","1","1","1","1","1","1"
"2","4","97","97.00","1","1","1","1","1","1","1","1"
"2","4","98","98.10","1","1","1","1","1","1","1","1"
"2","4","98","98.20","1","1","1","1","1","1","1","1"
"2","4","99","99.00","1","1","1","1","1","1","1","1"
"3","1","01.1","A","1","1","1","7","1","1","1","7"
"3","1","01.2","A","1","1","1","9","1","1","1","9"
"3","1","01.3","A","1","1","1","1","1","1","1","1"
"3","1","01.4","A","1","1","1","7","1","1","1","7"
"3","1","01.5","A","1","1","1","1","1","1","1","1"
"3","1","01.6","A","1","1","1","3","1","1","1","3"
"3","1","01.7","A","1","1","1","1","1","1","1","1"
"3","1","02.1","A","1","1","1","1","1","1","1","1"
"3","1","02.2","A","1","1","1","1","1","1","1","1"
"3","1","02.3","A","1","1","1","1","1","1","1","1"
"3","1","02.4","A","1","1","1","1","1","1","1","1"
"3","1","03.1","A","1","1","1","2","1","1","1","2"
"3","1","03.2","A","1","1","1","2","1","1","1","2"
"3","1","05.1","B","1","1","1","1","1","1","1","1"
"3","1","05.2","B","1","1","1","1","1","1","1","1"
"3","1","06.1","B","1","1","1","1","1","1","1","1"
"3","1","06.2","B","1","1","1","1","1","1","1","1"
"3","1","07.1","B","1","1","1","1","1","1","1","1"
"3","1","07.2","B","1","1","1","2","1","1","1","2"
"3","1","08.1","B","1","1","1","2","1","1","1","2"
"3","1","08.9","B","1","1","1","4","1","1","1","4"
"3","1","09.1","B","1","1","1","1","1","1","1","1"
"3","1","09.9","B","1","1","1","1","1","1","1","1"
"3","1","10.1","C","1","1","1","3","1","1","1","3"
"3","1","10.2","C","1","1","1","1","1","1","1","1"
"3","1","10.3","C","1","1","1","3","1","1","1","3"
"3","1","10.4","C","1","1","1","2","1","1","1","2"
"3","1","10.5","C","1","1","1","2","1","1","1","2"
"3","1","10.6","C","1","1","1","2","1","1","1","2"
"3","1","10.7","C","1","1","1","3","1","1","1","3"
"3","1","10.8","C","1","1","1","7","1","1","1","7"
"3","1","10.9","C","1","1","1","2","1","1","1","2"
"3","1","11.0","C","1","1","1","7","1","1","1","7"
"3","1","12.0","C","1","1","1","1","1","1","1","1"
"3","1","13.1","C","1","1","1","1","1","1","1","1"
"3","1","13.2","C","1","1","1","1","1","1","1","1"
"3","1","13.3","C","1","1","1","1","1","1","1","1"
"3","1","13.9","C","1","1","1","7","1","1","1","7"
"3","1","15.1","C","1","1","1","2","1","1","1","2"
"3","1","15.2","C","1","1","1","1","1","1","1","1"
"3","1","16.2","C","1","1","1","4","1","1","1","4"
"3","1","17.1","C","1","1","1","2","1","1","1","2"
"3","1","17.2","C","1","1","1","4","1","1","1","4"
"3","1","18.1","C","1","1","1","4","1","1","1","4"
"3","1","18.2","C","1","1","1","1","1","1","1","1"
"3","1","19.1","C","1","1","1","1","1","1","1","1"
"3","1","19.2","C","1","1","1","1","1","1","1","1"
"3","1","20.1","C","1","1","1","7","1","1","1","7"
"3","1","20.2","C","1","1","1","1","1","1","1","1"
"3","1","20.3","C","1","1","1","1","1","1","1","1"
"3","1","20.4","C","1","1","1","2","1","1","1","2"
"3","1","20.5","C","1","1","1","2","1","1","1","2"
"3","1","20.6","C","1","1","1","1","1","1","1","1"
"3","1","21.1","C","1","1","1","1","1","1","1","1"
"3","1","21.2","C","1","1","1","1","1","1","1","1"
"3","1","22.1","C","1","1","1","1","1","1","1","1"
"3","1","22.2","C","1","1","1","3","1","1","1","3"
"3","1","23.1","C","1","1","1","4","1","1","1","4"
"3","1","23.2","C","1","1","1","1","1","1","1","1"
"3","1","23.3","C","1","1","1","2","1","1","1","2"
"3","1","23.4","C","1","1","1","4","1","1","1","4"
