"NACE.Rev..2.Code level","NACE.Rev..2.1.Code level","NACE.Rev..2.Code","NACE.Rev..2.1.Code","N of NACE.Rev..2.CodeAcode level values ","N of NACE.Rev..2.Code2 level values ","N of NACE.Rev..2.Code3 level values ","N of NACE.Rev..2.Code4 level values ","N of NACE.Rev..2.1.CodeBcode level values ","N of NACE.Rev..2.1.Code2 level values ","N of NACE.Rev..2.1.Code3 level values ","N of NACE.Rev..2.1.Code4 level values "
"1","1","A","A","1","3","13","37","1","3","13","37"
"1","1","B","B","1","5","10","15","1","5","10","15"
"1","1","C","C","1","22","86","200","1","22","86","200"
"1","1","D","D","1","1","3","8","1","1","3","8"
"1","1","E","E","1","4","6","9","1","4","6","9"
"1","1","F","F","1","2","7","18","1","2","7","18"
"1","1","G","G","1","2","15","67","1","2","15","67"
"1","1","H","H","1","5","14","21","1","5","14","21"
"1","1","I","I","1","2","6","6","1","2","6","6"
"1","1","J","J","1","3","6","13","1","3","6","13"
"1","1","J","K","1","2","4","4","1","2","4","4"
"1","1","K","L","1","3","8","16","1","3","8","16"
"1","1","L","M","1","1","2","3","1","1","2","3"
"1","1","M","N","1","7","11","13","1","7","11","13"
"1","1","N","O","1","5","14","25","1","5","14","25"
"1","1","O","P","1","1","3","9","1","1","3","9"
"1","1","P","Q","1","1","4","8","1","1","4","8"
"1","1","Q","R","1","3","7","10","1","3","7","10"
"1","1","R","S","1","2","3","7","1","2","3","7"
"1","1","S","T","1","2","4","12","1","2","4","12"
"1","1","T","U","1","2","3","3","1","2","3","3"
"1","1","U","V","1","1","1","1","1","1","1","1"
"1","2","A","01","1","1","7","29","1","1","7","29"
"1","2","A","02","1","1","4","4","1","1","4","4"
"1","2","A","03","1","1","2","4","1","1","2","4"
"1","2","B","05","1","1","2","2","1","1","2","2"
"1","2","B","06","1","1","2","2","1","1","2","2"
"1","2","B","07","1","1","2","3","1","1","2","3"
"1","2","B","08","1","1","2","6","1","1","2","6"
"1","2","B","09","1","1","2","2","1","1","2","2"
"1","2","C","10","1","1","9","25","1","1","9","25"
"1","2","C","11","1","1","1","7","1","1","1","7"
"1","2","C","12","1","1","1","1","1","1","1","1"
"1","2","C","13","1","1","4","10","1","1","4","10"
"1","2","C","15","1","1","2","3","1","1","2","3"
"1","2","C","16","1","1","1","4","1","1","1","4"
"1","2","C","17","1","1","2","6","1","1","2","6"
"1","2","C","18","1","1","2","5","1","1","2","5"
"1","2","C","19","1","1","2","2","1","1","2","2"
"1","2","C","20","1","1","6","14","1","1","6","14"
"1","2","C","21","1","1","2","2","1","1","2","2"
"1","2","C","22","1","1","2","4","1","1","2","4"
"1","2","C","23","1","1","8","21","1","1","8","21"
"1","2","C","24","1","1","5","16","1","1","5","16"
"1","2","C","25","1","1","6","12","1","1","6","12"
"1","2","C","26","1","1","7","9","1","1","7","9"
"1","2","C","27","1","1","6","10","1","1","6","10"
"1","2","C","28","1","1","5","20","1","1","5","20"
"1","2","C","29","1","1","3","4","1","1","3","4"
"1","2","C","30","1","1","4","7","1","1","4","7"
"1","2","C","32","1","1","6","9","1","1","6","9"
"1","2","C","33","1","1","2","9","1","1","2","9"
"1","2","D","35","1","1","3","8","1","1","3","8"
"1","2","E","36","1","1","1","1","1","1","1","1"
"1","2","E","37","1","1","1","1","1","1","1","1"
"1","2","E","38","1","1","3","6","1","1","3","6"
"1","2","E","39","1","1","1","1","1","1","1","1"
"1","2","F","42","1","1","3","7","1","1","3","7"
"1","2","F","43","1","1","4","11","1","1","4","11"
"1","2","G","46","1","1","7","39","1","1","7","39"
"1","2","G","47","1","1","8","28","1","1","8","28"
"1","2","H","49","1","1","4","7","1","1","4","7"
"1","2","H","50","1","1","4","4","1","1","4","4"
"1","2","H","51","1","1","2","3","1","1","2","3"
"1","2","H","52","1","1","2","5","1","1","2","5"
"1","2","H","53","1","1","2","2","1","1","2","2"
"1","2","I","55","1","1","4","4","1","1","4","4"
"1","2","I","56","1","1","2","2","1","1","2","2"
"1","2","J","58","1","1","2","6","1","1","2","6"
"1","2","J","59","1","1","2","5","1","1","2","5"
"1","2","J","60","1","1","2","2","1","1","2","2"
"1","2","J","61","1","1","3","3","1","1","3","3"
"1","2","J","63","1","1","1","1","1","1","1","1"
"1","2","K","64","1","1","2","5","1","1","2","5"
"1","2","K","65","1","1","3","4","1","1","3","4"
"1","2","K","66","1","1","3","7","1","1","3","7"
"1","2","L","68","1","1","2","3","1","1","2","3"
"1","2","M","69","1","1","2","2","1","1","2","2"
"1","2","M","70","1","1","1","1","1","1","1","1"
"1","2","M","71","1","1","2","3","1","1","2","3"
"1","2","M","72","1","1","1","1","1","1","1","1"
"1","2","M","73","1","1","2","3","1","1","2","3"
"1","2","M","74","1","1","2","2","1","1","2","2"
"1","2","M","75","1","1","1","1","1","1","1","1"
"1","2","N","77","1","1","4","11","1","1","4","11"
"1","2","N","78","1","1","2","2","1","1","2","2"
"1","2","N","79","1","1","2","3","1","1","2","3"
"1","2","N","81","1","1","3","4","1","1","3","4"
"1","2","N","82","1","1","3","5","1","1","3","5"
"1","2","O","84","1","1","3","9","1","1","3","9"
"1","2","P","85","1","1","4","8","1","1","4","8"
"1","2","Q","86","1","1","2","4","1","1","2","4"
"1","2","Q","87","1","1","3","3","1","1","3","3"
"1","2","Q","88","1","1","2","3","1","1","2","3"
"1","2","R","92","1","1","1","1","1","1","1","1"
"1","2","R","93","1","1","2","6","1","1","2","6"
"1","2","S","94","1","1","3","6","1","1","3","6"
"1","2","S","95","1","1","1","6","1","1","1","6"
"1","2","T","97","1","1","1","1","1","1","1","1"
"1","2","T","98","1","1","2","2","1","1","2","2"
"1","2","U","99","1","1","1","1","1","1","1","1"
"1","3","A","01.1","1","1","1","7","1","1","1","7"
"1","3","A","01.2","1","1","1","9","1","1","1","9"
"1","3","A","01.3","1","1","1","1","1","1","1","1"
"1","3","A","01.4","1","1","1","7","1","1","1","7"
"1","3","A","01.5","1","1","1","1","1","1","1","1"
"1","3","A","01.6","1","1","1","3","1","1","1","3"
"1","3","A","01.7","1","1","1","1","1","1","1","1"
"1","3","A","02.1","1","1","1","1","1","1","1","1"
"1","3","A","02.2","1","1","1","1","1","1","1","1"
"1","3","A","02.3","1","1","1","1","1","1","1","1"
"1","3","A","02.4","1","1","1","1","1","1","1","1"
"1","3","A","03.1","1","1","1","2","1","1","1","2"
"1","3","A","03.2","1","1","1","2","1","1","1","2"
"1","3","B","05.1","1","1","1","1","1","1","1","1"
"1","3","B","05.2","1","1","1","1","1","1","1","1"
"1","3","B","06.1","1","1","1","1","1","1","1","1"
"1","3","B","06.2","1","1","1","1","1","1","1","1"
"1","3","B","07.1","1","1","1","1","1","1","1","1"
"1","3","B","07.2","1","1","1","2","1","1","1","2"
"1","3","B","08.1","1","1","1","2","1","1","1","2"
"1","3","B","08.9","1","1","1","4","1","1","1","4"
"1","3","B","09.1","1","1","1","1","1","1","1","1"
"1","3","B","09.9","1","1","1","1","1","1","1","1"
"1","3","C","10.1","1","1","1","3","1","1","1","3"
"1","3","C","10.2","1","1","1","1","1","1","1","1"
"1","3","C","10.3","1","1","1","3","1","1","1","3"
"1","3","C","10.4","1","1","1","2","1","1","1","2"
"1","3","C","10.5","1","1","1","2","1","1","1","2"
"1","3","C","10.6","1","1","1","2","1","1","1","2"
"1","3","C","10.7","1","1","1","3","1","1","1","3"
"1","3","C","10.8","1","1","1","7","1","1","1","7"
"1","3","C","10.9","1","1","1","2","1","1","1","2"
"1","3","C","11.0","1","1","1","7","1","1","1","7"
"1","3","C","12.0","1","1","1","1","1","1","1","1"
"1","3","C","13.1","1","1","1","1","1","1","1","1"
"1","3","C","13.2","1","1","1","1","1","1","1","1"
"1","3","C","13.3","1","1","1","1","1","1","1","1"
"1","3","C","13.9","1","1","1","7","1","1","1","7"
"1","3","C","15.1","1","1","1","2","1","1","1","2"
"1","3","C","15.2","1","1","1","1","1","1","1","1"
"1","3","C","16.2","1","1","1","4","1","1","1","4"
"1","3","C","17.1","1","1","1","2","1","1","1","2"
"1","3","C","17.2","1","1","1","4","1","1","1","4"
"1","3","C","18.1","1","1","1","4","1","1","1","4"
"1","3","C","18.2","1","1","1","1","1","1","1","1"
"1","3","C","19.1","1","1","1","1","1","1","1","1"
"1","3","C","19.2","1","1","1","1","1","1","1","1"
"1","3","C","20.1","1","1","1","7","1","1","1","7"
"1","3","C","20.2","1","1","1","1","1","1","1","1"
"1","3","C","20.3","1","1","1","1","1","1","1","1"
"1","3","C","20.4","1","1","1","2","1","1","1","2"
"1","3","C","20.5","1","1","1","2","1","1","1","2"
"1","3","C","20.6","1","1","1","1","1","1","1","1"
"1","3","C","21.1","1","1","1","1","1","1","1","1"
"1","3","C","21.2","1","1","1","1","1","1","1","1"
"1","3","C","22.1","1","1","1","1","1","1","1","1"
"1","3","C","22.2","1","1","1","3","1","1","1","3"
"1","3","C","23.1","1","1","1","4","1","1","1","4"
"1","3","C","23.2","1","1","1","1","1","1","1","1"
"1","3","C","23.3","1","1","1","2","1","1","1","2"
"1","3","C","23.4","1","1","1","4","1","1","1","4"
"1","3","C","23.5","1","1","1","2","1","1","1","2"
"1","3","C","23.6","1","1","1","5","1","1","1","5"
"1","3","C","23.7","1","1","1","1","1","1","1","1"
"1","3","C","23.9","1","1","1","2","1","1","1","2"
"1","3","C","24.1","1","1","1","1","1","1","1","1"
"1","3","C","24.2","1","1","1","1","1","1","1","1"
"1","3","C","24.3","1","1","1","4","1","1","1","4"
"1","3","C","24.4","1","1","1","6","1","1","1","6"
"1","3","C","24.5","1","1","1","4","1","1","1","4"
"1","3","C","25.1","1","1","1","2","1","1","1","2"
"1","3","C","25.2","1","1","1","1","1","1","1","1"
"1","3","C","25.3","1","1","1","1","1","1","1","1"
"1","3","C","25.4","1","1","1","1","1","1","1","1"
"1","3","C","25.6","1","1","1","2","1","1","1","2"
"1","3","C","25.9","1","1","1","5","1","1","1","5"
"1","3","C","26.1","1","1","1","2","1","1","1","2"
"1","3","C","26.2","1","1","1","1","1","1","1","1"
"1","3","C","26.3","1","1","1","1","1","1","1","1"
"1","3","C","26.4","1","1","1","1","1","1","1","1"
"1","3","C","26.5","1","1","1","2","1","1","1","2"
"1","3","C","26.6","1","1","1","1","1","1","1","1"
"1","3","C","26.7","1","1","1","1","1","1","1","1"
"1","3","C","27.1","1","1","1","2","1","1","1","2"
"1","3","C","27.2","1","1","1","1","1","1","1","1"
"1","3","C","27.3","1","1","1","3","1","1","1","3"
"1","3","C","27.4","1","1","1","1","1","1","1","1"
"1","3","C","27.5","1","1","1","2","1","1","1","2"
"1","3","C","27.9","1","1","1","1","1","1","1","1"
"1","3","C","28.1","1","1","1","5","1","1","1","5"
"1","3","C","28.2","1","1","1","6","1","1","1","6"
"1","3","C","28.3","1","1","1","1","1","1","1","1"
"1","3","C","28.4","1","1","1","1","1","1","1","1"
"1","3","C","28.9","1","1","1","7","1","1","1","7"
"1","3","C","29.1","1","1","1","1","1","1","1","1"
"1","3","C","29.2","1","1","1","1","1","1","1","1"
"1","3","C","29.3","1","1","1","2","1","1","1","2"
"1","3","C","30.1","1","1","1","2","1","1","1","2"
"1","3","C","30.2","1","1","1","1","1","1","1","1"
"1","3","C","30.4","1","1","1","1","1","1","1","1"
"1","3","C","30.9","1","1","1","3","1","1","1","3"
"1","3","C","32.1","1","1","1","3","1","1","1","3"
"1","3","C","32.2","1","1","1","1","1","1","1","1"
"1","3","C","32.3","1","1","1","1","1","1","1","1"
"1","3","C","32.4","1","1","1","1","1","1","1","1"
"1","3","C","32.5","1","1","1","1","1","1","1","1"
"1","3","C","32.9","1","1","1","2","1","1","1","2"
"1","3","C","33.1","1","1","1","8","1","1","1","8"
"1","3","C","33.2","1","1","1","1","1","1","1","1"
"1","3","D","35.1","1","1","1","4","1","1","1","4"
"1","3","D","35.2","1","1","1","3","1","1","1","3"
"1","3","D","35.3","1","1","1","1","1","1","1","1"
"1","3","E","36.0","1","1","1","1","1","1","1","1"
"1","3","E","37.0","1","1","1","1","1","1","1","1"
"1","3","E","38.1","1","1","1","2","1","1","1","2"
"1","3","E","38.2","1","1","1","2","1","1","1","2"
"1","3","E","38.3","1","1","1","2","1","1","1","2"
"1","3","E","39.0","1","1","1","1","1","1","1","1"
"1","3","F","42.1","1","1","1","3","1","1","1","3"
"1","3","F","42.2","1","1","1","2","1","1","1","2"
"1","3","F","42.9","1","1","1","2","1","1","1","2"
"1","3","F","43.1","1","1","1","3","1","1","1","3"
"1","3","F","43.2","1","1","1","2","1","1","1","2"
"1","3","F","43.3","1","1","1","4","1","1","1","4"
"1","3","F","43.9","1","1","1","2","1","1","1","2"
"1","3","G","46.1","1","1","1","9","1","1","1","9"
"1","3","G","46.2","1","1","1","4","1","1","1","4"
"1","3","G","46.3","1","1","1","9","1","1","1","9"
"1","3","G","46.4","1","1","1","9","1","1","1","9"
"1","3","G","46.6","1","1","1","4","1","1","1","4"
"1","3","G","46.7","1","1","1","3","1","1","1","3"
"1","3","G","46.9","1","1","1","1","1","1","1","1"
"1","3","G","47.1","1","1","1","1","1","1","1","1"
"1","3","G","47.2","1","1","1","6","1","1","1","6"
"1","3","G","47.3","1","1","1","1","1","1","1","1"
"1","3","G","47.5","1","1","1","4","1","1","1","4"
"1","3","G","47.6","1","1","1","4","1","1","1","4"
"1","3","G","47.7","1","1","1","9","1","1","1","9"
"1","3","G","47.8","1","1","1","2","1","1","1","2"
"1","3","G","47.9","1","1","1","1","1","1","1","1"
"1","3","H","49.2","1","1","1","1","1","1","1","1"
"1","3","H","49.3","1","1","1","3","1","1","1","3"
"1","3","H","49.4","1","1","1","2","1","1","1","2"
"1","3","H","49.5","1","1","1","1","1","1","1","1"
"1","3","H","50.1","1","1","1","1","1","1","1","1"
"1","3","H","50.2","1","1","1","1","1","1","1","1"
"1","3","H","50.3","1","1","1","1","1","1","1","1"
"1","3","H","50.4","1","1","1","1","1","1","1","1"
"1","3","H","51.1","1","1","1","1","1","1","1","1"
"1","3","H","51.2","1","1","1","2","1","1","1","2"
"1","3","H","52.1","1","1","1","1","1","1","1","1"
"1","3","H","52.2","1","1","1","4","1","1","1","4"
"1","3","H","53.1","1","1","1","1","1","1","1","1"
"1","3","H","53.2","1","1","1","1","1","1","1","1"
"1","3","I","55.1","1","1","1","1","1","1","1","1"
"1","3","I","55.2","1","1","1","1","1","1","1","1"
"1","3","I","55.3","1","1","1","1","1","1","1","1"
"1","3","I","55.9","1","1","1","1","1","1","1","1"
"1","3","I","56.2","1","1","1","1","1","1","1","1"
"1","3","I","56.3","1","1","1","1","1","1","1","1"
"1","3","J","58.1","1","1","1","4","1","1","1","4"
"1","3","J","58.2","1","1","1","2","1","1","1","2"
"1","3","J","59.1","1","1","1","4","1","1","1","4"
"1","3","J","59.2","1","1","1","1","1","1","1","1"
"1","3","J","60.1","1","1","1","1","1","1","1","1"
"1","3","J","60.2","1","1","1","1","1","1","1","1"
"1","3","J","61.1","1","1","1","1","1","1","1","1"
"1","3","J","61.2","1","1","1","1","1","1","1","1"
"1","3","J","61.9","1","1","1","1","1","1","1","1"
"1","3","J","63.9","1","1","1","1","1","1","1","1"
"1","3","K","64.1","1","1","1","2","1","1","1","2"
"1","3","K","64.9","1","1","1","3","1","1","1","3"
"1","3","K","65.1","1","1","1","2","1","1","1","2"
"1","3","K","65.2","1","1","1","1","1","1","1","1"
"1","3","K","65.3","1","1","1","1","1","1","1","1"
"1","3","K","66.1","1","1","1","3","1","1","1","3"
"1","3","K","66.2","1","1","1","3","1","1","1","3"
"1","3","K","66.3","1","1","1","1","1","1","1","1"
"1","3","L","68.2","1","1","1","1","1","1","1","1"
"1","3","L","68.3","1","1","1","2","1","1","1","2"
"1","3","M","69.1","1","1","1","1","1","1","1","1"
"1","3","M","69.2","1","1","1","1","1","1","1","1"
"1","3","M","70.1","1","1","1","1","1","1","1","1"
"1","3","M","71.1","1","1","1","2","1","1","1","2"
"1","3","M","71.2","1","1","1","1","1","1","1","1"
"1","3","M","72.2","1","1","1","1","1","1","1","1"
"1","3","M","73.1","1","1","1","2","1","1","1","2"
"1","3","M","73.2","1","1","1","1","1","1","1","1"
"1","3","M","74.2","1","1","1","1","1","1","1","1"
"1","3","M","74.3","1","1","1","1","1","1","1","1"
"1","3","M","75.0","1","1","1","1","1","1","1","1"
"1","3","N","77.1","1","1","1","2","1","1","1","2"
"1","3","N","77.2","1","1","1","2","1","1","1","2"
"1","3","N","77.3","1","1","1","6","1","1","1","6"
"1","3","N","77.4","1","1","1","1","1","1","1","1"
"1","3","N","78.1","1","1","1","1","1","1","1","1"
"1","3","N","78.2","1","1","1","1","1","1","1","1"
"1","3","N","79.1","1","1","1","2","1","1","1","2"
"1","3","N","79.9","1","1","1","1","1","1","1","1"
"1","3","N","81.1","1","1","1","1","1","1","1","1"
"1","3","N","81.2","1","1","1","2","1","1","1","2"
"1","3","N","81.3","1","1","1","1","1","1","1","1"
"1","3","N","82.2","1","1","1","1","1","1","1","1"
"1","3","N","82.3","1","1","1","1","1","1","1","1"
"1","3","N","82.9","1","1","1","3","1","1","1","3"
"1","3","O","84.1","1","1","1","3","1","1","1","3"
"1","3","O","84.2","1","1","1","5","1","1","1","5"
"1","3","O","84.3","1","1","1","1","1","1","1","1"
"1","3","P","85.1","1","1","1","1","1","1","1","1"
"1","3","P","85.2","1","1","1","1","1","1","1","1"
"1","3","P","85.3","1","1","1","2","1","1","1","2"
"1","3","P","85.5","1","1","1","4","1","1","1","4"
"1","3","Q","86.1","1","1","1","1","1","1","1","1"
"1","3","Q","86.2","1","1","1","3","1","1","1","3"
"1","3","Q","87.1","1","1","1","1","1","1","1","1"
"1","3","Q","87.2","1","1","1","1","1","1","1","1"
"1","3","Q","87.3","1","1","1","1","1","1","1","1"
"1","3","Q","88.1","1","1","1","1","1","1","1","1"
"1","3","Q","88.9","1","1","1","2","1","1","1","2"
"1","3","R","92.0","1","1","1","1","1","1","1","1"
"1","3","R","93.1","1","1","1","4","1","1","1","4"
"1","3","R","93.2","1","1","1","2","1","1","1","2"
"1","3","S","94.1","1","1","1","2","1","1","1","2"
"1","3","S","94.2","1","1","1","1","1","1","1","1"
"1","3","S","94.9","1","1","1","3","1","1","1","3"
"1","3","S","95.2","1","1","1","6","1","1","1","6"
"1","3","T","97.0","1","1","1","1","1","1","1","1"
"1","3","T","98.1","1","1","1","1","1","1","1","1"
"1","3","T","98.2","1","1","1","1","1","1","1","1"
"1","3","U","99.0","1","1","1","1","1","1","1","1"
"1","4","A","01.11","1","1","1","1","1","1","1","1"
"1","4","A","01.12","1","1","1","1","1","1","1","1"
"1","4","A","01.13","1","1","1","1","1","1","1","1"
"1","4","A","01.14","1","1","1","1","1","1","1","1"
"1","4","A","01.15","1","1","1","1","1","1","1","1"
"1","4","A","01.16","1","1","1","1","1","1","1","1"
"1","4","A","01.19","1","1","1","1","1","1","1","1"
"1","4","A","01.21","1","1","1","1","1","1","1","1"
"1","4","A","01.22","1","1","1","1","1","1","1","1"
"1","4","A","01.23","1","1","1","1","1","1","1","1"
"1","4","A","01.24","1","1","1","1","1","1","1","1"
"1","4","A","01.25","1","1","1","1","1","1","1","1"
"1","4","A","01.26","1","1","1","1","1","1","1","1"
"1","4","A","01.27","1","1","1","1","1","1","1","1"
"1","4","A","01.28","1","1","1","1","1","1","1","1"
"1","4","A","01.29","1","1","1","1","1","1","1","1"
"1","4","A","01.30","1","1","1","1","1","1","1","1"
"1","4","A","01.41","1","1","1","1","1","1","1","1"
"1","4","A","01.42","1","1","1","1","1","1","1","1"
"1","4","A","01.43","1","1","1","1","1","1","1","1"
"1","4","A","01.44","1","1","1","1","1","1","1","1"
"1","4","A","01.45","1","1","1","1","1","1","1","1"
"1","4","A","01.46","1","1","1","1","1","1","1","1"
"1","4","A","01.47","1","1","1","1","1","1","1","1"
"1","4","A","01.50","1","1","1","1","1","1","1","1"
"1","4","A","01.61","1","1","1","1","1","1","1","1"
"1","4","A","01.62","1","1","1","1","1","1","1","1"
"1","4","A","01.63","1","1","1","1","1","1","1","1"
"1","4","A","01.70","1","1","1","1","1","1","1","1"
"1","4","A","02.10","1","1","1","1","1","1","1","1"
"1","4","A","02.20","1","1","1","1","1","1","1","1"
"1","4","A","02.30","1","1","1","1","1","1","1","1"
"1","4","A","02.40","1","1","1","1","1","1","1","1"
"1","4","A","03.11","1","1","1","1","1","1","1","1"
"1","4","A","03.12","1","1","1","1","1","1","1","1"
"1","4","A","03.21","1","1","1","1","1","1","1","1"
"1","4","A","03.22","1","1","1","1","1","1","1","1"
"1","4","B","05.10","1","1","1","1","1","1","1","1"
"1","4","B","05.20","1","1","1","1","1","1","1","1"
"1","4","B","06.10","1","1","1","1","1","1","1","1"
"1","4","B","06.20","1","1","1","1","1","1","1","1"
"1","4","B","07.10","1","1","1","1","1","1","1","1"
"1","4","B","07.21","1","1","1","1","1","1","1","1"
"1","4","B","07.29","1","1","1","1","1","1","1","1"
"1","4","B","08.11","1","1","1","1","1","1","1","1"
"1","4","B","08.12","1","1","1","1","1","1","1","1"
"1","4","B","08.91","1","1","1","1","1","1","1","1"
"1","4","B","08.92","1","1","1","1","1","1","1","1"
"1","4","B","08.93","1","1","1","1","1","1","1","1"
"1","4","B","08.99","1","1","1","1","1","1","1","1"
"1","4","B","09.10","1","1","1","1","1","1","1","1"
"1","4","B","09.90","1","1","1","1","1","1","1","1"
"1","4","C","10.11","1","1","1","1","1","1","1","1"
"1","4","C","10.12","1","1","1","1","1","1","1","1"
"1","4","C","10.13","1","1","1","1","1","1","1","1"
"1","4","C","10.20","1","1","1","1","1","1","1","1"
"1","4","C","10.31","1","1","1","1","1","1","1","1"
"1","4","C","10.32","1","1","1","1","1","1","1","1"
"1","4","C","10.39","1","1","1","1","1","1","1","1"
"1","4","C","10.41","1","1","1","1","1","1","1","1"
"1","4","C","10.42","1","1","1","1","1","1","1","1"
"1","4","C","10.51","1","1","1","1","1","1","1","1"
"1","4","C","10.52","1","1","1","1","1","1","1","1"
"1","4","C","10.61","1","1","1","1","1","1","1","1"
"1","4","C","10.62","1","1","1","1","1","1","1","1"
"1","4","C","10.71","1","1","1","1","1","1","1","1"
"1","4","C","10.72","1","1","1","1","1","1","1","1"
"1","4","C","10.73","1","1","1","1","1","1","1","1"
"1","4","C","10.81","1","1","1","1","1","1","1","1"
"1","4","C","10.82","1","1","1","1","1","1","1","1"
"1","4","C","10.83","1","1","1","1","1","1","1","1"
"1","4","C","10.84","1","1","1","1","1","1","1","1"
"1","4","C","10.85","1","1","1","1","1","1","1","1"
"1","4","C","10.86","1","1","1","1","1","1","1","1"
"1","4","C","10.89","1","1","1","1","1","1","1","1"
"1","4","C","10.91","1","1","1","1","1","1","1","1"
"1","4","C","10.92","1","1","1","1","1","1","1","1"
"1","4","C","11.01","1","1","1","1","1","1","1","1"
"1","4","C","11.02","1","1","1","1","1","1","1","1"
"1","4","C","11.03","1","1","1","1","1","1","1","1"
"1","4","C","11.04","1","1","1","1","1","1","1","1"
"1","4","C","11.05","1","1","1","1","1","1","1","1"
"1","4","C","11.06","1","1","1","1","1","1","1","1"
"1","4","C","11.07","1","1","1","1","1","1","1","1"
"1","4","C","12.00","1","1","1","1","1","1","1","1"
"1","4","C","13.10","1","1","1","1","1","1","1","1"
"1","4","C","13.20","1","1","1","1","1","1","1","1"
"1","4","C","13.30","1","1","1","1","1","1","1","1"
"1","4","C","13.91","1","1","1","1","1","1","1","1"
"1","4","C","13.92","1","1","1","1","1","1","1","1"
"1","4","C","13.93","1","1","1","1","1","1","1","1"
"1","4","C","13.94","1","1","1","1","1","1","1","1"
"1","4","C","13.95","1","1","1","1","1","1","1","1"
"1","4","C","13.96","1","1","1","1","1","1","1","1"
"1","4","C","13.99","1","1","1","1","1","1","1","1"
"1","4","C","15.11","1","1","1","1","1","1","1","1"
"1","4","C","15.12","1","1","1","1","1","1","1","1"
"1","4","C","15.20","1","1","1","1","1","1","1","1"
"1","4","C","16.21","1","1","1","1","1","1","1","1"
"1","4","C","16.22","1","1","1","1","1","1","1","1"
"1","4","C","16.23","1","1","1","1","1","1","1","1"
"1","4","C","16.24","1","1","1","1","1","1","1","1"
"1","4","C","17.11","1","1","1","1","1","1","1","1"
"1","4","C","17.12","1","1","1","1","1","1","1","1"
"1","4","C","17.21","1","1","1","1","1","1","1","1"
"1","4","C","17.22","1","1","1","1","1","1","1","1"
"1","4","C","17.23","1","1","1","1","1","1","1","1"
"1","4","C","17.24","1","1","1","1","1","1","1","1"
"1","4","C","18.11","1","1","1","1","1","1","1","1"
"1","4","C","18.12","1","1","1","1","1","1","1","1"
"1","4","C","18.13","1","1","1","1","1","1","1","1"
"1","4","C","18.14","1","1","1","1","1","1","1","1"
"1","4","C","18.20","1","1","1","1","1","1","1","1"
"1","4","C","19.10","1","1","1","1","1","1","1","1"
"1","4","C","19.20","1","1","1","1","1","1","1","1"
"1","4","C","20.11","1","1","1","1","1","1","1","1"
"1","4","C","20.12","1","1","1","1","1","1","1","1"
"1","4","C","20.13","1","1","1","1","1","1","1","1"
"1","4","C","20.14","1","1","1","1","1","1","1","1"
"1","4","C","20.15","1","1","1","1","1","1","1","1"
"1","4","C","20.16","1","1","1","1","1","1","1","1"
"1","4","C","20.17","1","1","1","1","1","1","1","1"
"1","4","C","20.20","1","1","1","1","1","1","1","1"
"1","4","C","20.30","1","1","1","1","1","1","1","1"
"1","4","C","20.41","1","1","1","1","1","1","1","1"
"1","4","C","20.42","1","1","1","1","1","1","1","1"
"1","4","C","20.51","1","1","1","1","1","1","1","1"
"1","4","C","20.59","1","1","1","1","1","1","1","1"
"1","4","C","20.60","1","1","1","1","1","1","1","1"
"1","4","C","21.10","1","1","1","1","1","1","1","1"
"1","4","C","21.20","1","1","1","1","1","1","1","1"
"1","4","C","22.11","1","1","1","1","1","1","1","1"
"1","4","C","22.21","1","1","1","1","1","1","1","1"
"1","4","C","22.22","1","1","1","1","1","1","1","1"
"1","4","C","22.23","1","1","1","1","1","1","1","1"
"1","4","C","23.11","1","1","1","1","1","1","1","1"
"1","4","C","23.12","1","1","1","1","1","1","1","1"
"1","4","C","23.13","1","1","1","1","1","1","1","1"
"1","4","C","23.14","1","1","1","1","1","1","1","1"
"1","4","C","23.20","1","1","1","1","1","1","1","1"
"1","4","C","23.31","1","1","1","1","1","1","1","1"
"1","4","C","23.32","1","1","1","1","1","1","1","1"
"1","4","C","23.41","1","1","1","1","1","1","1","1"
"1","4","C","23.42","1","1","1","1","1","1","1","1"
"1","4","C","23.43","1","1","1","1","1","1","1","1"
"1","4","C","23.44","1","1","1","1","1","1","1","1"
"1","4","C","23.51","1","1","1","1","1","1","1","1"
"1","4","C","23.52","1","1","1","1","1","1","1","1"
"1","4","C","23.61","1","1","1","1","1","1","1","1"
"1","4","C","23.62","1","1","1","1","1","1","1","1"
"1","4","C","23.63","1","1","1","1","1","1","1","1"
"1","4","C","23.64","1","1","1","1","1","1","1","1"
"1","4","C","23.65","1","1","1","1","1","1","1","1"
"1","4","C","23.70","1","1","1","1","1","1","1","1"
"1","4","C","23.91","1","1","1","1","1","1","1","1"
"1","4","C","23.99","1","1","1","1","1","1","1","1"
"1","4","C","24.10","1","1","1","1","1","1","1","1"
"1","4","C","24.20","1","1","1","1","1","1","1","1"
"1","4","C","24.31","1","1","1","1","1","1","1","1"
"1","4","C","24.32","1","1","1","1","1","1","1","1"
"1","4","C","24.33","1","1","1","1","1","1","1","1"
"1","4","C","24.34","1","1","1","1","1","1","1","1"
"1","4","C","24.41","1","1","1","1","1","1","1","1"
"1","4","C","24.42","1","1","1","1","1","1","1","1"
"1","4","C","24.43","1","1","1","1","1","1","1","1"
"1","4","C","24.44","1","1","1","1","1","1","1","1"
"1","4","C","24.45","1","1","1","1","1","1","1","1"
