"NACE2","CPA21","Label_NACE2","Label_CPA21","Include_NACE2","Exclude_NACE2","Include_CPA21","Exclude_CPA21","Comment","URL"
"22.19","22.19.6","Производство на други изделия от каучук","Облекло и допълнения за облекло (вкл. ръкавици), от невтвърден вулканизиран каучук",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2219"
"22.19","22.19.7","Производство на други изделия от каучук","Изделия от вулканизиран каучук, н.д.; втвърден каучук (ебонит); изделия от втвърден каучук",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2219"
"22.19","22.19","Производство на други изделия от каучук","Други изделия от каучук",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2219"
"22.2","22.2","Производство на изделия от пластмаси","Изделия от пластмаси",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_222"
"22.21","22.21.4","Производство на листове, плочи, тръби и профили, от пластмаси","Други плочи, листове, фолио, ленти и пластини, от пластмаси",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2221"
"22.21","22.21.9","Производство на листове, плочи, тръби и профили, от пластмаси","Операции, възложени на подизпълнители, свързани с производството на листове, плочи, тръби и профили, от пластмаси",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2221"
"22.21","22.21","Производство на листове, плочи, тръби и профили, от пластмаси","Листове, плочи, тръби и профили от пластмаси",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2221"
"22.21","22.21.1","Производство на листове, плочи, тръби и профили, от пластмаси","Едножични влакна, с максимален напречен разрез > 1 mm (моновлакна), пръчки, прътове и профили, от пластмаси",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2221"
"22.21","22.21.2","Производство на листове, плочи, тръби и профили, от пластмаси","Тръби, маркучи и съединителни части за тях, от пластмаси",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2221"
"22.21","22.21.3","Производство на листове, плочи, тръби и профили, от пластмаси","Плочи, листа, фолио, ленти и пластини, от пластмаси, неподсилени или несъчетани с други материали",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2221"
"22.22","22.22","Производство на опаковки от пластмаси","Опаковки от пластмаси",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2222"
"22.22","22.22.1","Производство на опаковки от пластмаси","Опаковки от пластмаси",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2222"
"22.22","22.22.9","Производство на опаковки от пластмаси","Операции, възложени на подизпълнители, свързани с производството на опаковки от пластмаси",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2222"
"22.23","22.23","Производство на дограма и други изделия от пластмаси за строителството","Дограма и други изделия от пластмаси за строителството",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2223"
"22.23","22.23.1","Производство на дограма и други изделия от пластмаси за строителството","Дограма и други изделия от пластмаси за строителството; линолеуми и подобни подови настилки",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2223"
"22.23","22.23.2","Производство на дограма и други изделия от пластмаси за строителството","Сглобяеми постройки от пластмаси",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2223"
"22.23","22.23.9","Производство на дограма и други изделия от пластмаси за строителството","Операции, възложени на подизпълнители, свързани с производството на дограма и други изделия от пластмаси за строителството",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2223"
