CN 2021,BEC Rev. 4,START,END
03079980,112,01/01/2012,31/12/2016
03079990,112,01/01/1988,31/12/2011
03081100,112,01/01/2012,31/12/2500
03081200,122,01/01/2017,31/12/2500
03081900,122,01/01/2017,31/12/2500
03081910,122,01/01/2012,31/12/2016
03081930,112,01/01/2012,31/12/2016
03081990,112,01/01/2012,31/12/2016
03082100,112,01/01/2012,31/12/2500
03082200,122,01/01/2017,31/12/2500
03082900,122,01/01/2017,31/12/2500
03082910,122,01/01/2012,31/12/2016
03082930,112,01/01/2012,31/12/2016
03082990,112,01/01/2012,31/12/2016
03083010,112,01/01/2012,31/12/2018
03083030,122,01/01/2012,31/12/2016
03083050,112,01/01/2012,31/12/2500
03083080,122,01/01/2019,31/12/2500
03083090,122,01/01/2017,31/12/2018
03083090,112,01/01/2012,31/12/2016
03089010,112,01/01/2012,31/12/2500
03089030,122,01/01/2012,31/12/2016
03089050,112,01/01/2012,31/12/2500
03089090,122,01/01/2017,31/12/2500
03089090,112,01/01/2012,31/12/2016
04011010,112,01/01/1988,31/12/2500
04011090,112,01/01/1988,31/12/2500
04012011,112,01/01/1988,31/12/2500
04012019,112,01/01/1988,31/12/2500
04012091,112,01/01/1988,31/12/2500
04012099,112,01/01/1988,31/12/2500
04013011,112,01/01/1988,31/12/2011
04013019,112,01/01/1988,31/12/2011
04013031,112,01/01/1988,31/12/2011
04013039,112,01/01/1988,31/12/2011
04013091,112,01/01/1988,31/12/2011
04013099,112,01/01/1988,31/12/2011
04014010,112,01/01/2012,31/12/2500
04014090,112,01/01/2012,31/12/2500
04015011,112,01/01/2012,31/12/2500
04015019,112,01/01/2012,31/12/2500
04015031,112,01/01/2012,31/12/2500
04015039,112,01/01/2012,31/12/2500
04015091,112,01/01/2012,31/12/2500
04015099,112,01/01/2012,31/12/2500
04021011,121,01/01/1988,31/12/2500
04021019,121,01/01/1988,31/12/2500
04021091,121,01/01/1988,31/12/2500
04021099,121,01/01/1988,31/12/2500
04022111,122,01/01/1988,31/12/2500
04022117,122,01/01/1988,31/12/2011
04022118,122,01/01/2012,31/12/2500
04022119,122,01/01/1988,31/12/2011
04022191,122,01/01/1988,31/12/2500
04022199,122,01/01/1988,31/12/2500
04022911,122,01/01/1988,31/12/2500
04022915,122,01/01/1988,31/12/2500
04022919,122,01/01/1988,31/12/2500
04022991,122,01/01/1988,31/12/2500
04022999,122,01/01/1988,31/12/2500
04029110,122,01/01/2008,31/12/2500
04029111,122,01/01/1988,31/12/2007
04029119,122,01/01/1988,31/12/2007
04029130,122,01/01/2008,31/12/2500
04029131,122,01/01/1988,31/12/2007
04029139,122,01/01/1988,31/12/2007
04029151,122,01/01/1988,31/12/2500
04029159,122,01/01/1988,31/12/2500
04029191,122,01/01/1988,31/12/2500
04029199,122,01/01/1988,31/12/2500
04029910,122,01/01/2008,31/12/2500
04029911,122,01/01/1988,31/12/2007
04029919,122,01/01/1988,31/12/2007
04029931,122,01/01/1988,31/12/2500
04029939,122,01/01/1988,31/12/2500
04029991,122,01/01/1988,31/12/2500
04029999,122,01/01/1988,31/12/2500
04031002,112,01/01/1991,31/12/1995
04031004,112,01/01/1991,31/12/1995
04031006,112,01/01/1991,31/12/1995
04031011,112,01/01/1996,31/12/2500
04031012,112,01/01/1991,31/12/1995
04031013,112,01/01/1996,31/12/2500
04031014,112,01/01/1991,31/12/1995
04031016,112,01/01/1991,31/12/1995
04031019,112,01/01/1996,31/12/2500
04031022,112,01/01/1991,31/12/1995
04031024,112,01/01/1991,31/12/1995
04031026,112,01/01/1991,31/12/1995
04031031,112,01/01/1996,31/12/2500
04031032,112,01/01/1991,31/12/1995
04031033,112,01/01/1996,31/12/2500
04031034,112,01/01/1991,31/12/1995
04031036,112,01/01/1991,31/12/1995
04031039,112,01/01/1996,31/12/2500
04031051,112,01/01/1988,31/12/2500
04031053,112,01/01/1988,31/12/2500
04031059,112,01/01/1988,31/12/2500
04031091,112,01/01/1988,31/12/2500
04031093,112,01/01/1988,31/12/2500
04031099,112,01/01/1988,31/12/2500
04039011,112,01/01/1988,31/12/2500
04039013,112,01/01/1988,31/12/2500
04039019,112,01/01/1988,31/12/2500
04039031,112,01/01/1988,31/12/2500
04039033,112,01/01/1988,31/12/2500
04039039,112,01/01/1988,31/12/2500
04039051,112,01/01/1988,31/12/2500
04039053,112,01/01/1988,31/12/2500
04039059,112,01/01/1988,31/12/2500
04039061,112,01/01/1988,31/12/2500
04039063,112,01/01/1988,31/12/2500
04039069,112,01/01/1988,31/12/2500
04039071,112,01/01/1988,31/12/2500
04039073,112,01/01/1988,31/12/2500
04039079,112,01/01/1988,31/12/2500
04039091,112,01/01/1988,31/12/2500
04039093,112,01/01/1988,31/12/2500
04039099,112,01/01/1988,31/12/2500
04041002,121,01/01/1993,31/12/2500
04041004,121,01/01/1993,31/12/2500
04041006,121,01/01/1993,31/12/2500
04041011,121,01/01/1988,31/12/1992
04041012,121,01/01/1993,31/12/2500
04041014,121,01/01/1993,31/12/2500
04041016,121,01/01/1993,31/12/2500
04041019,121,01/01/1988,31/12/1992
04041026,121,01/01/1993,31/12/2500
04041028,121,01/01/1993,31/12/2500
04041032,121,01/01/1993,31/12/2500
04041034,121,01/01/1993,31/12/2500
04041036,121,01/01/1993,31/12/2500
04041038,121,01/01/1993,31/12/2500
04041048,121,01/01/1993,31/12/2500
04041052,121,01/01/1993,31/12/2500
04041054,121,01/01/1993,31/12/2500
04041056,121,01/01/1993,31/12/2500
04041058,121,01/01/1993,31/12/2500
04041062,121,01/01/1993,31/12/2500
04041072,121,01/01/1993,31/12/2500
04041074,121,01/01/1993,31/12/2500
04041076,121,01/01/1993,31/12/2500
04041078,121,01/01/1993,31/12/2500
04041082,121,01/01/1993,31/12/2500
04041084,121,01/01/1993,31/12/2500
04041091,121,01/01/1988,31/12/1992
04041099,121,01/01/1988,31/12/1992
04049011,121,01/01/1988,31/12/1995
04049013,121,01/01/1988,31/12/1995
04049019,121,01/01/1988,31/12/1995
04049021,121,01/01/1996,31/12/2500
04049023,121,01/01/1996,31/12/2500
04049029,121,01/01/1996,31/12/2500
04049031,121,01/01/1988,31/12/1995
04049033,121,01/01/1988,31/12/1995
04049039,121,01/01/1988,31/12/1995
04049051,121,01/01/1988,31/12/1995
04049053,121,01/01/1988,31/12/1995
04049059,121,01/01/1988,31/12/1995
04049081,121,01/01/1996,31/12/2500
04049083,121,01/01/1996,31/12/2500
04049089,121,01/01/1996,31/12/2500
04049091,121,01/01/1988,31/12/1995
04049093,121,01/01/1988,31/12/1995
04049099,121,01/01/1988,31/12/1995
04050010,122,01/01/1988,31/12/1992
04050011,122,01/01/1993,31/12/1995
04050019,122,01/01/1993,31/12/1995
04050090,122,01/01/1988,31/12/1995
04051011,122,01/01/1996,31/12/2500
04051019,122,01/01/1996,31/12/2500
04051030,122,01/01/1996,31/12/2500
04051050,122,01/01/1996,31/12/2500
04051090,122,01/01/1996,31/12/2500
04052010,122,01/01/1996,31/12/2500
04052030,122,01/01/1996,31/12/2500
04052090,122,01/01/1996,31/12/2500
04059010,122,01/01/1996,31/12/2500
04059090,122,01/01/1996,31/12/2500
04061010,122,01/01/1988,31/12/1991
04061020,122,01/01/1992,31/12/2014
04061030,122,01/01/2015,31/12/2500
04061050,122,01/01/2015,31/12/2500
04061080,122,01/01/1992,31/12/2500
04061090,122,01/01/1988,31/12/1991
04062000,122,01/01/2015,31/12/2500
04062010,122,01/01/1988,31/12/2014
04062090,122,01/01/1988,31/12/2014
04063010,122,01/01/1988,31/12/2500
04063031,122,01/01/1988,31/12/2500
04063039,122,01/01/1988,31/12/2500
04063090,122,01/01/1988,31/12/2500
04064000,122,01/01/1988,31/12/1993
04064010,122,01/01/1994,31/12/2500
04064050,122,01/01/1994,31/12/2500
04064090,122,01/01/1994,31/12/2500
04069001,122,01/01/1995,31/12/2500
04069002,122,01/01/1995,31/12/2005
04069003,122,01/01/1995,31/12/2005
04069004,122,01/01/1995,31/12/2005
04069005,122,01/01/1995,31/12/2005
04069006,122,01/01/1995,31/12/2005
04069007,122,01/01/1995,31/12/1996
04069008,122,01/01/1995,31/12/1996
04069009,122,01/01/1995,31/12/1996
04069011,122,01/01/1988,31/12/1994
04069012,122,01/01/1995,31/12/1996
04069013,122,01/01/2006,31/12/2500
04069014,122,01/01/1995,31/12/1996
04069015,122,01/01/2006,31/12/2500
04069016,122,01/01/1995,31/12/1996
04069017,122,01/01/2006,31/12/2500
04069018,122,01/01/1995,31/12/2500
04069019,122,01/01/1988,31/12/2014
04069021,122,01/01/1988,31/12/2500
04069023,122,01/01/1988,31/12/2500
04069025,122,01/01/1988,31/12/2500
04069027,122,01/01/1988,31/12/2014
04069029,122,01/01/1988,31/12/2500
04069031,122,01/01/1988,31/12/2006
04069032,122,01/01/2007,31/12/2500
04069033,122,01/01/1988,31/12/2006
04069035,122,01/01/1988,31/12/2500
04069037,122,01/01/1988,31/12/2500
04069039,122,01/01/1988,31/12/2500
04069050,122,01/01/1988,31/12/2500
04069061,122,01/01/1988,31/12/2500
04069063,122,01/01/1988,31/12/2500
04069069,122,01/01/1988,31/12/2500
04069071,122,01/01/1988,31/12/1991
04069073,122,01/01/1988,31/12/2500
04069074,122,01/01/2015,31/12/2500
04069075,122,01/01/1988,31/12/2500
04069076,122,01/01/1994,31/12/2500
04069077,122,01/01/1988,31/12/1993
04069078,122,01/01/1994,31/12/2500
04069079,122,01/01/1988,31/12/2500
04069081,122,01/01/1988,31/12/2500
04069082,122,01/01/1994,31/12/2500
04069083,122,01/01/1988,31/12/1991
04069084,122,01/01/1994,31/12/2500
04069085,122,01/01/1988,31/12/2500
04069086,122,01/01/1994,31/12/2500
04069087,122,01/01/1994,31/12/2014
04069088,122,01/01/1994,31/12/2014
04069089,122,01/01/2015,31/12/2500
04069091,122,01/01/1988,31/12/1991
04069092,122,01/01/2015,31/12/2500
04069093,122,01/01/1988,31/12/2500
04069097,122,01/01/1988,31/12/1991
04069099,122,01/01/1988,31/12/2500
04070011,112,01/01/1988,31/12/2011
04070019,112,01/01/1988,31/12/2011
04070030,112,01/01/1988,31/12/2011
04070090,112,01/01/1988,31/12/2011
04071100,112,01/01/2012,31/12/2500
04071911,112,01/01/2012,31/12/2500
04071919,112,01/01/2012,31/12/2500
04071990,112,01/01/2012,31/12/2500
04072100,112,01/01/2012,31/12/2500
04072910,112,01/01/2012,31/12/2500
04072990,112,01/01/2012,31/12/2500
04079010,112,01/01/2012,31/12/2500
04079090,112,01/01/2012,31/12/2500
04081110,121,01/01/1988,31/12/1993
04081120,121,01/01/1994,31/12/2500
04081180,121,01/01/1994,31/12/2500
04081190,121,01/01/1988,31/12/1993
04081911,121,01/01/1988,31/12/1993
04081919,121,01/01/1988,31/12/1993
04081920,121,01/01/1994,31/12/2500
04081981,121,01/01/1994,31/12/2500
04081989,121,01/01/1994,31/12/2500
04081990,121,01/01/1988,31/12/1993
04089110,121,01/01/1988,31/12/1993
04089120,121,01/01/1994,31/12/2500
04089180,121,01/01/1994,31/12/2500
04089190,121,01/01/1988,31/12/1993
04089910,121,01/01/1988,31/12/1993
04089920,121,01/01/1994,31/12/2500
04089980,121,01/01/1994,31/12/2500
04089990,121,01/01/1988,31/12/1993
04090000,112,01/01/1988,31/12/2500
04100000,122,01/01/1988,31/12/2500
05010000,210,01/01/1988,31/12/2500
05021000,210,01/01/1993,31/12/2500
05021010,210,01/01/1988,31/12/1992
05021090,210,01/01/1988,31/12/1992
05029000,210,01/01/1988,31/12/2500
05030000,210,01/01/1988,31/12/2006
05040000,210,01/01/1988,31/12/2500
05051010,210,01/01/1988,31/12/2500
05051090,210,01/01/1988,31/12/2500
05059000,210,01/01/1988,31/12/2500
05061000,210,01/01/1988,31/12/2500
05069000,210,01/01/1988,31/12/2500
05071000,210,01/01/1988,31/12/2500
05079000,210,01/01/1988,31/12/2500
05080000,210,01/01/1988,31/12/2020
05080010,210,01/01/2021,31/12/2500
05080090,210,01/01/2021,31/12/2500
05090010,210,01/01/1988,31/12/2006
05090090,210,01/01/1988,31/12/2006
05100000,210,01/01/1997,31/12/2500
05100010,210,01/01/1993,31/12/1996
05100090,210,01/01/1993,31/12/1996
05111000,210,01/01/1988,31/12/2500
05119110,210,01/01/1988,31/12/2500
05119190,210,01/01/1988,31/12/2500
05119910,210,01/01/1988,31/12/2500
05119931,210,01/01/2007,31/12/2500
05119939,210,01/01/2007,31/12/2500
05119950,210,01/01/1993,31/12/2000
05119980,210,01/01/1993,31/12/2000
05119985,210,01/01/2007,31/12/2500
05119990,210,01/01/2001,31/12/2006
06011010,210,01/01/1988,31/12/2500
06011020,210,01/01/1988,31/12/2500
06011030,210,01/01/1988,31/12/2500
06011040,210,01/01/1988,31/12/2500
06011090,210,01/01/1988,31/12/2500
06012010,210,01/01/1988,31/12/2500
06012030,210,01/01/1988,31/12/2500
06012090,210,01/01/1988,31/12/2500
06021010,210,01/01/1988,31/12/2500
06021090,210,01/01/1988,31/12/2500
06022010,210,01/01/1988,31/12/2500
06022020,210,01/01/2016,31/12/2500
06022030,210,01/01/2016,31/12/2500
06022080,210,01/01/2016,31/12/2500
06022090,210,01/01/1993,31/12/2015
06022091,210,01/01/1988,31/12/1992
06022099,210,01/01/1988,31/12/1992
06023000,210,01/01/1993,31/12/2500
06023010,210,01/01/1988,31/12/1992
06023090,210,01/01/1988,31/12/1992
06024000,210,01/01/2008,31/12/2500
06024010,210,01/01/1993,31/12/2007
06024011,210,01/01/1988,31/12/1992
06024019,210,01/01/1988,31/12/1992
06024090,210,01/01/1988,31/12/2007
06029010,210,01/01/1996,31/12/2500
06029020,210,01/01/1996,31/12/2500
06029030,210,01/01/1996,31/12/2500
06029041,210,01/01/1996,31/12/2500
06029045,210,01/01/1996,31/12/2500
06029046,210,01/01/2016,31/12/2500
06029047,210,01/01/2016,31/12/2500
06029048,210,01/01/2016,31/12/2500
06029049,210,01/01/1996,31/12/2015
06029050,210,01/01/2008,31/12/2500
06029051,210,01/01/1996,31/12/2007
06029059,210,01/01/1996,31/12/2007
06029070,210,01/01/1996,31/12/2500
06029091,210,01/01/1996,31/12/2500
06029099,210,01/01/1996,31/12/2500
06029100,210,01/01/1988,31/12/1995
06029910,210,01/01/1988,31/12/1995
06029930,210,01/01/1988,31/12/1995
06029941,210,01/01/1988,31/12/1995
06029945,210,01/01/1988,31/12/1995
06029949,210,01/01/1988,31/12/1995
06029951,210,01/01/1988,31/12/1995
06029959,210,01/01/1988,31/12/1995
06029970,210,01/01/1988,31/12/1995
06029991,210,01/01/1988,31/12/1995
06029999,210,01/01/1988,31/12/1995
06031010,630,01/01/2000,31/12/2006
06031011,630,01/01/1988,31/12/1999
06031013,630,01/01/1988,31/12/1999
06031015,630,01/01/1988,31/12/1999
06031020,630,01/01/2000,31/12/2006
06031021,630,01/01/1988,31/12/1999
06031025,630,01/01/1988,31/12/1999
06031029,630,01/01/1988,31/12/1999
06031030,630,01/01/2000,31/12/2006
06031040,630,01/01/2000,31/12/2006
06031050,630,01/01/2000,31/12/2006
06031051,630,01/01/1988,31/12/1999
06031053,630,01/01/1988,31/12/1999
06031055,630,01/01/1988,31/12/1999
06031061,630,01/01/1988,31/12/1999
06031065,630,01/01/1988,31/12/1999
06031069,630,01/01/1988,31/12/1999
06031080,630,01/01/2000,31/12/2006
06031100,630,01/01/2007,31/12/2500
06031200,630,01/01/2007,31/12/2500
06031300,630,01/01/2007,31/12/2500
06031400,630,01/01/2007,31/12/2500
06031500,630,01/01/2012,31/12/2500
06031910,630,01/01/2007,31/12/2500
06031920,630,01/01/2016,31/12/2500
06031970,630,01/01/2016,31/12/2500
06031980,630,01/01/2012,31/12/2015
06031990,630,01/01/2007,31/12/2011
06039000,630,01/01/1988,31/12/2500
06041010,210,01/01/1988,31/12/2011
06041090,210,01/01/1988,31/12/2011
06042011,210,01/01/2012,31/12/2500
06042019,210,01/01/2012,31/12/2500
06042020,210,01/01/2012,31/12/2500
06042040,210,01/01/2012,31/12/2500
06042090,210,01/01/2012,31/12/2500
06049011,210,01/01/2012,31/12/2500
06049019,210,01/01/2012,31/12/2500
06049091,210,01/01/2012,31/12/2500
06049099,210,01/01/2012,31/12/2500
06049110,210,01/01/1988,31/12/1993
06049120,210,01/01/2005,31/12/2011
06049121,210,01/01/1994,31/12/2004
06049129,210,01/01/1994,31/12/2004
06049140,210,01/01/2005,31/12/2011
06049141,210,01/01/1994,31/12/2004
06049149,210,01/01/1994,31/12/2004
06049190,210,01/01/1988,31/12/2011
06049910,210,01/01/1988,31/12/2011
06049990,210,01/01/1988,31/12/2011
07011000,112,01/01/1988,31/12/2500
07019010,112,01/01/1988,31/12/2500
07019050,112,01/01/2000,31/12/2500
07019051,112,01/01/1988,31/12/1999
07019059,112,01/01/1988,31/12/1999
07019090,112,01/01/1988,31/12/2500
07020000,112,01/01/1998,31/12/2500
07020010,112,01/01/1988,31/12/1994
07020015,112,01/01/1995,31/12/1997
07020020,112,01/01/1995,31/12/1997
07020025,112,01/01/1995,31/12/1997
07020030,112,01/01/1995,31/12/1997
07020035,112,01/01/1995,31/12/1997
07020040,112,01/01/1995,31/12/1997
07020045,112,01/01/1995,31/12/1997
07020050,112,01/01/1995,31/12/1997
07020090,112,01/01/1988,31/12/1994
07031011,112,01/01/1988,31/12/2500
07031019,112,01/01/1988,31/12/2500
07031090,112,01/01/1988,31/12/2500
07032000,112,01/01/1988,31/12/2500
07039000,112,01/01/1988,31/12/2500
07041000,112,01/01/2000,31/12/2500
07041005,112,01/01/1996,31/12/1999
07041010,112,01/01/1988,31/12/1999
07041080,112,01/01/1996,31/12/1999
07041090,112,01/01/1988,31/12/1995
07042000,112,01/01/1988,31/12/2500
07049010,112,01/01/1988,31/12/2500
07049090,112,01/01/1988,31/12/2500
07051100,112,01/01/2000,31/12/2500
07051105,112,01/01/1996,31/12/1999
07051110,112,01/01/1988,31/12/1999
07051180,112,01/01/1996,31/12/1999
07051190,112,01/01/1988,31/12/1995
07051900,112,01/01/1988,31/12/2500
07052100,112,01/01/1988,31/12/2500
07052900,112,01/01/1988,31/12/2500
07061000,112,01/01/1988,31/12/2500
07069005,112,01/01/1996,31/12/1999
07069010,112,01/01/2000,31/12/2500
07069011,112,01/01/1988,31/12/1999
07069017,112,01/01/1996,31/12/1999
07069019,112,01/01/1988,31/12/1995
07069030,112,01/01/1988,31/12/2500
07069090,112,01/01/1988,31/12/2500
07070005,112,01/01/1998,31/12/2500
07070010,112,01/01/1995,31/12/1997
07070011,112,01/01/1988,31/12/1994
07070015,112,01/01/1995,31/12/1997
07070019,112,01/01/1988,31/12/1994
07070020,112,01/01/1995,31/12/1997
07070025,112,01/01/1995,31/12/1997
07070030,112,01/01/1995,31/12/1997
07070035,112,01/01/1995,31/12/1997
07070040,112,01/01/1995,31/12/1997
07070090,112,01/01/1988,31/12/2500
07081000,112,01/01/2000,31/12/2500
07081010,112,01/01/1988,31/12/1995
07081020,112,01/01/1996,31/12/1999
07081090,112,01/01/1988,31/12/1999
07081095,112,01/01/1996,31/12/1999
07082000,112,01/01/2000,31/12/2500
07082010,112,01/01/1988,31/12/1995
07082020,112,01/01/1996,31/12/1999
07082090,112,01/01/1988,31/12/1999
07082095,112,01/01/1996,31/12/1999
07089000,112,01/01/1988,31/12/2500
07091000,112,01/01/1998,31/12/2006
07091010,112,01/01/1995,31/12/1997
07091020,112,01/01/1995,31/12/1997
07091030,112,01/01/1995,31/12/1997
07091040,112,01/01/1995,31/12/1997
07092000,112,01/01/1988,31/12/2500
07093000,112,01/01/1988,31/12/2500
07094000,112,01/01/1988,31/12/2500
07095100,112,01/01/2002,31/12/2500
07095110,112,01/01/1988,31/12/2001
07095130,112,01/01/1988,31/12/2001
07095150,112,01/01/1988,31/12/2001
07095190,112,01/01/1988,31/12/2001
07095200,112,01/01/1988,31/12/2006
07095910,112,01/01/2002,31/12/2500
07095930,112,01/01/2002,31/12/2500
07095950,112,01/01/2007,31/12/2500
07095990,112,01/01/2002,31/12/2500
07096010,112,01/01/1988,31/12/2500
07096091,112,01/01/1988,31/12/2500
07096095,112,01/01/1988,31/12/2500
07096099,112,01/01/1988,31/12/2500
07097000,112,01/01/1988,31/12/2500
07099010,112,01/01/1988,31/12/2011
07099020,112,01/01/1988,31/12/2011
07099031,112,01/01/1988,31/12/2011
07099039,112,01/01/1988,31/12/2011
07099040,112,01/01/1988,31/12/2011
07099050,112,01/01/1988,31/12/2011
07099060,112,01/01/1988,31/12/2011
07099070,112,01/01/1998,31/12/2011
07099071,112,01/01/1995,31/12/1997
07099073,112,01/01/1995,31/12/1997
07099075,112,01/01/1995,31/12/1997
07099077,112,01/01/1995,31/12/1997
07099079,112,01/01/1995,31/12/1997
07099080,112,01/01/2007,31/12/2011
07099090,112,01/01/1988,31/12/2011
07099100,112,01/01/2012,31/12/2500
07099210,112,01/01/2012,31/12/2500
07099290,112,01/01/2012,31/12/2500
07099310,112,01/01/2012,31/12/2500
07099390,112,01/01/2012,31/12/2500
07099910,112,01/01/2012,31/12/2500
07099920,112,01/01/2012,31/12/2500
07099940,112,01/01/2012,31/12/2500
07099950,112,01/01/2012,31/12/2500
07099960,112,01/01/2012,31/12/2500
07099990,112,01/01/2012,31/12/2500
07101000,112,01/01/1988,31/12/2500
07102100,112,01/01/1988,31/12/2500
07102200,112,01/01/1988,31/12/2500
07102900,112,01/01/1988,31/12/2500
07103000,112,01/01/1988,31/12/2500
07104000,112,01/01/1988,31/12/2500
07108010,112,01/01/1988,31/12/2500
07108051,112,01/01/1988,31/12/2500
07108059,112,01/01/1988,31/12/2500
07108060,112,01/01/1988,31/12/1995
07108061,112,01/01/1996,31/12/2500
07108069,112,01/01/1996,31/12/2500
07108070,112,01/01/1988,31/12/2500
07108080,112,01/01/1988,31/12/2500
07108085,112,01/01/1994,31/12/2500
07108090,112,01/01/1988,31/12/1993
07108095,112,01/01/1994,31/12/2500
07109000,112,01/01/1988,31/12/2500
07111000,122,01/01/1988,31/12/2001
07112010,122,01/01/1988,31/12/2500
07112090,122,01/01/1988,31/12/2500
07113000,122,01/01/1988,31/12/2006
07114000,122,01/01/1988,31/12/2500
07115100,122,01/01/2002,31/12/2500
07115900,122,01/01/2002,31/12/2500
07119010,122,01/01/1988,31/12/2500
07119030,122,01/01/1988,31/12/2500
07119040,122,01/01/1993,31/12/2001
07119050,122,01/01/2002,31/12/2500
07119060,122,01/01/1993,31/12/2001
07119070,122,01/01/2007,31/12/2500
07119080,122,01/01/2002,31/12/2500
07119090,122,01/01/1988,31/12/2500
07121000,122,01/01/1988,31/12/1995
07122000,122,01/01/1988,31/12/2500
07123000,122,01/01/1988,31/12/2001
07123100,122,01/01/2002,31/12/2500
07123200,122,01/01/2002,31/12/2500
07123300,122,01/01/2002,31/12/2500
07123900,122,01/01/2002,31/12/2500
07129005,122,01/01/1996,31/12/2500
07129011,122,01/01/1988,31/12/2500
07129019,122,01/01/1988,31/12/2500
07129030,122,01/01/1988,31/12/2500
07129050,122,01/01/1988,31/12/2500
07129090,122,01/01/1988,31/12/2500
07131010,112,01/01/1993,31/12/2500
07131011,112,01/01/1988,31/12/1992
07131019,112,01/01/1988,31/12/1992
07131090,112,01/01/1988,31/12/2500
07132000,112,01/01/1997,31/12/2500
07132010,112,01/01/1988,31/12/1996
07132090,112,01/01/1988,31/12/1996
07133100,112,01/01/1997,31/12/2500
07133110,112,01/01/1988,31/12/1996
07133190,112,01/01/1988,31/12/1996
07133200,112,01/01/1997,31/12/2500
07133210,112,01/01/1988,31/12/1996
07133290,112,01/01/1988,31/12/1996
07133310,112,01/01/1988,31/12/2500
07133390,112,01/01/1988,31/12/2500
07133400,112,01/01/2012,31/12/2500
07133500,112,01/01/2012,31/12/2500
07133900,112,01/01/2012,31/12/2500
07133910,112,01/01/1988,31/12/1996
07133990,112,01/01/1988,31/12/1996
07134000,112,01/01/1997,31/12/2500
07134010,112,01/01/1988,31/12/1996
07134090,112,01/01/1988,31/12/1996
07135000,112,01/01/1997,31/12/2500
07135010,112,01/01/1988,31/12/1996
07135090,112,01/01/1988,31/12/1996
07136000,112,01/01/2012,31/12/2500
07139000,112,01/01/2012,31/12/2500
07139010,112,01/01/1988,31/12/2003
07139090,112,01/01/1988,31/12/2003
07141000,112,01/01/2013,31/12/2500
07141010,112,01/01/1988,31/12/2007
07141090,112,01/01/1988,31/12/1988
07141091,112,01/01/1989,31/12/2012
07141098,112,01/01/2008,31/12/2012
07141099,112,01/01/1989,31/12/2007
07142000,112,01/01/1988,31/12/1988
07142010,112,01/01/1989,31/12/2500
07142090,112,01/01/1989,31/12/2500
07143000,112,01/01/2013,31/12/2500
07143010,112,01/01/2012,31/12/2012
07143090,112,01/01/2012,31/12/2012
07144000,112,01/01/2013,31/12/2500
07144010,112,01/01/2012,31/12/2012
07144090,112,01/01/2012,31/12/2012
07145000,112,01/01/2013,31/12/2500
07145010,112,01/01/2012,31/12/2012
07145090,112,01/01/2012,31/12/2012
07149010,112,01/01/1988,31/12/1988
07149011,112,01/01/1989,31/12/2011
07149012,112,01/01/2012,31/12/2012
07149018,112,01/01/2012,31/12/2012
07149019,112,01/01/1989,31/12/2011
07149020,112,01/01/2013,31/12/2500
07149090,112,01/01/1988,31/12/2500
08011010,111,01/01/1988,31/12/1995
08011090,111,01/01/1988,31/12/1995
08011100,111,01/01/1996,31/12/2500
08011200,111,01/01/2012,31/12/2500
08011900,111,01/01/2012,31/12/2500
08012000,112,01/01/1988,31/12/1995
08012100,112,01/01/1996,31/12/2500
08012200,112,01/01/1996,31/12/2500
08013000,112,01/01/1988,31/12/1995
08013100,112,01/01/1996,31/12/2500
08013200,112,01/01/1996,31/12/2500
08021110,112,01/01/1988,31/12/2500
08021190,112,01/01/1988,31/12/2500
08021210,112,01/01/1988,31/12/2500
08021290,112,01/01/1988,31/12/2500
08022100,112,01/01/1988,31/12/2500
08022200,112,01/01/1988,31/12/2500
08023100,112,01/01/1988,31/12/2500
08023200,112,01/01/1988,31/12/2500
08024000,112,01/01/1988,31/12/2011
08024100,112,01/01/2012,31/12/2500
08024200,112,01/01/2012,31/12/2500
08025000,112,01/01/1988,31/12/2011
08025100,112,01/01/2012,31/12/2500
08025200,112,01/01/2012,31/12/2500
08026000,112,01/01/2007,31/12/2011
08026100,112,01/01/2012,31/12/2500
08026200,112,01/01/2012,31/12/2500
08027000,112,01/01/2012,31/12/2500
08028000,112,01/01/2012,31/12/2500
08029010,112,01/01/2012,31/12/2500
08029020,112,01/01/2001,31/12/2011
08029030,112,01/01/1988,31/12/2000
08029050,112,01/01/1993,31/12/2500
08029060,112,01/01/1995,31/12/2006
08029080,112,01/01/1993,31/12/1994
08029085,112,01/01/1995,31/12/2500
08029090,112,01/01/1988,31/12/1992
08030010,112,01/01/1988,31/12/1993
08030011,112,01/01/1994,31/12/2011
08030019,112,01/01/1994,31/12/2011
08030090,112,01/01/1988,31/12/2011
08031010,112,01/01/2012,31/12/2500
08031090,112,01/01/2012,31/12/2500
08039010,112,01/01/2012,31/12/2500
08039090,112,01/01/2012,31/12/2500
08041000,112,01/01/1988,31/12/2500
08042010,112,01/01/1988,31/12/2500
08042090,112,01/01/1988,31/12/2500
08043000,112,01/01/1988,31/12/2500
08044000,112,01/01/2000,31/12/2500
08044010,112,01/01/1988,31/12/1995
08044020,112,01/01/1996,31/12/1999
08044090,112,01/01/1988,31/12/1999
08044095,112,01/01/1996,31/12/1999
08045000,112,01/01/1988,31/12/2500
08051001,112,01/01/1995,31/12/1997
08051005,112,01/01/1995,31/12/1997
08051009,112,01/01/1995,31/12/1997
08051010,112,01/01/1998,31/12/2004
08051011,112,01/01/1988,31/12/1997
08051015,112,01/01/1988,31/12/1997
08051019,112,01/01/1988,31/12/1997
08051020,112,01/01/2005,31/12/2016
