CN 2021,BEC Rev. 4,START,END
72083299,220,01/01/1988,31/12/1995
72083310,220,01/01/1988,31/12/1995
72083391,220,01/01/1988,31/12/1995
72083399,220,01/01/1988,31/12/1995
72083410,220,01/01/1988,31/12/1995
72083490,220,01/01/1988,31/12/1995
72083510,220,01/01/1988,31/12/1995
72083590,220,01/01/1991,31/12/1995
72083591,220,01/01/1988,31/12/1990
72083593,220,01/01/1988,31/12/1990
72083599,220,01/01/1988,31/12/1990
72083600,220,01/01/1996,31/12/2500
72083700,220,01/01/2004,31/12/2500
72083710,220,01/01/1996,31/12/2003
72083790,220,01/01/1996,31/12/2003
72083800,220,01/01/2004,31/12/2500
72083810,220,01/01/1996,31/12/2003
72083890,220,01/01/1996,31/12/2003
72083900,220,01/01/2004,31/12/2500
72083910,220,01/01/1996,31/12/2003
72083990,220,01/01/1996,31/12/2003
72084000,220,01/01/2004,31/12/2500
72084010,220,01/01/1996,31/12/2003
72084090,220,01/01/1996,31/12/2003
72084100,220,01/01/1988,31/12/1995
72084210,220,01/01/1988,31/12/1995
72084230,220,01/01/1988,31/12/1995
72084251,220,01/01/1988,31/12/1995
72084259,220,01/01/1988,31/12/1995
72084291,220,01/01/1988,31/12/1995
72084299,220,01/01/1988,31/12/1995
72084310,220,01/01/1988,31/12/1995
72084391,220,01/01/1988,31/12/1995
72084399,220,01/01/1988,31/12/1995
72084410,220,01/01/1988,31/12/1995
72084490,220,01/01/1988,31/12/1995
72084510,220,01/01/1988,31/12/1995
72084590,220,01/01/1991,31/12/1995
72084591,220,01/01/1988,31/12/1990
72084593,220,01/01/1988,31/12/1990
72084599,220,01/01/1988,31/12/1990
72085110,220,01/01/1996,31/12/2003
72085120,220,01/01/2004,31/12/2500
72085130,220,01/01/1996,31/12/2003
72085150,220,01/01/1996,31/12/2003
72085191,220,01/01/1996,31/12/2500
72085198,220,01/01/2004,31/12/2500
72085199,220,01/01/1996,31/12/2003
72085210,220,01/01/2005,31/12/2500
72085220,220,01/01/2004,31/12/2004
72085280,220,01/01/2004,31/12/2004
72085291,220,01/01/2005,31/12/2500
72085299,220,01/01/2005,31/12/2500
72085300,220,01/01/2004,31/12/2004
72085310,220,01/01/2005,31/12/2500
72085390,220,01/01/2005,31/12/2500
72085400,220,01/01/2004,31/12/2500
72085410,220,01/01/1996,31/12/2003
72085490,220,01/01/1996,31/12/2003
72089000,220,01/01/2004,31/12/2005
72089010,220,01/01/1988,31/12/2003
72089020,220,01/01/2006,31/12/2500
72089080,220,01/01/2006,31/12/2500
72089090,220,01/01/1988,31/12/2003
72091100,220,01/01/1988,31/12/1995
72091210,220,01/01/1988,31/12/1995
72091290,220,01/01/1988,31/12/1995
72091310,220,01/01/1988,31/12/1995
72091390,220,01/01/1988,31/12/1995
72091410,220,01/01/1988,31/12/1995
72091490,220,01/01/1988,31/12/1995
72091500,220,01/01/1996,31/12/2500
72091610,220,01/01/1996,31/12/2500
72091690,220,01/01/1996,31/12/2500
72091710,220,01/01/1996,31/12/2500
72091790,220,01/01/1996,31/12/2500
72091810,220,01/01/1996,31/12/2500
72091891,220,01/01/1996,31/12/2500
72091899,220,01/01/1996,31/12/2500
72092100,220,01/01/1988,31/12/1995
72092210,220,01/01/1988,31/12/1995
72092290,220,01/01/1988,31/12/1995
72092310,220,01/01/1988,31/12/1995
72092390,220,01/01/1988,31/12/1995
72092410,220,01/01/1988,31/12/1995
72092491,220,01/01/1988,31/12/1995
72092499,220,01/01/1988,31/12/1995
72092500,220,01/01/1996,31/12/2500
72092610,220,01/01/1996,31/12/2500
72092690,220,01/01/1996,31/12/2500
72092710,220,01/01/1996,31/12/2500
72092790,220,01/01/1996,31/12/2500
72092810,220,01/01/1996,31/12/2500
72092890,220,01/01/1996,31/12/2500
72093100,220,01/01/1988,31/12/1995
72093210,220,01/01/1988,31/12/1995
72093290,220,01/01/1988,31/12/1995
72093310,220,01/01/1988,31/12/1995
72093390,220,01/01/1988,31/12/1995
72093410,220,01/01/1988,31/12/1995
72093490,220,01/01/1988,31/12/1995
72094100,220,01/01/1988,31/12/1995
72094210,220,01/01/1988,31/12/1995
72094290,220,01/01/1988,31/12/1995
72094310,220,01/01/1988,31/12/1995
72094390,220,01/01/1988,31/12/1995
72094410,220,01/01/1988,31/12/1995
72094490,220,01/01/1988,31/12/1995
72099000,220,01/01/2004,31/12/2005
72099010,220,01/01/1988,31/12/2003
72099020,220,01/01/2006,31/12/2500
72099080,220,01/01/2006,31/12/2500
72099090,220,01/01/1988,31/12/2003
72101100,220,01/01/2004,31/12/2500
72101110,220,01/01/1988,31/12/2003
72101190,220,01/01/1988,31/12/2003
72101211,220,01/01/1988,31/12/2003
72101219,220,01/01/1988,31/12/2003
72101220,220,01/01/2004,31/12/2500
72101280,220,01/01/2004,31/12/2500
72101290,220,01/01/1988,31/12/2003
72102000,220,01/01/2004,31/12/2500
72102010,220,01/01/1988,31/12/2003
72102090,220,01/01/1988,31/12/2003
72103000,220,01/01/2004,31/12/2500
72103010,220,01/01/1996,31/12/2003
72103090,220,01/01/1996,31/12/2003
72103110,220,01/01/1988,31/12/1995
72103190,220,01/01/1988,31/12/1995
72103910,220,01/01/1988,31/12/1995
72103990,220,01/01/1988,31/12/1995
72104100,220,01/01/2004,31/12/2500
72104110,220,01/01/1988,31/12/2003
72104190,220,01/01/1988,31/12/2003
72104900,220,01/01/2004,31/12/2500
72104910,220,01/01/1988,31/12/2003
72104990,220,01/01/1988,31/12/2003
72105000,220,01/01/2004,31/12/2500
72105010,220,01/01/1988,31/12/2003
72105090,220,01/01/1988,31/12/2003
72106011,220,01/01/1988,31/12/1995
72106019,220,01/01/1988,31/12/1995
72106090,220,01/01/1988,31/12/1995
72106100,220,01/01/2004,31/12/2500
72106110,220,01/01/1996,31/12/2003
72106190,220,01/01/1996,31/12/2003
72106900,220,01/01/2004,31/12/2500
72106910,220,01/01/1996,31/12/2003
72106990,220,01/01/1996,31/12/2003
72107010,220,01/01/2004,31/12/2500
72107011,220,01/01/1988,31/12/1990
72107019,220,01/01/1988,31/12/1990
72107021,220,01/01/1991,31/12/1991
72107029,220,01/01/1991,31/12/1991
72107031,220,01/01/1992,31/12/2003
72107039,220,01/01/1992,31/12/2003
72107080,220,01/01/2004,31/12/2500
72107090,220,01/01/1988,31/12/2003
72109010,220,01/01/1988,31/12/2003
72109030,220,01/01/2004,31/12/2500
72109031,220,01/01/1988,31/12/2003
72109033,220,01/01/1988,31/12/2003
72109035,220,01/01/1988,31/12/1995
72109038,220,01/01/1996,31/12/2003
72109039,220,01/01/1988,31/12/1995
72109040,220,01/01/2004,31/12/2500
72109080,220,01/01/2004,31/12/2500
72109090,220,01/01/1988,31/12/2003
72111100,220,01/01/1988,31/12/1995
72111210,220,01/01/1988,31/12/1995
72111290,220,01/01/1988,31/12/1995
72111300,220,01/01/1996,31/12/2500
72111400,220,01/01/2004,31/12/2500
72111410,220,01/01/1996,31/12/2003
72111490,220,01/01/1996,31/12/2003
72111900,220,01/01/2004,31/12/2500
72111910,220,01/01/1988,31/12/1995
72111920,220,01/01/1996,31/12/2003
72111990,220,01/01/1996,31/12/2003
72111991,220,01/01/1988,31/12/1995
72111999,220,01/01/1988,31/12/1995
72112100,220,01/01/1988,31/12/1995
72112210,220,01/01/1988,31/12/1995
72112290,220,01/01/1988,31/12/1995
72112310,220,01/01/1996,31/12/2003
72112320,220,01/01/2004,31/12/2500
72112330,220,01/01/2004,31/12/2500
72112351,220,01/01/1996,31/12/2003
72112380,220,01/01/2004,31/12/2500
72112391,220,01/01/1996,31/12/2003
72112399,220,01/01/1996,31/12/2003
72112900,220,01/01/2004,31/12/2500
72112910,220,01/01/1988,31/12/1995
72112920,220,01/01/1996,31/12/2003
72112950,220,01/01/1996,31/12/2003
72112990,220,01/01/1996,31/12/2003
72112991,220,01/01/1988,31/12/1995
72112999,220,01/01/1988,31/12/1995
72113010,220,01/01/1988,31/12/1995
72113031,220,01/01/1988,31/12/1995
72113039,220,01/01/1988,31/12/1995
72113050,220,01/01/1988,31/12/1995
72113090,220,01/01/1988,31/12/1995
72114110,220,01/01/1988,31/12/1995
72114191,220,01/01/1988,31/12/1995
72114195,220,01/01/1988,31/12/1995
72114199,220,01/01/1988,31/12/1995
72114910,220,01/01/1988,31/12/1995
72114991,220,01/01/1988,31/12/1995
72114999,220,01/01/1988,31/12/1995
72119000,220,01/01/2004,31/12/2005
72119011,220,01/01/1988,31/12/2003
72119019,220,01/01/1988,31/12/2003
72119020,220,01/01/2006,31/12/2500
72119080,220,01/01/2006,31/12/2500
72119090,220,01/01/1988,31/12/2003
72121010,220,01/01/1988,31/12/2500
72121090,220,01/01/2004,31/12/2500
72121091,220,01/01/1988,31/12/2003
72121093,220,01/01/1988,31/12/2003
72121099,220,01/01/1988,31/12/2003
72122000,220,01/01/2004,31/12/2500
72122011,220,01/01/1996,31/12/2003
72122019,220,01/01/1996,31/12/2003
72122090,220,01/01/1996,31/12/2003
72122111,220,01/01/1988,31/12/1995
72122119,220,01/01/1988,31/12/1995
72122190,220,01/01/1988,31/12/1995
72122911,220,01/01/1988,31/12/1995
72122919,220,01/01/1988,31/12/1995
72122990,220,01/01/1988,31/12/1995
72123000,220,01/01/2004,31/12/2500
72123011,220,01/01/1988,31/12/2003
72123019,220,01/01/1988,31/12/2003
72123090,220,01/01/1988,31/12/2003
72124010,220,01/01/1988,31/12/2003
72124020,220,01/01/2004,31/12/2500
72124080,220,01/01/2004,31/12/2500
72124091,220,01/01/1988,31/12/2003
72124093,220,01/01/1988,31/12/2003
72124095,220,01/01/1991,31/12/2003
72124098,220,01/01/1991,31/12/2003
72124099,220,01/01/1988,31/12/1990
72125010,220,01/01/1988,31/12/2003
72125020,220,01/01/2004,31/12/2500
72125030,220,01/01/2004,31/12/2500
72125031,220,01/01/1988,31/12/2003
72125039,220,01/01/1988,31/12/1995
72125040,220,01/01/2004,31/12/2500
72125051,220,01/01/1988,31/12/2003
72125058,220,01/01/1996,31/12/2003
72125059,220,01/01/1988,31/12/1995
72125061,220,01/01/2004,31/12/2500
72125069,220,01/01/2004,31/12/2500
72125071,220,01/01/1988,31/12/1995
72125073,220,01/01/1988,31/12/1995
72125075,220,01/01/1988,31/12/2003
72125085,220,01/01/1990,31/12/1995
72125090,220,01/01/2004,31/12/2500
72125091,220,01/01/1988,31/12/2003
72125093,220,01/01/1988,31/12/2003
72125097,220,01/01/1988,31/12/2003
72125098,220,01/01/1990,31/12/1995
72125099,220,01/01/1996,31/12/2003
72126000,220,01/01/2004,31/12/2500
72126011,220,01/01/1988,31/12/2003
72126019,220,01/01/1988,31/12/2003
72126091,220,01/01/1988,31/12/2003
72126093,220,01/01/1988,31/12/2003
72126099,220,01/01/1988,31/12/2003
72131000,220,01/01/1988,31/12/2500
72132000,220,01/01/1988,31/12/2500
72133100,220,01/01/1988,31/12/1993
72133110,220,01/01/1994,31/12/1994
72133120,220,01/01/1995,31/12/1995
72133181,220,01/01/1995,31/12/1995
72133189,220,01/01/1995,31/12/1995
72133190,220,01/01/1994,31/12/1994
72133900,220,01/01/1988,31/12/1993
72133910,220,01/01/1994,31/12/1995
72133990,220,01/01/1994,31/12/1995
72134100,220,01/01/1988,31/12/1995
72134900,220,01/01/1988,31/12/1995
72135000,220,01/01/1988,31/12/1989
72135010,220,01/01/1990,31/12/1994
72135020,220,01/01/1995,31/12/1995
72135081,220,01/01/1995,31/12/1995
72135089,220,01/01/1995,31/12/1995
72135090,220,01/01/1990,31/12/1994
72139110,220,01/01/1996,31/12/2500
72139120,220,01/01/1996,31/12/2500
72139141,220,01/01/1996,31/12/2500
72139149,220,01/01/1996,31/12/2500
72139170,220,01/01/1996,31/12/2500
72139190,220,01/01/1996,31/12/2500
72139910,220,01/01/1996,31/12/2500
72139990,220,01/01/1996,31/12/2500
72141000,220,01/01/1988,31/12/2500
72142000,220,01/01/1988,31/12/2500
72143000,220,01/01/1988,31/12/2500
72144010,220,01/01/1988,31/12/1995
72144020,220,01/01/1995,31/12/1995
72144031,220,01/01/1994,31/12/1994
72144039,220,01/01/1994,31/12/1994
72144051,220,01/01/1995,31/12/1995
72144059,220,01/01/1995,31/12/1995
72144080,220,01/01/1995,31/12/1995
72144090,220,01/01/1994,31/12/1994
72144091,220,01/01/1988,31/12/1993
72144099,220,01/01/1988,31/12/1993
72145010,220,01/01/1988,31/12/1995
72145031,220,01/01/1994,31/12/1995
72145039,220,01/01/1994,31/12/1995
72145090,220,01/01/1994,31/12/1995
72145091,220,01/01/1988,31/12/1993
72145099,220,01/01/1988,31/12/1993
72146000,220,01/01/1988,31/12/1995
72149110,220,01/01/1996,31/12/2500
72149190,220,01/01/1996,31/12/2500
72149910,220,01/01/1996,31/12/2500
72149931,220,01/01/1996,31/12/2500
72149939,220,01/01/1996,31/12/2500
72149950,220,01/01/1996,31/12/2500
72149961,220,01/01/1996,31/12/2003
72149969,220,01/01/1996,31/12/2003
72149971,220,01/01/2004,31/12/2500
72149979,220,01/01/2004,31/12/2500
72149980,220,01/01/1996,31/12/2003
72149990,220,01/01/1996,31/12/2003
72149995,220,01/01/2004,31/12/2500
72151000,220,01/01/1988,31/12/2500
72152000,220,01/01/1988,31/12/1989
72152010,220,01/01/1990,31/12/1995
72152090,220,01/01/1990,31/12/1995
72153000,220,01/01/1988,31/12/1995
72154000,220,01/01/1988,31/12/1995
72155011,220,01/01/1996,31/12/2500
72155019,220,01/01/1996,31/12/2500
72155030,220,01/01/1996,31/12/2003
72155080,220,01/01/2004,31/12/2500
72155090,220,01/01/1996,31/12/2003
72159000,220,01/01/2004,31/12/2500
72159010,220,01/01/1988,31/12/2003
72159090,220,01/01/1988,31/12/2003
72161000,220,01/01/1988,31/12/2500
72162100,220,01/01/1988,31/12/2500
72162200,220,01/01/1988,31/12/2500
72163100,220,01/01/1988,31/12/1989
72163110,220,01/01/2004,31/12/2500
72163111,220,01/01/1990,31/12/2003
72163119,220,01/01/1990,31/12/2003
72163190,220,01/01/2004,31/12/2500
72163191,220,01/01/1990,31/12/2003
72163199,220,01/01/1990,31/12/2003
72163200,220,01/01/1988,31/12/1989
72163211,220,01/01/1990,31/12/2500
72163219,220,01/01/1990,31/12/2500
72163291,220,01/01/1990,31/12/2500
72163299,220,01/01/1990,31/12/2500
72163300,220,01/01/1988,31/12/1989
72163310,220,01/01/1990,31/12/2500
72163390,220,01/01/1990,31/12/2500
72164010,220,01/01/1988,31/12/2500
72164090,220,01/01/1988,31/12/2500
72165010,220,01/01/1988,31/12/2500
72165090,220,01/01/1988,31/12/1993
72165091,220,01/01/1994,31/12/2500
72165099,220,01/01/1994,31/12/2500
72166010,220,01/01/1988,31/12/1988
72166011,220,01/01/1989,31/12/1995
72166019,220,01/01/1989,31/12/1995
72166090,220,01/01/1988,31/12/1995
72166110,220,01/01/1996,31/12/2500
72166190,220,01/01/1996,31/12/2500
72166900,220,01/01/1996,31/12/2500
72169010,220,01/01/1988,31/12/1995
72169050,220,01/01/1988,31/12/1995
72169060,220,01/01/1989,31/12/1995
72169091,220,01/01/1988,31/12/1995
72169093,220,01/01/1989,31/12/1995
72169095,220,01/01/1989,31/12/1995
72169097,220,01/01/1989,31/12/1995
72169098,220,01/01/1989,31/12/1995
72169099,220,01/01/1988,31/12/1988
72169110,220,01/01/1996,31/12/2500
72169130,220,01/01/1996,31/12/2003
72169150,220,01/01/1996,31/12/2003
72169180,220,01/01/2004,31/12/2500
72169190,220,01/01/1996,31/12/2003
72169900,220,01/01/2004,31/12/2500
72169910,220,01/01/1996,31/12/2003
72169990,220,01/01/1996,31/12/2003
72171010,220,01/01/1996,31/12/2500
72171031,220,01/01/1996,31/12/2500
72171039,220,01/01/1996,31/12/2500
72171050,220,01/01/1996,31/12/2500
72171090,220,01/01/1996,31/12/2500
72171110,220,01/01/1988,31/12/1995
72171190,220,01/01/1988,31/12/1990
72171191,220,01/01/1991,31/12/1995
72171199,220,01/01/1991,31/12/1995
72171210,220,01/01/1988,31/12/1995
72171290,220,01/01/1988,31/12/1995
72171311,220,01/01/1988,31/12/1995
72171319,220,01/01/1988,31/12/1995
72171391,220,01/01/1988,31/12/1995
72171399,220,01/01/1988,31/12/1995
72171910,220,01/01/1988,31/12/1995
72171990,220,01/01/1988,31/12/1995
72172010,220,01/01/1996,31/12/2500
72172030,220,01/01/1996,31/12/2500
72172050,220,01/01/1996,31/12/2500
72172090,220,01/01/1996,31/12/2500
72172100,220,01/01/1988,31/12/1995
72172200,220,01/01/1988,31/12/1995
72172300,220,01/01/1988,31/12/1995
72172900,220,01/01/1988,31/12/1995
72173011,220,01/01/1996,31/12/2003
72173019,220,01/01/1996,31/12/2003
72173031,220,01/01/1996,31/12/2003
72173039,220,01/01/1996,31/12/2003
72173041,220,01/01/2004,31/12/2500
72173049,220,01/01/2004,31/12/2500
72173050,220,01/01/1996,31/12/2500
72173090,220,01/01/1996,31/12/2500
72173100,220,01/01/1988,31/12/1995
72173200,220,01/01/1988,31/12/1995
72173300,220,01/01/1988,31/12/1995
72173900,220,01/01/1988,31/12/1995
72179010,220,01/01/1996,31/12/2003
72179020,220,01/01/2004,31/12/2500
72179030,220,01/01/1996,31/12/2003
72179050,220,01/01/1996,31/12/2500
72179090,220,01/01/1996,31/12/2500
72181000,220,01/01/1988,31/12/2500
72189011,220,01/01/1988,31/12/1995
72189013,220,01/01/1988,31/12/1995
72189015,220,01/01/1988,31/12/1995
72189019,220,01/01/1988,31/12/1995
72189030,220,01/01/1988,31/12/1995
72189050,220,01/01/1988,31/12/1995
72189091,220,01/01/1988,31/12/1995
72189099,220,01/01/1988,31/12/1995
72189110,220,01/01/2004,31/12/2500
72189111,220,01/01/1996,31/12/2003
72189119,220,01/01/1996,31/12/2003
72189180,220,01/01/2004,31/12/2500
72189190,220,01/01/1996,31/12/2003
72189911,220,01/01/1996,31/12/2500
72189919,220,01/01/1996,31/12/2500
72189920,220,01/01/1996,31/12/2500
72189980,220,01/01/2004,31/12/2500
72189991,220,01/01/1996,31/12/2003
72189999,220,01/01/1996,31/12/2003
72191100,220,01/01/1996,31/12/2500
72191110,220,01/01/1988,31/12/1995
72191190,220,01/01/1988,31/12/1995
72191210,220,01/01/1988,31/12/2500
72191290,220,01/01/1988,31/12/2500
72191310,220,01/01/1988,31/12/2500
72191390,220,01/01/1988,31/12/2500
72191410,220,01/01/1988,31/12/2500
72191490,220,01/01/1988,31/12/2500
72192110,220,01/01/1996,31/12/2500
72192111,220,01/01/1990,31/12/1995
72192119,220,01/01/1990,31/12/1995
72192190,220,01/01/1988,31/12/2500
72192210,220,01/01/1988,31/12/2500
72192290,220,01/01/1988,31/12/2500
72192300,220,01/01/1996,31/12/2500
72192310,220,01/01/1988,31/12/1995
72192390,220,01/01/1988,31/12/1995
72192400,220,01/01/1996,31/12/2500
72192410,220,01/01/1988,31/12/1995
72192490,220,01/01/1988,31/12/1995
72193100,220,01/01/1996,31/12/2500
72193110,220,01/01/1988,31/12/1995
72193190,220,01/01/1988,31/12/1995
72193210,220,01/01/1988,31/12/2500
72193290,220,01/01/1988,31/12/2500
72193310,220,01/01/1988,31/12/2500
72193390,220,01/01/1988,31/12/2500
72193410,220,01/01/1988,31/12/2500
72193490,220,01/01/1988,31/12/2500
72193510,220,01/01/1988,31/12/2500
72193590,220,01/01/1988,31/12/2500
72199000,220,01/01/2004,31/12/2005
72199010,220,01/01/1996,31/12/2003
72199011,220,01/01/1988,31/12/1995
72199019,220,01/01/1988,31/12/1995
72199020,220,01/01/2006,31/12/2500
72199080,220,01/01/2006,31/12/2500
72199090,220,01/01/1996,31/12/2003
72199091,220,01/01/1988,31/12/1995
72199099,220,01/01/1988,31/12/1995
72201100,220,01/01/1988,31/12/2500
72201200,220,01/01/1988,31/12/2500
72202010,220,01/01/1988,31/12/2003
72202021,220,01/01/2004,31/12/2500
72202029,220,01/01/2004,31/12/2500
72202031,220,01/01/1988,31/12/2003
72202039,220,01/01/1988,31/12/2003
72202041,220,01/01/2004,31/12/2500
72202049,220,01/01/2004,31/12/2500
72202051,220,01/01/1988,31/12/2003
72202059,220,01/01/1988,31/12/2003
72202081,220,01/01/2004,31/12/2500
72202089,220,01/01/2004,31/12/2500
72202091,220,01/01/1988,31/12/2003
72202099,220,01/01/1988,31/12/2003
72209000,220,01/01/2004,31/12/2005
72209011,220,01/01/1988,31/12/2003
72209019,220,01/01/1988,31/12/2003
72209020,220,01/01/2006,31/12/2500
72209031,220,01/01/1988,31/12/2003
72209039,220,01/01/1988,31/12/2003
72209080,220,01/01/2006,31/12/2500
72209090,220,01/01/1988,31/12/2003
72210010,220,01/01/1988,31/12/2500
72210090,220,01/01/1988,31/12/2500
72221011,220,01/01/1988,31/12/1995
72221019,220,01/01/1988,31/12/1995
72221021,220,01/01/1994,31/12/1995
72221029,220,01/01/1994,31/12/1995
72221031,220,01/01/1994,31/12/1995
72221039,220,01/01/1994,31/12/1995
72221051,220,01/01/1990,31/12/1993
72221059,220,01/01/1990,31/12/1993
72221081,220,01/01/1994,31/12/1995
72221089,220,01/01/1994,31/12/1995
72221091,220,01/01/1988,31/12/1989
72221099,220,01/01/1988,31/12/1993
72221111,220,01/01/1996,31/12/2500
72221119,220,01/01/1996,31/12/2500
72221121,220,01/01/1996,31/12/2003
72221129,220,01/01/1996,31/12/2003
72221181,220,01/01/2004,31/12/2500
72221189,220,01/01/2004,31/12/2500
72221191,220,01/01/1996,31/12/2003
72221199,220,01/01/1996,31/12/2003
72221910,220,01/01/1996,31/12/2500
72221990,220,01/01/1996,31/12/2500
72222010,220,01/01/1988,31/12/1990
72222011,220,01/01/1991,31/12/2500
72222019,220,01/01/1991,31/12/2500
72222021,220,01/01/1994,31/12/2500
72222029,220,01/01/1994,31/12/2500
72222031,220,01/01/1994,31/12/2500
72222039,220,01/01/1994,31/12/2500
72222081,220,01/01/1994,31/12/2500
72222089,220,01/01/1994,31/12/2500
72222090,220,01/01/1988,31/12/1990
72222091,220,01/01/1991,31/12/1993
72222099,220,01/01/1991,31/12/1993
72223010,220,01/01/1988,31/12/2003
72223051,220,01/01/1988,31/12/2500
72223059,220,01/01/1988,31/12/1995
72223091,220,01/01/1988,31/12/2500
72223097,220,01/01/2004,31/12/2500
72223098,220,01/01/1996,31/12/2003
72223099,220,01/01/1988,31/12/1995
72224010,220,01/01/1996,31/12/2500
72224011,220,01/01/1988,31/12/1995
72224019,220,01/01/1988,31/12/1995
72224030,220,01/01/1988,31/12/2003
72224050,220,01/01/2004,31/12/2500
72224090,220,01/01/2004,31/12/2500
72224091,220,01/01/1988,31/12/2003
72224093,220,01/01/1988,31/12/2003
72224099,220,01/01/1988,31/12/2003
72230010,220,01/01/1988,31/12/1993
72230011,220,01/01/1994,31/12/2500
72230019,220,01/01/1994,31/12/2500
72230090,220,01/01/1988,31/12/1993
72230091,220,01/01/1994,31/12/2500
72230099,220,01/01/1994,31/12/2500
72241000,220,01/01/1988,31/12/2003
72241010,220,01/01/2004,31/12/2500
72241090,220,01/01/2004,31/12/2500
72249001,220,01/01/1990,31/12/2003
72249002,220,01/01/2004,31/12/2500
72249003,220,01/01/2004,31/12/2500
72249005,220,01/01/1993,31/12/2500
72249007,220,01/01/2004,31/12/2500
72249008,220,01/01/1993,31/12/2003
72249009,220,01/01/1990,31/12/1992
72249011,220,01/01/1988,31/12/1989
72249014,220,01/01/2004,31/12/2500
72249015,220,01/01/1990,31/12/2003
72249018,220,01/01/2004,31/12/2500
72249019,220,01/01/1988,31/12/2003
72249030,220,01/01/1988,31/12/1992
72249031,220,01/01/1993,31/12/2500
72249038,220,01/01/2004,31/12/2500
72249039,220,01/01/1993,31/12/2003
72249090,220,01/01/2004,31/12/2500
72249091,220,01/01/1988,31/12/2003
72249099,220,01/01/1988,31/12/2003
72251010,220,01/01/1988,31/12/1995
72251091,220,01/01/1988,31/12/1995
72251099,220,01/01/1988,31/12/1995
72251100,220,01/01/1996,31/12/2500
72251910,220,01/01/1996,31/12/2500
72251990,220,01/01/1996,31/12/2500
72252000,220,01/01/2004,31/12/2006
72252010,220,01/01/1991,31/12/1992
72252011,220,01/01/1988,31/12/1990
72252019,220,01/01/1988,31/12/1990
72252020,220,01/01/1993,31/12/2003
72252030,220,01/01/1988,31/12/1992
72252090,220,01/01/1988,31/12/2003
72253000,220,01/01/1988,31/12/2003
72253010,220,01/01/2004,31/12/2500
72253030,220,01/01/2007,31/12/2500
72253090,220,01/01/2004,31/12/2500
72254010,220,01/01/1988,31/12/1995
72254012,220,01/01/2004,31/12/2500
72254015,220,01/01/2007,31/12/2500
72254020,220,01/01/1996,31/12/2003
72254030,220,01/01/1988,31/12/1995
72254040,220,01/01/2004,31/12/2500
72254050,220,01/01/1988,31/12/2003
72254060,220,01/01/2004,31/12/2500
72254070,220,01/01/1988,31/12/1995
72254080,220,01/01/1996,31/12/2003
72254090,220,01/01/2004,31/12/2500
72255000,220,01/01/1996,31/12/2006
72255010,220,01/01/1991,31/12/1995
72255020,220,01/01/2007,31/12/2500
72255080,220,01/01/2007,31/12/2500
72255090,220,01/01/1991,31/12/1995
72259010,220,01/01/1988,31/12/1995
72259090,220,01/01/1988,31/12/1995
72259100,220,01/01/2007,31/12/2500
72259110,220,01/01/1996,31/12/2003
72259190,220,01/01/1996,31/12/2003
72259200,220,01/01/2007,31/12/2500
72259210,220,01/01/1996,31/12/2003
72259290,220,01/01/1996,31/12/2003
72259900,220,01/01/2007,31/12/2500
72259910,220,01/01/1996,31/12/2003
72259990,220,01/01/1996,31/12/2003
72261010,220,01/01/1988,31/12/1995
72261030,220,01/01/1988,31/12/1994
72261031,220,01/01/1995,31/12/1995
72261039,220,01/01/1995,31/12/1995
72261091,220,01/01/1988,31/12/1995
72261099,220,01/01/1988,31/12/1995
72261100,220,01/01/2004,31/12/2500
72261110,220,01/01/1996,31/12/2003
72261190,220,01/01/1996,31/12/2003
72261910,220,01/01/1996,31/12/2500
72261930,220,01/01/1996,31/12/2003
72261980,220,01/01/2004,31/12/2500
72261990,220,01/01/1996,31/12/2003
72262000,220,01/01/2004,31/12/2500
72262010,220,01/01/1988,31/12/1992
72262020,220,01/01/1993,31/12/2003
72262031,220,01/01/1988,31/12/1992
72262039,220,01/01/1988,31/12/1992
72262051,220,01/01/1988,31/12/1992
72262059,220,01/01/1988,31/12/1992
72262071,220,01/01/1988,31/12/1992
72262079,220,01/01/1988,31/12/1992
72262080,220,01/01/1993,31/12/2003
72262090,220,01/01/1988,31/12/1992
72269100,220,01/01/1988,31/12/1990
72269110,220,01/01/1991,31/12/2003
72269120,220,01/01/2004,31/12/2500
72269190,220,01/01/1991,31/12/2003
72269191,220,01/01/2004,31/12/2500
72269199,220,01/01/2004,31/12/2500
72269200,220,01/01/2004,31/12/2500
72269210,220,01/01/1988,31/12/2003
72269290,220,01/01/1996,31/12/2003
72269291,220,01/01/1991,31/12/1995
72269299,220,01/01/1991,31/12/1995
72269300,220,01/01/2004,31/12/2006
72269320,220,01/01/1996,31/12/2003
72269380,220,01/01/1996,31/12/2003
72269400,220,01/01/2004,31/12/2006
72269420,220,01/01/1996,31/12/2003
72269480,220,01/01/1996,31/12/2003
72269900,220,01/01/2004,31/12/2006
72269910,220,01/01/2007,31/12/2500
72269911,220,01/01/1988,31/12/1992
72269919,220,01/01/1988,31/12/1992
72269920,220,01/01/1996,31/12/2003
72269930,220,01/01/2007,31/12/2500
72269931,220,01/01/1988,31/12/1992
72269939,220,01/01/1988,31/12/1992
72269970,220,01/01/2007,31/12/2500
72269980,220,01/01/1996,31/12/2003
72269990,220,01/01/1988,31/12/1992
72271000,220,01/01/1988,31/12/2500
72272000,220,01/01/1988,31/12/2500
72279010,220,01/01/1988,31/12/2500
72279030,220,01/01/1990,31/12/1995
72279050,220,01/01/1993,31/12/2500
