"nace2","NAME","Parent","Include","Include_Also","Exclude"
"33.17","Reparatur und Instandhaltung von Fahrzeugen a. n. g.","33.1","Diese Klasse umfasst die Reparatur und Instandhaltung von sonstigen Fahrzeugen der Abteilung 30, außer Kraft- und Fahrrädern.   Diese Klasse umfasst: - Reparatur und Instandhaltung von Schienenfahrzeugen (ohne werksseitigen Umbau oder Überholung) - Reparatur von Gespannfahrzeugen, die von Tieren gezogen werden",NA,"Diese Klasse umfasst nicht: - Werksseitiger Umbau oder Überholung von Schienenfahrzeugen (s. 30.20) - Reparatur und Instandhaltung von militärischen Kampffahrzeugen (s. 30.40) - Reparatur und Instandhaltung von Einkaufswagen (s. 33.11) - Reparatur und Instandhaltung von Schienenfahrzeugmotoren (s. 33.12) - Reparatur und Instandhaltung von Krafträdern (s. 45.40) - Reparatur von Fahrrädern (s. 95.29)"
"33.19","Reparatur von sonstigen Ausrüstungen","33.1","Diese Klasse umfasst die Reparatur und Instandhaltung von Ausrüstungen, die in keine andere Gruppe dieser Abteilung fallen.  Diese Klasse umfasst: - Reparatur von Fischernetzen, einschließlich Ausbessern - Reparatur von Seilen, Leinen und Planen - Reparatur von Säcken zur Lagerung von Düngemitteln und Chemikalien - Reparatur oder Instandsetzung von Paletten, Transportfässern und ähnlichen Gegenständen aus Holz - Reparatur von Flippern und sonstiger Münzspielgeräten - Restaurierung von Orgeln und historischen Musikinstrumenten",NA,"Diese Klasse umfasst nicht: - Reparatur von Wohn- oder Büromöbeln, Restaurierung von Möbeln (s. 95.24) - Reparatur von Fahrrädern (s. 95.29) - Reparatur und Änderung von Bekleidung (s. 95.29)"
"33.2","Installation von Maschinen und –Ausrüstungen a. n. g.","33",NA,NA,NA
"33.20","Installation von Maschinen und –Ausrüstungen a. n. g.","33.2","Diese Klasse umfasst die fachgerechte Installation von Maschinen. Die Installation von Ausrüstungen, die einen festen Bestandteil eines Gebäudes oder eines Bauwerkes bilden, beispielsweise die elektrische Verkabelung, der Einbau von Rolltreppen, Einbruchsicherungen oder Klimaanlagen gehören zum Baugewerbe/Bau.  Diese Klasse umfasst: - Installation von Industriemaschinen in Fabrikationsanlagen - Montage von industriellen Prozesssteuerungseinrichtungen - Installation von sonstigem technischen Bedarf, z. B.:   • nachrichtentechnische Anlagen   • Großrechner (Mainframes) und ähnliche Computer   • Bestrahlungs- und elektromedizinische Geräte - Abbau von Großmaschinen - Tätigkeit von Maschinenschlossern - Einrichten von Maschinen - Aufbau von Bowlingbahnen",NA,"Diese Klasse umfasst nicht: - Installation von Aufzügen, Rolltreppen, Automatiktüren, Staubsaugersystemen usw. (s. 43.29) - Installation von Türen, Treppen, Ladeneinrichtungen, Möbeln usw. (s. 43.32) - Installieren (Einrichten) von Arbeitsplatzrechnern (PC) (s. 62.09)"
"35","Energieversorgung","D",NA,NA,NA
"35.1","Elektrizitätsversorgung","35","Diese Gruppe umfasst die Erzeugung großer Elektrizitätsmengen, deren Übertragung von den Erzeugungsanlagen an Verteilerstationen und die Verteilung an die Endverbraucher.",NA,NA
"35.11","Elektrizitätserzeugung","35.1","Diese Klasse umfasst: - Betrieb von Stromerzeugungsanlagen; dazu zählen fossilthermische Kraftwerke, Kernkraft-, Wasserkraft-, Gasturbinen- und Dieselkraftwerke sowie mit erneuerbaren Energieträgern betriebene Kraftwerke",NA,"Diese Klasse umfasst nicht: - Erzeugung von Elektrizität durch das Verbrennen von Abfällen (s. 38.21)"
"35.12","Elektrizitätsübertragung","35.1","Diese Klasse umfasst: - Betrieb von Übertragungssystemen, welche die Elektrizität von der Erzeugungsanlage zum Verteilungsnetz leiten",NA,NA
"35.13","Elektrizitätsverteilung","35.1","Diese Klasse umfasst: - Betrieb von Verteilungsnetzen (bestehend aus Leitungen, Leitungsmasten, Zählern und Kabel), welche die von der Erzeugungsanlage oder dem Übertragungssystem gelieferte Elektrizität zum Endverbraucher leiten",NA,NA
"35.14","Elektrizitätshandel","35.1","Diese Klasse umfasst: - Verkauf von Elektrizität an den Verbraucher - Tätigkeiten von Handelsmaklern oder Handelsvertretern, die den Verkauf von Elektrizität über Stromverteilungsnetze vermitteln, die von Dritten betrieben werden - Betrieb von Einrichtungen zum Austausch von Leistungs- und Übertragungskapazitäten für Elektrizität",NA,NA
"35.2","Gasversorgung","35","Diese Gruppe umfasst die Erzeugung von Gas und die Verteilung von Erd- oder Synthesegas an den Verbraucher durch Rohrleitungen. Eingeschlossen sind Anbieter oder Makler, die den Verkauf von Gas über Gasverteilungsnetze vermitteln, die von Dritten betrieben werden.   Der selbstständige Betrieb von Gas(fern)leitungen, die Gaserzeuger mit -verteilern oder verschiedene Ballungsgebiete miteinander verbinden, gehört nicht zu dieser Gruppe, sondern zum Transport in Rohrfernleitungen.",NA,NA
"35.21","Gaserzeugung","35.2","Diese Klasse umfasst: - Erzeugung von Gas für Versorgungszwecke durch Verkokung von Kohle, aus landwirtschaftlichen Nebenerzeugnissen oder aus Reststoffen - Erzeugung von gasförmigen Brennstoffen mit einem spezifischen Heizwert aus Gasen verschiedenen Ursprungs (einschließlich Erdgas) durch Reinigung, Mischung und andere Verfahren",NA,"Diese Klasse umfasst nicht: - Förderung von Erdgas (s. 06.20) - Betrieb von Koksöfen (s. 19.10) - Mineralölverarbeitung (s. 19.20) - Herstellung von Industriegasen (s. 20.11)"
"35.22","Gasverteilung durch Rohrleitungen","35.2","Diese Klasse umfasst: - Verteilung gasförmiger Brennstoffe aller Art durch Rohrleitungssysteme",NA,"Diese Klasse umfasst nicht: - Transport von Gas in Rohrfernleitungen (s. 49.50)"
"35.23","Gashandel durch Rohrleitungen","35.2","Diese Klasse umfasst: - Verkauf von Gas durch Rohrleitungen an den Verbraucher - Tätigkeiten von Handelsmaklern oder Handelsvertretern, die den Verkauf von Gas über Rohrleitungsnetze vermitteln, die von Dritten betrieben werden - Austausch von gasförmigen Brennstoffen und von Transportkapazitäten für solche Brennstoffe",NA,"Diese Klasse umfasst nicht: - Großhandel mit gasförmigen Brennstoffen (s. 46.71) - Einzelhandel mit Flaschengas (s. 47.78) - Direktverkauf von Brennstoffen (s. 47.99)"
"35.3","Wärme- und Kälteversorgung","35",NA,NA,NA
"35.30","Wärme- und Kälteversorgung","35.3","Diese Klasse umfasst: - Erzeugung, Sammlung und Verteilung von Dampf und Warmwasser zum Heizen, zur Energiegewinnung und zu anderen Zwecken - Erzeugung und Verteilung von gekühlter Luft - Erzeugung und Verteilung von Kühlwasser - Erzeugung von Eis für Ernährungs- und andere Zwecke (z. B. zur Kühlung)",NA,NA
"36","Wasserversorgung","E","Diese Abteilung umfasst die Versorgung von Haushalten und kommerziellen Abnehmern mit Wasser, das auf unterschiedliche Art gewonnen und verteilt werden kann.",NA,NA
"36.0","Wasserversorgung","36",NA,NA,NA
"36.00","Wasserversorgung","36.0","Diese Klasse umfasst Tätigkeiten zur Versorgung von Haushalten und kommerziellen Abnehmern mit Wasser. Das Wasser kann auf unterschiedliche Weise gewonnen und verteilt werden.  Diese Klasse umfasst: - Wassergewinnung aus Flüssen, Seen, Brunnen usw. - Sammeln von Regenwasser - Reinigen von Wasser zum Zwecke der Wasserversorgung - Aufbereitung von Wasser für industrielle und andere Zwecke - Meer- und Grundwasserentsalzung, hauptsächlich zur Wassergewinnung - Verteilung von Wasser mittels Rohrleitungen, Lastkraftwagen oder auf andere Weise - Betrieb von Bewässerungskanälen","Eingeschlossen ist der Betrieb von Bewässerungskanälen; nicht eingeschlossen sind der Betrieb von Sprinkleranlagen und ähnliche Hilfsdienstleistungen für die Landwirtschaft.","Diese Klasse umfasst nicht: - Betrieb von landwirtschaftlichen Bewässerungsanlagen (s. 01.61) - Abwasseraufbereitung zum Zwecke des Umweltschutzes (s. 37.00) - Transport von Wasser in Rohrfernleitungen (s. 49.50)"
"37","Abwasserentsorgung","E","Diese Abteilung umfasst den Betrieb von Kanalnetzen oder Kläranlagen zur Sammlung, Behandlung und Beseitigung von Abwasser.",NA,NA
"37.0","Abwasserentsorgung","37",NA,NA,NA
"37.00","Abwasserentsorgung","37.0","Diese Klasse umfasst: - Betrieb von Abwasserkanälen oder Kläranlagen - Sammlung und Abtransport von Abwässern aus Haushalten und Unternehmen, sowie Sammlung und Transport von Regenwasser in Kanalisationsnetzen, Sammelbecken, Behältern und Transportmitteln (Abwassertankwagen usw.) - Leeren und Reinigen von Senkgruben, Faulbecken und Sickergruben sowie chemischen Toiletten - Behandlung von Abwässern (aus Haushalten und Unternehmen, aus Schwimmbecken usw.) durch physikalische, chemische und biologische Verfahren wie Verdünnen, Sieben, Filtern, Absetzverfahren usw. - Wartung und Reinigung von Abwasserkanälen, auch mittels Stangen",NA,"Diese Klasse umfasst nicht: - Dekontaminierung von Oberflächen- und Grundwasser am Ort der Verschmutzung (s. 39.00) - Reinigen von und Beseitigung von Verstopfungen in Entwässerungsrohren in Gebäuden (s. 43.22)"
"38","Sammlung, Behandlung und Beseitigung von Abfällen; Rückgewinnung","E","Diese Abteilung umfasst die Sammlung, Behandlung und Beseitigung von Abfallstoffen.","Dazu zählt auch die kommunale Beförderung von Abfallstoffen und der Betrieb von Anlagen der stofflichen Rückgewinnung (d. h. von Anlagen, die Wertstoffe aus Abfallströmen heraussortieren).",NA
"38.1","Sammlung von Abfällen","38","Diese Gruppe umfasst die Sammlung von Haushalts-, Industrie- und Gewerbeabfällen in Mülltonnen, fahrbaren Behältern, Containern usw. Es handelt sich sowohl um nicht gefährliche als auch um gefährliche Abfälle. Eingeschlossen sind z. B. Haushaltsabfälle, Altbatterien, verbrauchte Speiseöle und –fette, Altöle aus Schiffen und Reparaturwerkstätten sowie Bauschutt und Abbruchmaterial.",NA,NA
"38.11","Sammlung nicht gefährlicher Abfälle","38.1","Diese Klasse umfasst: - Sammlung von nicht gefährlichen festen Abfällen (Müll) auf kommunaler Ebene; z. B. Sammlung von Haushalts-, Industrie- und Gewerbeabfällen in Mülltonnen, fahrbaren Behältern, Containern usw. Diese Abfälle können gemischte verwertbare Stoffe enthalten. - Sammlung von recyclingfähigen Stoffen - Leeren von Abfallkörben an öffentlichen Plätzen","Diese Klasse umfasst ferner: - Sammlung von Bauschutt und Abbruchmaterial - Sammlung und Beseitigung von Abbruchstoffen, Schutt und Gebüsch - Sammlung von Abfällen aus Textilfabriken - Betrieb von Umladestationen für nicht gefährliche Abfälle","Diese Klasse umfasst nicht: - Sammlung gefährlicher Abfälle (s. 38.12) - Betrieb von Deponien für nicht gefährliche Abfälle (s. 38.21) - Betrieb von Anlagen, in denen gemischte verwertbare Stoffe wie Papier, Kunststoffe u. Ä. nach Kategorien sortiert werden (s. 38.32)"
"38.12","Sammlung gefährlicher Abfälle","38.1","Diese Klasse umfasst die Sammlung von (festen und nichtfesten) gefährlichen Abfällen mit explosionsgefährlicher, brandfördernder, entzündlicher, giftiger, reizender, krebserzeugender, ätzender, ansteckender oder anderweitig schädlicher Wirkung auf Mensch und Umwelt. Dies kann die Ermittlung, Behandlung, Verpackung und Kennzeichnung von Abfällen zum Zwecke des Transports beinhalten.  Diese Klasse umfasst: - Sammlung gefährlicher Abfälle, z. B.   • Altöl aus Schiffen und Reparaturwerkstätten   • biogefährliche Abfälle   • radioaktive Abfälle   • Altbatterien usw. - Betrieb von Umladestationen für Sondermüll",NA,"Diese Klasse umfasst nicht: - Sanierung und Säuberung von kontaminierten Gebäuden, Bergwerksstandorten, Böden und Grundwasser (z. B. Asbestbeseitigung) (s. 39.00)"
"38.2","Abfallbehandlung und Beseitigung","38","Diese Gruppe umfasst die Beseitigung von verschiedenen Abfällen mittels unterschiedlicher Verfahren und die dafür erforderliche Vorbehandlung, z. B.: Behandlung organischer Abfälle zum Zwecke der Entsorgung; Behandlung und Entsorgung von kontaminierten lebenden oder toten Tieren und von kontaminierten Abfällen sowie von schwach radioaktiven Abfällen aus Krankenhäusern usw.; Verbringung von Abfällen zu Land und Versenkung oder Einleitung in Gewässer; Vergraben oder Unterpflügen von Abfällen; umweltverträgliche Entsorgung von Altwaren wie Kühlschränken; Abfallverbrennung. Inbegriffen ist auch die Energiegewinnung durch Abfallverbrennung.",NA,"Diese Gruppe umfasst nicht: - Behandlung und Entsorgung von Abwässern (s. 37.00) - Rückgewinnung von Wertstoffen (s. 38.3)"
"38.21","Behandlung und Beseitigung nicht gefährlicher Abfälle","38.2","Diese Klasse umfasst die Vorbehandlung und Beseitigung (fester und nichtfester) nicht gefährlicher Abfälle durch: - Betrieb von Deponien - Verbrennen oder andere Verfahren, mit oder ohne damit verbundene Erzeugung von Elektrizität, Dampf, Kompost, Ersatzbrennstoffen, Biogas, Asche oder anderen Nebenprodukten zur Weiterverwendung usw. - Vorbehandlung organischer Abfälle zum Zwecke der Beseitigung",NA,"Diese Klasse umfasst nicht: - Verbrennung von Sondermüll (s. 38.22) - Betrieb von Anlagen, in denen vermischte Wertstoffe wie z. B. Papier, Kunststoffe, leere Getränkedosen und Metalle sortiert werden (s. 38.32) - Dekontaminierung und Säuberung von Böden oder Wasser; Entseuchung bzw. Vorbehandlung toxischer Stoffe (s. 39.00)"
"38.22","Behandlung und Beseitigung gefährlicher Abfälle","38.2","Diese Klasse umfasst die Vorbehandlung und Beseitigung von (festen und nichtfesten) gefährlichen Abfällen mit explosionsgefährlicher, brandfördernder, entzündlicher, giftiger, reizender, gesundheitsschädlicher, Krebs erzeugender, ätzender, ansteckender oder anderweitig schädlicher Wirkung auf Mensch und Umwelt.  Diese Klasse umfasst: - Betrieb von Anlagen zur Behandlung gefährlicher Abfälle - Behandlung und Entsorgung von kontaminierten lebenden oder toten Tieren und von kontaminierten Abfällen - Verbrennung gefährlicher Abfälle - umweltverträgliche Entsorgung von Altwaren wie Kühlschränken - Behandlung, Beseitigung und Lagerung radioaktiver Abfälle, einschließlich:    • Behandlung und Entsorgung von schwach radioaktiven Abfällen aus Krankenhäusern   • Umhüllung und Vorbehandlung von radioaktiven Abfällen zum Zwecke ihrer Lagerung",NA,"Diese Klasse umfasst nicht: - Wiederaufbereitung von Kernbrennstoffen (s. 20.13) - Verbrennung nicht gefährlicher Abfälle (s. 38.21) - Dekontaminierung und Säuberung von Böden oder Wasser; Verringerung der Toxizität von Giftstoffen (s. 39.00)"
"38.3","Rückgewinnung","38",NA,NA,NA
"38.31","Zerlegen von Schiffs- und Fahrzeugwracks und anderen Altwaren","38.3","Diese Klasse umfasst das Zerlegen aller Arten von Wracks und anderer Altwaren (Kraftwagen, Schiffe, Computer, Fernseh- und andere Geräte) zur Materialrückgewinnung.",NA,"Diese Klasse umfasst nicht: - umweltverträgliche Entsorgung von Altwaren wie Kühlschränken (s. 38.22) - Zerlegen von Kraftwagen, Schiffen, Computern, Fernseh- und anderen Geräten zur Gewinnung von wiederverkäuflichen Einzelteilen (s. Abschnitt G)"
"38.32","Rückgewinnung sortierter Werkstoffe","38.3","Diese Klasse umfasst die Verarbeitung von metallischen und nichtmetallischen Altmaterialien, Reststoffen und Erzeugnissen zu Sekundärrohstoffen, in der Regel unter Einsatz eines mechanischen oder chemischen Umwandlungsverfahrens.   Beispiele für die angewandten mechanischen oder chemischen Verarbeitungsprozesse: - mechanisches Zerkleinern von Metallschrott aus gebrauchten Kraftwagen, Waschmaschinen, Fahrrädern usw. - Zusammenpressen großer Metallteile bzw. -erzeugnisse, wie Eisenbahnwagons - Schreddern von metallischen Altmaterialien, Fahrzeugwracks usw. - andere mechanische Behandlungsmethoden wie Schneiden oder Pressen zur Reduzierung des Volumens - Rückgewinnung von Metallen aus fotografischen Abfällen wie Fixierlösung, Filme und Fotopapier - Rückgewinnung von Gummi, z. B. aus gebrauchten Reifen, zur Gewinnung von Sekundärrohstoffen - Sortieren und Pressen von Kunststoffen zur Gewinnung von Sekundärrohstoffen für die Herstellung von Rohren, Blumentöpfen, Paletten u. Ä. - Verarbeitung (Reinigen, Schmelzen, Mahlen) von Kunststoff- oder Gummiabfällen zu Granulaten - Zerkleinern, Reinigen und Sortieren von Glas - Zerkleinern, Reinigen und Sortieren von anderen Altmaterialien und Reststoffen, z. B. Abbruchmaterial, zur Gewinnung von Sekundärrohstoffen - Verarbeitung gebrauchter Speiseöle und -fette zu Sekundärrohstoffen - Verarbeitung sonstiger Abfälle und Reststoffe aus Nahrungsmitteln, Getränken und Tabak zu Sekundärrohstoffen","Eingeschlossen ist die Materialrückgewinnung aus Abfallströmen durch: 1. Aussortieren von Wertstoffen aus Strömen nicht gefährlichen Abfalls (d. h. aus dem Müll) oder 2. Sortierung von vermischten Wertstoffen (z. B. Papier, Kunststoffe, leere Getränkedosen und Metalle) in bestimmte Kategorien.","Diese Klasse umfasst nicht: - Herstellung von neuen Endprodukten aus (selbst oder nicht selbsthergestellten) Sekundärrohstoffen, z. B. Spinnen von Garn aus wiedergewonnenen Fasern, Erzeugen von Papiermasse aus Papierabfall, Runderneuern von Reifen oder Erzeugung von Metall aus Metallschrott (s. entsprechende Klassen in Abschnitt C – Verarbeitendes Gewerbe/Herstellung von Waren) - Wiederaufbereitung von Kernbrennstoffen (s. 20.13) - Einschmelzen von Eisenschrott (s. 24.10) - stoffliche Rückgewinnung bei der Verbrennung oder thermischen Behandlung (s. 38.2) - Behandlung und Beseitigung nicht gefährlicher Abfälle (s. 38.21) - Vorbehandlung organischer Abfälle zum Zwecke der Beseitigung, einschließlich der Erzeugung von Kompost (s. 38.21) - Energiegewinnung durch die Verbrennung nicht gefährlicher Abfälle (s. 38.21) - Behandlung und Entsorgung von schwach radioaktiven Abfällen aus Krankenhäusern usw. (s. 38.22) - Behandlung und Entsorgung von toxischen, kontaminierten Abfällen (s. 38.22) - Großhandel mit Altmaterialien und Reststoffen (s. 46.77)"
"39","Beseitigung von Umweltverschmutzungen und sonstige Entsorgung","E","Dieser Abschnitt umfasst Dienstleistungen zur Beseitigung von Umweltverschmutzungen, d. h. die Säuberung von kontaminierten Gebäuden, Standorten und Böden sowie von Oberflächen- und Grundwasser.",NA,NA
"39.0","Beseitigung von Umweltverschmutzungen und sonstige Entsorgung","39",NA,NA,NA
"39.00","Beseitigung von Umweltverschmutzungen und sonstige Entsorgung","39.0","Diese Klasse umfasst: - Dekontaminierung von Böden und Grundwasser am Ort der Verschmutzung oder anderweitig, z. B. unter Anwendung mechanischer, chemischer oder biologischer Verfahren - Dekontaminierung von Industrieanlagen oder –standorten, einschließlich Nuklearanlagen und –standorten - Dekontaminierung und Reinigung von Oberflächenwasser nach Verschmutzung, z. B. durch Einsammlung der Schadstoffe oder Einsatz von Chemikalien - Beseitigung von Öl- und anderen Verschmutzungen zu Land und zu Wasser - Entseuchung bzw. Vorbehandlung von toxischen Stoffen wie Asbest, Bleifarbe usw. - Beseitigung von Landminen und Ähnlichem (einschließlich Detonation) - sonstige spezielle Umweltschutzmaßnahmen",NA,"Diese Klasse umfasst nicht: - Schädlingsbekämpfung in der Landwirtschaft (s. 01.61) - Reinigen von Wasser zum Zwecke der Wasserversorgung (s. 36.00) - Behandlung und Beseitigung nicht gefährlicher Abfälle (s. 38.21) - Behandlung und Beseitigung gefährlicher Abfälle (s. 38.22) - Kehren und Reinigen von Straßen usw. (s. 81.29)"
"41","Hochbau","F","Diese Abteilung umfasst die Errichtung von Gebäuden aller Art. Dazu zählen Neubau, Instandsetzung, An- und Umbau, die Errichtung von vorgefertigten Gebäuden oder Bauwerken auf dem Baugelände sowie provisorischer Bauten.  Es handelt sich um den Bau von kompletten Wohn-, Büro- und Geschäftsgebäuden, öffentlichen Gebäuden, Gebäuden der Versorgungswirtschaft, landwirtschaftlichen Gebäuden usw.",NA,NA
"41.1","Erschließung von Grundstücken; Bauträger","41",NA,NA,NA
"41.10","Erschließung von Grundstücken; Bauträger","41.1","Diese Klasse umfasst: - Realisierung von Wohnungsbauvorhaben und anderen Bauvorhaben zum späteren Verkauf durch Sicherstellung der Finanzierung und technischen Ausführung",NA,"Diese Klasse umfasst nicht: - Bau von Gebäuden (s. 41.20) - Tätigkeiten von Architektur- und Ingenieurbüros (s. 71.1) - Projektmanagement für Bauvorhaben (s. 71.1)"
"41.2","Bau von Gebäuden","41","Diese Gruppe umfasst die vollständige Errichtung von Wohn- und Nichtwohngebäuden auf eigene Rechnung oder im Lohnauftrag. Die Bauarbeiten können zum Teil oder auch zur Gänze an Subunternehmer vergeben werden. Werden nur spezialisierte Bautätigkeiten ausgeführt, so fallen diese unter Abteilung 43.",NA,NA
"41.20","Bau von Gebäuden","41.2","Diese Klasse umfasst: - Errichtung von Wohngebäuden aller Art:   • Einfamilienhäuser   • Mehrfamilienhäuser einschließlich Hochhäuser - Errichtung von Nichtwohngebäuden aller Art:   • kommerzielle Gebäude wie Fabriken, Werkstätten, Montagewerke   • Krankenhäuser, Schulen, Bürogebäude   • Hotels, Geschäftslokale, Einkaufszentren, Gaststätten   • Flughafengebäude   • Sporthallen   • Parkhäuser und Tiefgaragen   • Lagerhäuser   • Kirchen und andere Sakralbauten - Errichtung von Fertigteil-Bauten auf der Baustelle","Diese Klasse umfasst ferner: - Umbau oder Renovierung bestehender Wohnanlagen","Diese Klasse umfasst nicht: - Bau von Industrieanlagen, die keine Gebäude sind (s. 42.99) - Tätigkeiten von Architektur- und Ingenieurbüros (s. 71.1) - Projektmanagement für Bauvorhaben (s. 71.1)"
"42","Tiefbau","F","Diese Abteilung umfasst den Bau von Tiefbauten. Dazu zählen Neubau, Instandsetzung, An- und Umbau, die Errichtung von vorgefertigten Bauwerken auf dem Baugelände sowie provisorischer Bauten.   Es handelt sich um große bauliche Anlagen wie Autobahnen, Straßen, Brücken, Tunnel, Bahnverkehrsstrecken, Rollbahnen, Häfen und andere Wasserbauten, Bewässerungsanlagen, Kanalisationen, Industrieanlagen, Rohrleitungen und elektrische Kabelnetze, Sportanlagen usw. Die Arbeiten können auf eigene Rechnung oder im Lohnauftrag ausgeführt werden. Ein Teil der Arbeiten, manchmal auch die gesamte praktische Arbeit, kann an Subunternehmer vergeben werden.",NA,NA
"42.1","Bau von Straßen und Bahnverkehrsstrecken","42",NA,NA,NA
"42.11","Bau von Straßen","42.1","Diese Klasse umfasst: - Bau von Autobahnen, Landstraßen, Straßen und Wegen - Belagsarbeiten an Straßen, Brücken und Tunneln:   • Asphaltieren von Straßen   • Markierung von Straßen u. Ä.   • Anbringen von Leitplanken, Verkehrszeichen u. Ä. - Bau von Rollbahnen",NA,"Diese Klasse umfasst nicht: - Montage von Straßenbeleuchtungen und elektrischen Signalen (s. 43.21) - Tätigkeiten von Architektur- und Ingenieurbüros (s. 71.1) - Projektmanagement für Bauvorhaben (s. 71.1)"
"42.12","Bau von Bahnverkehrsstrecken","42.1","Diese Klasse umfasst: - Bau von Bahnverkehrsstrecken",NA,"Diese Klasse umfasst nicht: - Montage von Beleuchtungen und elektrischen Signalen (s. 43.21) - Tätigkeiten von Architektur- und Ingenieurbüros (s. 71.1) - Projektmanagement für Bauvorhaben (s. 71.1)"
"42.13","Brücken- und Tunnelbau","42.1","Diese Klasse umfasst: - Bau von Brücken, auch für Hochstraßen - Bau von Tunneln",NA,"Diese Klasse umfasst nicht: - Montage von Beleuchtungen und elektrischen Signalen (s. 43.21) - Tätigkeiten von Architektur- und Ingenieurbüros (s. 71.1) - Projektmanagement für Bauvorhaben (s. 71.1)"
"42.2","Leitungstiefbau und Kläranlagenbau","42",NA,NA,NA
"42.21","Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau","42.2","Diese Klasse umfasst den Bau von Leitungen und von Bauwerken, die zu Versorgungsanlagen gehören.  Diese Klasse umfasst: - Bau von:   • Rohrfernleitungen und städtischen Rohrleitungen   • Wasserleitungen   • Bewässerungssystemen (Kanälen)   • Sammelbecken - Bau von:   • Kanalnetzen (einschließlich Reparatur)   • Abwasserbeseitigungsanlagen   • Pumpstationen","Diese Klasse umfasst ferner: - Brunnenbau","Diese Klasse umfasst nicht: - Projektmanagement für Tiefbautätigkeiten (s. 71.12)"
"42.22","Kabelnetzleitungstiefbau","42.2","Diese Klasse umfasst den Bau von Leitungen zur Verteilung von elektrischem Strom und von Fernmeldeleitungen sowie den Bau der damit untrennbar verbundenen Gebäude und Bauwerke.  Diese Klasse umfasst: - Bau von Tiefbauwerken für:   • Strom- und Kommunikationsleitungsnetzen (innerstädtische und über Land)   • Kraftwerken",NA,"Diese Klasse umfasst nicht: - Projektmanagement für Tiefbautätigkeiten (s. 71.12)"
"42.9","Sonstiger Tiefbau","42",NA,NA,NA
"42.91","Wasserbau","42.9","Diese Klasse umfasst: - Bau von:   • Wasserstraßen, Häfen (einschließlich Yachthäfen), Flussbauten, Schleusen usw.   • Talsperren und Deichen - Ausbaggern von Wasserstraßen",NA,"Diese Klasse umfasst nicht: - Projektmanagement für Tiefbautätigkeiten (s. 71.12)"
"42.99","Sonstiger Tiefbau a. n. g.","42.9","Diese Klasse umfasst: - Bau von Industrieanlagen (außer Gebäuden) wie:   • Raffinerien   • Chemiefabriken - Errichtung von Bauwerken, die keine Gebäude sind, wie:   • Sportanlagen","Diese Klasse umfasst ferner: - Flächenaufteilung mit Infrastrukturverbesserungen (z. B. Bau von zusätzlichen Straßen und Versorgungsanlagen)","Diese Klasse umfasst nicht: - Installation von Maschinen und Ausrüstungen (s. 33.20) - Flächenaufteilung ohne Infrastrukturverbesserungen (s. 68.10) - Projektmanagement für Tiefbautätigkeiten (s. 71.12)"
"43","Vorbereitende Baustellenarbeiten, Bauinstallation und sonstiges Ausbaugewerbe","F","Diese Abteilung umfasst den spezialisierten Hoch- und Tiefbau, also die Durchführung von Teilarbeiten an Hoch- und Tiefbauten oder die entsprechenden Vorarbeiten. Im Allgemeinen handelt es sich um spezialisierte Tätigkeiten, die besondere Fachkenntnisse bzw. Ausrüstungen erfordern. Dazu zählen Tätigkeiten wie Pfahlgründung, Fundamentarbeiten, Rohbau, Betonbau, Maurerarbeiten, Pflasterarbeiten, Gerüstbau, Dachdeckung usw. Die Errichtung von Stahlkonstruktionen zählt ebenfalls dazu, sofern die Einzelteile nicht von derselben Einheit hergestellt werden. Die Arbeiten des spezialisierten Hoch- und Tiefbaus werden in der Regel von Subunternehmern ausgeführt, besonders die entsprechenden Reparaturarbeiten werden jedoch unmittelbar für den Eigentümer ausgeführt.  Zu dieser Abteilung zählt ferner die Installation aller Arten von Anlagen der Versorgungstechnik, die für die Nutzung eines Gebäudes erforderlich sind. Diese Tätigkeiten werden meist auf dem Baugelände ausgeführt, manchmal findet jedoch auch eine werkseitige Vorfertigung statt. Hierunter fallen Tätigkeiten wie die Installation von Gas-, Wasser-, Heizungs-, Lüftungs- und Klimaanlagen, Antennen, Alarmanlagen und sonstigen elektrischen Anlagen, Sprinkleranlagen, Aufzügen, Rolltreppen usw. Ferner zählen dazu Abdichtarbeiten gegen Wasser, Wärme- und Schalldämmung, Blecharbeiten, Installation von Kühlanlagen für kommerzielle Nutzung, Installation von Beleuchtungs- und Signalanlagen für Straßen, Bahnverkehrsstrecken, Flughäfen, Häfen usw. Eingeschlossen sind auch die entsprechenden Reparaturarbeiten.   Sonstiger Ausbau beinhaltet Tätigkeiten, die für den Ausbau und die Fertigstellung eines Gebäudes erforderlich sind. Dazu zählen Glaserarbeiten, Putzarbeiten, Maler- und Dekorationsarbeiten, Verlegen von Bodenbelägen wie Fliesen, Parkett, Teppichböden usw. oder Verkleiden von Wänden mit Materialien wie Fliesen, Tapeten usw., Abschleifen von Fußböden, Zimmerei, Akustikarbeiten, Fassadenreinigung usw. Eingeschlossen sind auch die entsprechenden Reparaturarbeiten.  Die Vermietung von Baugeräten mit Bedienungspersonal wird nach der jeweils ausgeführten Bautätigkeit klassifiziert.","Baufertigstellung und Ausbauarbeiten sind ebenfalls eingeschlossen.",NA
