"ISIC Rev. 4","CPC 2.1","ISIC4partial","CPC21partial"
"2399","37940","1","0"
"2399","37950","1","0"
"2399","37960","1","0"
"2399","37990","1","0"
"2399","88539","1","0"
"2410","41111","1","0"
"2410","41112","1","0"
"2410","41113","1","0"
"2410","41114","1","0"
"2410","41115","1","0"
"2410","41116","1","0"
"2410","41117","1","0"
"2410","41121","1","0"
"2410","41122","1","0"
"2410","41211","1","0"
"2410","41212","1","0"
"2410","41213","1","0"
"2410","41214","1","0"
"2410","41221","1","0"
"2410","41222","1","0"
"2410","41223","1","0"
"2410","41224","1","0"
"2410","41231","1","0"
"2410","41232","1","0"
"2410","41233","1","0"
"2410","41234","1","0"
"2410","41239","1","0"
"2410","41241","1","0"
"2410","41242","1","0"
"2410","41243","1","0"
"2410","41244","1","0"
"2410","41251","1","0"
"2410","41252","1","0"
"2410","41253","1","0"
"2410","41261","1","0"
"2410","41262","1","0"
"2410","41263","1","0"
"2410","41264","1","0"
"2410","41265","1","0"
"2410","41266","1","0"
"2410","41267","1","0"
"2410","41271","1","0"
"2410","41272","1","0"
"2410","41273","1","0"
"2410","41285","1","0"
"2410","41286","1","0"
"2410","41287","1","0"
"2410","41288","1","0"
"2410","41289","1","0"
"2410","88601","1","0"
"2420","41310","1","0"
"2420","41320","1","0"
"2420","41330","1","0"
"2420","41340","1","0"
"2420","41350","1","0"
"2420","41411","1","0"
"2420","41412","1","0"
"2420","41413","1","0"
"2420","41421","1","0"
"2420","41422","1","0"
"2420","41431","1","0"
"2420","41432","1","0"
"2420","41441","1","0"
"2420","41442","1","0"
"2420","41443","1","0"
"2420","41511","1","0"
"2420","41512","1","0"
"2420","41513","1","0"
"2420","41514","1","0"
"2420","41515","1","0"
"2420","41516","1","0"
"2420","41521","1","0"
"2420","41522","1","0"
"2420","41523","1","0"
"2420","41524","1","0"
"2420","41531","1","0"
"2420","41532","1","0"
"2420","41533","1","0"
"2420","41534","1","0"
"2420","41535","1","0"
"2420","41536","1","0"
"2420","41542","1","0"
"2420","41544","1","0"
"2420","41545","1","0"
"2420","41547","1","0"
"2420","41601","1","0"
"2420","41602","1","0"
"2420","41603","1","0"
"2420","41604","1","0"
"2420","88602","1","0"
"2431","41281","1","0"
"2431","41282","1","0"
"2431","41283","1","0"
"2431","41284","1","0"
"2431","41291","1","0"
"2431","41292","1","0"
"2431","41293","1","0"
"2431","89310","1","0"
"2432","89320","0","0"
"2511","38702","1","0"
"2511","42110","1","0"
"2511","42120","1","0"
"2511","42190","1","0"
"2511","88711","1","0"
"2512","42210","1","0"
"2512","42220","1","0"
"2512","44823","1","0"
"2512","44825","1","0"
"2512","44833","1","0"
"2512","88712","1","0"
"2513","42310","1","0"
"2513","42320","1","0"
"2513","42330","1","0"
"2513","42341","1","0"
"2513","42342","1","0"
"2513","88713","1","0"
"2520","44720","1","0"
"2520","44730","1","0"
"2520","44740","1","0"
"2520","44760","1","0"
"2520","88720","1","0"
"2591","89330","0","0"
"2592","88731","1","0"
"2592","88732","1","0"
"2593","42913","1","0"
"2593","42914","1","0"
"2593","42915","1","0"
"2593","42916","1","0"
"2593","42921","1","0"
"2593","42922","1","0"
"2593","42992","1","0"
"2593","44750","1","0"
"2593","44916","1","0"
"2593","88733","1","0"
"2599","42911","1","0"
"2599","42912","1","1"
"2599","42931","1","0"
"2599","42932","1","0"
"2599","42941","1","0"
"2599","42942","1","0"
"2599","42943","1","0"
"2599","42944","1","0"
"2599","42945","1","0"
"2599","42946","1","0"
"2599","42950","1","0"
"2599","42991","1","0"
"2599","42993","1","0"
"2599","42994","1","0"
"2599","42995","1","0"
"2599","42996","1","0"
"2599","42997","1","0"
"2599","42998","1","0"
"2599","42999","1","0"
"2599","46931","1","0"
"2599","49540","1","1"
"2599","88739","1","0"
"2610","45281","1","0"
"2610","46215","1","0"
"2610","47110","1","1"
"2610","47120","1","1"
"2610","47130","1","0"
"2610","47140","1","0"
"2610","47150","1","0"
"2610","47160","1","0"
"2610","47171","1","1"
"2610","47172","1","1"
"2610","47173","1","0"
"2610","47223","1","1"
"2610","47920","1","0"
"2610","48315","1","1"
"2610","48354","1","1"
"2610","88741","1","0"
"2620","45142","1","0"
"2620","45180","1","1"
"2620","45220","1","0"
"2620","45230","1","0"
"2620","45240","1","0"
"2620","45250","1","0"
"2620","45261","1","0"
"2620","45262","1","0"
"2620","45263","1","0"
"2620","45264","1","0"
"2620","45265","1","0"
"2620","45266","1","0"
"2620","45269","1","0"
"2620","45271","1","0"
"2620","45272","1","0"
"2620","45289","1","0"
"2620","45290","1","0"
"2620","47315","1","0"
"2620","47550","1","0"
"2620","88742","1","0"
"2630","46921","1","0"
"2630","46960","1","1"
"2630","47211","1","0"
"2630","47212","1","0"
"2630","47213","1","0"
"2630","47221","1","0"
"2630","47222","1","0"
"2630","47223","1","1"
"2630","47401","1","0"
"2630","47403","1","1"
"2630","88743","1","0"
"2640","38581","1","0"
"2640","47214","1","0"
"2640","47311","1","0"
"2640","47312","1","0"
"2640","47313","1","0"
"2640","47314","1","0"
"2640","47321","1","0"
"2640","47323","1","0"
"2640","47330","1","0"
"2640","47402","1","0"
"2640","47403","1","1"
"2640","88744","1","0"
"2651","47403","1","1"
"2651","48211","1","0"
"2651","48212","1","0"
"2651","48219","1","0"
"2651","48220","1","0"
"2651","48231","1","0"
"2651","48233","1","0"
"2651","48241","1","0"
"2651","48242","1","0"
"2651","48243","1","0"
"2651","48244","1","0"
"2651","48249","1","0"
"2651","48251","1","0"
"2651","48252","1","0"
"2651","48253","1","0"
"2651","48261","1","0"
"2651","48262","1","0"
"2651","48263","1","0"
"2651","48264","1","0"
"2651","48266","1","0"
"2651","48269","1","0"
"2651","48281","1","0"
"2651","48282","1","0"
"2651","48283","1","0"
"2651","48284","1","0"
"2651","48285","1","0"
"2651","88745","1","0"
"2652","48410","1","0"
"2652","48420","1","0"
"2652","48430","1","0"
"2652","48440","1","0"
"2652","48490","1","1"
"2652","88746","1","0"
"2660","48110","1","0"
"2660","48121","1","0"
"2660","48122","1","0"
"2660","48172","1","0"
"2660","88747","1","0"
"2670","47215","1","0"
"2670","48311","1","1"
"2670","48314","1","0"
"2670","48315","1","1"
"2670","48321","1","0"
"2670","48322","1","0"
"2670","48323","1","0"
"2670","48329","1","0"
"2670","48351","1","0"
"2670","48353","1","0"
"2670","48354","1","1"
"2670","88748","1","0"
"2680","47530","1","0"
"2680","47540","1","0"
"2680","47910","1","0"
"2680","88749","1","0"
"2710","46111","1","0"
"2710","46112","1","0"
"2710","46113","1","0"
"2710","46121","1","0"
"2710","46122","1","1"
"2710","46131","1","0"
"2710","46132","1","0"
"2710","46211","1","0"
"2710","46212","1","0"
"2710","46213","1","0"
"2710","46214","1","0"
"2710","46220","1","0"
"2710","88751","1","0"
"2720","46410","1","0"
"2720","46420","1","0"
"2720","46430","1","0"
"2720","88752","1","0"
"2731","46360","1","0"
"2731","48311","1","1"
"2731","88753","1","0"
"2732","46310","1","0"
"2732","46320","1","0"
"2732","46330","1","1"
"2732","46340","1","0"
"2732","46350","1","0"
"2732","88754","1","0"
"2733","46940","1","1"
"2733","88755","1","0"
"2740","46510","1","0"
"2740","46531","1","0"
"2740","46532","1","0"
"2740","46539","1","0"
"2740","46541","1","0"
"2740","46542","1","0"
"2740","46910","1","1"
"2740","46960","1","1"
"2740","88756","1","0"
"2750","42912","1","1"
"2750","44811","1","0"
"2750","44812","1","0"
"2750","44813","1","0"
"2750","44815","1","0"
"2750","44816","1","0"
"2750","44817","1","0"
"2750","44818","1","0"
"2750","44821","1","0"
"2750","44822","1","0"
"2750","44824","1","0"
"2750","44831","1","0"
"2750","44832","1","0"
"2750","88757","1","0"
"2790","44241","1","1"
"2790","44255","1","1"
"2790","46122","1","1"
"2790","46929","1","0"
"2790","46939","1","0"
"2790","46940","1","1"
"2790","46950","1","0"
"2790","46960","1","1"
"2790","47110","1","1"
"2790","47120","1","1"
"2790","47171","1","1"
"2790","47172","1","1"
"2790","88759","1","0"
"2811","43110","1","0"
"2811","43141","1","0"
"2811","43142","1","0"
"2811","43143","1","0"
"2811","43153","1","0"
"2811","43154","1","0"
"2811","43156","1","0"
"2811","88761","1","0"
"2812","43211","1","0"
"2812","43219","1","0"
"2812","43251","1","0"
"2812","88762","1","0"
"2813","43220","1","0"
"2813","43230","1","0"
"2813","43240","1","0"
"2813","43252","1","0"
"2813","43253","1","0"
"2813","43254","1","0"
"2813","88763","1","0"
"2814","43310","1","0"
"2814","43320","1","0"
"2814","43331","1","0"
"2814","43332","1","0"
"2814","88764","1","0"
"2815","43410","1","0"
"2815","43420","1","1"
"2815","43430","1","0"
"2815","88765","1","0"
"2816","43510","1","0"
"2816","43520","1","0"
"2816","43530","1","0"
"2816","43540","1","0"
"2816","43550","1","0"
"2816","43560","1","0"
"2816","43570","1","0"
"2816","43580","1","0"
"2816","49930","1","1"
"2816","88766","1","0"
"2817","44917","1","0"
"2817","44922","1","1"
"2817","45110","1","0"
"2817","45130","1","0"
"2817","45141","1","0"
"2817","45150","1","0"
"2817","45160","1","0"
"2817","45170","1","0"
"2817","45180","1","1"
"2817","88767","1","0"
"2818","44231","1","0"
"2818","44232","1","0"
"2818","44253","1","0"
"2818","88768","1","0"
"2819","43911","1","0"
"2819","43912","1","0"
"2819","43913","1","0"
"2819","43914","1","0"
"2819","43915","1","0"
"2819","43921","1","0"
"2819","43922","1","0"
"2819","43923","1","0"
"2819","43924","1","0"
"2819","43931","1","0"
"2819","43932","1","0"
"2819","43933","1","0"
"2819","43934","1","0"
"2819","43935","1","0"
"2819","43941","1","0"
"2819","43942","1","0"
"2819","43943","1","0"
"2819","43944","1","0"
"2819","43949","1","0"
"2819","44242","1","0"
"2819","44256","1","0"
"2819","44826","1","0"
"2819","48232","1","0"
"2819","88769","1","0"
"2821","44111","1","0"
"2821","44112","1","0"
"2821","44113","1","0"
"2821","44114","1","0"
"2821","44115","1","0"
"2821","44119","1","0"
"2821","44121","1","0"
"2821","44122","1","0"
"2821","44123","1","0"
"2821","44124","1","0"
"2821","44125","1","0"
"2821","44126","1","0"
"2821","44127","1","0"
"2821","44129","1","0"
"2821","44131","1","0"
"2821","44139","1","1"
"2821","44141","1","0"
"2821","44149","1","0"
"2821","44150","1","0"
"2821","44160","1","0"
"2821","44192","1","0"
"2821","44193","1","0"
"2821","44194","1","0"
"2821","44198","1","0"
"2821","44199","1","0"
"2821","49232","1","1"
"2821","88771","1","0"
"2822","44211","1","0"
"2822","44212","1","0"
"2822","44213","1","0"
"2822","44214","1","0"
"2822","44215","1","0"
"2822","44216","1","0"
"2822","44217","1","0"
"2822","44218","1","0"
"2822","44221","1","0"
"2822","44222","1","0"
"2822","44241","1","1"
"2822","44251","1","0"
"2822","44252","1","0"
"2822","44255","1","1"
"2822","88772","1","0"
"2823","44310","1","0"
"2823","44320","1","0"
"2823","88773","1","0"
"2824","44142","1","0"
"2824","44411","1","0"
"2824","44412","1","0"
"2824","44421","1","0"
"2824","44422","1","0"
"2824","44423","1","0"
"2824","44424","1","0"
"2824","44425","1","0"
"2824","44426","1","0"
"2824","44427","1","0"
"2824","44428","1","0"
"2824","44429","1","0"
"2824","44430","1","0"
"2824","44440","1","0"
"2824","44461","1","0"
"2824","44462","1","0"
"2824","88774","1","0"
"2825","44128","1","0"
"2825","44132","1","0"
"2825","44139","1","1"
"2825","44191","1","0"
"2825","44511","1","0"
"2825","44513","1","0"
"2825","44515","1","0"
"2825","44516","1","0"
"2825","44517","1","0"
"2825","44518","1","0"
"2825","44522","1","0"
"2825","44523","1","0"
"2825","88775","1","0"
"2826","44611","1","0"
"2826","44612","1","0"
"2826","44613","1","0"
"2826","44614","1","0"
"2826","44621","1","0"
"2826","44622","1","0"
"2826","44629","1","0"
"2826","44630","1","0"
"2826","44640","1","0"
"2826","44814","1","0"
"2826","44911","1","0"
"2826","88776","1","0"
"2829","38600","1","0"
"2829","43134","1","0"
"2829","44912","1","0"
"2829","44913","1","0"
"2829","44914","1","0"
"2829","44915","1","0"
"2829","44918","1","0"
"2829","44919","1","0"
"2829","44921","1","0"
"2829","44922","1","1"
"2829","44923","1","0"
"2829","44929","1","0"
"2829","88779","1","0"
"2910","43121","1","0"
"2910","43122","1","0"
"2910","43123","1","0"
"2910","49111","1","0"
"2910","49112","1","0"
"2910","49113","1","0"
"2910","49114","1","0"
"2910","49115","1","0"
"2910","49116","1","0"
"2910","49119","1","0"
"2910","49121","1","0"
"2910","88811","1","0"
"2920","49210","1","0"
"2920","49221","1","0"
"2920","49222","1","0"
"2920","49229","1","0"
"2920","88812","1","0"
"2930","38111","1","1"
"2930","43151","1","0"
"2930","46330","1","1"
"2930","46910","1","1"
"2930","46960","1","1"
"2930","49129","1","0"
"2930","49231","1","0"
"2930","49232","1","1"
"2930","88813","1","0"
"3011","49311","1","0"
"3011","49312","1","0"
"3011","49313","1","0"
"3011","49314","1","0"
"3011","49315","1","0"
"3011","49316","1","0"
"3011","49319","1","0"
"3011","49320","1","0"
"3011","49390","1","0"
"3011","88821","1","0"
"3012","49410","1","0"
"3012","49490","1","0"
"3012","88822","1","0"
"3020","38111","1","1"
"3020","49511","1","0"
"3020","49512","1","0"
"3020","49519","1","0"
"3020","49520","1","0"
"3020","49531","1","0"
"3020","49532","1","0"
"3020","49533","1","0"
"3020","49540","1","1"
"3020","88823","1","0"
"3030","38111","1","1"
"3030","43131","1","0"
"3030","43132","1","0"
"3030","43133","1","0"
"3030","43152","1","0"
"3030","43155","1","0"
"3030","49610","1","0"
"3030","49621","1","0"
"3030","49622","1","0"
"3030","49623","1","0"
"3030","49630","1","0"
"3030","49640","1","0"
"3030","88824","1","0"
"3040","44710","1","0"
"3040","88825","1","0"
"3091","49911","1","0"
"3091","49912","1","0"
"3091","49913","1","0"
"3091","49941","1","0"
"3091","88826","1","0"
"3092","38992","1","0"
"3092","49921","1","0"
"3092","49922","1","0"
"3092","49942","1","0"
"3092","88827","1","0"
"3099","49930","1","1"
"3099","88829","1","0"
"3100","38111","1","1"
"3100","38112","1","0"
"3100","38119","1","0"
"3100","38121","1","0"
"3100","38122","1","0"
"3100","38130","1","0"
"3100","38140","1","0"
"3100","38150","1","0"
"3100","38160","1","0"
"3100","88901","1","0"
"3211","38220","1","0"
"3211","38230","1","0"
"3211","38240","1","0"
"3211","38250","1","0"
"3211","48490","1","1"
"3211","88902","1","0"
"3212","38997","1","0"
"3212","48490","1","1"
"3212","88903","1","0"
"3220","38310","1","0"
"3220","38320","1","0"
"3220","38330","1","0"
"3220","38340","1","0"
"3220","38350","1","0"
"3220","38360","1","0"
"3220","88904","1","0"
"3230","29410","1","0"
"3230","38410","1","0"
"3230","38420","1","0"
"3230","38430","1","0"
"3230","38440","1","0"
"3230","38450","1","0"
"3230","88905","1","0"
"3240","38510","1","0"
"3240","38520","1","0"
"3240","38530","1","0"
"3240","38540","1","0"
"3240","38550","1","0"
"3240","38560","1","0"
"3240","38570","1","0"
"3240","38590","1","0"
"3240","88906","1","0"
"3250","35290","1","0"
"3250","35440","1","1"
"3250","43420","1","1"
"3250","48130","1","0"
"3250","48140","1","0"
"3250","48150","1","0"
"3250","48160","1","0"
"3250","48171","1","0"
"3250","48180","1","0"
"3250","48312","1","0"
"3250","48313","1","0"
"3250","48352","1","0"
"3250","88907","1","0"
"3290","32512","1","0"
"3290","36971","1","0"
"3290","38911","1","0"
"3290","38912","1","0"
"3290","38921","1","1"
"3290","38922","1","0"
"3290","38923","1","0"
"3290","38924","1","0"
"3290","38971","1","0"
"3290","38972","1","0"
"3290","38991","1","0"
"3290","38993","1","0"
"3290","38994","1","0"
"3290","38995","1","0"
"3290","38996","1","0"
"3290","38999","1","0"
"3290","47590","1","0"
"3290","88909","1","0"
"3311","87110","0","0"
"3312","87120","1","0"
"3312","87156","1","0"
"3313","87154","1","0"
"3313","87290","1","1"
"3314","87152","0","0"
"3315","87149","0","0"
"3319","87159","0","0"
"3320","54619","1","1"
"3320","87310","1","0"
"3320","87320","1","0"
"3320","87331","1","0"
"3320","87333","1","0"
"3320","87340","1","0"
"3320","87350","1","0"
"3320","87360","1","0"
"3320","87390","1","1"
"3510","17100","1","0"
"3510","33720","1","0"
"3510","69111","1","0"
"3510","69112","1","0"
"3510","86311","1","0"
"3510","86312","1","0"
"3520","17200","1","0"
"3520","69120","1","0"
"3520","86320","1","0"
"3530","17300","1","0"
"3530","17400","1","0"
"3530","69220","1","0"
"3530","86340","1","0"
"3600","18000","1","0"
"3600","69210","1","0"
"3600","69230","1","0"
"3600","86330","1","0"
"3600","86350","1","0"
"3700","94110","1","0"
"3700","94120","1","0"
"3811","94221","1","0"
"3811","94229","1","0"
"3811","94231","1","0"
"3811","94239","1","0"
"3811","94313","1","0"
"3811","94319","1","0"
"3812","94211","1","0"
"3812","94212","1","0"
"3812","94219","1","0"
"3812","94311","1","0"
"3821","94331","1","0"
"3821","94332","1","0"
"3821","94333","1","0"
"3821","94339","1","0"
"3822","94321","1","0"
"3822","94322","1","0"
"3830","36210","1","0"
"3830","89410","1","0"
"3830","89420","1","0"
"3830","94312","1","0"
"3900","94411","1","0"
"3900","94412","1","0"
"3900","94413","1","0"
"3900","94420","1","0"
"3900","94430","1","0"
"3900","94490","1","0"
"3900","94900","1","0"
"4100","53111","1","0"
"4100","53112","1","0"
"4100","53121","1","0"
"4100","53122","1","0"
"4100","53129","1","0"
"4100","54111","1","0"
"4100","54112","1","0"
"4100","54121","1","0"
"4100","54122","1","0"
"4100","54129","1","0"
"4100","54400","1","0"
"4210","53211","1","0"
"4210","53212","1","0"
"4210","53213","1","0"
"4210","53221","1","0"
"4210","53222","1","0"
"4210","54211","1","0"
"4210","54212","1","0"
"4210","54213","1","0"
"4210","54221","1","0"
"4210","54222","1","0"
"4220","53231","1","0"
"4220","53234","1","0"
"4220","53241","1","0"
"4220","53242","1","0"
"4220","53251","1","0"
"4220","53252","1","0"
"4220","53253","1","0"
"4220","53262","1","0"
"4220","54231","1","0"
"4220","54234","1","0"
"4220","54241","1","0"
"4220","54242","1","0"
"4220","54251","1","0"
"4220","54252","1","0"
"4220","54253","1","0"
"4220","54262","1","0"
"4220","54341","1","0"
"4220","54342","1","0"
"4290","53232","1","0"
"4290","53233","1","0"
"4290","53261","1","0"
"4290","53269","1","0"
"4290","53270","1","0"
"4290","53290","1","0"
"4290","54232","1","0"
"4290","54233","1","0"
"4290","54261","1","0"
"4290","54269","1","0"
"4290","54270","1","0"
"4290","54290","1","0"
"4311","54310","0","0"
"4312","54320","1","0"
"4312","54330","1","0"
"4321","54611","1","0"
"4321","54612","1","0"
"4321","54613","1","0"
"4321","54614","1","0"
"4321","54619","1","1"
"4322","54621","1","0"
"4322","54622","1","0"
"4322","54631","1","0"
"4322","54632","1","0"
"4322","54640","1","0"
"4329","54650","1","0"
"4329","54691","1","0"
"4329","87157","1","0"
"4330","54699","1","0"
"4330","54710","1","0"
"4330","54720","1","0"
"4330","54730","1","0"
"4330","54740","1","0"
"4330","54750","1","0"
"4330","54760","1","0"
"4330","54770","1","0"
"4330","54790","1","0"
"4390","54511","1","0"
"4390","54512","1","0"
"4390","54521","1","0"
"4390","54522","1","0"
"4390","54530","1","0"
"4390","54540","1","0"
"4390","54550","1","0"
"4390","54560","1","0"
"4390","54570","1","0"
"4390","54590","1","0"
"4520","87141","1","0"
"4520","87143","1","0"
"4540","87142","0","0"
"4911","64131","1","0"
"4911","64210","1","0"
"4912","65121","1","0"
"4912","65122","1","0"
"4912","65123","1","0"
"4912","65124","1","0"
"4912","65125","1","0"
"4912","65126","1","0"
"4912","65129","1","0"
"4921","64111","1","0"
"4921","64112","1","0"
"4921","64113","1","0"
"4922","64114","1","0"
"4922","64115","1","0"
"4922","64116","1","0"
"4922","64117","1","0"
"4922","64118","1","0"
"4922","64119","1","0"
"4922","64132","1","0"
"4922","64221","1","0"
"4922","64222","1","0"
"4922","64223","1","0"
"4922","66011","1","0"
"4923","65111","1","0"
"4923","65112","1","0"
"4923","65113","1","0"
"4923","65114","1","0"
"4923","65115","1","0"
"4923","65116","1","0"
"4923","65117","1","0"
"4923","65118","1","0"
"4923","65119","1","0"
"4923","66012","1","0"
"4930","65131","1","0"
"4930","65139","1","0"
"5011","64133","1","1"
"5011","64231","1","0"
"5011","64232","1","0"
"5011","64239","1","0"
"5011","66021","1","0"
"5012","65211","1","0"
"5012","65212","1","0"
"5012","65213","1","0"
"5012","65219","1","0"
"5012","66022","1","0"
"5021","64121","1","0"
"5021","64122","1","0"
"5021","64129","1","0"
"5021","64133","1","1"
"5021","66023","1","0"
"5022","65221","1","0"
"5022","65222","1","0"
"5022","65229","1","0"
"5022","66024","1","0"
"5110","64134","1","0"
"5110","64241","1","0"
"5110","64242","1","0"
"5110","64243","1","0"
"5110","64244","1","0"
"5110","64250","1","0"
"5110","66031","1","0"
"5120","65311","1","0"
"5120","65319","1","0"
"5120","65320","1","0"
"5120","66032","1","0"
"5210","67210","1","0"
"5210","67220","1","0"
"5210","67290","1","0"
"5221","67310","1","0"
"5221","67390","1","0"
"5221","67410","1","0"
"5221","67420","1","0"
"5221","67430","1","0"
"5221","67440","1","0"
"5221","67490","1","0"
"5221","67990","1","1"
"5222","67511","1","0"
"5222","67512","1","0"
"5222","67521","1","0"
"5222","67522","1","0"
"5222","67531","1","0"
"5222","67532","1","0"
"5222","67590","1","0"
"5223","67610","1","0"
"5223","67620","1","0"
"5223","67630","1","0"
"5223","67640","1","0"
"5224","67110","1","0"
"5224","67190","1","0"
"5229","67910","1","0"
"5229","67990","1","1"
"5310","32610","1","1"
"5310","38962","1","0"
"5310","68011","1","0"
"5310","68012","1","0"
"5310","68013","1","0"
"5310","68019","1","0"
"5320","68021","1","0"
"5320","68022","1","0"
"5320","68030","1","0"
"5510","63111","1","0"
"5510","63112","1","0"
"5510","63113","1","0"
"5510","63114","1","0"
"5520","63120","1","0"
"5520","63130","1","0"
"5590","63210","1","0"
"5590","63220","1","0"
"5590","63290","1","0"
"5610","63310","1","0"
"5610","63320","1","0"
"5610","63399","1","0"
"5621","63391","0","0"
"5629","63392","1","0"
"5629","63393","1","0"
"5630","63400","0","0"
"5811","32210","1","0"
"5811","32220","1","0"
"5811","32291","1","0"
"5811","32292","1","0"
"5811","32299","1","0"
"5811","32511","1","0"
"5811","47691","1","0"
"5811","47692","1","1"
"5811","73320","1","1"
"5811","83639","1","1"
"5811","84311","1","0"
"5811","89110","1","1"
"5812","32230","1","0"
"5812","47692","1","1"
"5812","73312","1","0"
"5812","83631","1","1"
"5812","83639","1","1"
"5812","83940","1","0"
"5812","84313","1","0"
"5812","89110","1","1"
"5813","32300","1","0"
"5813","32410","1","0"
"5813","32420","1","0"
"5813","32490","1","0"
"5813","47692","1","1"
"5813","73320","1","1"
"5813","83631","1","1"
"5813","83633","1","1"
"5813","84312","1","0"
"5813","89110","1","1"
"5819","32530","1","0"
"5819","32540","1","0"
"5819","32620","1","0"
"5819","32630","1","0"
"5819","83633","1","1"
"5819","84393","1","0"
"5819","84399","1","0"
"5819","89110","1","1"
"5820","38582","1","0"
"5820","47811","1","0"
"5820","47812","1","0"
"5820","47813","1","0"
"5820","47814","1","0"
"5820","47821","1","0"
"5820","47822","1","0"
"5820","47829","1","0"
"5820","73311","1","0"
"5820","83143","1","0"
"5820","84341","1","0"
"5820","84342","1","0"
"5820","84391","1","0"
"5820","84392","1","0"
"5820","89110","1","1"
"5911","38950","1","0"
"5911","47620","1","0"
"5911","73320","1","1"
"5911","84331","1","0"
"5911","84332","1","0"
"5911","96121","1","1"
"5911","96123","1","1"
"5912","73320","1","1"
"5912","96131","1","0"
"5912","96132","1","0"
"5912","96133","1","0"
"5912","96134","1","0"
"5912","96135","1","0"
"5912","96136","1","0"
"5912","96139","1","0"
"5913","73320","1","1"
"5913","96140","1","0"
"5914","96150","0","0"
"5920","32520","1","0"
"5920","47610","1","0"
"5920","47699","1","0"
"5920","73320","1","1"
"5920","84321","1","0"
"5920","84322","1","0"
"5920","89110","1","1"
"5920","96111","1","0"
"5920","96112","1","0"
"5920","96113","1","0"
"5920","96122","1","1"
"5920","96123","1","1"
"5920","96137","1","0"
"6010","83632","1","1"
"6010","84611","1","0"
"6010","84621","1","0"
"6010","84631","1","1"
"6010","96122","1","1"
"6020","83632","1","1"
"6020","84612","1","0"
"6020","84622","1","0"
"6020","84631","1","1"
"6020","96121","1","1"
"6110","84110","1","1"
"6110","84120","1","0"
"6110","84140","1","1"
"6110","84150","1","1"
"6110","84190","1","1"
"6110","84210","1","0"
"6110","84221","1","1"
"6110","84222","1","1"
"6110","84290","1","1"
"6110","84632","1","1"
"6110","84633","1","1"
"6110","84634","1","1"
"6120","84110","1","1"
"6120","84131","1","0"
"6120","84132","1","0"
"6120","84133","1","0"
"6120","84140","1","1"
"6120","84150","1","1"
"6120","84190","1","1"
"6120","84221","1","1"
"6120","84222","1","1"
"6120","84290","1","1"
"6120","84632","1","1"
"6120","84633","1","1"
"6120","84634","1","1"
"6130","84140","1","1"
"6130","84150","1","1"
"6130","84190","1","1"
"6130","84221","1","1"
"6130","84222","1","1"
"6130","84290","1","1"
"6130","84632","1","1"
"6130","84633","1","1"
"6130","84634","1","1"
"6190","84140","1","1"
"6190","84150","1","1"
"6190","84190","1","1"
"6190","84221","1","1"
"6190","84222","1","1"
"6190","84290","1","1"
"6201","83141","0","0"
"6202","83131","1","0"
"6202","83132","1","0"
"6202","83142","1","0"
"6202","83161","1","0"
"6202","83162","1","0"
"6209","87332","0","0"
"6311","83151","1","0"
"6311","83152","1","0"
"6311","83159","1","0"
"6311","83633","1","1"
"6312","83633","1","1"
"6312","84394","1","0"
"6391","84410","1","0"
"6391","84420","1","0"
"6399","85991","0","0"
"6411","32610","1","1"
"6411","71110","1","0"
"6419","71121","1","0"
"6419","71122","1","0"
"6419","71131","1","1"
"6419","71132","1","1"
"6419","71133","1","1"
"6419","71134","1","1"
"6419","71135","1","1"
"6419","71139","1","1"
"6420","71701","0","0"
"6430","71702","0","0"
"6491","71140","0","0"
"6492","71131","1","1"
"6492","71132","1","1"
"6492","71133","1","1"
"6492","71134","1","1"
"6492","71135","1","1"
"6492","71139","1","1"
"6499","71190","1","0"
"6499","71200","1","0"
"6511","71311","1","0"
"6511","71321","1","0"
"6511","71322","1","1"
"6512","71322","1","1"
"6512","71331","1","0"
"6512","71332","1","0"
"6512","71333","1","0"
"6512","71334","1","0"
"6512","71335","1","0"
"6512","71336","1","0"
"6512","71337","1","0"
"6512","71339","1","0"
"6520","71410","1","0"
"6520","71420","1","0"
"6520","71431","1","0"
"6520","71432","1","0"
"6520","71433","1","0"
"6520","71434","1","0"
"6520","71435","1","0"
"6520","71436","1","0"
"6520","71439","1","0"
"6530","71312","1","0"
"6530","71313","1","0"
"6611","71551","1","0"
"6611","71552","1","0"
"6611","71559","1","0"
"6612","71521","1","0"
"6612","71522","1","0"
"6612","71592","1","0"
"6619","71511","1","0"
"6619","71512","1","0"
"6619","71519","1","0"
"6619","71523","1","0"
"6619","71541","1","0"
"6619","71542","1","0"
"6619","71591","1","0"
"6619","71593","1","0"
"6619","71599","1","0"
"6621","71620","0","0"
"6622","71610","0","0"
"6629","71630","1","0"
"6629","71690","1","0"
"6630","71530","1","0"
"6630","71640","1","0"
"6810","72111","1","0"
"6810","72112","1","0"
"6810","72121","1","0"
"6810","72122","1","0"
"6810","72123","1","0"
"6810","72130","1","0"
"6820","72211","1","0"
"6820","72212","1","0"
"6820","72213","1","0"
"6820","72221","1","0"
"6820","72222","1","0"
"6820","72223","1","0"
"6820","72230","1","0"
"6820","72240","1","0"
"6910","82110","1","0"
"6910","82120","1","0"
"6910","82130","1","0"
"6910","82191","1","0"
"6910","82199","1","0"
"6920","82210","1","0"
"6920","82221","1","0"
