CN 2021,SITC Rev. 4,START,END
48101480,64132,01/01/2004,31/12/2011
48101491,64133,01/01/2002,31/12/2003
48101499,64133,01/01/2002,31/12/2003
48101900,64132,01/01/2012,31/12/2500
48101910,64132,01/01/2002,31/12/2011
48101990,64132,01/01/2004,31/12/2011
48101990,64130,01/01/2002,31/12/2003
48102100,64134,01/01/1988,31/12/2001
48102200,64134,01/01/2012,31/12/2500
48102210,64134,01/01/2002,31/12/2011
48102290,64134,01/01/2004,31/12/2011
48102291,64134,01/01/2002,31/12/2003
48102299,64134,01/01/2002,31/12/2003
48102910,64134,01/01/1988,31/12/1993
48102911,64134,01/01/1994,31/12/2003
48102919,64134,01/01/2002,31/12/2003
48102920,64134,01/01/2002,31/12/2003
48102930,64134,01/01/2004,31/12/2500
48102980,64134,01/01/2004,31/12/2500
48102990,64134,01/01/1988,31/12/2001
48102991,64134,01/01/2002,31/12/2003
48102999,64134,01/01/2002,31/12/2003
48103100,64174,01/01/2002,31/12/2500
48103210,64175,01/01/2002,31/12/2500
48103290,64175,01/01/2002,31/12/2500
48103900,64176,01/01/2002,31/12/2500
48109110,64177,01/01/1988,31/12/2001
48109130,64177,01/01/1988,31/12/2001
48109190,64177,01/01/1988,31/12/2001
48109210,64177,01/01/2002,31/12/2500
48109230,64177,01/01/2002,31/12/2500
48109290,64177,01/01/2002,31/12/2500
48109910,64177,01/01/2002,31/12/2500
48109930,64177,01/01/2002,31/12/2011
48109980,64177,01/01/2012,31/12/2500
48109990,64177,01/01/2002,31/12/2011
48111000,64173,01/01/2007,31/12/2500
48112100,64178,01/01/1988,31/12/2001
48112900,64178,01/01/1988,31/12/2001
48113100,64171,01/01/1988,31/12/2001
48113900,64172,01/01/1988,31/12/2001
48114000,64179,01/01/1988,31/12/2001
48114110,64178,01/01/2002,31/12/2003
48114120,64178,01/01/2007,31/12/2500
48114190,64178,01/01/2007,31/12/2500
48114191,64178,01/01/2002,31/12/2003
48114199,64178,01/01/2002,31/12/2003
48114900,64178,01/01/2007,31/12/2500
48114910,64178,01/01/2002,31/12/2003
48114990,64178,01/01/2002,31/12/2003
48115100,64171,01/01/2007,31/12/2500
48115900,64172,01/01/2007,31/12/2500
48116000,64179,01/01/2007,31/12/2500
48119000,64179,01/01/2007,31/12/2500
48119010,64179,01/01/1988,31/12/2003
48119090,64179,01/01/2002,31/12/2003
48120000,64193,01/01/1988,31/12/2500
48131000,64241,01/01/1988,31/12/2500
48132000,64241,01/01/1988,31/12/2500
48139000,64155,01/01/1999,31/12/2006
48139010,64155,01/01/2007,31/12/2500
48139090,64155,01/01/2007,31/12/2500
48141000,64194,01/01/1988,31/12/2011
48142000,64194,01/01/1988,31/12/2500
48143000,64194,01/01/1988,31/12/2006
48149010,64194,01/01/1988,31/12/2500
48149070,64194,01/01/2012,31/12/2500
48149080,64194,01/01/2007,31/12/2011
48149090,64194,01/01/1988,31/12/2006
48150000,65911,01/01/1988,31/12/2006
48161000,64242,01/01/1988,31/12/2006
48162000,64242,01/01/1988,31/12/2500
48163000,64242,01/01/1988,31/12/2006
48169000,64242,01/01/2007,31/12/2500
48171000,64221,01/01/1988,31/12/2500
48172000,64222,01/01/1988,31/12/2500
48173000,64223,01/01/1988,31/12/2500
48181010,64243,01/01/1988,31/12/2500
48181090,64243,01/01/1988,31/12/2500
48182010,64294,01/01/1988,31/12/2500
48182091,64294,01/01/1988,31/12/2500
48182099,64294,01/01/1988,31/12/2500
48183000,64294,01/01/1988,31/12/2500
48184011,64295,01/01/1988,31/12/2011
48184013,64295,01/01/1988,31/12/2011
48184019,64295,01/01/1988,31/12/2011
48184090,64295,01/01/2004,31/12/2009
48184091,64295,01/01/2010,31/12/2011
48184099,64295,01/01/2010,31/12/2011
48185000,64294,01/01/1988,31/12/2500
48189010,64294,01/01/1988,31/12/2500
48189090,64294,01/01/1988,31/12/2500
48191000,64211,01/01/1988,31/12/2500
48192000,64212,01/01/2004,31/12/2500
48192010,64212,01/01/1988,31/12/2003
48192090,64212,01/01/1988,31/12/2003
48193000,64213,01/01/1988,31/12/2500
48194000,64214,01/01/1988,31/12/2500
48195000,64215,01/01/1988,31/12/2500
48196000,64216,01/01/1988,31/12/2500
48201010,64231,01/01/1988,31/12/2500
48201030,64231,01/01/1988,31/12/2500
48201050,64231,01/01/1988,31/12/2500
48201090,64231,01/01/1988,31/12/2500
48202000,64232,01/01/1988,31/12/2500
48203000,64233,01/01/1988,31/12/2500
48204000,64234,01/01/2010,31/12/2500
48204010,64234,01/01/1988,31/12/2009
48204090,64234,01/01/1988,31/12/2009
48205000,64235,01/01/1988,31/12/2500
48209000,64239,01/01/1988,31/12/2500
48211010,89281,01/01/1988,31/12/2500
48211090,89281,01/01/1988,31/12/2500
48219010,89281,01/01/1988,31/12/2500
48219090,89281,01/01/1988,31/12/2500
48221000,64291,01/01/1988,31/12/2500
48229000,64291,01/01/1988,31/12/2500
48231110,64244,01/01/1988,31/12/1993
48231111,64244,01/01/1994,31/12/2001
48231119,64244,01/01/1994,31/12/2001
48231190,64244,01/01/1988,31/12/2001
48231200,64244,01/01/2004,31/12/2006
48231210,64244,01/01/2002,31/12/2003
48231290,64244,01/01/2002,31/12/2003
48231900,64244,01/01/2002,31/12/2006
48232000,64245,01/01/2002,31/12/2500
48233000,64292,01/01/1988,31/12/1995
48234000,64299,01/01/2002,31/12/2500
48235110,64248,01/01/1988,31/12/2001
48235190,64248,01/01/1988,31/12/2001
48235910,64248,01/01/1988,31/12/2001
48235990,64248,01/01/1988,31/12/2001
48236010,64293,01/01/1988,31/12/2006
48236090,64293,01/01/1988,31/12/2006
48236100,64293,01/01/2007,31/12/2500
48236910,64293,01/01/2007,31/12/2500
48236990,64293,01/01/2007,31/12/2500
48237010,64299,01/01/1988,31/12/2500
48237090,64299,01/01/1988,31/12/2500
48239010,64299,01/01/1988,31/12/2005
48239012,64248,01/01/2002,31/12/2003
48239014,64248,01/01/2002,31/12/2003
48239015,64292,01/01/2002,31/12/2003
48239020,64299,01/01/1988,31/12/2003
48239030,64299,01/01/1988,31/12/2003
48239040,64299,01/01/2007,31/12/2500
48239040,64248,01/01/2004,31/12/2006
48239050,64299,01/01/2002,31/12/2003
48239051,64299,01/01/1988,31/12/1995
48239071,64299,01/01/1988,31/12/1995
48239079,64299,01/01/1988,31/12/1995
48239080,64299,01/01/2004,31/12/2005
48239085,64299,01/01/2007,31/12/2500
48239090,64299,01/01/2002,31/12/2003
48239095,64299,01/01/2006,31/12/2006
49011000,89215,01/01/1988,31/12/2500
49019100,89216,01/01/1988,31/12/2500
49019900,89219,01/01/1988,31/12/2500
49021000,89221,01/01/1988,31/12/2500
49029000,89229,01/01/2009,31/12/2500
49029010,89229,01/01/1994,31/12/2008
49029030,89229,01/01/1994,31/12/2008
49029090,89229,01/01/1994,31/12/2008
49030000,89212,01/01/1988,31/12/2500
49040000,89285,01/01/1988,31/12/2500
49051000,89214,01/01/1988,31/12/2500
49059100,89213,01/01/1988,31/12/2500
49059900,89214,01/01/1988,31/12/2500
49060000,89282,01/01/1988,31/12/2500
49070010,89283,01/01/1988,31/12/2500
49070030,89283,01/01/1988,31/12/2500
49070090,89283,01/01/1999,31/12/2500
49070091,89283,01/01/1988,31/12/1998
49070099,89283,01/01/1988,31/12/1998
49081000,89241,01/01/1988,31/12/2500
49089000,89241,01/01/1988,31/12/2500
49090000,89242,01/01/2009,31/12/2500
49090010,89242,01/01/1991,31/12/2008
49090090,89242,01/01/1991,31/12/2008
49100000,89284,01/01/1988,31/12/2500
49111000,89286,01/01/1990,31/12/1994
49111010,89286,01/01/1995,31/12/2500
49111090,89286,01/01/1995,31/12/2500
49119100,89287,01/01/2004,31/12/2500
49119110,89287,01/01/1988,31/12/2003
49119150,89287,01/01/1988,31/12/1989
49119180,89287,01/01/1990,31/12/2003
49119190,89287,01/01/1989,31/12/1989
49119191,89287,01/01/1988,31/12/1988
49119199,89287,01/01/1988,31/12/1988
49119900,89289,01/01/1990,31/12/2500
49119910,89289,01/01/1989,31/12/1989
49119990,89289,01/01/1988,31/12/1989
50010000,26141,01/01/1988,31/12/2500
50020000,26130,01/01/1988,31/12/2500
50030000,26142,01/01/2007,31/12/2500
50031000,26142,01/01/1988,31/12/2006
50039000,26149,01/01/1988,31/12/2006
50040010,65192,01/01/1988,31/12/2500
50040090,65192,01/01/1988,31/12/2500
50050010,65193,01/01/1988,31/12/2500
50050090,65193,01/01/1988,31/12/2500
50060010,65194,01/01/1988,31/12/2500
50060090,65194,01/01/1988,31/12/2500
50071000,65411,01/01/1988,31/12/2500
50072010,65413,01/01/1988,31/12/1993
50072011,65413,01/01/1994,31/12/2500
50072019,65413,01/01/1994,31/12/2500
50072021,65413,01/01/1988,31/12/2500
50072031,65413,01/01/1988,31/12/2500
50072039,65413,01/01/1988,31/12/2500
50072041,65413,01/01/1988,31/12/2500
50072051,65413,01/01/1988,31/12/2500
50072059,65413,01/01/1988,31/12/2500
50072061,65413,01/01/1988,31/12/2500
50072069,65413,01/01/1988,31/12/2500
50072071,65413,01/01/1988,31/12/2500
50079010,65419,01/01/1988,31/12/2500
50079030,65419,01/01/1988,31/12/2500
50079050,65419,01/01/1988,31/12/2500
50079090,65419,01/01/1988,31/12/2500
51011100,26811,01/01/1988,31/12/2500
51011900,26819,01/01/1988,31/12/2500
51012100,26821,01/01/1988,31/12/2500
51012900,26821,01/01/1988,31/12/2500
51013000,26829,01/01/1988,31/12/2500
51021010,26830,01/01/1988,31/12/2001
51021030,26830,01/01/1988,31/12/2001
51021050,26830,01/01/1988,31/12/2001
51021090,26830,01/01/1988,31/12/2001
51021100,26830,01/01/2002,31/12/2500
51021910,26830,01/01/2002,31/12/2500
51021930,26830,01/01/2002,31/12/2500
51021940,26830,01/01/2002,31/12/2500
51021990,26830,01/01/2002,31/12/2500
51022000,26850,01/01/2007,31/12/2500
51022000,26859,01/01/1988,31/12/2006
51031010,26863,01/01/1988,31/12/2500
51031090,26863,01/01/1988,31/12/2500
51032000,26869,01/01/2009,31/12/2500
51032010,26869,01/01/1988,31/12/2008
51032091,26869,01/01/1988,31/12/2008
51032099,26869,01/01/1988,31/12/2008
51033000,26869,01/01/1988,31/12/2500
51040000,26862,01/01/1988,31/12/2500
51051000,26871,01/01/1988,31/12/2500
51052100,26871,01/01/1988,31/12/2500
51052900,26873,01/01/1988,31/12/2500
51053010,26877,01/01/1988,31/12/2001
51053090,26877,01/01/1988,31/12/2001
51053100,26877,01/01/2002,31/12/2500
51053900,26877,01/01/2009,31/12/2500
51053910,26877,01/01/2002,31/12/2008
51053990,26877,01/01/2002,31/12/2008
51054000,26877,01/01/1988,31/12/2500
51061010,65112,01/01/1988,31/12/2500
51061090,65112,01/01/1988,31/12/2500
51062010,65117,01/01/1999,31/12/2500
51062011,65117,01/01/1988,31/12/1998
51062019,65117,01/01/1988,31/12/1998
51062091,65117,01/01/1988,31/12/2500
51062099,65117,01/01/1988,31/12/2500
51071010,65113,01/01/1988,31/12/2500
51071090,65113,01/01/1988,31/12/2500
51072010,65118,01/01/1988,31/12/2500
51072030,65118,01/01/1988,31/12/2500
51072051,65118,01/01/1988,31/12/2500
51072059,65118,01/01/1988,31/12/2500
51072091,65118,01/01/1988,31/12/2500
51072099,65118,01/01/1988,31/12/2500
51081010,65114,01/01/1988,31/12/2500
51081090,65114,01/01/1988,31/12/2500
51082010,65114,01/01/1988,31/12/2500
51082090,65114,01/01/1988,31/12/2500
51091010,65116,01/01/1988,31/12/2500
51091090,65116,01/01/1988,31/12/2500
51099000,65119,01/01/2009,31/12/2500
51099010,65119,01/01/1988,31/12/2008
51099090,65119,01/01/1988,31/12/2008
51100000,65115,01/01/1988,31/12/2500
51111100,65421,01/01/2004,31/12/2500
51111111,65421,01/01/1995,31/12/2003
51111119,65421,01/01/1995,31/12/2003
51111191,65421,01/01/1995,31/12/2003
51111199,65421,01/01/1995,31/12/2003
51111900,65421,01/01/2013,31/12/2500
51111910,65421,01/01/2004,31/12/2012
51111911,65421,01/01/1995,31/12/2003
51111919,65421,01/01/1995,31/12/2003
51111931,65421,01/01/1995,31/12/2003
51111939,65421,01/01/1995,31/12/2003
51111990,65421,01/01/2004,31/12/2012
51111991,65421,01/01/1995,31/12/2003
51111999,65421,01/01/1995,31/12/2003
51112000,65431,01/01/1988,31/12/2500
51113010,65431,01/01/1988,31/12/2500
51113030,65431,01/01/1988,31/12/2012
51113080,65431,01/01/2013,31/12/2500
51113090,65431,01/01/1988,31/12/2012
51119010,65433,01/01/1988,31/12/2500
51119091,65433,01/01/1988,31/12/2500
51119093,65433,01/01/1988,31/12/2012
51119098,65433,01/01/2013,31/12/2500
51119099,65433,01/01/1988,31/12/2012
51121100,65422,01/01/2004,31/12/2500
51121110,65422,01/01/1995,31/12/2003
51121190,65422,01/01/1995,31/12/2003
51121900,65422,01/01/2013,31/12/2500
51121910,65422,01/01/2004,31/12/2012
51121911,65422,01/01/1995,31/12/2003
51121919,65422,01/01/1995,31/12/2003
51121990,65422,01/01/2004,31/12/2012
51121991,65422,01/01/1995,31/12/2003
51121999,65422,01/01/1995,31/12/2003
51122000,65432,01/01/1988,31/12/2500
51123010,65432,01/01/1988,31/12/2500
51123030,65432,01/01/1988,31/12/2012
51123080,65432,01/01/2013,31/12/2500
51123090,65432,01/01/1988,31/12/2012
51129010,65434,01/01/1988,31/12/2500
51129091,65434,01/01/1988,31/12/2500
51129093,65434,01/01/1988,31/12/2012
51129098,65434,01/01/2013,31/12/2500
51129099,65434,01/01/1988,31/12/2012
51130000,65492,01/01/1988,31/12/2500
52010010,26310,01/01/1988,31/12/2500
52010090,26310,01/01/1988,31/12/2500
52021000,26331,01/01/1988,31/12/2500
52029100,26332,01/01/1988,31/12/2500
52029900,26339,01/01/1988,31/12/2500
52030000,26340,01/01/1988,31/12/2500
52041100,65121,01/01/1988,31/12/2500
52041900,65121,01/01/1988,31/12/2500
52042000,65122,01/01/1988,31/12/2500
52051100,65133,01/01/1988,31/12/2500
52051200,65133,01/01/1988,31/12/2500
52051300,65133,01/01/1988,31/12/2500
52051400,65133,01/01/1988,31/12/2500
52051510,65133,01/01/1988,31/12/2500
52051590,65133,01/01/1988,31/12/2500
52052100,65133,01/01/1988,31/12/2500
52052200,65133,01/01/1988,31/12/2500
52052300,65133,01/01/1988,31/12/2500
52052400,65133,01/01/1988,31/12/2500
52052510,65133,01/01/1988,31/12/1995
52052530,65133,01/01/1988,31/12/1995
52052590,65133,01/01/1988,31/12/1995
52052600,65133,01/01/1996,31/12/2500
52052700,65133,01/01/1996,31/12/2500
52052800,65133,01/01/1996,31/12/2500
52053100,65133,01/01/1988,31/12/2500
52053200,65133,01/01/1988,31/12/2500
52053300,65133,01/01/1988,31/12/2500
52053400,65133,01/01/1988,31/12/2500
52053500,65133,01/01/1999,31/12/2500
52053510,65133,01/01/1988,31/12/1998
52053590,65133,01/01/1988,31/12/1998
52054100,65133,01/01/1988,31/12/2500
52054200,65133,01/01/1988,31/12/2500
52054300,65133,01/01/1988,31/12/2500
52054400,65133,01/01/1988,31/12/2500
52054510,65133,01/01/1988,31/12/1995
52054530,65133,01/01/1988,31/12/1995
52054590,65133,01/01/1988,31/12/1995
52054600,65133,01/01/1996,31/12/2500
52054700,65133,01/01/1996,31/12/2500
52054800,65133,01/01/1996,31/12/2500
52061100,65134,01/01/1988,31/12/2500
52061200,65134,01/01/1988,31/12/2500
52061300,65134,01/01/1988,31/12/2500
52061400,65134,01/01/1988,31/12/2500
52061500,65134,01/01/2005,31/12/2500
52061510,65134,01/01/1988,31/12/2004
52061590,65134,01/01/1988,31/12/2004
52062100,65134,01/01/1988,31/12/2500
52062200,65134,01/01/1988,31/12/2500
52062300,65134,01/01/1988,31/12/2500
52062400,65134,01/01/1988,31/12/2500
52062500,65134,01/01/2005,31/12/2500
52062510,65134,01/01/1988,31/12/2004
52062590,65134,01/01/1988,31/12/2004
52063100,65134,01/01/1988,31/12/2500
52063200,65134,01/01/1988,31/12/2500
52063300,65134,01/01/1988,31/12/2500
52063400,65134,01/01/1988,31/12/2500
52063500,65134,01/01/1999,31/12/2500
52063510,65134,01/01/1988,31/12/1998
52063590,65134,01/01/1988,31/12/1998
52064100,65134,01/01/1988,31/12/2500
52064200,65134,01/01/1988,31/12/2500
52064300,65134,01/01/1988,31/12/2500
52064400,65134,01/01/1988,31/12/2500
52064500,65134,01/01/1999,31/12/2500
52064510,65134,01/01/1988,31/12/1998
52064590,65134,01/01/1988,31/12/1998
52071000,65131,01/01/1988,31/12/2500
52079000,65132,01/01/1988,31/12/2500
52081110,65221,01/01/1988,31/12/2500
52081190,65221,01/01/1988,31/12/2500
52081211,65221,01/01/1988,31/12/1998
52081213,65221,01/01/1988,31/12/1998
52081215,65221,01/01/1988,31/12/1998
52081216,65221,01/01/1999,31/12/2500
52081219,65221,01/01/1988,31/12/2500
52081291,65221,01/01/1988,31/12/1998
52081293,65221,01/01/1988,31/12/1998
52081295,65221,01/01/1988,31/12/1998
52081296,65221,01/01/1999,31/12/2500
52081299,65221,01/01/1988,31/12/2500
52081300,65221,01/01/1988,31/12/2500
52081900,65221,01/01/1988,31/12/2500
52082110,65231,01/01/1988,31/12/2500
52082190,65231,01/01/1988,31/12/2500
52082211,65231,01/01/1988,31/12/1998
52082213,65231,01/01/1988,31/12/1998
52082215,65231,01/01/1988,31/12/1998
52082216,65231,01/01/1999,31/12/2500
52082219,65231,01/01/1988,31/12/2500
52082291,65231,01/01/1988,31/12/1998
52082293,65231,01/01/1988,31/12/1998
52082295,65231,01/01/1988,31/12/1998
52082296,65231,01/01/1999,31/12/2500
52082299,65231,01/01/1988,31/12/2500
52082300,65231,01/01/1988,31/12/2500
52082900,65231,01/01/1988,31/12/2500
52083100,65232,01/01/1988,31/12/2500
52083211,65232,01/01/1988,31/12/1998
52083213,65232,01/01/1988,31/12/1998
52083215,65232,01/01/1988,31/12/1998
52083216,65232,01/01/1999,31/12/2500
52083219,65232,01/01/1988,31/12/2500
52083291,65232,01/01/1988,31/12/1998
52083293,65232,01/01/1988,31/12/1998
52083295,65232,01/01/1988,31/12/1998
52083296,65232,01/01/1999,31/12/2500
52083299,65232,01/01/1988,31/12/2500
52083300,65232,01/01/1988,31/12/2500
52083900,65232,01/01/1988,31/12/2500
52084100,65233,01/01/1988,31/12/2500
52084200,65233,01/01/1988,31/12/2500
52084300,65233,01/01/1988,31/12/2500
52084900,65233,01/01/1988,31/12/2500
52085100,65234,01/01/1988,31/12/2500
52085200,65234,01/01/2006,31/12/2500
52085210,65234,01/01/1988,31/12/2005
52085290,65234,01/01/1988,31/12/2005
52085300,65234,01/01/1988,31/12/2006
52085900,65234,01/01/1988,31/12/2006
52085910,65234,01/01/2007,31/12/2500
52085990,65234,01/01/2007,31/12/2500
52091100,65222,01/01/1988,31/12/2500
52091200,65222,01/01/1988,31/12/2500
52091900,65222,01/01/1988,31/12/2500
52092100,65241,01/01/1988,31/12/2500
52092200,65241,01/01/1988,31/12/2500
52092900,65241,01/01/1988,31/12/2500
52093100,65242,01/01/1988,31/12/2500
52093200,65242,01/01/1988,31/12/2500
52093900,65242,01/01/1988,31/12/2500
52094100,65244,01/01/1988,31/12/2500
52094200,65243,01/01/1996,31/12/2500
52094300,65244,01/01/1996,31/12/2500
52094900,65244,01/01/2005,31/12/2500
52094910,65244,01/01/1988,31/12/2004
52094990,65244,01/01/1988,31/12/2004
52095100,65245,01/01/1988,31/12/2500
52095200,65245,01/01/1988,31/12/2500
52095900,65245,01/01/1988,31/12/2500
52101100,65223,01/01/2005,31/12/2500
52101110,65223,01/01/1988,31/12/2004
52101190,65223,01/01/1988,31/12/2004
52101200,65223,01/01/1988,31/12/2006
52101900,65223,01/01/2007,31/12/2500
52102100,65251,01/01/2005,31/12/2500
52102110,65251,01/01/1988,31/12/2004
52102190,65251,01/01/1988,31/12/2004
52102200,65251,01/01/1988,31/12/2006
52102900,65251,01/01/2007,31/12/2500
52103100,65252,01/01/2005,31/12/2500
52103110,65252,01/01/1988,31/12/2004
52103190,65252,01/01/1988,31/12/2004
52103200,65252,01/01/1988,31/12/2500
52103900,65252,01/01/1988,31/12/2500
52104100,65253,01/01/1988,31/12/2500
52104200,65253,01/01/1988,31/12/2006
52104900,65253,01/01/2007,31/12/2500
52105100,65254,01/01/1988,31/12/2500
52105200,65254,01/01/1988,31/12/2006
52105900,65254,01/01/2007,31/12/2500
52111100,65224,01/01/1988,31/12/2500
52111200,65224,01/01/1988,31/12/2500
52111900,65224,01/01/1988,31/12/2500
52112000,65261,01/01/2007,31/12/2500
52112100,65261,01/01/1988,31/12/2006
52112200,65261,01/01/1988,31/12/2006
52112900,65261,01/01/1988,31/12/2006
52113100,65262,01/01/1988,31/12/2500
52113200,65262,01/01/1988,31/12/2500
52113900,65262,01/01/1988,31/12/2500
52114100,65264,01/01/1988,31/12/2500
52114200,65263,01/01/1996,31/12/2500
52114300,65264,01/01/1996,31/12/2500
52114910,65264,01/01/1996,31/12/2500
52114911,65264,01/01/1988,31/12/1995
52114919,65264,01/01/1988,31/12/1995
52114990,65264,01/01/1988,31/12/2500
52115100,65265,01/01/1988,31/12/2500
52115200,65265,01/01/1988,31/12/2500
52115900,65265,01/01/1988,31/12/2500
52121110,65225,01/01/1988,31/12/2500
52121190,65225,01/01/1988,31/12/2500
52121210,65291,01/01/1988,31/12/2500
52121290,65291,01/01/1988,31/12/2500
52121310,65292,01/01/1988,31/12/2500
52121390,65292,01/01/1988,31/12/2500
52121410,65293,01/01/1988,31/12/2500
52121490,65293,01/01/1988,31/12/2500
52121510,65294,01/01/1988,31/12/2500
52121590,65294,01/01/1988,31/12/2500
52122110,65226,01/01/1988,31/12/2500
52122190,65226,01/01/1988,31/12/2500
52122210,65295,01/01/1988,31/12/2500
52122290,65295,01/01/1988,31/12/2500
52122310,65296,01/01/1988,31/12/2500
52122390,65296,01/01/1988,31/12/2500
52122410,65297,01/01/1988,31/12/2500
52122490,65297,01/01/1988,31/12/2500
52122510,65298,01/01/1988,31/12/2500
52122590,65298,01/01/1988,31/12/2500
53011000,26511,01/01/1988,31/12/2500
53012100,26512,01/01/1988,31/12/2500
53012900,26512,01/01/1988,31/12/2500
53013000,26513,01/01/2009,31/12/2500
53013010,26513,01/01/1988,31/12/2008
53013090,26513,01/01/1988,31/12/2008
53021000,26521,01/01/1988,31/12/2500
53029000,26529,01/01/1988,31/12/2500
53031000,26410,01/01/1988,31/12/2500
53039000,26490,01/01/1988,31/12/2500
53041000,26541,01/01/1988,31/12/2006
53049000,26549,01/01/1988,31/12/2006
53050000,26580,01/01/2007,31/12/2500
53051100,26571,01/01/1988,31/12/2006
53051900,26579,01/01/1988,31/12/2006
53052100,26551,01/01/1988,31/12/2006
53052900,26559,01/01/1988,31/12/2006
53059000,26589,01/01/2002,31/12/2006
53059100,26581,01/01/1988,31/12/2001
53059900,26589,01/01/1988,31/12/2001
53061010,65196,01/01/1999,31/12/2500
53061011,65196,01/01/1988,31/12/1998
53061019,65196,01/01/1988,31/12/1998
53061030,65196,01/01/1999,31/12/2500
53061031,65196,01/01/1988,31/12/1998
53061039,65196,01/01/1988,31/12/1998
53061050,65196,01/01/1988,31/12/2500
53061090,65196,01/01/1988,31/12/2500
53062010,65196,01/01/1999,31/12/2500
53062011,65196,01/01/1988,31/12/1998
53062019,65196,01/01/1988,31/12/1998
53062090,65196,01/01/1988,31/12/2500
53071000,65197,01/01/2009,31/12/2500
53071010,65197,01/01/1988,31/12/2008
53071090,65197,01/01/1988,31/12/2008
53072000,65197,01/01/1988,31/12/2500
53081000,65199,01/01/1988,31/12/2500
53082010,65199,01/01/1988,31/12/2500
53082090,65199,01/01/1988,31/12/2500
53083000,65199,01/01/1988,31/12/2001
53089011,65199,01/01/1988,31/12/1998
53089012,65199,01/01/1999,31/12/2500
53089013,65199,01/01/1988,31/12/1998
53089019,65199,01/01/1988,31/12/2500
53089050,65199,01/01/2002,31/12/2500
53089090,65199,01/01/1988,31/12/2500
53091110,65441,01/01/1999,31/12/2500
53091111,65441,01/01/1988,31/12/1998
53091119,65441,01/01/1988,31/12/1998
53091190,65441,01/01/1988,31/12/2500
53091900,65441,01/01/1999,31/12/2500
53091910,65441,01/01/1988,31/12/1998
53091990,65441,01/01/1988,31/12/1998
53092100,65442,01/01/2009,31/12/2500
53092110,65442,01/01/1988,31/12/2008
53092190,65442,01/01/1988,31/12/2008
53092900,65442,01/01/1999,31/12/2500
53092910,65442,01/01/1988,31/12/1998
53092990,65442,01/01/1988,31/12/1998
53101010,65450,01/01/1988,31/12/2500
53101090,65450,01/01/1988,31/12/2500
53109000,65450,01/01/1988,31/12/2500
53110010,65493,01/01/1988,31/12/2500
53110090,65493,01/01/1988,31/12/2500
54011011,65141,01/01/1988,31/12/2004
54011012,65141,01/01/2005,31/12/2500
54011014,65141,01/01/2005,31/12/2500
54011016,65141,01/01/2005,31/12/2500
54011018,65141,01/01/2005,31/12/2500
54011019,65141,01/01/1988,31/12/2004
54011090,65141,01/01/1988,31/12/2500
54012010,65142,01/01/1988,31/12/2500
54012090,65142,01/01/1988,31/12/2500
54021010,65162,01/01/1996,31/12/2006
54021090,65162,01/01/1996,31/12/2006
54021100,65162,01/01/2007,31/12/2500
54021900,65162,01/01/2007,31/12/2500
54022000,65162,01/01/1988,31/12/2500
54023100,65151,01/01/1998,31/12/2500
54023110,65151,01/01/1988,31/12/1997
54023130,65151,01/01/1988,31/12/1997
54023190,65151,01/01/1988,31/12/1997
54023200,65151,01/01/1996,31/12/2500
54023300,65152,01/01/1998,31/12/2500
54023310,65152,01/01/1988,31/12/1997
54023390,65152,01/01/1988,31/12/1997
54023400,65159,01/01/2007,31/12/2500
54023900,65159,01/01/2007,31/12/2500
54023910,65159,01/01/1988,31/12/2006
54023990,65159,01/01/1988,31/12/2006
54024100,65163,01/01/1998,31/12/2006
54024110,65163,01/01/1996,31/12/1997
54024130,65163,01/01/1996,31/12/1997
54024190,65163,01/01/1996,31/12/1997
54024200,65163,01/01/1988,31/12/2006
54024300,65163,01/01/1998,31/12/2006
54024310,65163,01/01/1988,31/12/1997
54024390,65163,01/01/1988,31/12/1997
54024400,65163,01/01/2007,31/12/2500
54024500,65163,01/01/2007,31/12/2500
54024600,65163,01/01/2007,31/12/2500
54024700,65163,01/01/2007,31/12/2500
54024800,65163,01/01/2007,31/12/2500
54024900,65163,01/01/2007,31/12/2500
54024910,65163,01/01/1988,31/12/2006
54024991,65163,01/01/1988,31/12/2006
54024999,65163,01/01/1988,31/12/2006
54025100,65164,01/01/1998,31/12/2500
54025110,65164,01/01/1988,31/12/1997
54025130,65164,01/01/1988,31/12/1997
54025190,65164,01/01/1988,31/12/1997
54025200,65164,01/01/1998,31/12/2500
54025210,65164,01/01/1988,31/12/1997
54025290,65164,01/01/1988,31/12/1997
54025300,65164,01/01/2017,31/12/2500
54025900,65164,01/01/2017,31/12/2500
54025910,65164,01/01/1988,31/12/2016
54025990,65164,01/01/1988,31/12/2016
54026100,65169,01/01/1998,31/12/2500
54026110,65169,01/01/1988,31/12/1997
54026130,65169,01/01/1988,31/12/1997
54026190,65169,01/01/1988,31/12/1997
54026200,65169,01/01/1998,31/12/2500
54026210,65169,01/01/1988,31/12/1997
54026290,65169,01/01/1988,31/12/1997
54026300,65169,01/01/2017,31/12/2500
54026900,65169,01/01/2017,31/12/2500
54026910,65169,01/01/1988,31/12/2016
54026990,65169,01/01/1988,31/12/2016
54031000,65173,01/01/1988,31/12/2500
54032000,65172,01/01/2003,31/12/2006
54032010,65172,01/01/1988,31/12/2002
54032090,65172,01/01/1988,31/12/2002
54033100,65174,01/01/2007,31/12/2500
54033200,65175,01/01/2007,31/12/2500
54033300,65175,01/01/2007,31/12/2500
