CN 2021,SITC Rev. 4,START,END
27101971,33460,01/01/2007,31/12/2500
27101971,33450,01/01/2002,31/12/2006
27101975,33460,01/01/2007,31/12/2500
27101975,33450,01/01/2002,31/12/2006
27101981,33460,01/01/2012,31/12/2500
27101981,33450,01/01/2002,31/12/2006
27101983,33460,01/01/2012,31/12/2500
27101983,33450,01/01/2002,31/12/2006
27101985,33460,01/01/2012,31/12/2500
27101985,33450,01/01/2002,31/12/2006
27101987,33460,01/01/2012,31/12/2500
27101987,33450,01/01/2002,31/12/2006
27101991,33460,01/01/2012,31/12/2500
27101991,33450,01/01/2002,31/12/2006
27101993,33460,01/01/2012,31/12/2500
27101993,33450,01/01/2002,31/12/2006
27101999,33460,01/01/2012,31/12/2500
27101999,33450,01/01/2002,31/12/2006
27102011,33460,01/01/2012,31/12/2500
27102015,33460,01/01/2012,31/12/2019
27102016,33460,01/01/2020,31/12/2500
27102017,33460,01/01/2012,31/12/2019
27102019,33460,01/01/2012,31/12/2500
27102031,33460,01/01/2012,31/12/2019
27102032,33460,01/01/2020,31/12/2500
27102035,33460,01/01/2012,31/12/2019
27102038,33460,01/01/2020,31/12/2500
27102039,33460,01/01/2012,31/12/2019
27102090,33460,01/01/2012,31/12/2500
27109100,33470,01/01/2007,31/12/2500
27109100,33450,01/01/2006,31/12/2006
27109100,33400,01/01/2002,31/12/2005
27109900,33470,01/01/2007,31/12/2500
27109900,33450,01/01/2006,31/12/2006
27109900,33400,01/01/2002,31/12/2005
27111100,34310,01/01/1988,31/12/2500
27111211,34210,01/01/1988,31/12/2500
27111219,34210,01/01/1988,31/12/2500
27111291,34210,01/01/1988,31/12/2500
27111293,34210,01/01/1988,31/12/2500
27111294,34210,01/01/1993,31/12/2500
27111296,34210,01/01/1993,31/12/1996
27111297,34210,01/01/1997,31/12/2500
27111298,34210,01/01/1993,31/12/1996
27111299,34210,01/01/1988,31/12/1992
27111310,34250,01/01/1988,31/12/2500
27111330,34250,01/01/1988,31/12/2500
27111390,34250,01/01/1988,31/12/1992
27111391,34250,01/01/1993,31/12/2500
27111393,34250,01/01/1993,31/12/1996
27111397,34250,01/01/1997,31/12/2500
27111398,34250,01/01/1993,31/12/1996
27111400,34410,01/01/1988,31/12/2500
27111900,34420,01/01/1988,31/12/2500
27112100,34320,01/01/1988,31/12/2500
27112900,34490,01/01/1988,31/12/2500
27121010,33511,01/01/1988,31/12/2500
27121090,33511,01/01/1988,31/12/2500
27122000,33512,01/01/1988,31/12/1996
27122010,33512,01/01/1997,31/12/2500
27122090,33512,01/01/1997,31/12/2500
27129011,33512,01/01/1988,31/12/2500
27129019,33512,01/01/1988,31/12/2500
27129031,33512,01/01/1988,31/12/2500
27129033,33512,01/01/1988,31/12/2500
27129039,33512,01/01/1988,31/12/2500
27129090,33512,01/01/1988,31/12/1996
27129091,33512,01/01/1997,31/12/2500
27129099,33512,01/01/1997,31/12/2500
27131100,33542,01/01/1988,31/12/2500
27131200,33542,01/01/1988,31/12/2500
27132000,33541,01/01/1988,31/12/2500
27139010,33541,01/01/1988,31/12/2500
27139090,33541,01/01/1988,31/12/2500
27141000,27896,01/01/1988,31/12/2500
27149000,27897,01/01/1988,31/12/2500
27150000,33543,01/01/1999,31/12/2500
27150010,33543,01/01/1995,31/12/1998
27150090,33543,01/01/1995,31/12/1998
27160000,35100,01/01/1988,31/12/2500
28011000,52224,01/01/1988,31/12/2500
28012000,52225,01/01/1988,31/12/2500
28013010,52225,01/01/1988,31/12/2500
28013090,52225,01/01/1988,31/12/2500
28020000,52226,01/01/1988,31/12/2500
28030000,52210,01/01/2009,31/12/2500
28030010,52210,01/01/1988,31/12/2008
28030030,52210,01/01/1988,31/12/1997
28030080,52210,01/01/1998,31/12/2008
28030090,52210,01/01/1988,31/12/1997
28041000,52221,01/01/1988,31/12/2500
28042100,52221,01/01/1988,31/12/2500
28042900,52221,01/01/1988,31/12/1996
28042910,52221,01/01/1997,31/12/2500
28042990,52221,01/01/1997,31/12/2500
28043000,52221,01/01/1988,31/12/2500
28044000,52221,01/01/1988,31/12/2500
28045010,52222,01/01/1988,31/12/2500
28045090,52222,01/01/1988,31/12/2500
28046100,52223,01/01/1988,31/12/2500
28046900,52223,01/01/1988,31/12/2500
28047000,52222,01/01/1988,31/12/2020
28047010,52222,01/01/2021,31/12/2500
28047090,52222,01/01/2021,31/12/2500
28048000,52222,01/01/1988,31/12/2500
28049000,52222,01/01/1988,31/12/2500
28051100,52228,01/01/1988,31/12/2500
28051200,52229,01/01/2002,31/12/2500
28051900,52228,01/01/1988,31/12/2001
28051910,52229,01/01/2002,31/12/2500
28051990,52229,01/01/2007,31/12/2500
28051990,52228,01/01/2002,31/12/2006
28052100,52229,01/01/1988,31/12/2001
28052200,52229,01/01/1988,31/12/2001
28053010,52229,01/01/1988,31/12/2500
28053020,52229,01/01/2016,31/12/2500
28053030,52229,01/01/2016,31/12/2500
28053040,52229,01/01/2016,31/12/2500
28053080,52229,01/01/2016,31/12/2500
28053090,52229,01/01/1988,31/12/2015
28054010,52227,01/01/1988,31/12/2500
28054090,52227,01/01/1988,31/12/2500
28061000,52231,01/01/1988,31/12/2500
28062000,52231,01/01/1988,31/12/2500
28070000,52232,01/01/2012,31/12/2500
28070010,52232,01/01/1988,31/12/2011
28070090,52232,01/01/1988,31/12/2011
28080000,52233,01/01/1988,31/12/2500
28091000,52234,01/01/1988,31/12/2500
28092000,52234,01/01/1988,31/12/2500
28100000,52235,01/01/1988,31/12/1996
28100010,52235,01/01/1997,31/12/2500
28100090,52235,01/01/1997,31/12/2500
28111100,52236,01/01/1988,31/12/2500
28111200,52236,01/01/2017,31/12/2500
28111900,52236,01/01/1988,31/12/1994
28111910,52236,01/01/1995,31/12/2500
28111920,52236,01/01/1998,31/12/2016
28111980,52236,01/01/1998,31/12/2500
28111990,52236,01/01/1995,31/12/1997
28112100,52239,01/01/1988,31/12/2500
28112200,52237,01/01/1988,31/12/2500
28112300,52238,01/01/1988,31/12/2006
28112905,52239,01/01/2007,31/12/2500
28112910,52239,01/01/1988,31/12/2500
28112930,52239,01/01/1988,31/12/2500
28112990,52239,01/01/1988,31/12/2500
28121010,52241,01/01/1988,31/12/1989
28121011,52241,01/01/1990,31/12/2016
28121015,52241,01/01/1990,31/12/2016
28121016,52241,01/01/1998,31/12/2016
28121018,52241,01/01/1998,31/12/2016
28121019,52241,01/01/1990,31/12/1997
28121090,52241,01/01/1988,31/12/1997
28121091,52241,01/01/1998,31/12/2016
28121093,52241,01/01/1998,31/12/2016
28121094,52241,01/01/1998,31/12/2016
28121095,52241,01/01/1998,31/12/2016
28121099,52241,01/01/1998,31/12/2016
28121100,52241,01/01/2017,31/12/2500
28121200,52241,01/01/2017,31/12/2500
28121300,52241,01/01/2017,31/12/2500
28121400,52241,01/01/2017,31/12/2500
28121500,52241,01/01/2017,31/12/2500
28121600,52241,01/01/2017,31/12/2500
28121700,52241,01/01/2017,31/12/2500
28121910,52241,01/01/2017,31/12/2500
28121990,52241,01/01/2017,31/12/2500
28129000,52241,01/01/1988,31/12/2500
28131000,52242,01/01/1988,31/12/2500
28139010,52242,01/01/1988,31/12/2500
28139090,52242,01/01/1988,31/12/2500
28141000,52261,01/01/1988,31/12/2500
28142000,52261,01/01/1988,31/12/2500
28151100,52262,01/01/1988,31/12/2500
28151200,52263,01/01/1988,31/12/2500
28152000,52264,01/01/2009,31/12/2500
28152010,52264,01/01/1988,31/12/2008
28152090,52264,01/01/1988,31/12/2008
28153000,52264,01/01/1988,31/12/2500
28161000,52265,01/01/1988,31/12/2500
28162000,52265,01/01/1988,31/12/2001
28163000,52265,01/01/1988,31/12/2001
28164000,52265,01/01/2002,31/12/2500
28170000,52251,01/01/1988,31/12/2500
28181000,52267,01/01/1992,31/12/1996
28181010,52267,01/01/1997,31/12/2007
28181011,52267,01/01/2008,31/12/2500
28181019,52267,01/01/2008,31/12/2500
28181090,52267,01/01/1997,31/12/2007
28181091,52267,01/01/2008,31/12/2500
28181099,52267,01/01/2008,31/12/2500
28182000,28520,01/01/1992,31/12/2500
28183000,52266,01/01/1988,31/12/2500
28191000,52252,01/01/1988,31/12/2500
28199000,52252,01/01/1988,31/12/1996
28199010,52252,01/01/1997,31/12/2500
28199090,52252,01/01/1997,31/12/2500
28201000,52253,01/01/1988,31/12/2500
28209000,52253,01/01/1988,31/12/1996
28209010,52253,01/01/1997,31/12/2500
28209090,52253,01/01/1997,31/12/2500
28211000,52254,01/01/1988,31/12/2500
28212000,52254,01/01/1988,31/12/2500
28220000,52255,01/01/1988,31/12/2500
28230000,52256,01/01/1988,31/12/2500
28241000,52257,01/01/1988,31/12/2500
28242000,52257,01/01/1988,31/12/2006
28249000,52257,01/01/2012,31/12/2500
28249010,52257,01/01/2007,31/12/2011
28249090,52257,01/01/2007,31/12/2011
28251000,52268,01/01/1988,31/12/2500
28252000,52269,01/01/1988,31/12/2500
28253000,52269,01/01/1988,31/12/2500
28254000,52269,01/01/1988,31/12/2500
28255000,52269,01/01/1988,31/12/2500
28256000,52269,01/01/1993,31/12/2500
28256010,52269,01/01/1988,31/12/1992
28256090,52269,01/01/1988,31/12/1992
28257000,52269,01/01/1988,31/12/2500
28258000,52269,01/01/1988,31/12/2500
28259010,52269,01/01/1988,31/12/1996
28259011,52269,01/01/1997,31/12/2500
28259019,52269,01/01/1997,31/12/2500
28259020,52269,01/01/1988,31/12/2500
28259030,52269,01/01/1988,31/12/2008
28259040,52269,01/01/1988,31/12/2500
28259050,52269,01/01/1988,31/12/2006
28259060,52269,01/01/1995,31/12/2500
28259080,52269,01/01/2007,31/12/2008
28259085,52269,01/01/2009,31/12/2500
28259090,52269,01/01/1988,31/12/1994
28261100,52310,01/01/1988,31/12/2006
28261200,52310,01/01/1988,31/12/2500
28261900,52310,01/01/1988,31/12/2006
28261910,52310,01/01/2007,31/12/2500
28261990,52310,01/01/2007,31/12/2500
28262000,52310,01/01/1988,31/12/2006
28263000,52310,01/01/1988,31/12/2500
28269010,52310,01/01/1988,31/12/2500
28269080,52310,01/01/2007,31/12/2500
28269090,52310,01/01/1988,31/12/2006
28271000,52321,01/01/1988,31/12/2500
28272000,52322,01/01/1988,31/12/2500
28273100,52329,01/01/1988,31/12/2500
28273200,52329,01/01/1988,31/12/2500
28273300,52329,01/01/1988,31/12/2006
28273400,52329,01/01/1988,31/12/2006
28273500,52329,01/01/1988,31/12/2500
28273600,52329,01/01/1988,31/12/2006
28273700,52329,01/01/1988,31/12/1995
28273800,52329,01/01/1988,31/12/2001
28273900,52329,01/01/1988,31/12/1995
28273910,52329,01/01/1996,31/12/2500
28273920,52329,01/01/2007,31/12/2500
28273930,52329,01/01/2007,31/12/2500
28273980,52329,01/01/2002,31/12/2006
28273985,52329,01/01/2007,31/12/2500
28273990,52329,01/01/1996,31/12/2001
28274100,52329,01/01/1988,31/12/2500
28274910,52329,01/01/1988,31/12/2500
28274990,52329,01/01/2007,31/12/2500
28275100,52329,01/01/1988,31/12/2500
28275900,52329,01/01/2007,31/12/2500
28276000,52329,01/01/2007,31/12/2500
28281000,52331,01/01/1993,31/12/2500
28281010,52331,01/01/1988,31/12/1992
28281090,52331,01/01/1988,31/12/1992
28289000,52331,01/01/1988,31/12/2500
28291100,52332,01/01/1988,31/12/2500
28291900,52339,01/01/1988,31/12/2500
28299010,52339,01/01/2007,31/12/2500
28299040,52339,01/01/1998,31/12/2500
28299050,52339,01/01/1995,31/12/1997
28299060,52339,01/01/1995,31/12/1997
28299080,52339,01/01/2007,31/12/2500
28299090,52339,01/01/1988,31/12/1994
28301000,52341,01/01/1988,31/12/2500
28302000,52342,01/01/1988,31/12/2006
28303000,52342,01/01/1988,31/12/2006
28309011,52342,01/01/1988,31/12/2500
28309019,52342,01/01/1988,31/12/1997
28309080,52342,01/01/1998,31/12/2006
28309085,52342,01/01/2012,31/12/2500
28309090,52342,01/01/1988,31/12/1997
28311000,52343,01/01/1988,31/12/2500
28319000,52343,01/01/1988,31/12/2500
28321000,52344,01/01/1988,31/12/2500
28322000,52344,01/01/1988,31/12/2500
28323000,52344,01/01/1988,31/12/2500
28331100,52345,01/01/1988,31/12/2500
28331900,52345,01/01/1988,31/12/2500
28332100,52349,01/01/1988,31/12/2500
28332200,52349,01/01/1988,31/12/2500
28332300,52349,01/01/1988,31/12/2006
28332400,52349,01/01/1988,31/12/2500
28332500,52349,01/01/1988,31/12/2500
28332600,52349,01/01/1988,31/12/2006
28332700,52349,01/01/1988,31/12/2500
28332910,52349,01/01/1988,31/12/2006
28332920,52349,01/01/2007,31/12/2500
28332930,52349,01/01/1988,31/12/2500
28332950,52349,01/01/1988,31/12/2008
28332960,52349,01/01/2007,31/12/2500
28332970,52349,01/01/1988,31/12/2006
28332980,52349,01/01/2009,31/12/2500
28332990,52349,01/01/1988,31/12/2008
28333000,52349,01/01/1999,31/12/2500
28333010,52349,01/01/1988,31/12/1998
28333090,52349,01/01/1988,31/12/1998
28334000,52349,01/01/1988,31/12/2500
28341000,52351,01/01/1988,31/12/2500
28342100,52352,01/01/1988,31/12/2500
28342200,52359,01/01/1988,31/12/2001
28342910,52359,01/01/1988,31/12/1998
28342920,52359,01/01/1999,31/12/2500
28342930,52359,01/01/1988,31/12/2006
28342940,52359,01/01/2007,31/12/2500
28342950,52359,01/01/1988,31/12/1998
28342980,52359,01/01/2002,31/12/2500
28342990,52359,01/01/1988,31/12/2001
28351000,52361,01/01/1988,31/12/2500
28352100,52362,01/01/1988,31/12/1995
28352200,52363,01/01/1993,31/12/2500
28352210,52363,01/01/1989,31/12/1992
28352290,52363,01/01/1989,31/12/1992
28352300,52363,01/01/1988,31/12/2006
28352400,52363,01/01/1988,31/12/2500
28352500,52363,01/01/2009,31/12/2500
28352510,52363,01/01/1989,31/12/2008
28352590,52363,01/01/1989,31/12/2008
28352600,52363,01/01/2009,31/12/2500
28352610,52363,01/01/1989,31/12/2008
28352690,52363,01/01/1989,31/12/2008
28352900,52363,01/01/1989,31/12/1995
28352910,52363,01/01/2007,31/12/2500
28352910,52362,01/01/1996,31/12/2006
28352930,52363,01/01/2007,31/12/2500
28352990,52363,01/01/2007,31/12/2500
28353100,52364,01/01/1988,31/12/2500
28353900,52365,01/01/2012,31/12/2500
28353910,52365,01/01/1988,31/12/1998
28353930,52365,01/01/1989,31/12/1998
28353950,52365,01/01/1989,31/12/1992
28353970,52365,01/01/1993,31/12/1998
28353980,52365,01/01/1989,31/12/1992
28353990,52365,01/01/1988,31/12/1988
28361000,52371,01/01/1988,31/12/2006
28362000,52372,01/01/1988,31/12/2500
28363000,52373,01/01/1988,31/12/2500
28364000,52374,01/01/1988,31/12/2500
28365000,52379,01/01/1988,31/12/2500
28366000,52379,01/01/1988,31/12/2500
28367000,52375,01/01/1988,31/12/2006
28369100,52379,01/01/1988,31/12/2500
28369200,52379,01/01/1988,31/12/2500
28369300,52379,01/01/1988,31/12/1995
28369911,52379,01/01/1988,31/12/2500
28369917,52379,01/01/2007,31/12/2500
28369918,52379,01/01/1996,31/12/2006
28369919,52379,01/01/1988,31/12/1995
28369990,52379,01/01/1988,31/12/2500
28371100,52381,01/01/1988,31/12/2500
28371900,52381,01/01/2007,31/12/2500
28372000,52381,01/01/2007,31/12/2500
28380000,52382,01/01/1988,31/12/2006
28391100,52383,01/01/1988,31/12/2500
28391900,52383,01/01/1988,31/12/2500
28392000,52383,01/01/1988,31/12/2006
28399000,52383,01/01/2012,31/12/2500
28399010,52383,01/01/2007,31/12/2011
28399090,52383,01/01/2007,31/12/2011
28401100,52384,01/01/1988,31/12/2500
28401900,52384,01/01/1988,31/12/1996
28401910,52384,01/01/1997,31/12/2500
28401990,52384,01/01/1997,31/12/2500
28402010,52384,01/01/1988,31/12/2500
28402090,52384,01/01/1988,31/12/2500
28403000,52384,01/01/1988,31/12/2500
28411000,52431,01/01/1988,31/12/2006
28412000,52431,01/01/1988,31/12/2006
28413000,52431,01/01/1988,31/12/2500
28414000,52431,01/01/1988,31/12/2001
28415000,52431,01/01/2007,31/12/2500
28416000,52431,01/01/1988,31/12/1991
28416010,52431,01/01/1992,31/12/1995
28416090,52431,01/01/1992,31/12/1995
28416100,52431,01/01/1996,31/12/2500
28416900,52431,01/01/1996,31/12/2500
28417000,52431,01/01/1988,31/12/2500
28418000,52431,01/01/1988,31/12/2500
28419010,52431,01/01/1988,31/12/2004
28419030,52431,01/01/1988,31/12/2500
28419080,52431,01/01/2005,31/12/2006
28419085,52431,01/01/2007,31/12/2500
28419090,52431,01/01/1988,31/12/2004
28421000,52389,01/01/2012,31/12/2500
28429010,52389,01/01/2007,31/12/2500
28429080,52389,01/01/2007,31/12/2500
28429090,52389,01/01/1988,31/12/2006
28431010,52432,01/01/1988,31/12/2500
28431090,52432,01/01/1988,31/12/2500
28432100,52432,01/01/1988,31/12/2500
28432900,52432,01/01/2007,31/12/2500
28433000,52432,01/01/1988,31/12/2500
28439010,52432,01/01/1988,31/12/2500
28439090,52432,01/01/1988,31/12/2500
28441000,52511,01/01/1988,31/12/1994
28441010,52511,01/01/1995,31/12/2500
28441030,52511,01/01/1999,31/12/2500
28441031,52511,01/01/1995,31/12/1998
28441039,52511,01/01/1995,31/12/1998
28441050,52511,01/01/1995,31/12/2500
28441090,52511,01/01/1995,31/12/2500
28442011,52513,01/01/1988,31/12/1994
28442019,52513,01/01/1988,31/12/1994
28442021,52513,01/01/1995,31/12/1998
28442025,52513,01/01/1999,31/12/2500
28442029,52513,01/01/1995,31/12/1998
28442031,52513,01/01/1995,31/12/1998
28442035,52513,01/01/1999,31/12/2500
28442039,52513,01/01/1995,31/12/1998
28442051,52513,01/01/1995,31/12/2500
28442059,52513,01/01/1995,31/12/2500
28442081,52513,01/01/1995,31/12/1998
28442089,52513,01/01/1995,31/12/1998
28442091,52513,01/01/1988,31/12/1994
28442099,52513,01/01/1999,31/12/2500
28443011,52515,01/01/1988,31/12/2500
28443019,52515,01/01/1988,31/12/2500
28443051,52515,01/01/1988,31/12/2500
28443055,52515,01/01/1995,31/12/2500
28443059,52515,01/01/1988,31/12/1994
28443061,52515,01/01/1995,31/12/2500
28443069,52515,01/01/1995,31/12/2500
28443090,52515,01/01/1988,31/12/1994
28443091,52515,01/01/1995,31/12/2500
28443099,52515,01/01/1995,31/12/2500
28444000,52519,01/01/1988,31/12/1994
28444010,52519,01/01/1999,31/12/2500
28444011,52519,01/01/1995,31/12/1998
28444019,52519,01/01/1995,31/12/1998
28444020,52519,01/01/1995,31/12/2500
28444030,52519,01/01/1995,31/12/2500
28444040,52519,01/01/1995,31/12/1998
28444080,52519,01/01/1999,31/12/2500
28444090,52519,01/01/1995,31/12/1998
28445000,52517,01/01/1988,31/12/2500
28451000,52591,01/01/1988,31/12/2500
28459010,52591,01/01/1988,31/12/2500
28459090,52591,01/01/1988,31/12/2500
28461000,52595,01/01/1988,31/12/2500
28469000,52595,01/01/1988,31/12/2015
28469010,52595,01/01/2016,31/12/2500
28469020,52595,01/01/2016,31/12/2500
28469030,52595,01/01/2016,31/12/2500
28469090,52595,01/01/2016,31/12/2500
28470000,52491,01/01/1988,31/12/2500
28480000,52492,01/01/2012,31/12/2016
28481000,52492,01/01/1988,31/12/1995
28489000,52492,01/01/1988,31/12/1995
28491000,52493,01/01/1988,31/12/2500
28492000,52494,01/01/1988,31/12/2500
28499010,52494,01/01/1988,31/12/2500
28499030,52494,01/01/1988,31/12/2500
28499050,52494,01/01/1988,31/12/2500
28499090,52494,01/01/2012,31/12/2500
28500010,52495,01/01/1988,31/12/1997
28500020,52495,01/01/2012,31/12/2500
28500030,52495,01/01/1988,31/12/1997
28500050,52495,01/01/1988,31/12/2008
28500060,52495,01/01/2012,31/12/2500
28500070,52495,01/01/1988,31/12/2008
28500090,52495,01/01/2012,31/12/2500
28510010,52499,01/01/1988,31/12/2006
28510030,52499,01/01/1988,31/12/2006
28510050,52499,01/01/1998,31/12/2006
28510080,52499,01/01/1998,31/12/2006
28510090,52499,01/01/1988,31/12/1997
28520000,52496,01/01/2007,31/12/2011
28521000,52496,01/01/2012,31/12/2500
28529000,52496,01/01/2012,31/12/2500
28530010,52499,01/01/2007,31/12/2016
28530030,52499,01/01/2007,31/12/2016
28530050,52499,01/01/2007,31/12/2016
28530090,52499,01/01/2007,31/12/2016
28531000,52499,01/01/2017,31/12/2500
28539010,52499,01/01/2017,31/12/2500
28539030,52499,01/01/2017,31/12/2500
28539090,52499,01/01/2017,31/12/2500
29011000,51114,01/01/2004,31/12/2500
29011010,51114,01/01/1988,31/12/2003
29011090,51114,01/01/1988,31/12/2003
29012100,51111,01/01/2004,31/12/2500
29012110,51111,01/01/1995,31/12/2003
29012190,51111,01/01/1995,31/12/2003
29012200,51112,01/01/2004,31/12/2500
29012210,51112,01/01/1995,31/12/2003
29012290,51112,01/01/1995,31/12/2003
29012300,51113,01/01/2009,31/12/2500
29012310,51113,01/01/2004,31/12/2008
29012311,51113,01/01/1995,31/12/2003
29012319,51113,01/01/1995,31/12/2003
29012390,51113,01/01/2004,31/12/2008
29012391,51113,01/01/1995,31/12/2003
29012399,51113,01/01/1995,31/12/2003
29012400,51113,01/01/2009,31/12/2500
29012410,51113,01/01/2004,31/12/2008
29012411,51113,01/01/1995,31/12/2003
29012419,51113,01/01/1995,31/12/2003
29012490,51113,01/01/2004,31/12/2008
29012491,51113,01/01/1995,31/12/2003
29012499,51113,01/01/1995,31/12/2003
29012900,51119,01/01/2004,31/12/2500
29012910,51119,01/01/1988,31/12/1992
29012920,51119,01/01/1995,31/12/2003
29012980,51119,01/01/1995,31/12/2003
29012990,51119,01/01/1988,31/12/1992
29021100,51121,01/01/2002,31/12/2500
29021110,51121,01/01/1995,31/12/2001
29021190,51121,01/01/1995,31/12/2001
29021900,51129,01/01/2009,31/12/2500
29021910,51129,01/01/1988,31/12/2008
29021930,51129,01/01/1988,31/12/2003
29021980,51129,01/01/2004,31/12/2008
29021990,51129,01/01/2002,31/12/2003
29021991,51129,01/01/1995,31/12/2001
29021999,51129,01/01/1995,31/12/2001
29022000,51122,01/01/2002,31/12/2500
29022010,51122,01/01/1988,31/12/2001
29022090,51122,01/01/1988,31/12/2001
29023000,51123,01/01/2002,31/12/2500
29023010,51123,01/01/1988,31/12/2001
29023090,51123,01/01/1988,31/12/2001
29024100,51124,01/01/1988,31/12/2500
29024200,51124,01/01/1988,31/12/2500
29024300,51124,01/01/1988,31/12/2500
29024400,51124,01/01/2002,31/12/2500
29024410,51124,01/01/1988,31/12/2001
29024490,51124,01/01/1988,31/12/2001
29025000,51125,01/01/1988,31/12/2500
29026000,51126,01/01/1988,31/12/2500
29027000,51127,01/01/1988,31/12/2500
29029000,51129,01/01/2009,31/12/2500
29029010,51129,01/01/1988,31/12/2008
29029030,51129,01/01/1988,31/12/2008
29029050,51129,01/01/1997,31/12/2003
29029060,51129,01/01/1997,31/12/2003
29029080,51129,01/01/1997,31/12/2003
29029090,51129,01/01/2004,31/12/2008
29031100,51136,01/01/1988,31/12/2500
29031200,51136,01/01/1988,31/12/2500
29031300,51136,01/01/1988,31/12/2500
29031400,51136,01/01/1988,31/12/2500
29031500,51135,01/01/1988,31/12/2500
29031600,51136,01/01/1988,31/12/2001
29031900,51136,01/01/2016,31/12/2500
29031910,51136,01/01/1992,31/12/2015
29031980,51136,01/01/2002,31/12/2015
29031990,51136,01/01/1992,31/12/2001
29032100,51131,01/01/1988,31/12/2500
29032200,51132,01/01/1988,31/12/2500
29032300,51133,01/01/1988,31/12/2500
29032900,51134,01/01/1988,31/12/2500
29033010,51137,01/01/1988,31/12/1998
29033031,51137,01/01/1988,31/12/1998
29033033,51137,01/01/1994,31/12/2006
29033035,51137,01/01/1997,31/12/2006
29033036,51137,01/01/1999,31/12/2006
29033037,51137,01/01/1997,31/12/1998
29033038,51137,01/01/1994,31/12/1996
29033039,51137,01/01/1988,31/12/1993
29033080,51137,01/01/1999,31/12/2006
29033090,51137,01/01/1988,31/12/1998
29033100,51137,01/01/2007,31/12/2500
29033911,51137,01/01/2007,31/12/2500
29033915,51137,01/01/2007,31/12/2500
29033919,51137,01/01/2007,31/12/2500
29033921,51137,01/01/2016,31/12/2500
29033923,51137,01/01/2016,31/12/2500
29033924,51137,01/01/2016,31/12/2500
29033925,51137,01/01/2016,31/12/2500
29033926,51137,01/01/2016,31/12/2500
29033927,51137,01/01/2016,31/12/2500
29033928,51137,01/01/2016,31/12/2500
29033929,51137,01/01/2016,31/12/2500
29033931,51137,01/01/2016,31/12/2500
29033935,51137,01/01/2016,31/12/2500
29033939,51137,01/01/2016,31/12/2500
29033980,51137,01/01/2016,31/12/2500
29033990,51137,01/01/2007,31/12/2015
29034000,51138,01/01/1988,31/12/1988
29034010,51138,01/01/1989,31/12/1995
29034020,51138,01/01/1989,31/12/1995
29034021,51138,01/01/1995,31/12/1995
29034022,51138,01/01/1995,31/12/1995
29034023,51138,01/01/1995,31/12/1995
29034030,51138,01/01/1989,31/12/1995
29034040,51138,01/01/1989,31/12/1995
29034050,51138,01/01/1989,31/12/1995
29034051,51138,01/01/1995,31/12/1995
29034052,51138,01/01/1995,31/12/1995
29034053,51138,01/01/1995,31/12/1995
29034054,51138,01/01/1995,31/12/1995
29034055,51138,01/01/1995,31/12/1995
29034056,51138,01/01/1995,31/12/1995
29034057,51138,01/01/1995,31/12/1995
29034060,51138,01/01/1989,31/12/1990
29034061,51138,01/01/1991,31/12/1994
29034062,51138,01/01/1995,31/12/1995
29034066,51138,01/01/1995,31/12/1995
29034068,51138,01/01/1995,31/12/1995
29034069,51138,01/01/1991,31/12/1994
29034070,51138,01/01/1989,31/12/1995
29034080,51138,01/01/1989,31/12/1995
29034091,51138,01/01/1989,31/12/1995
29034092,51138,01/01/1991,31/12/1995
29034098,51138,01/01/1991,31/12/1995
29034099,51138,01/01/1989,31/12/1990
29034100,51138,01/01/1996,31/12/2011
29034200,51138,01/01/1996,31/12/2011
29034300,51138,01/01/1996,31/12/2011
29034410,51138,01/01/1996,31/12/2011
29034490,51138,01/01/1996,31/12/2011
29034510,51138,01/01/1996,31/12/2011
29034515,51138,01/01/1996,31/12/2011
29034520,51138,01/01/1996,31/12/2011
29034525,51138,01/01/1996,31/12/2011
29034530,51138,01/01/1996,31/12/2011
29034535,51138,01/01/1996,31/12/2011
29034540,51138,01/01/1996,31/12/2011
29034545,51138,01/01/1996,31/12/2011
29034550,51138,01/01/1996,31/12/2011
29034555,51138,01/01/1996,31/12/2011
29034590,51138,01/01/1996,31/12/2011
29034610,51138,01/01/1996,31/12/2011
29034620,51138,01/01/1996,31/12/2011
29034690,51138,01/01/1996,31/12/2011
29034700,51138,01/01/1996,31/12/2011
29034910,51138,01/01/1996,31/12/2007
29034911,51138,01/01/2008,31/12/2011
29034915,51138,01/01/2008,31/12/2011
29034919,51138,01/01/2008,31/12/2011
29034920,51138,01/01/1996,31/12/2011
29034930,51138,01/01/1997,31/12/2011
29034940,51138,01/01/1997,31/12/2011
29034980,51138,01/01/1997,31/12/2011
29034990,51138,01/01/1996,31/12/1996
29035100,51139,01/01/1999,31/12/2011
29035110,51139,01/01/1992,31/12/1998
29035190,51139,01/01/1992,31/12/1998
29035200,51139,01/01/2007,31/12/2011
29035900,51139,01/01/1988,31/12/1994
29035910,51139,01/01/1995,31/12/2008
29035920,51139,01/01/2009,31/12/2011
29035930,51139,01/01/1995,31/12/2008
29035980,51139,01/01/2007,31/12/2011
29035990,51139,01/01/1995,31/12/2006
29036100,51139,01/01/1988,31/12/2011
29036200,51139,01/01/1988,31/12/2011
29036900,51139,01/01/1988,31/12/1994
29036910,51139,01/01/1995,31/12/2011
29036990,51139,01/01/1995,31/12/2011
29037100,51138,01/01/2012,31/12/2500
29037200,51138,01/01/2012,31/12/2500
