CN 2021,CN 2022,CNKEY,TYPE,CN2021_Deleted codes,CN2021_Reused Code
90278005,90278910,902780050080,-,9027 80 05,
90278020,90278930,902780200080,-,9027 80 20,
90278080,90278100,902780800080,-,9027 80 80,
90278080,90278990,902780800080,-,9027 80 80,
90279000,90279000,902790000080,,,
90281000,90281000,902810000080,,,
90282000,90282000,902820000080,,,
90283011,90283011,902830110080,,,
90283019,90283019,902830190080,,,
90283090,90283090,902830900080,,,
90289010,90289010,902890100080,,,
90289090,90289090,902890900080,,,
90291000,90291000,902910000080,,,
90292031,90292031,902920310080,,,
90292038,90292038,902920380080,,,
90292090,90292090,902920900080,,,
90299000,90299000,902990000080,,,
90301000,90301000,903010000080,,,
90302000,90302000,903020000080,,,
90303100,90303100,903031000080,,,
90303200,90303200,903032000080,,,
90303320,90303320,903033200080,,,
90303370,90303370,903033700080,,,
90303900,90303900,903039000080,,,
90304000,90304000,903040000080,,,
90308200,90308200,903082000080,,,
90308400,90308400,903084000080,,,
90308900,90308900,903089000080,,,
90309000,90309000,903090000080,,,
90311000,90311000,903110000080,,,
90312000,90312000,903120000080,,,
90314100,90314100,903141000080,,,
90314910,90314910,903149100080,,,
90314990,90314990,903149900080,,,
90318020,90318020,903180200080,,,
90318080,90318080,903180800080,,,
90319000,90319000,903190000080,,,
90321020,90321020,903210200080,,,
90321080,90321080,903210800080,,,
90322000,90322000,903220000080,,,
90328100,90328100,903281000080,,,
90328900,90328900,903289000080,,,
90329000,90329000,903290000080,,,
90330010,90330010,903300100080,,,
90330090,90330090,903300900080,,,
91011100,91011100,910111000080,,,
91011900,91011900,910119000080,,,
91012100,91012100,910121000080,,,
91012900,91012900,910129000080,,,
91019100,91019100,910191000080,,,
91019900,91019900,910199000080,,,
91021100,91021100,910211000080,,,
91021200,91021200,910212000080,,,
91021900,91021900,910219000080,,,
91022100,91022100,910221000080,,,
91022900,91022900,910229000080,,,
91029100,91029100,910291000080,,,
91029900,91029900,910299000080,,,
91031000,91031000,910310000080,,,
91039000,91039000,910390000080,,,
91040000,91040000,910400000080,,,
91051100,91051100,910511000080,,,
91051900,91051900,910519000080,,,
91052100,91052100,910521000080,,,
91052900,91052900,910529000080,,,
91059100,91059100,910591000080,,,
91059900,91059900,910599000080,,,
91061000,91061000,910610000080,,,
91069000,91069000,910690000080,,,
91070000,91070000,910700000080,,,
91081100,91081100,910811000080,,,
91081200,91081200,910812000080,,,
91081900,91081900,910819000080,,,
91082000,91082000,910820000080,,,
91089000,91089000,910890000080,,,
91091000,91091000,910910000080,,,
91099000,91099000,910990000080,,,
91101110,91101110,911011100080,,,
91101190,91101190,911011900080,,,
91101200,91101200,911012000080,,,
91101900,91101900,911019000080,,,
91109000,91109000,911090000080,,,
91111000,91111000,911110000080,,,
91112000,91112000,911120000080,,,
91118000,91118000,911180000080,,,
91119000,91119000,911190000080,,,
91122000,91122000,911220000080,,,
91129000,91129000,911290000080,,,
91131010,91131010,911310100080,,,
91131090,91131090,911310900080,,,
91132000,91132000,911320000080,,,
91139000,91139000,911390000080,,,
91141000,91149010,911410000080,-,9114 10 00,
91143000,91143000,911430000080,,,
91144000,91144000,911440000080,,,
91149000,91149090,911490000080,-,9114 90 00,
92011010,92011010,920110100080,,,
92011090,92011090,920110900080,,,
92012000,92012000,920120000080,,,
92019000,92019000,920190000080,,,
92021010,92021010,920210100080,,,
92021090,92021090,920210900080,,,
92029030,92029030,920290300080,,,
92029080,92029080,920290800080,,,
92051000,92051000,920510000080,,,
92059010,92059010,920590100080,,,
92059030,92059030,920590300080,,,
92059050,92059050,920590500080,,,
92059090,92059090,920590900080,,,
92060000,92060000,920600000080,,,
92071010,92071010,920710100080,,,
92071030,92071030,920710300080,,,
92071050,92071050,920710500080,,,
92071080,92071080,920710800080,,,
92079010,92079010,920790100080,,,
92079090,92079090,920790900080,,,
92081000,92081000,920810000080,,,
92089000,92089000,920890000080,,,
92093000,92093000,920930000080,,,
92099100,92099100,920991000080,,,
92099200,92099200,920992000080,,,
92099400,92099400,920994000080,,,
92099920,92099920,920999200080,,,
92099940,92099940,920999400080,,,
92099950,92099950,920999500080,,,
92099970,92099970,920999700080,,,
93011000,93011000,930110000080,,,
93012000,93012000,930120000080,,,
93019000,93019000,930190000080,,,
93020000,93020000,930200000080,,,
93031000,93031000,930310000080,,,
93032010,93032010,930320100080,,,
93032095,93032095,930320950080,,,
93033000,93033000,930330000080,,,
93039000,93039000,930390000080,,,
93040000,93040000,930400000080,,,
93051000,93051000,930510000080,,,
93052000,93052000,930520000080,,,
93059100,93059100,930591000080,,,
93059900,93059900,930599000080,,,
93062100,93062100,930621000080,,,
93062900,93062900,930629000080,,,
93063010,93063010,930630100080,,,
93063030,93063030,930630300080,,,
93063090,93063090,930630900080,,,
93069010,93069010,930690100080,,,
93069090,93069090,930690900080,,,
93070000,93070000,930700000080,,,
94011000,94011000,940110000080,,,
94012000,94012000,940120000080,,,
94013000,94013100,940130000080,-,9401 30 00,
94013000,94013900,940130000080,-,9401 30 00,
94014000,94014100,940140000080,-,9401 40 00,
94014000,94014900,940140000080,-,9401 40 00,
94015200,94015200,940152000080,,,
94015300,94015300,940153000080,,,
94015900,94015900,940159000080,,,
94016100,94016100,940161000080,,,
94016900,94016900,940169000080,,,
94017100,94017100,940171000080,,,
94017900,94017900,940179000080,,,
94018000,94018000,940180000080,,,
94019010,94019110,940190100080,-,9401 90 10,
94019010,94019910,940190100080,-,9401 90 10,
94019030,94019190,940190300080,-,9401 90 30,
94019080,94019990,940190800080,-,9401 90 80,
94021000,94021000,940210000080,,,
94029000,94029000,940290000080,,,
94031051,94031051,940310510080,,,
94031058,94031058,940310580080,,,
94031091,94031091,940310910080,,,
94031093,94031093,940310930080,,,
94031098,94031098,940310980080,,,
94032020,94032020,940320200080,,,
94032080,94032080,940320800080,,,
94033011,94033011,940330110080,,,
94033019,94033019,940330190080,,,
94033091,94033091,940330910080,,,
94033099,94033099,940330990080,,,
94034010,94034010,940340100080,,,
94034090,94034090,940340900080,,,
94035000,94035000,940350000080,,,
94036010,94036010,940360100080,,,
94036030,94036030,940360300080,,,
94036090,94036090,940360900080,,,
94037000,94037000,940370000080,,,
94038200,94038200,940382000080,,,
94038300,94038300,940383000080,,,
94038900,94038900,940389000080,,,
94039010,94039910,940390100080,-,9403 90 10,
94039030,94039100,940390300080,-,9403 90 30,
94039090,94039990,940390900080,-,9403 90 90,
94041000,94041000,940410000080,,,
94042110,94042110,940421100080,,,
94042190,94042190,940421900080,,,
94042910,94042910,940429100080,,,
94042990,94042990,940429900080,,,
94043000,94043000,940430000080,,,
94049010,94044010,940490100080,-,,9404 90 10
94049010,94049010,940490100080,-,,9404 90 10
94049090,94049090,940490900080,-,,9404 90 90
94049090,94044090,940490900080,-,,9404 90 90
94051021,94051940,940510210080,ex,9405 10 21,
94051040,85395100,940510400080,ex,9405 10 40,
94051040,94051140,940510400080,-,9405 10 40,
94051040,94051940,940510400080,ex,9405 10 40,
94051050,94051150,940510500080,-,9405 10 50,
94051050,94051950,940510500080,-,9405 10 50,
94051050,85395100,940510500080,ex,9405 10 50,
94051091,94051990,940510910080,ex,9405 10 91,
94051098,85395100,940510980080,ex,9405 10 98,
94051098,94051190,940510980080,-,9405 10 98,
94051098,94051990,940510980080,ex,9405 10 98,
94052011,94052940,940520110080,ex,9405 20 11,
94052040,94052140,940520400080,-,9405 20 40,
94052040,94052940,940520400080,ex,9405 20 40,
94052040,85395100,940520400080,ex,9405 20 40,
94052050,94052150,940520500080,-,9405 20 50,
94052050,94052950,940520500080,-,9405 20 50,
94052050,85395100,940520500080,ex,9405 20 50,
94052091,94052990,940520910080,ex,9405 20 91,
94052099,85395100,940520990080,ex,9405 20 99,
94052099,94052190,940520990080,-,9405 20 99,
94052099,94052990,940520990080,ex,9405 20 99,
94053000,85395100,940530000080,ex,9405 30 00,
94053000,94053100,940530000080,-,9405 30 00,
94053000,94053900,940530000080,-,9405 30 00,
94054010,85395100,940540100080,ex,9405 40 10,
94054010,94054110,940540100080,-,9405 40 10,
94054010,94054210,940540100080,-,9405 40 10,
94054010,94054910,940540100080,-,9405 40 10,
94054031,94054940,940540310080,ex,9405 40 31,
94054035,94054940,940540350080,ex,9405 40 35,
94054039,85395100,940540390080,ex,9405 40 39,
94054039,94054940,940540390080,ex,9405 40 39,
94054039,94054131,940540390080,-,9405 40 39,
94054039,94054231,940540390080,-,9405 40 39,
94054091,94054990,940540910080,ex,9405 40 91,
94054095,94054990,940540950080,ex,9405 40 95,
94054099,94054990,940540990080,ex,9405 40 99,
94054099,85395100,940540990080,ex,9405 40 99,
94054099,94054139,940540990080,-,9405 40 99,
94054099,94054239,940540990080,-,9405 40 99,
94055000,94055000,940550000080,,,
94056020,94056920,940560200080,-,9405 60 20,
94056020,94056120,940560200080,-,9405 60 20,
94056080,94056180,940560800080,-,9405 60 80,
94056080,94056980,940560800080,-,9405 60 80,
94059110,94059110,940591100080,,,
94059190,94059190,940591900080,,,
94059200,94059200,940592000080,,,
94059900,85399090,940599000080,ex,,9405 99 00
94059900,94059900,940599000080,-,,9405 99 00
94061000,94061000,940610000080,,,
94069010,94069010,940690100080,,,
94069031,94069031,940690310080,,,
94069038,94069038,940690380080,-,,9406 90 38
94069038,94062000,940690380080,-,,9406 90 38
94069090,94069090,940690900080,,,
95030010,95030010,950300100080,,,
95030021,95030021,950300210080,,,
95030029,95030029,950300290080,,,
95030030,95030030,950300300080,,,
95030035,95030035,950300350080,,,
95030039,95030039,950300390080,,,
95030041,95030041,950300410080,,,
95030049,95030049,950300490080,,,
95030055,95030055,950300550080,,,
95030061,95030061,950300610080,,,
95030069,95030069,950300690080,,,
95030070,95030070,950300700080,,,
95030075,95030075,950300750080,,,
95030079,95030079,950300790080,,,
95030081,95030081,950300810080,,,
95030085,95030085,950300850080,,,
95030087,95030087,950300870080,,,
95030095,95030095,950300950080,,,
95030099,95030099,950300990080,,,
95042000,95042000,950420000080,,,
95043010,95043010,950430100080,,,
95043020,95043020,950430200080,,,
95043090,95043090,950430900080,,,
95044000,95044000,950440000080,,,
95045000,95045000,950450000080,,,
95049010,95049010,950490100080,,,
95049080,95049080,950490800080,,,
95051010,95051010,950510100080,,,
95051090,95051090,950510900080,,,
95059000,95059000,950590000080,,,
95061110,95061110,950611100080,,,
95061121,95061121,950611210080,,,
95061129,95061129,950611290080,,,
95061180,95061180,950611800080,,,
95061200,95061200,950612000080,,,
95061900,95061900,950619000080,,,
95062100,95062100,950621000080,,,
95062900,95062900,950629000080,,,
95063100,95063100,950631000080,,,
95063200,95063200,950632000080,,,
95063910,95063910,950639100080,,,
95063990,95063990,950639900080,,,
95064000,95064000,950640000080,,,
95065100,95065100,950651000080,,,
95065900,95065900,950659000080,,,
95066100,95066100,950661000080,,,
95066200,95066200,950662000080,,,
95066910,95066910,950669100080,,,
95066990,95066990,950669900080,,,
95067010,95067010,950670100080,,,
95067030,95067030,950670300080,,,
95067090,95067090,950670900080,,,
95069110,95069110,950691100080,,,
95069190,95069190,950691900080,,,
95069910,95069910,950699100080,,,
95069990,95069990,950699900080,,,
95071000,95071000,950710000080,,,
95072010,95072010,950720100080,,,
95072090,95072090,950720900080,,,
95073000,95073000,950730000080,,,
95079000,95079000,950790000080,,,
95081000,95081000,950810000080,,,
95089000,95083000,950890000080,-,9508 90 00,
95089000,95082900,950890000080,-,9508 90 00,
95089000,95082600,950890000080,-,9508 90 00,
95089000,95082500,950890000080,-,9508 90 00,
95089000,95082400,950890000080,-,9508 90 00,
95089000,95082300,950890000080,-,9508 90 00,
95089000,95082100,950890000080,-,9508 90 00,
95089000,95084000,950890000080,-,9508 90 00,
95089000,95082200,950890000080,-,9508 90 00,
96011000,96011000,960110000080,,,
96019000,96019000,960190000080,,,
96020000,96020000,960200000080,,,
96031000,96031000,960310000080,,,
96032100,96032100,960321000080,,,
96032930,96032930,960329300080,,,
96032980,96032980,960329800080,,,
96033010,96033010,960330100080,,,
96033090,96033090,960330900080,,,
96034010,96034010,960340100080,,,
96034090,96034090,960340900080,,,
96035000,96035000,960350000080,,,
96039010,96039010,960390100080,,,
96039091,96039091,960390910080,,,
96039099,96039099,960390990080,,,
96040000,96040000,960400000080,,,
96050000,96050000,960500000080,,,
96061000,96061000,960610000080,,,
96062100,96062100,960621000080,,,
96062200,96062200,960622000080,,,
96062900,96062900,960629000080,,,
96063000,96063000,960630000080,,,
96071100,96071100,960711000080,,,
96071900,96071900,960719000080,,,
96072010,96072010,960720100080,,,
96072090,96072090,960720900080,,,
96081010,96081010,960810100080,,,
96081092,96081092,960810920080,,,
96081099,96081099,960810990080,,,
96082000,96082000,960820000080,,,
96083000,96083000,960830000080,,,
96084000,96084000,960840000080,,,
96085000,96085000,960850000080,,,
96086000,96086000,960860000080,,,
96089100,96089100,960891000080,,,
96089900,96089900,960899000080,,,
96091010,96091010,960910100080,,,
96091090,96091090,960910900080,,,
96092000,96092000,960920000080,,,
96099010,96099010,960990100080,,,
96099090,96099090,960990900080,,,
96100000,96100000,961000000080,,,
96110000,96110000,961100000080,,,
96121010,96121010,961210100080,,,
96121020,96121020,961210200080,,,
96121080,96121080,961210800080,,,
96122000,96122000,961220000080,,,
96131000,96131000,961310000080,,,
96132000,96132000,961320000080,,,
96138000,96138000,961380000080,,,
96139000,96139000,961390000080,,,
96140010,96140010,961400100080,,,
96140090,96140090,961400900080,,,
96151100,96151100,961511000080,,,
96151900,96151900,961519000080,,,
96159000,96159000,961590000080,,,
96161010,96161010,961610100080,,,
96161090,96161090,961610900080,,,
96162000,96162000,961620000080,,,
96170000,96170000,961700000080,,,
96180000,96180000,961800000080,,,
96190030,96190030,961900300080,,,
96190040,96190040,961900400080,,,
96190050,96190050,961900500080,,,
96190071,96190071,961900710080,,,
96190075,96190075,961900750080,,,
96190079,96190079,961900790080,,,
96190081,96190081,961900810080,,,
96190089,96190089,961900890080,,,
96200010,96200010,962000100080,,,
96200091,96200091,962000910080,,,
96200099,96200099,962000990080,,,
97011000,97019100,970110000080,-,9701 10 00,
97011000,97012100,970110000080,-,9701 10 00,
97019000,97012200,970190000080,-,9701 90 00,
97019000,97012900,970190000080,-,9701 90 00,
97019000,97019200,970190000080,-,9701 90 00,
97019000,97019900,970190000080,-,9701 90 00,
97020000,97021000,970200000080,-,9702 00 00,
97020000,97029000,970200000080,-,9702 00 00,
