CN 2021,PRODCOM 2021,YEAR,PRODTYPE,CN-Split
52054400,13106153,2021,T,b
52054600,13106153,2021,T,b
52054700,13106153,2021,T,b
52054800,13106153,2021,T,b
52062100,13106153,2021,T,b
52062200,13106153,2021,T,b
52062300,13106153,2021,T,b
52062400,13106153,2021,T,b
52062500,13106153,2021,T,b
52064100,13106153,2021,T,b
52064200,13106153,2021,T,b
52064300,13106153,2021,T,b
52064400,13106153,2021,T,b
52064500,13106153,2021,T,b
52052100,13106155,2021,T,c
52052200,13106155,2021,T,c
52052300,13106155,2021,T,c
52052400,13106155,2021,T,c
52052600,13106155,2021,T,c
52052700,13106155,2021,T,c
52052800,13106155,2021,T,c
52054100,13106155,2021,T,c
52054200,13106155,2021,T,c
52054300,13106155,2021,T,c
52054400,13106155,2021,T,c
52054600,13106155,2021,T,c
52054700,13106155,2021,T,c
52054800,13106155,2021,T,c
52062100,13106155,2021,T,c
52062200,13106155,2021,T,c
52062300,13106155,2021,T,c
52062400,13106155,2021,T,c
52062500,13106155,2021,T,c
52064100,13106155,2021,T,c
52064200,13106155,2021,T,c
52064300,13106155,2021,T,c
52064400,13106155,2021,T,c
52064500,13106155,2021,T,c
52071000,13106160,2021,T,
52079000,13106160,2021,T,
52051100,131061Z1,2021,T,
52051200,131061Z1,2021,T,
52051300,131061Z1,2021,T,
52051400,131061Z1,2021,T,
52051510,131061Z1,2021,T,
52051590,131061Z1,2021,T,
52053100,131061Z1,2021,T,
52053200,131061Z1,2021,T,
52053300,131061Z1,2021,T,
52053400,131061Z1,2021,T,
52053500,131061Z1,2021,T,
52061100,131061Z1,2021,T,
52061200,131061Z1,2021,T,
52061300,131061Z1,2021,T,
52061400,131061Z1,2021,T,
52061500,131061Z1,2021,T,
52063100,131061Z1,2021,T,
52063200,131061Z1,2021,T,
52063300,131061Z1,2021,T,
52063400,131061Z1,2021,T,
52063500,131061Z1,2021,T,
52052100,131061Z2,2021,T,
52052200,131061Z2,2021,T,
52052300,131061Z2,2021,T,
52052400,131061Z2,2021,T,
52052600,131061Z2,2021,T,
52052700,131061Z2,2021,T,
52052800,131061Z2,2021,T,
52054100,131061Z2,2021,T,
52054200,131061Z2,2021,T,
52054300,131061Z2,2021,T,
52054400,131061Z2,2021,T,
52054600,131061Z2,2021,T,
52054700,131061Z2,2021,T,
52054800,131061Z2,2021,T,
52062100,131061Z2,2021,T,
52062200,131061Z2,2021,T,
52062300,131061Z2,2021,T,
52062400,131061Z2,2021,T,
52062500,131061Z2,2021,T,
52064100,131061Z2,2021,T,
52064200,131061Z2,2021,T,
52064300,131061Z2,2021,T,
52064400,131061Z2,2021,T,
52064500,131061Z2,2021,T,
52041100,13106200,2021,T,
52041900,13106200,2021,T,
52042000,13106200,2021,T,
53061010,13107110,2021,T,
53061030,13107110,2021,T,
53061050,13107110,2021,T,
53062010,13107110,2021,T,
53061090,13107120,2021,T,
53062090,13107120,2021,T,
53071000,13107200,2021,T,
53072000,13107200,2021,T,
53081000,13107200,2021,T,
53082010,13107200,2021,T,
53082090,13107200,2021,T,
53089012,13107200,2021,T,
53089019,13107200,2021,T,
53089050,13107200,2021,T,
53089090,13107200,2021,T,
54026100,13108110,2021,T,
54026200,13108110,2021,T,
54026300,13108110,2021,T,
54026900,13108110,2021,T,
54034100,13108130,2021,T,
54034200,13108130,2021,T,
54034900,13108130,2021,T,
54060000,13108150,2021,T,
55091100,13108210,2021,T,
55091200,13108210,2021,T,
55092100,13108210,2021,T,
55092200,13108210,2021,T,
55093100,13108210,2021,T,
55093200,13108210,2021,T,
55094100,13108210,2021,T,
55094200,13108210,2021,T,
55111000,13108250,2021,T,
55095100,13108320,2021,T,
55095200,13108333,2021,T,a
55096100,13108333,2021,T,a
55099100,13108333,2021,T,a
55095200,13108336,2021,T,b
55096100,13108336,2021,T,b
55099100,13108336,2021,T,b
55095300,13108340,2021,T,
55096200,13108340,2021,T,
55099200,13108340,2021,T,
55095900,13108380,2021,T,
55096900,13108380,2021,T,
55099900,13108380,2021,T,
55112000,13108390,2021,T,
55095200,131083Z0,2021,T,
55096100,131083Z0,2021,T,
55099100,131083Z0,2021,T,
55101100,13108410,2021,T,
55101200,13108410,2021,T,
55102000,13108410,2021,T,
55103000,13108410,2021,T,
55109000,13108410,2021,T,
55113000,13108430,2021,T,
54011012,13108510,2021,T,
54011014,13108510,2021,T,
54011016,13108510,2021,T,
54011018,13108510,2021,T,
54011090,13108510,2021,T,
54012010,13108510,2021,T,
54012090,13108510,2021,T,
55081010,13108550,2021,T,
55081090,13108550,2021,T,
55082010,13108550,2021,T,
55082090,13108550,2021,T,
50071000,13201100,2021,S,
50072011,13201100,2021,S,
50072019,13201100,2021,S,
50072021,13201100,2021,S,
50072031,13201100,2021,S,
50072039,13201100,2021,S,
50072041,13201100,2021,S,
50072051,13201100,2021,S,
50072059,13201100,2021,S,
50072061,13201100,2021,S,
50072069,13201100,2021,S,
50072071,13201100,2021,S,
50079010,13201100,2021,S,
50079030,13201100,2021,S,
50079050,13201100,2021,S,
50079090,13201100,2021,S,
51111100,13201230,2021,T,
51111900,13201230,2021,T,
51112000,13201230,2021,T,
51113010,13201230,2021,T,
51113080,13201230,2021,T,
51119010,13201230,2021,T,
51119091,13201230,2021,T,
51119098,13201230,2021,T,
51121100,13201260,2021,T,
51121900,13201260,2021,T,
51122000,13201260,2021,T,
51123010,13201260,2021,T,
51123080,13201260,2021,T,
51129010,13201260,2021,T,
51129091,13201260,2021,T,
51129098,13201260,2021,T,
51130000,13201260,2021,T,
53091110,13201330,2021,T,
53091190,13201330,2021,T,
53091900,13201330,2021,T,
53092100,13201360,2021,T,
53092900,13201360,2021,T,
53101010,13201400,2021,T,
53101090,13201400,2021,T,
53109000,13201400,2021,T,
53110010,13201900,2021,T,
53110090,13201900,2021,T,
52081190,13202014,2021,T,a
52081216,13202014,2021,T,a
52081219,13202014,2021,T,a
52081296,13202014,2021,T,a
52081299,13202014,2021,T,a
52081300,13202014,2021,T,a
52081900,13202014,2021,T,a
52082190,13202014,2021,T,a
52082216,13202014,2021,T,a
52082219,13202014,2021,T,a
52082296,13202014,2021,T,a
52082299,13202014,2021,T,a
52082300,13202014,2021,T,a
52082900,13202014,2021,T,a
52083100,13202014,2021,T,a
52083216,13202014,2021,T,a
52083219,13202014,2021,T,a
52083296,13202014,2021,T,a
52083299,13202014,2021,T,a
52083300,13202014,2021,T,a
52083900,13202014,2021,T,a
52085100,13202014,2021,T,a
52085200,13202014,2021,T,a
52085910,13202014,2021,T,a
52085990,13202014,2021,T,a
52101100,13202014,2021,T,a
52101900,13202014,2021,T,a
52102100,13202014,2021,T,a
52102900,13202014,2021,T,a
52103100,13202014,2021,T,a
52103200,13202014,2021,T,a
52103900,13202014,2021,T,a
52105100,13202014,2021,T,a
52105900,13202014,2021,T,a
52121110,13202014,2021,T,a
52121190,13202014,2021,T,a
52121210,13202014,2021,T,a
52121290,13202014,2021,T,a
52121310,13202014,2021,T,a
52121390,13202014,2021,T,a
52121510,13202014,2021,T,a
52121590,13202014,2021,T,a
52081190,13202017,2021,T,b
52081216,13202017,2021,T,b
52081219,13202017,2021,T,b
52081296,13202017,2021,T,b
52081299,13202017,2021,T,b
52081300,13202017,2021,T,b
52081900,13202017,2021,T,b
52082190,13202017,2021,T,b
52082216,13202017,2021,T,b
52082219,13202017,2021,T,b
52082296,13202017,2021,T,b
52082299,13202017,2021,T,b
52082300,13202017,2021,T,b
52082900,13202017,2021,T,b
52083100,13202017,2021,T,b
52083216,13202017,2021,T,b
52083219,13202017,2021,T,b
52083296,13202017,2021,T,b
52083299,13202017,2021,T,b
52083300,13202017,2021,T,b
52083900,13202017,2021,T,b
52085100,13202017,2021,T,b
52085200,13202017,2021,T,b
52085910,13202017,2021,T,b
52085990,13202017,2021,T,b
52101100,13202017,2021,T,b
52101900,13202017,2021,T,b
52102100,13202017,2021,T,b
52102900,13202017,2021,T,b
52103100,13202017,2021,T,b
52103200,13202017,2021,T,b
52103900,13202017,2021,T,b
52105100,13202017,2021,T,b
52105900,13202017,2021,T,b
52121110,13202017,2021,T,b
52121190,13202017,2021,T,b
52121210,13202017,2021,T,b
52121290,13202017,2021,T,b
52121310,13202017,2021,T,b
52121390,13202017,2021,T,b
52121510,13202017,2021,T,b
52121590,13202017,2021,T,b
52081190,13202019,2021,T,c
52081216,13202019,2021,T,c
52081219,13202019,2021,T,c
52081296,13202019,2021,T,c
52081299,13202019,2021,T,c
52081300,13202019,2021,T,c
52081900,13202019,2021,T,c
52082190,13202019,2021,T,c
52082216,13202019,2021,T,c
52082219,13202019,2021,T,c
52082296,13202019,2021,T,c
52082299,13202019,2021,T,c
52082300,13202019,2021,T,c
52082900,13202019,2021,T,c
52083100,13202019,2021,T,c
52083216,13202019,2021,T,c
52083219,13202019,2021,T,c
52083296,13202019,2021,T,c
52083299,13202019,2021,T,c
52083300,13202019,2021,T,c
52083900,13202019,2021,T,c
52085100,13202019,2021,T,c
52085200,13202019,2021,T,c
52085910,13202019,2021,T,c
52085990,13202019,2021,T,c
52101100,13202019,2021,T,c
52101900,13202019,2021,T,c
52102100,13202019,2021,T,c
52102900,13202019,2021,T,c
52103100,13202019,2021,T,c
52103200,13202019,2021,T,c
52103900,13202019,2021,T,c
52105100,13202019,2021,T,c
52105900,13202019,2021,T,c
52121110,13202019,2021,T,c
52121190,13202019,2021,T,c
52121210,13202019,2021,T,c
52121290,13202019,2021,T,c
52121310,13202019,2021,T,c
52121390,13202019,2021,T,c
52121510,13202019,2021,T,c
52121590,13202019,2021,T,c
52081110,13202020,2021,S,
52082110,13202020,2021,S,
52084100,13202031,2021,T,a
52084200,13202031,2021,T,a
52084300,13202031,2021,T,a
52084900,13202031,2021,T,a
52104100,13202031,2021,T,a
52104900,13202031,2021,T,a
52091100,13202042,2021,T,a
52091200,13202042,2021,T,a
52091900,13202042,2021,T,a
52092100,13202042,2021,T,a
52092200,13202042,2021,T,a
52092900,13202042,2021,T,a
52093100,13202042,2021,T,a
52093200,13202042,2021,T,a
52093900,13202042,2021,T,a
52095100,13202042,2021,T,a
52095200,13202042,2021,T,a
52095900,13202042,2021,T,a
52111100,13202042,2021,T,a
52111200,13202042,2021,T,a
52111900,13202042,2021,T,a
52112000,13202042,2021,T,a
52113100,13202042,2021,T,a
52113200,13202042,2021,T,a
52113900,13202042,2021,T,a
52115100,13202042,2021,T,a
52115200,13202042,2021,T,a
52115900,13202042,2021,T,a
52122110,13202042,2021,T,a
52122190,13202042,2021,T,a
52122210,13202042,2021,T,a
52122290,13202042,2021,T,a
52122310,13202042,2021,T,a
52122390,13202042,2021,T,a
52122510,13202042,2021,T,a
52122590,13202042,2021,T,a
52091100,13202044,2021,T,b
52091200,13202044,2021,T,b
52091900,13202044,2021,T,b
52092100,13202044,2021,T,b
52092200,13202044,2021,T,b
52092900,13202044,2021,T,b
52093100,13202044,2021,T,b
52093200,13202044,2021,T,b
52093900,13202044,2021,T,b
52095100,13202044,2021,T,b
52095200,13202044,2021,T,b
52095900,13202044,2021,T,b
52111100,13202044,2021,T,b
52111200,13202044,2021,T,b
52111900,13202044,2021,T,b
52112000,13202044,2021,T,b
52113100,13202044,2021,T,b
52113200,13202044,2021,T,b
52113900,13202044,2021,T,b
52115100,13202044,2021,T,b
52115200,13202044,2021,T,b
52115900,13202044,2021,T,b
52122110,13202044,2021,T,b
52122190,13202044,2021,T,b
52122210,13202044,2021,T,b
52122290,13202044,2021,T,b
52122310,13202044,2021,T,b
52122390,13202044,2021,T,b
52122510,13202044,2021,T,b
52122590,13202044,2021,T,b
52091100,13202049,2021,T,c
52091200,13202049,2021,T,c
52091900,13202049,2021,T,c
52092100,13202049,2021,T,c
52092200,13202049,2021,T,c
52092900,13202049,2021,T,c
52093100,13202049,2021,T,c
52093200,13202049,2021,T,c
52093900,13202049,2021,T,c
52095100,13202049,2021,T,c
52095200,13202049,2021,T,c
52095900,13202049,2021,T,c
52111100,13202049,2021,T,c
52111200,13202049,2021,T,c
52111900,13202049,2021,T,c
52112000,13202049,2021,T,c
52113100,13202049,2021,T,c
52113200,13202049,2021,T,c
52113900,13202049,2021,T,c
52115100,13202049,2021,T,c
52115200,13202049,2021,T,c
52115900,13202049,2021,T,c
52122110,13202049,2021,T,c
52122190,13202049,2021,T,c
52122210,13202049,2021,T,c
52122290,13202049,2021,T,c
52122310,13202049,2021,T,c
52122390,13202049,2021,T,c
52122510,13202049,2021,T,c
52122590,13202049,2021,T,c
52094200,13202060,2021,S,
52114200,13202060,2021,S,
52084100,13202072,2021,T,b
52084200,13202072,2021,T,b
52084300,13202072,2021,T,b
52084900,13202072,2021,T,b
52094100,13202072,2021,T,a
52094300,13202072,2021,T,a
52094900,13202072,2021,T,a
52104100,13202072,2021,T,b
52104900,13202072,2021,T,b
52114100,13202072,2021,T,b
52114300,13202072,2021,T,b
52114910,13202072,2021,T,b
52114990,13202072,2021,T,b
52121410,13202072,2021,T,a
52121490,13202072,2021,T,a
52122410,13202072,2021,T,a
52122490,13202072,2021,T,a
52084100,13202074,2021,T,c
52084200,13202074,2021,T,c
52084300,13202074,2021,T,c
52084900,13202074,2021,T,c
52094100,13202074,2021,T,b
52094300,13202074,2021,T,b
52094900,13202074,2021,T,b
52104100,13202074,2021,T,c
52104900,13202074,2021,T,c
52114100,13202074,2021,T,c
52114300,13202074,2021,T,c
52114910,13202074,2021,T,c
52114990,13202074,2021,T,c
52121410,13202074,2021,T,b
52121490,13202074,2021,T,b
52122410,13202074,2021,T,b
52122490,13202074,2021,T,b
52084100,13202079,2021,T,d
52084200,13202079,2021,T,d
52084300,13202079,2021,T,d
52084900,13202079,2021,T,d
52094100,13202079,2021,T,c
52094300,13202079,2021,T,c
52094900,13202079,2021,T,c
52104100,13202079,2021,T,d
52104900,13202079,2021,T,d
52114100,13202079,2021,T,d
52114300,13202079,2021,T,d
52114910,13202079,2021,T,d
52114990,13202079,2021,T,d
52121410,13202079,2021,T,c
52121490,13202079,2021,T,c
52122410,13202079,2021,T,c
52122490,13202079,2021,T,c
52081190,132020Z1,2021,T,
52081216,132020Z1,2021,T,
52081219,132020Z1,2021,T,
52081296,132020Z1,2021,T,
52081299,132020Z1,2021,T,
52081300,132020Z1,2021,T,
52081900,132020Z1,2021,T,
52082190,132020Z1,2021,T,
52082216,132020Z1,2021,T,
52082219,132020Z1,2021,T,
52082296,132020Z1,2021,T,
52082299,132020Z1,2021,T,
52082300,132020Z1,2021,T,
52082900,132020Z1,2021,T,
52083100,132020Z1,2021,T,
52083216,132020Z1,2021,T,
52083219,132020Z1,2021,T,
52083296,132020Z1,2021,T,
52083299,132020Z1,2021,T,
52083300,132020Z1,2021,T,
52083900,132020Z1,2021,T,
52085100,132020Z1,2021,T,
52085200,132020Z1,2021,T,
52085910,132020Z1,2021,T,
52085990,132020Z1,2021,T,
52101100,132020Z1,2021,T,
52101900,132020Z1,2021,T,
52102100,132020Z1,2021,T,
52102900,132020Z1,2021,T,
52103100,132020Z1,2021,T,
52103200,132020Z1,2021,T,
52103900,132020Z1,2021,T,
52105100,132020Z1,2021,T,
52105900,132020Z1,2021,T,
52121110,132020Z1,2021,T,
52121190,132020Z1,2021,T,
52121210,132020Z1,2021,T,
52121290,132020Z1,2021,T,
52121310,132020Z1,2021,T,
52121390,132020Z1,2021,T,
52121510,132020Z1,2021,T,
52121590,132020Z1,2021,T,
52091100,132020Z2,2021,T,
52091200,132020Z2,2021,T,
52091900,132020Z2,2021,T,
52092100,132020Z2,2021,T,
52092200,132020Z2,2021,T,
52092900,132020Z2,2021,T,
52093100,132020Z2,2021,T,
52093200,132020Z2,2021,T,
52093900,132020Z2,2021,T,
52095100,132020Z2,2021,T,
52095200,132020Z2,2021,T,
52095900,132020Z2,2021,T,
52111100,132020Z2,2021,T,
52111200,132020Z2,2021,T,
52111900,132020Z2,2021,T,
52112000,132020Z2,2021,T,
52113100,132020Z2,2021,T,
52113200,132020Z2,2021,T,
52113900,132020Z2,2021,T,
52115100,132020Z2,2021,T,
52115200,132020Z2,2021,T,
52115900,132020Z2,2021,T,
52122110,132020Z2,2021,T,
52122190,132020Z2,2021,T,
52122210,132020Z2,2021,T,
52122290,132020Z2,2021,T,
52122310,132020Z2,2021,T,
52122390,132020Z2,2021,T,
52122510,132020Z2,2021,T,
52122590,132020Z2,2021,T,
52084100,132020Z3,2021,T,
52084200,132020Z3,2021,T,
52084300,132020Z3,2021,T,
52084900,132020Z3,2021,T,
52094100,132020Z3,2021,T,
52094300,132020Z3,2021,T,
52094900,132020Z3,2021,T,
52104100,132020Z3,2021,T,
52104900,132020Z3,2021,T,
52114100,132020Z3,2021,T,
52114300,132020Z3,2021,T,
52114910,132020Z3,2021,T,
52114990,132020Z3,2021,T,
52121410,132020Z3,2021,T,
52121490,132020Z3,2021,T,
52122410,132020Z3,2021,T,
52122490,132020Z3,2021,T,
54071000,13203130,2021,S,
54072011,13203130,2021,S,
54072019,13203130,2021,S,
54072090,13203130,2021,S,
54073000,13203130,2021,S,
54081000,13203130,2021,S,
54074100,13203150,2021,T,
54074200,13203150,2021,T,
54074300,13203150,2021,T,
54074400,13203150,2021,T,
54075100,13203150,2021,T,
54075200,13203150,2021,T,
54075300,13203150,2021,T,
54075400,13203150,2021,T,
54076110,13203150,2021,T,
54076130,13203150,2021,T,
54076150,13203150,2021,T,
54076190,13203150,2021,T,
54076910,13203150,2021,T,
54076990,13203150,2021,T,
54077100,13203150,2021,T,
54077200,13203150,2021,T,
54077300,13203150,2021,T,
54077400,13203150,2021,T,
54078100,13203150,2021,T,
54078200,13203150,2021,T,
54078300,13203150,2021,T,
54078400,13203150,2021,T,
54079100,13203150,2021,T,
54079200,13203150,2021,T,
54079300,13203150,2021,T,
54079400,13203150,2021,T,
54082100,13203170,2021,T,
54082210,13203170,2021,T,
54082290,13203170,2021,T,
54082300,13203170,2021,T,
54082400,13203170,2021,T,
54083100,13203170,2021,T,
54083200,13203170,2021,T,
54083300,13203170,2021,T,
54083400,13203170,2021,T,
55121100,13203210,2021,T,
55121910,13203210,2021,T,
55121990,13203210,2021,T,
55122100,13203210,2021,T,
55122910,13203210,2021,T,
55122990,13203210,2021,T,
55129100,13203210,2021,T,
55129910,13203210,2021,T,
55129990,13203210,2021,T,
55131120,13203220,2021,T,
55131190,13203220,2021,T,
55131200,13203220,2021,T,
55131300,13203220,2021,T,
55131900,13203220,2021,T,
55132100,13203220,2021,T,
55132310,13203220,2021,T,
55132390,13203220,2021,T,
55132900,13203220,2021,T,
55134100,13203220,2021,T,
55134900,13203220,2021,T,
55141100,13203220,2021,T,
55141200,13203220,2021,T,
55141910,13203220,2021,T,
55141990,13203220,2021,T,
55142100,13203220,2021,T,
55142200,13203220,2021,T,
55142300,13203220,2021,T,
55142900,13203220,2021,T,
55144100,13203220,2021,T,
55144200,13203220,2021,T,
55144300,13203220,2021,T,
55144900,13203220,2021,T,
55133100,13203230,2021,T,
55133900,13203230,2021,T,
55143010,13203230,2021,T,
55143030,13203230,2021,T,
55143050,13203230,2021,T,
55143090,13203230,2021,T,
55151311,13203240,2021,T,
55151319,13203240,2021,T,
55152211,13203240,2021,T,
55152219,13203240,2021,T,
55151391,13203250,2021,T,
55151399,13203250,2021,T,
55152291,13203250,2021,T,
55152299,13203250,2021,T,
55151110,13203290,2021,T,
55151130,13203290,2021,T,
55151190,13203290,2021,T,
55151210,13203290,2021,T,
55151230,13203290,2021,T,
55151290,13203290,2021,T,
55151910,13203290,2021,T,
55151930,13203290,2021,T,
55151990,13203290,2021,T,
55152110,13203290,2021,T,
55152130,13203290,2021,T,
55152190,13203290,2021,T,
55152900,13203290,2021,T,
55159110,13203290,2021,T,
55159130,13203290,2021,T,
55159190,13203290,2021,T,
55159920,13203290,2021,T,
55159940,13203290,2021,T,
55159980,13203290,2021,T,
55161100,13203330,2021,T,
55161200,13203330,2021,T,
55161400,13203330,2021,T,
55162100,13203330,2021,T,
55162200,13203330,2021,T,
55162400,13203330,2021,T,
55163100,13203330,2021,T,
55163200,13203330,2021,T,
55163400,13203330,2021,T,
55164100,13203330,2021,T,
55164200,13203330,2021,T,
55164400,13203330,2021,T,
55169100,13203330,2021,T,
55169200,13203330,2021,T,
55169400,13203330,2021,T,
55161300,13203350,2021,S,
55162310,13203350,2021,S,
55162390,13203350,2021,S,
55163300,13203350,2021,S,
55164300,13203350,2021,S,
55169300,13203350,2021,S,
58011000,13204100,2021,S,
58012100,13204100,2021,S,
58012200,13204100,2021,S,
58012300,13204100,2021,S,
58012600,13204100,2021,S,
58012700,13204100,2021,S,
58013100,13204100,2021,S,
58013200,13204100,2021,S,
58013300,13204100,2021,S,
58013600,13204100,2021,S,
58013700,13204100,2021,S,
58019010,13204100,2021,S,
58019090,13204100,2021,S,
58021100,13204200,2021,T,
58021900,13204200,2021,T,
58022000,13204300,2021,T,
58030010,13204400,2021,S,
58030030,13204400,2021,S,
58030090,13204400,2021,S,
58023000,13204500,2021,S,
70194000,13204600,2021,S,
70195100,13204600,2021,S,
70195200,13204600,2021,S,
70195900,13204600,2021,S,
,13301110,2021,I,
,13301121,2021,I,
,13301122,2021,I,
,13301123,2021,I,
,13301124,2021,I,
,13301125,2021,I,
,13301126,2021,I,
,13301127,2021,I,
,13301128,2021,I,
,13301210,2021,I,
,13301220,2021,I,
,13301230,2021,I,
,13301240,2021,I,
,13301250,2021,I,
,13301260,2021,I,
,13301270,2021,I,
,13301280,2021,I,
,13301290,2021,I,
,13301310,2021,I,
,13301320,2021,I,
,13301330,2021,I,
,13301340,2021,I,
,13301350,2021,I,
,13301360,2021,I,
,13301370,2021,I,
,13301380,2021,I,
,13301390,2021,I,
,13301910,2021,I,
,13301920,2021,I,
,13301930,2021,I,
,13301940,2021,I,
,13301950,2021,I,
,13301960,2021,I,
,13301970,2021,I,
,13301980,2021,I,
,13301990,2021,I,
,13301995,2021,I,
60011000,13911100,2021,T,
60012100,13911100,2021,T,
60012200,13911100,2021,T,
60012900,13911100,2021,T,
60019100,13911100,2021,T,
60019200,13911100,2021,T,
60019900,13911100,2021,T,
60024000,13911910,2021,T,
60029000,13911910,2021,T,
60031000,13911910,2021,T,
60032000,13911910,2021,T,
60033010,13911910,2021,T,
60033090,13911910,2021,T,
60034000,13911910,2021,T,
60039000,13911910,2021,T,
60041000,13911910,2021,T,
60049000,13911910,2021,T,
60052100,13911910,2021,T,
60052200,13911910,2021,T,
60052300,13911910,2021,T,
60052400,13911910,2021,T,
60053500,13911910,2021,T,
60053600,13911910,2021,T,
60053700,13911910,2021,T,
60053800,13911910,2021,T,
60053900,13911910,2021,T,
60054100,13911910,2021,T,
60054200,13911910,2021,T,
60054300,13911910,2021,T,
60054400,13911910,2021,T,
60059010,13911910,2021,T,
60059090,13911910,2021,T,
60061000,13911910,2021,T,
60062100,13911910,2021,T,
60062200,13911910,2021,T,
60062300,13911910,2021,T,
60062400,13911910,2021,T,
60063100,13911910,2021,T,
60063200,13911910,2021,T,
60063300,13911910,2021,T,
60063400,13911910,2021,T,
60064100,13911910,2021,T,
60064200,13911910,2021,T,
60064300,13911910,2021,T,
60064400,13911910,2021,T,
60069000,13911910,2021,T,
43040000,13911920,2021,S,
63012010,13921130,2021,S,
63012090,13921130,2021,S,
63014010,13921150,2021,S,
63014090,13921150,2021,S,
63013010,13921190,2021,S,
63013090,13921190,2021,S,
63019010,13921190,2021,S,
63019090,13921190,2021,S,
63021000,13921230,2021,S,
63022100,13921253,2021,S,
63023100,13921253,2021,S,
63022910,13921255,2021,S,
63023920,13921255,2021,S,
63022290,13921259,2021,S,
63022990,13921259,2021,S,
63023290,13921259,2021,S,
63023990,13921259,2021,S,
63022210,13921270,2021,S,
63023210,13921270,2021,S,
63024000,13921330,2021,S,
63025100,13921353,2021,S,
63025910,13921355,2021,S,
63025390,13921359,2021,S,
63025990,13921359,2021,S,
63025310,13921370,2021,S,
63026000,13921430,2021,S,
63029100,13921450,2021,S,
63029390,13921450,2021,S,
63029910,13921450,2021,S,
63029990,13921450,2021,S,
63029310,13921470,2021,S,
63031200,13921530,2021,S,
63031900,13921530,2021,S,
63039100,13921550,2021,S,
63039290,13921550,2021,S,
63039990,13921550,2021,S,
63039210,13921570,2021,S,
63039910,13921570,2021,S,
58050000,13921620,2021,S,
63041100,13921640,2021,S,
63041910,13921640,2021,S,
63041930,13921640,2021,S,
63041990,13921640,2021,S,
63042000,13921660,2021,S,
63049100,13921660,2021,S,
63049200,13921660,2021,S,
63049300,13921660,2021,S,
63049900,13921660,2021,S,
63080000,13921680,2021,S,
63052000,13922130,2021,S,
63053211,13922150,2021,S,
63053310,13922150,2021,S,
63053219,13922170,2021,S,
63053390,13922170,2021,S,
63051010,13922190,2021,S,
63051090,13922190,2021,S,
63053290,13922190,2021,S,
63053900,13922190,2021,S,
63059000,13922190,2021,S,
63061200,13922210,2021,S,
63061900,13922210,2021,S,
63062200,13922230,2021,S,
63062900,13922230,2021,S,
63063000,13922250,2021,S,
63064000,13922270,2021,S,
63069000,13922270,2021,S,
88040000,13922300,2021,S,
94043000,13922430,2021,S,
94049010,13922493,2021,S,
94049090,13922499,2021,S,
63071030,13922953,2021,S,
63071090,13922957,2021,S,
,13922993,2021,S,
,13922997,2021,S,
63071010,13922998,2021,S,
63072000,13922998,2021,S,
63079010,13922998,2021,S,
63079091,13922998,2021,S,
63079092,13922998,2021,S,
63079098,13922998,2021,S,
57011010,13931100,2021,S,
57011090,13931100,2021,S,
57019010,13931100,2021,S,
57019090,13931100,2021,S,
57021000,13931200,2021,S,
57022000,13931200,2021,S,
57023110,13931200,2021,S,
57023180,13931200,2021,S,
57023200,13931200,2021,S,
57023900,13931200,2021,S,
57024110,13931200,2021,S,
57024190,13931200,2021,S,
57024200,13931200,2021,S,
57024900,13931200,2021,S,
57025010,13931200,2021,S,
57025031,13931200,2021,S,
57025039,13931200,2021,S,
57025090,13931200,2021,S,
57029100,13931200,2021,S,
57029210,13931200,2021,S,
57029290,13931200,2021,S,
57029900,13931200,2021,S,
57031000,13931300,2021,S,
57032012,13931300,2021,S,
57032018,13931300,2021,S,
57032092,13931300,2021,S,
57032098,13931300,2021,S,
57033012,13931300,2021,S,
57033018,13931300,2021,S,
57033082,13931300,2021,S,
57033088,13931300,2021,S,
57039020,13931300,2021,S,
57039080,13931300,2021,S,
57041000,13931930,2021,S,
57042000,13931930,2021,S,
57049000,13931930,2021,S,
57050030,13931990,2021,S,
57050080,13931990,2021,S,
56072900,13941130,2021,S,
56079020,13941130,2021,S,
56072100,13941153,2021,S,
56074100,13941155,2021,S,
56074911,13941160,2021,S,
56074919,13941160,2021,S,
56075011,13941160,2021,S,
56075019,13941160,2021,S,
56075090,13941160,2021,S,
56074990,13941170,2021,S,
56075030,13941170,2021,S,
56079090,13941190,2021,S,
56081120,13941233,2021,S,
56081180,13941235,2021,S,
56081911,13941253,2021,S,
56081919,13941255,2021,S,
56081930,13941259,2021,S,
56081990,13941259,2021,S,
56089000,13941259,2021,S,
56090000,13941280,2021,S,
56031190,13951010,2021,S,
56039190,13951010,2021,S,
56031290,13951020,2021,S,
56039290,13951020,2021,S,
56031390,13951030,2021,S,
56039390,13951030,2021,S,
56031490,13951050,2021,S,
56039490,13951050,2021,S,
56031110,13951070,2021,S,
56031210,13951070,2021,S,
56031310,13951070,2021,S,
56031410,13951070,2021,S,
56039110,13951070,2021,S,
56039210,13951070,2021,S,
56039310,13951070,2021,S,
56039410,13951070,2021,S,
56050000,13961100,2021,S,
58090000,13961200,2021,S,
56041000,13961300,2021,S,
56049010,13961300,2021,S,
56049090,13961300,2021,S,
59011000,13961400,2021,S,
59019000,13961400,2021,S,
59031010,13961400,2021,S,
59031090,13961400,2021,S,
59032010,13961400,2021,S,
59032090,13961400,2021,S,
