CN 2021,PRODCOM 2021,YEAR,PRODTYPE,CN-Split
16029061,100000Z1,2021,S,
16029069,100000Z1,2021,S,
16029091,100000Z1,2021,S,
16029095,100000Z1,2021,S,
16029099,100000Z1,2021,S,
20021010,100000Z3,2021,S,
20021090,100000Z3,2021,S,
20031020,100000Z3,2021,S,
20031030,100000Z3,2021,S,
20039010,100000Z3,2021,S,
20039090,100000Z3,2021,S,
20049010,100000Z3,2021,S,
20049030,100000Z3,2021,S,
20049050,100000Z3,2021,S,
20049091,100000Z3,2021,S,
20049098,100000Z3,2021,S,
20054000,100000Z3,2021,S,
20055100,100000Z3,2021,S,
20055900,100000Z3,2021,S,
20056000,100000Z3,2021,S,
20057000,100000Z3,2021,S,
20058000,100000Z3,2021,S,
20059100,100000Z3,2021,S,
20059910,100000Z3,2021,S,
20059920,100000Z3,2021,S,
20059930,100000Z3,2021,S,
20059950,100000Z3,2021,S,
20059960,100000Z3,2021,S,
20059980,100000Z3,2021,S,
03061110,100000Z4,2021,S,
03061190,100000Z4,2021,S,
03061210,100000Z4,2021,S,
03061290,100000Z4,2021,S,
03061410,100000Z4,2021,S,
03061430,100000Z4,2021,S,
03061490,100000Z4,2021,S,
03061500,100000Z4,2021,S,
03061691,100000Z4,2021,S,
03061699,100000Z4,2021,S,
03061791,100000Z4,2021,S,
03061792,100000Z4,2021,S,
03061793,100000Z4,2021,S,
03061794,100000Z4,2021,S,
03061799,100000Z4,2021,S,
03061910,100000Z4,2021,S,
03061990,100000Z4,2021,S,
03069100,100000Z4,2021,S,
03069210,100000Z4,2021,S,
03069290,100000Z4,2021,S,
03069310,100000Z4,2021,S,
03069390,100000Z4,2021,S,
03069400,100000Z4,2021,S,
03069511,100000Z4,2021,S,
03069519,100000Z4,2021,S,
03069520,100000Z4,2021,S,
03069530,100000Z4,2021,S,
03069540,100000Z4,2021,S,
03069590,100000Z4,2021,S,
03069910,100000Z4,2021,S,
03069990,100000Z4,2021,S,
03071200,100000Z4,2021,S,
03071900,100000Z4,2021,S,
03072210,100000Z4,2021,S,
03072290,100000Z4,2021,S,
03072900,100000Z4,2021,S,
03073210,100000Z4,2021,S,
03073290,100000Z4,2021,S,
03073920,100000Z4,2021,S,
03073980,100000Z4,2021,S,
03074321,100000Z4,2021,S,
03074325,100000Z4,2021,S,
03074329,100000Z4,2021,S,
03074331,100000Z4,2021,S,
03074333,100000Z4,2021,S,
03074335,100000Z4,2021,S,
03074338,100000Z4,2021,S,
03074391,100000Z4,2021,S,
03074392,100000Z4,2021,S,
03074395,100000Z4,2021,S,
03074399,100000Z4,2021,S,
03074920,100000Z4,2021,S,
03074940,100000Z4,2021,S,
03074950,100000Z4,2021,S,
03074960,100000Z4,2021,S,
03074980,100000Z4,2021,S,
03075200,100000Z4,2021,S,
03075900,100000Z4,2021,S,
03076000,100000Z4,2021,S,
03077210,100000Z4,2021,S,
03077290,100000Z4,2021,S,
03077900,100000Z4,2021,S,
03078300,100000Z4,2021,S,
03078400,100000Z4,2021,S,
03078700,100000Z4,2021,S,
03078800,100000Z4,2021,S,
03079200,100000Z4,2021,S,
03079900,100000Z4,2021,S,
03081200,100000Z4,2021,S,
03081900,100000Z4,2021,S,
03082200,100000Z4,2021,S,
03082900,100000Z4,2021,S,
03083050,100000Z4,2021,S,
03083080,100000Z4,2021,S,
03089050,100000Z4,2021,S,
03089090,100000Z4,2021,S,
16041100,100000Z4,2021,S,
16041210,100000Z4,2021,S,
16041291,100000Z4,2021,S,
16041299,100000Z4,2021,S,
16041311,100000Z4,2021,S,
16041319,100000Z4,2021,S,
16041390,100000Z4,2021,S,
16041421,100000Z4,2021,S,
16041426,100000Z4,2021,S,
16041428,100000Z4,2021,S,
16041431,100000Z4,2021,S,
16041436,100000Z4,2021,S,
16041438,100000Z4,2021,S,
16041441,100000Z4,2021,S,
16041446,100000Z4,2021,S,
16041448,100000Z4,2021,S,
16041490,100000Z4,2021,S,
16041511,100000Z4,2021,S,
16041519,100000Z4,2021,S,
16041590,100000Z4,2021,S,
16041600,100000Z4,2021,S,
16041700,100000Z4,2021,S,
16041800,100000Z4,2021,S,
16041910,100000Z4,2021,S,
16041931,100000Z4,2021,S,
16041939,100000Z4,2021,S,
16041950,100000Z4,2021,S,
16041991,100000Z4,2021,S,
16041992,100000Z4,2021,S,
16041993,100000Z4,2021,S,
16041994,100000Z4,2021,S,
16041995,100000Z4,2021,S,
16041997,100000Z4,2021,S,
16042005,100000Z4,2021,S,
16042010,100000Z4,2021,S,
16042030,100000Z4,2021,S,
16042040,100000Z4,2021,S,
16042050,100000Z4,2021,S,
16042070,100000Z4,2021,S,
16042090,100000Z4,2021,S,
16051000,100000Z4,2021,S,
16052110,100000Z4,2021,S,
16052190,100000Z4,2021,S,
16052900,100000Z4,2021,S,
16053010,100000Z4,2021,S,
16053090,100000Z4,2021,S,
16054000,100000Z4,2021,S,
16055100,100000Z4,2021,S,
16055200,100000Z4,2021,S,
16055310,100000Z4,2021,S,
16055390,100000Z4,2021,S,
16055400,100000Z4,2021,S,
16055500,100000Z4,2021,S,
16055600,100000Z4,2021,S,
16055700,100000Z4,2021,S,
16055800,100000Z4,2021,S,
16055900,100000Z4,2021,S,
16056100,100000Z4,2021,S,
16056200,100000Z4,2021,S,
16056300,100000Z4,2021,S,
16056900,100000Z4,2021,S,
02011000,10111140,2021,S,
02012020,10111140,2021,S,
02012030,10111140,2021,S,
02012050,10111140,2021,S,
02012090,10111190,2021,S,
02013000,10111190,2021,S,
02031110,10111230,2021,S,
02031190,10111230,2021,S,
02031211,10111250,2021,S,
02031219,10111250,2021,S,
02031290,10111250,2021,S,
02031911,10111290,2021,S,
02031913,10111290,2021,S,
02031915,10111290,2021,S,
02031955,10111290,2021,S,
02031959,10111290,2021,S,
02031990,10111290,2021,S,
02041000,10111300,2021,S,
02042100,10111300,2021,S,
02042210,10111300,2021,S,
02042230,10111300,2021,S,
02042250,10111300,2021,S,
02042290,10111300,2021,S,
02042300,10111300,2021,S,
02045011,10111400,2021,S,
02045013,10111400,2021,S,
02045015,10111400,2021,S,
02045019,10111400,2021,S,
02045031,10111400,2021,S,
02045039,10111400,2021,S,
02050020,10111500,2021,S,
02061010,10112000,2021,S,
02061095,10112000,2021,S,
02061098,10112000,2021,S,
02063000,10112000,2021,S,
02068010,10112000,2021,S,
02068091,10112000,2021,S,
02068099,10112000,2021,S,
02021000,10113100,2021,S,
02022010,10113100,2021,S,
02022030,10113100,2021,S,
02022050,10113100,2021,S,
02022090,10113100,2021,S,
02023010,10113100,2021,S,
02023050,10113100,2021,S,
02023090,10113100,2021,S,
02032110,10113230,2021,S,
02032190,10113230,2021,S,
02032211,10113250,2021,S,
02032219,10113250,2021,S,
02032290,10113250,2021,S,
02032911,10113290,2021,S,
02032913,10113290,2021,S,
02032915,10113290,2021,S,
02032955,10113290,2021,S,
02032959,10113290,2021,S,
02032990,10113290,2021,S,
02043000,10113300,2021,S,
02044100,10113300,2021,S,
02044210,10113300,2021,S,
02044230,10113300,2021,S,
02044250,10113300,2021,S,
02044290,10113300,2021,S,
02044310,10113300,2021,S,
02044390,10113300,2021,S,
02045051,10113400,2021,S,
02045053,10113400,2021,S,
02045055,10113400,2021,S,
02045059,10113400,2021,S,
02045071,10113400,2021,S,
02045079,10113400,2021,S,
02050080,10113500,2021,S,
02062100,10113910,2021,S,
02062200,10113910,2021,S,
02062910,10113910,2021,S,
02062991,10113910,2021,S,
02062999,10113910,2021,S,
02064100,10113910,2021,S,
02064900,10113910,2021,S,
02069010,10113910,2021,S,
02069091,10113910,2021,S,
02069099,10113910,2021,S,
02081010,10113930,2021,S,
02081090,10113930,2021,S,
02083000,10113930,2021,S,
02084010,10113930,2021,S,
02084020,10113930,2021,S,
02084080,10113930,2021,S,
02085000,10113930,2021,S,
02086000,10113930,2021,S,
02089010,10113930,2021,S,
02089030,10113930,2021,S,
02089060,10113930,2021,S,
02089070,10113930,2021,S,
02089098,10113930,2021,S,
51011900,10114100,2021,S,
41012010,10114200,2021,S,
41012030,10114200,2021,S,
41012050,10114200,2021,S,
41012080,10114200,2021,S,
41015010,10114200,2021,S,
41015030,10114200,2021,S,
41015050,10114200,2021,S,
41015090,10114200,2021,S,
41019000,10114300,2021,S,
41021010,10114400,2021,S,
41021090,10114400,2021,S,
41022100,10114400,2021,S,
41022900,10114400,2021,S,
41039000,10114500,2021,S,
02091011,10115040,2021,S,
02091019,10115040,2021,S,
02091090,10115040,2021,S,
15011010,10115060,2021,S,
15011090,10115060,2021,S,
15012010,10115060,2021,S,
15012090,10115060,2021,S,
15021010,10115070,2021,S,
15021090,10115070,2021,S,
15029010,10115070,2021,S,
15029090,10115070,2021,S,
05040000,10116030,2021,S,
05021000,10116090,2021,S,
05029000,10116090,2021,S,
05061000,10116090,2021,S,
05069000,10116090,2021,S,
05071000,10116090,2021,S,
05100000,10116090,2021,S,
05119910,10116090,2021,S,
05119985,10116090,2021,S,
02074120,101200Z1,2021,S,
02074130,101200Z1,2021,S,
02074180,101200Z1,2021,S,
02074230,101200Z1,2021,S,
02074280,101200Z1,2021,S,
02075110,101200Z1,2021,S,
02075190,101200Z1,2021,S,
02075210,101200Z1,2021,S,
02075290,101200Z1,2021,S,
02076005,101200Z1,2021,S,
02074410,101200Z2,2021,S,
02074421,101200Z2,2021,S,
02074431,101200Z2,2021,S,
02074441,101200Z2,2021,S,
02074451,101200Z2,2021,S,
02074461,101200Z2,2021,S,
02074471,101200Z2,2021,S,
02074481,101200Z2,2021,S,
02074510,101200Z2,2021,S,
02074521,101200Z2,2021,S,
02074531,101200Z2,2021,S,
02074541,101200Z2,2021,S,
02074551,101200Z2,2021,S,
02074561,101200Z2,2021,S,
02074571,101200Z2,2021,S,
02074581,101200Z2,2021,S,
02075410,101200Z2,2021,S,
02075421,101200Z2,2021,S,
02075431,101200Z2,2021,S,
02075441,101200Z2,2021,S,
02075451,101200Z2,2021,S,
02075461,101200Z2,2021,S,
02075471,101200Z2,2021,S,
02075481,101200Z2,2021,S,
02075510,101200Z2,2021,S,
02075521,101200Z2,2021,S,
02075531,101200Z2,2021,S,
02075541,101200Z2,2021,S,
02075551,101200Z2,2021,S,
02075561,101200Z2,2021,S,
02075571,101200Z2,2021,S,
02075581,101200Z2,2021,S,
02076010,101200Z2,2021,S,
02076021,101200Z2,2021,S,
02076031,101200Z2,2021,S,
02076041,101200Z2,2021,S,
02076051,101200Z2,2021,S,
02076061,101200Z2,2021,S,
02076081,101200Z2,2021,S,
02071110,10121010,2021,S,
02071130,10121010,2021,S,
02071190,10121010,2021,S,
02072410,10121020,2021,S,
02072490,10121020,2021,S,
02074120,10121030,2021,S,
02074130,10121030,2021,S,
02074180,10121030,2021,S,
02075110,10121030,2021,S,
02075190,10121030,2021,S,
02076005,10121030,2021,S,a
02071310,10121050,2021,S,
02071320,10121050,2021,S,
02071330,10121050,2021,S,
02071340,10121050,2021,S,
02071350,10121050,2021,S,
02071360,10121050,2021,S,
02071370,10121050,2021,S,
02072610,10121060,2021,S,
02072620,10121060,2021,S,
02072630,10121060,2021,S,
02072640,10121060,2021,S,
02072650,10121060,2021,S,
02072660,10121060,2021,S,
02072670,10121060,2021,S,
02072680,10121060,2021,S,
02074410,10121070,2021,S,
02074421,10121070,2021,S,
02074431,10121070,2021,S,
02074441,10121070,2021,S,
02074451,10121070,2021,S,
02074461,10121070,2021,S,
02074471,10121070,2021,S,
02074481,10121070,2021,S,
02075410,10121070,2021,S,
02075421,10121070,2021,S,
02075431,10121070,2021,S,
02075441,10121070,2021,S,
02075451,10121070,2021,S,
02075461,10121070,2021,S,
02075471,10121070,2021,S,
02075481,10121070,2021,S,
02076010,10121070,2021,S,a
02076021,10121070,2021,S,a
02076031,10121070,2021,S,a
02076041,10121070,2021,S,a
02076051,10121070,2021,S,a
02076061,10121070,2021,S,a
02076081,10121070,2021,S,a
02071210,10122013,2021,S,
02071290,10122013,2021,S,
02072510,10122015,2021,S,
02072590,10122015,2021,S,
02074230,10122017,2021,S,
02074280,10122017,2021,S,
02075210,10122017,2021,S,
02075290,10122017,2021,S,
02076005,10122017,2021,S,b
02071410,10122053,2021,S,
02071420,10122053,2021,S,
02071430,10122053,2021,S,
02071440,10122053,2021,S,
02071450,10122053,2021,S,
02071460,10122053,2021,S,
02071470,10122053,2021,S,
02072710,10122055,2021,S,
02072720,10122055,2021,S,
02072730,10122055,2021,S,
02072740,10122055,2021,S,
02072750,10122055,2021,S,
02072760,10122055,2021,S,
02072770,10122055,2021,S,
02072780,10122055,2021,S,
02074510,10122057,2021,S,
02074521,10122057,2021,S,
02074531,10122057,2021,S,
02074541,10122057,2021,S,
02074551,10122057,2021,S,
02074561,10122057,2021,S,
02074571,10122057,2021,S,
02074581,10122057,2021,S,
02075510,10122057,2021,S,
02075521,10122057,2021,S,
02075531,10122057,2021,S,
02075541,10122057,2021,S,
02075551,10122057,2021,S,
02075561,10122057,2021,S,
02075571,10122057,2021,S,
02075581,10122057,2021,S,
02076010,10122057,2021,S,b
02076021,10122057,2021,S,b
02076031,10122057,2021,S,b
02076041,10122057,2021,S,b
02076051,10122057,2021,S,b
02076061,10122057,2021,S,b
02076081,10122057,2021,S,b
02099000,10123000,2021,S,
15019000,10123000,2021,S,
02071391,10124000,2021,S,
02071399,10124000,2021,S,
02071491,10124000,2021,S,
02071499,10124000,2021,S,
02072691,10124000,2021,S,
02072699,10124000,2021,S,
02072791,10124000,2021,S,
02072799,10124000,2021,S,
02074300,10124000,2021,S,
02074491,10124000,2021,S,
02074499,10124000,2021,S,
02074593,10124000,2021,S,
02074595,10124000,2021,S,
02074599,10124000,2021,S,
02075300,10124000,2021,S,
02075491,10124000,2021,S,
02075499,10124000,2021,S,
02075593,10124000,2021,S,
02075595,10124000,2021,S,
02075599,10124000,2021,S,
02076091,10124000,2021,S,
02076099,10124000,2021,S,
67010000,10125000,2021,S,
02101111,10131120,2021,S,
02101119,10131120,2021,S,
02101131,10131120,2021,S,
02101139,10131120,2021,S,
02101190,10131120,2021,S,
02101211,10131150,2021,S,
02101219,10131150,2021,S,
02101290,10131150,2021,S,
02101910,10131180,2021,S,
02101920,10131180,2021,S,
02101930,10131180,2021,S,
02101940,10131180,2021,S,
02101950,10131180,2021,S,
02101960,10131180,2021,S,
02101970,10131180,2021,S,
02101981,10131180,2021,S,
02101989,10131180,2021,S,
02101990,10131180,2021,S,
02102010,10131200,2021,S,
02102090,10131200,2021,S,
02109100,10131300,2021,S,
02109210,10131300,2021,S,
02109291,10131300,2021,S,
02109292,10131300,2021,S,
02109299,10131300,2021,S,
02109300,10131300,2021,S,
02109910,10131300,2021,S,
02109921,10131300,2021,S,
02109929,10131300,2021,S,
02109931,10131300,2021,S,
02109939,10131300,2021,S,
02109941,10131300,2021,S,
02109949,10131300,2021,S,
02109951,10131300,2021,S,
02109959,10131300,2021,S,
02109971,10131300,2021,S,
02109979,10131300,2021,S,
02109985,10131300,2021,S,
02109990,10131300,2021,S,
16010010,10131430,2021,S,a
16010091,10131460,2021,S,a
16010099,10131460,2021,S,a
16022010,10131505,2021,S,a
16022090,10131515,2021,S,a
16023111,10131525,2021,S,a
16023119,10131525,2021,S,a
16023180,10131525,2021,S,a
16023211,10131535,2021,S,a
16023219,10131535,2021,S,a
16023230,10131535,2021,S,a
16023290,10131535,2021,S,a
16023921,10131535,2021,S,a
16023929,10131535,2021,S,a
16023985,10131535,2021,S,a
16024110,10131545,2021,S,a
16024190,10131545,2021,S,a
16024210,10131555,2021,S,a
16024290,10131555,2021,S,a
16024950,10131565,2021,S,a
16024911,10131575,2021,S,a
16024913,10131575,2021,S,a
16024915,10131575,2021,S,a
16024919,10131575,2021,S,a
16024930,10131575,2021,S,a
16024990,10131575,2021,S,a
16025010,10131585,2021,S,a
16025031,10131585,2021,S,a
16025095,10131585,2021,S,a
16029010,10131595,2021,S,a
16029031,10131595,2021,S,a
16029051,10131595,2021,S,a
16029061,10131595,2021,S,a
16029069,10131595,2021,S,a
16029091,10131595,2021,S,a
16029095,10131595,2021,S,a
16029099,10131595,2021,S,a
23011000,10131600,2021,S,
,10139100,2021,I,
,10201100,2021,S,
03029200,10201110,2021,S,
03043100,10201110,2021,S,
03043200,10201110,2021,S,
03043300,10201110,2021,S,
03043900,10201110,2021,S,
03044100,10201110,2021,S,
03044210,10201110,2021,S,
03044250,10201110,2021,S,
03044290,10201110,2021,S,
03044300,10201110,2021,S,
03044410,10201110,2021,S,
03044430,10201110,2021,S,
03044490,10201110,2021,S,
03044500,10201110,2021,S,
03044600,10201110,2021,S,
03044710,10201110,2021,S,
03044720,10201110,2021,S,
03044730,10201110,2021,S,
03044790,10201110,2021,S,
03044800,10201110,2021,S,
03044910,10201110,2021,S,
03044950,10201110,2021,S,
03044990,10201110,2021,S,
03045100,10201110,2021,S,
03045200,10201110,2021,S,
03045300,10201110,2021,S,
03045400,10201110,2021,S,
03045500,10201110,2021,S,
03045610,10201110,2021,S,
03045620,10201110,2021,S,
03045630,10201110,2021,S,
03045690,10201110,2021,S,
03045700,10201110,2021,S,
03045910,10201110,2021,S,
03045950,10201110,2021,S,
03045990,10201110,2021,S,
03029100,10201200,2021,S,
03029900,10201200,2021,S,
03031100,10201330,2021,S,
03031200,10201330,2021,S,
03031300,10201330,2021,S,
03031410,10201330,2021,S,
03031420,10201330,2021,S,
03031490,10201330,2021,S,
03031900,10201330,2021,S,
03032600,10201330,2021,S,
03033110,10201330,2021,S,
03033130,10201330,2021,S,
03033190,10201330,2021,S,
03033200,10201330,2021,S,
03033300,10201330,2021,S,
03033400,10201330,2021,S,
03033910,10201330,2021,S,
03033930,10201330,2021,S,
03033950,10201330,2021,S,
03033985,10201330,2021,S,
03034110,10201330,2021,S,
03034190,10201330,2021,S,
03034220,10201330,2021,S,
03034290,10201330,2021,S,
03034310,10201330,2021,S,
03034390,10201330,2021,S,
03034410,10201330,2021,S,
03034490,10201330,2021,S,
03034512,10201330,2021,S,
03034518,10201330,2021,S,
03034591,10201330,2021,S,
03034599,10201330,2021,S,
03034610,10201330,2021,S,
03034690,10201330,2021,S,
03034920,10201330,2021,S,
03034985,10201330,2021,S,
03035100,10201330,2021,S,
03035310,10201330,2021,S,
03035330,10201330,2021,S,
03035390,10201330,2021,S,
03035410,10201330,2021,S,
03035490,10201330,2021,S,
03035510,10201330,2021,S,
03035530,10201330,2021,S,
03035590,10201330,2021,S,
03035600,10201330,2021,S,
03035700,10201330,2021,S,
03035910,10201330,2021,S,
03035921,10201330,2021,S,
03035929,10201330,2021,S,
03035990,10201330,2021,S,
03036310,10201330,2021,S,
03036330,10201330,2021,S,
03036390,10201330,2021,S,
03036400,10201330,2021,S,
03036500,10201330,2021,S,
03036611,10201330,2021,S,
03036612,10201330,2021,S,
03036613,10201330,2021,S,
03036619,10201330,2021,S,
03036690,10201330,2021,S,
03036700,10201330,2021,S,
03036810,10201330,2021,S,
03036890,10201330,2021,S,
03036910,10201330,2021,S,
03036930,10201330,2021,S,
03036950,10201330,2021,S,
03036970,10201330,2021,S,
03036980,10201330,2021,S,
03036990,10201330,2021,S,
03038115,10201330,2021,S,
03038130,10201330,2021,S,
03038140,10201330,2021,S,
03038190,10201330,2021,S,
03038200,10201330,2021,S,
03038300,10201330,2021,S,
03038410,10201330,2021,S,
03038490,10201330,2021,S,
03038921,10201330,2021,S,
03038929,10201330,2021,S,
03038931,10201330,2021,S,
03038939,10201330,2021,S,
03038940,10201330,2021,S,
03038950,10201330,2021,S,
03038955,10201330,2021,S,
03038960,10201330,2021,S,
03038965,10201330,2021,S,
03038970,10201330,2021,S,
03038990,10201330,2021,S,
03039200,10201330,2021,S,
03032300,10201360,2021,S,
03032400,10201360,2021,S,
03032500,10201360,2021,S,
03032900,10201360,2021,S,
03038910,10201360,2021,S,
03046100,10201400,2021,S,
03046200,10201400,2021,S,
03046300,10201400,2021,S,
03046900,10201400,2021,S,
03047110,10201400,2021,S,
03047190,10201400,2021,S,
03047200,10201400,2021,S,
03047300,10201400,2021,S,
03047411,10201400,2021,S,
03047415,10201400,2021,S,
03047419,10201400,2021,S,
03047490,10201400,2021,S,
03047500,10201400,2021,S,
03047910,10201400,2021,S,
03047930,10201400,2021,S,
03047950,10201400,2021,S,
03047980,10201400,2021,S,
03047990,10201400,2021,S,
03048100,10201400,2021,S,
03048210,10201400,2021,S,
03048250,10201400,2021,S,
03048290,10201400,2021,S,
03048310,10201400,2021,S,
03048330,10201400,2021,S,
03048350,10201400,2021,S,
03048390,10201400,2021,S,
03048400,10201400,2021,S,
03048500,10201400,2021,S,
03048600,10201400,2021,S,
03048700,10201400,2021,S,
03048811,10201400,2021,S,
03048815,10201400,2021,S,
03048818,10201400,2021,S,
03048819,10201400,2021,S,
03048890,10201400,2021,S,
03048910,10201400,2021,S,
03048921,10201400,2021,S,
03048929,10201400,2021,S,
03048930,10201400,2021,S,
03048941,10201400,2021,S,
03048949,10201400,2021,S,
03048960,10201400,2021,S,
03048990,10201400,2021,S,
,10201500,2021,S,
03049100,10201510,2021,S,
03049200,10201510,2021,S,
03049390,10201510,2021,S,
03049490,10201510,2021,S,
03049521,10201510,2021,S,
03049525,10201510,2021,S,
03049529,10201510,2021,S,
03049530,10201510,2021,S,
03049540,10201510,2021,S,
03049550,10201510,2021,S,
03049560,10201510,2021,S,
03049590,10201510,2021,S,
03049610,10201510,2021,S,
03049620,10201510,2021,S,
03049630,10201510,2021,S,
03049690,10201510,2021,S,
03049700,10201510,2021,S,
03049921,10201510,2021,S,
03049923,10201510,2021,S,
03049929,10201510,2021,S,
03049955,10201510,2021,S,
03049961,10201510,2021,S,
03049965,10201510,2021,S,
03049999,10201510,2021,S,
03049310,10201520,2021,S,
03049410,10201520,2021,S,
03049510,10201520,2021,S,
03049910,10201520,2021,S,
03039110,10201600,2021,S,
03039190,10201600,2021,S,
03039900,10201600,2021,S,
03053100,10202100,2021,S,
03053211,10202100,2021,S,
03053219,10202100,2021,S,
03053290,10202100,2021,S,
03053910,10202100,2021,S,
03053950,10202100,2021,S,
03053990,10202100,2021,S,
03051000,10202250,2021,S,
03052000,10202250,2021,S,
03057100,10202250,2021,S,
03057200,10202250,2021,S,
03057900,10202250,2021,S,
03055110,10202350,2021,S,
03055190,10202350,2021,S,
03055200,10202350,2021,S,
03055310,10202350,2021,S,
03055390,10202350,2021,S,
03055430,10202350,2021,S,
03055450,10202350,2021,S,
03055490,10202350,2021,S,
03055970,10202350,2021,S,
03055985,10202350,2021,S,
03056100,10202350,2021,S,
03056200,10202350,2021,S,
03056300,10202350,2021,S,
03056400,10202350,2021,S,
03056910,10202350,2021,S,
03056930,10202350,2021,S,
03056950,10202350,2021,S,
03056980,10202350,2021,S,
03054100,10202425,2021,S,
03054200,10202455,2021,S,
03054300,10202470,2021,S,
03054410,10202475,2021,S,
03054490,10202475,2021,S,
03054910,10202475,2021,S,
03054920,10202475,2021,S,
03054930,10202475,2021,S,
03054980,10202475,2021,S,
,10202485,2021,S,
16041100,10202510,2021,S,a
16041210,10202520,2021,S,a
16041291,10202520,2021,S,a
16041299,10202520,2021,S,a
16041311,10202530,2021,S,a
16041319,10202530,2021,S,a
16041390,10202530,2021,S,a
16041421,10202540,2021,S,a
16041426,10202540,2021,S,a
16041428,10202540,2021,S,a
16041431,10202540,2021,S,a
16041436,10202540,2021,S,a
16041438,10202540,2021,S,a
16041441,10202540,2021,S,a
16041446,10202540,2021,S,a
16041448,10202540,2021,S,a
16041490,10202540,2021,S,a
16041511,10202550,2021,S,a
16041519,10202550,2021,S,a
16041590,10202550,2021,S,a
16041600,10202560,2021,S,a
16041991,10202570,2021,S,a
16041700,10202580,2021,S,a
16041800,10202580,2021,S,a
16041910,10202580,2021,S,a
16041931,10202580,2021,S,a
16041939,10202580,2021,S,a
16041950,10202580,2021,S,a
16041992,10202580,2021,S,a
16041993,10202580,2021,S,a
16041994,10202580,2021,S,a
16041995,10202580,2021,S,a
16041997,10202580,2021,S,a
